devanagari,iast,slp1,count,pct,devanagari_halant,n_consonants,slot1,slot2,slot3,slot4,slot5
म्ध्व,mdhv,mDv,1,0.0,म्ध्व्,3,0,1,0,0,0
म्न,mn,mn,4536,0.1389,म्न्,2,1383,1077,801,966,309
म्न्य,mny,mny,71,0.0022,म्न्य्,3,50,2,5,10,4
म्प,mp,mp,5659,0.1733,म्प्,2,694,1954,1353,1201,456
म्प्य,mpy,mpy,47,0.0014,म्प्य्,3,1,23,16,6,1
म्प्र,mpr,mpr,2997,0.0918,म्प्र्,3,223,1474,694,400,206
म्प्ल,mpl,mpl,57,0.0017,म्प्ल्,3,0,6,10,7,34
म्फ,mph,mP,16,0.0005,म्फ्,2,0,0,6,7,2
म्ब,mb,mb,11081,0.3393,म्ब्,2,936,2322,3813,3171,836
म्ब्य,mby,mby,211,0.0065,म्ब्य्,3,7,50,75,75,4
म्ब्ल,mbl,mbl,2,0.0001,म्ब्ल्,3,0,0,1,1,0
म्ब्व,mbv,mbv,59,0.0018,म्ब्व्,3,1,13,34,10,1
म्भ,mbh,mB,10063,0.3082,म्भ्,2,1396,2301,2955,2518,892
म्भ्य,mbhy,mBy,98,0.003,म्भ्य्,3,68,10,5,13,2
म्भ्र,mbhr,mBr,66,0.002,म्भ्र्,3,0,24,25,15,2
म्म,mm,mm,230,0.007,म्म्,2,49,32,45,69,35
म्य,my,my,16218,0.4966,म्य्,2,2621,6101,3923,2433,1139
म्य्व,myv,myv,8,0.0002,म्य्व्,3,8,0,0,0,0
म्र,mr,mr,3502,0.1072,म्र्,2,548,471,650,1423,410
म्ल,ml,ml,2934,0.0898,म्ल्,2,69,326,796,1465,278
म्व,mv,mv,47,0.0014,म्व्,2,32,9,2,2,2
म्व्य,mvy,mvy,3,0.0001,म्व्य्,3,2,1,0,0,0
म्श,mś,mS,3,0.0001,म्श्,2,1,1,1,0,0
म्स,ms,ms,2,0.0001,म्स्,2,0,1,1,0,0
य्ज,yj,yj,1,0.0,य्ज्,2,0,0,0,0,1
य्म,ym,ym,1,0.0,य्म्,2,1,0,0,0,0
य्य,yy,yy,2322,0.0711,य्य्,2,732,580,563,374,73
य्ल,yl,yl,2,0.0001,य्ल्,2,0,0,0,0,2
य्व,yv,yv,237,0.0073,य्व्,2,27,75,77,42,16
र्क,rk,rk,5121,0.1568,र्क्,2,749,887,1286,1462,737
र्क्त,rkt,rkt,2,0.0001,र्क्त्,3,2,0,0,0,0
र्क्प्र,rkpr,rkpr,1,0.0,र्क्प्र्,4,0,1,0,0,0
र्क्य,rky,rky,85,0.0026,र्क्य्,3,35,12,19,12,7
र्क्व,rkv,rkv,2,0.0001,र्क्व्,3,1,0,0,1,0
र्क्ष,rkṣ,rkz,204,0.0062,र्क्ष्,3,32,45,71,38,18
र्क्ष्य,rkṣy,rkzy,223,0.0068,र्क्ष्य्,4,53,44,48,68,10
र्क्स,rks,rks,9,0.0003,र्क्स्,3,8,1,0,0,0
र्ख,rkh,rK,206,0.0063,र्ख्,2,10,49,38,97,12
र्ख्य,rkhy,rKy,29,0.0009,र्ख्य्,3,0,16,7,6,0
र्ग,rg,rg,13388,0.41,र्ग्,2,2240,3568,3557,3032,987
र्ग्घ,rggh,rgG,1,0.0,र्ग्घ्,3,1,0,0,0,0
र्ग्भ,rgbh,rgB,4,0.0001,र्ग्भ्,3,3,0,1,0,0
र्ग्य,rgy,rgy,447,0.0137,र्ग्य्,3,268,65,43,19,52
र्ग्र,rgr,rgr,174,0.0053,र्ग्र्,3,14,25,68,59,8
र्ग्ल,rgl,rgl,8,0.0002,र्ग्ल्,3,1,3,1,2,1
र्ग्व,rgv,rgv,8,0.0002,र्ग्व्,3,5,0,1,1,1
र्घ,rgh,rG,2797,0.0857,र्घ्,2,378,958,631,649,180
र्घ्न,rghn,rGn,9,0.0003,र्घ्न्,3,3,0,0,6,0
र्घ्य,rghy,rGy,411,0.0126,र्घ्य्,3,63,83,123,86,56
र्घ्र,rghr,rGr,9,0.0003,र्घ्र्,3,1,3,3,2,0
र्ङ्ग,rṅg,rNg,222,0.0068,र्ङ्ग्,3,4,61,83,58,16
र्ङ्ग्य,rṅgy,rNgy,2,0.0001,र्ङ्ग्य्,4,0,1,0,1,0
र्ङ्म,rṅm,rNm,1,0.0,र्ङ्म्,3,1,0,0,0,0
र्च,rc,rc,5318,0.1629,र्च्,2,2209,961,971,730,447
र्च्च,rcc,rcc,1,0.0,र्च्च्,3,0,0,0,1,0
र्च्छ,rcch,rcC,323,0.0099,र्च्छ्,3,47,49,144,65,18
र्च्य,rcy,rcy,372,0.0114,र्च्य्,3,10,79,136,84,63
र्छ,rch,rC,1013,0.031,र्छ्,2,88,266,237,314,108
र्ज,rj,rj,12251,0.3752,र्ज्,2,2080,4240,2686,2452,791
र्ज्ज,rjj,rjj,3,0.0001,र्ज्ज्,3,0,0,0,3,0
र्ज्ञ,rjñ,rjY,125,0.0038,र्ज्ञ्,3,10,29,44,36,6
र्ज्म,rjm,rjm,24,0.0007,र्ज्म्,3,24,0,0,0,0
र्ज्म्य,rjmy,rjmy,5,0.0002,र्ज्म्य्,4,5,0,0,0,0
र्ज्य,rjy,rjy,333,0.0102,र्ज्य्,3,30,93,112,75,23
र्ज्व,rjv,rjv,63,0.0019,र्ज्व्,3,0,13,15,33,2
र्झ,rjh,rJ,100,0.0031,र्झ्,2,0,37,27,31,5
र्ञ्ज,rñj,rYj,3,0.0001,र्ञ्ज्,3,2,0,0,0,1
र्ट,rṭ,rw,6,0.0002,र्ट्,2,5,0,0,1,0
र्ड,rḍ,rq,20,0.0006,र्ड्,2,17,0,0,3,0
र्ढ,rḍh,rQ,4,0.0001,र्ढ्,2,3,0,0,1,0
र्ढ्य,rḍhy,rQy,79,0.0024,र्ढ्य्,3,0,5,9,58,7
र्ण,rṇ,rR,28897,0.8849,र्ण्,2,3169,8524,6258,8054,2891
र्ण्य,rṇy,rRy,898,0.0275,र्ण्य्,3,42,149,310,349,48
र्ण्व,rṇv,rRv,16,0.0005,र्ण्व्,3,16,0,0,0,0
र्त,rt,rt,28444,0.871,र्त्,2,3547,10744,7152,5281,1708
र्त्त,rtt,rtt,467,0.0143,र्त्त्,3,46,83,108,133,96
र्त्त्य,rtty,rtty,2,0.0001,र्त्त्य्,4,0,0,0,2,0
र्त्न,rtn,rtn,13,0.0004,र्त्न्,3,13,0,0,0,0
र्त्न्य,rtny,rtny,5,0.0002,र्त्न्य्,4,4,0,1,0,0
र्त्म,rtm,rtm,545,0.0167,र्त्म्,3,90,102,257,79,17
र्त्य,rty,rty,1896,0.0581,र्त्य्,3,664,422,332,342,134
र्त्र,rtr,rtr,422,0.0129,र्त्र्,3,142,60,91,108,21
र्त्र्य,rtry,rtry,6,0.0002,र्त्र्य्,4,5,1,0,0,0
र्त्व,rtv,rtv,340,0.0104,र्त्व्,3,206,64,33,24,13
र्त्व्य,rtvy,rtvy,1,0.0,र्त्व्य्,4,1,0,0,0,0
र्त्स,rts,rts,136,0.0042,र्त्स्,3,19,52,48,11,6
र्त्स्न,rtsn,rtsn,2,0.0001,र्त्स्न्,4,1,0,1,0,0
र्त्स्न्य,rtsny,rtsny,99,0.003,र्त्स्न्य्,5,2,68,15,14,0
र्त्स्य,rtsy,rtsy,75,0.0023,र्त्स्य्,4,18,31,18,7,1
र्त्स्व,rtsv,rtsv,1,0.0,र्त्स्व्,4,0,0,1,0,0
र्थ,rth,rT,28864,0.8839,र्थ्,2,1518,11351,7678,4999,3302
र्थ्य,rthy,rTy,585,0.0179,र्थ्य्,3,57,119,227,138,44
र्द,rd,rd,11492,0.3519,र्द्,2,876,3090,2809,3718,994
र्द्द,rdd,rdd,3,0.0001,र्द्द्,3,1,1,0,1,0
र्द्ध,rddh,rdD,372,0.0114,र्द्ध्,3,27,54,95,74,121
र्द्ध्य,rddhy,rdDy,22,0.0007,र्द्ध्य्,4,6,8,2,4,2
र्द्ध्व,rddhv,rdDv,9,0.0003,र्द्ध्व्,4,0,0,2,4,3
र्द्न,rdn,rdn,1,0.0,र्द्न्,3,1,0,0,0,0
र्द्म,rdm,rdm,17,0.0005,र्द्म्,3,17,0,0,0,0
र्द्य,rdy,rdy,776,0.0238,र्द्य्,3,11,56,53,596,60
र्द्र,rdr,rdr,1031,0.0316,र्द्र्,3,116,130,273,414,98
र्द्व,rdv,rdv,466,0.0143,र्द्व्,3,25,100,173,136,32
र्द्व्य,rdvy,rdvy,1,0.0,र्द्व्य्,4,0,0,0,1,0
र्ध,rdh,rD,12442,0.381,र्ध्,2,3340,3358,2956,2034,754
र्ध्न,rdhn,rDn,643,0.0197,र्ध्न्,3,138,183,185,97,40
र्ध्न्य,rdhny,rDny,42,0.0013,र्ध्न्य्,4,6,23,7,5,1
र्ध्म,rdhm,rDm,36,0.0011,र्ध्म्,3,0,0,18,14,4
र्ध्य,rdhy,rDy,232,0.0071,र्ध्य्,3,125,50,25,28,4
र्ध्र,rdhr,rDr,70,0.0021,र्ध्र्,3,12,30,19,8,1
र्ध्व,rdhv,rDv,3665,0.1122,र्ध्व्,3,1162,470,862,757,414
र्न,rn,rn,2650,0.0812,र्न्,2,103,341,885,1066,254
र्न्य,rny,rny,32,0.001,र्न्य्,3,2,1,11,17,1
र्प,rp,rp,8154,0.2497,र्प्,2,1605,1661,2352,1902,634
र्प्त,rpt,rpt,2,0.0001,र्प्त्,3,0,0,2,0,0
र्प्य,rpy,rpy,164,0.005,र्प्य्,3,34,30,41,32,27
र्प्र,rpr,rpr,1,0.0,र्प्र्,3,0,0,1,0,0
र्प्स्य,rpsy,rpsy,1,0.0,र्प्स्य्,4,1,0,0,0,0
र्फ,rph,rP,7,0.0002,र्फ्,2,5,0,2,0,0
र्ब,rb,rb,2299,0.0704,र्ब्,2,174,706,724,537,157
र्ब्र,rbr,rbr,192,0.0059,र्ब्र्,3,30,16,85,45,16
र्भ,rbh,rB,9715,0.2975,र्भ्,2,2231,1918,2519,2319,724
र्भ्य,rbhy,rBy,265,0.0081,र्भ्य्,3,62,95,60,32,16
र्भ्र,rbhr,rBr,65,0.002,र्भ्र्,3,2,9,28,20,6
र्भ्व,rbhv,rBv,2,0.0001,र्भ्व्,3,1,1,0,0,0
र्म,rm,rm,41865,1.282,र्म्,2,4300,18810,9482,6312,2945
र्म्म,rmm,rmm,36,0.0011,र्म्म्,3,0,0,1,35,0
र्म्म्य,rmmy,rmmy,3,0.0001,र्म्म्य्,4,0,0,0,3,0
र्म्य,rmy,rmy,604,0.0185,र्म्य्,3,74,273,168,69,20
र्म्र,rmr,rmr,12,0.0004,र्म्र्,3,1,0,1,8,2
र्म्ल,rml,rml,3,0.0001,र्म्ल्,3,0,0,1,2,0
र्य,ry,ry,49153,1.5052,र्य्,2,11649,14985,10768,8477,3261
र्य्य,ryy,ryy,32,0.001,र्य्य्,3,0,1,0,26,5
र्य्व,ryv,ryv,2,0.0001,र्य्व्,3,2,0,0,0,0
र्र,rr,rr,1,0.0,र्र्,2,0,0,0,1,0
र्ल,rl,rl,1371,0.042,र्ल्,2,31,282,420,456,169
र्ल्व,rlv,rlv,1,0.0,र्ल्व्,3,1,0,0,0,0
र्व,rv,rv,78286,2.3973,र्व्,2,15253,25410,18069,13659,5873
र्व्ण,rvṇ,rvR,2,0.0001,र्व्ण्,3,0,0,0,0,2
र्व्य,rvy,rvy,1008,0.0309,र्व्य्,3,274,203,221,212,98
र्व्र,rvr,rvr,83,0.0025,र्व्र्,3,11,16,25,20,11
र्व्ल,rvl,rvl,6,0.0002,र्व्ल्,3,6,0,0,0,0
र्व्व,rvv,rvv,20,0.0006,र्व्व्,3,0,0,0,17,3
र्व्व्य,rvvy,rvvy,2,0.0001,र्व्व्य्,4,0,0,0,2,0
र्श,rś,rS,10876,0.3331,र्श्,2,857,4193,2724,2391,709
र्श्म,rśm,rSm,1,0.0,र्श्म्,3,1,0,0,0,0
र्श्य,rśy,rSy,212,0.0065,र्श्य्,3,26,47,76,48,15
र्श्व,rśv,rSv,1383,0.0424,र्श्व्,3,94,387,527,268,107
र्ष,rṣ,rz,19781,0.6057,र्ष्,2,2582,9605,4045,2691,857
र्ष्ट,rṣṭ,rzw,304,0.0093,र्ष्ट्,3,225,47,16,9,7
र्ष्ट्य,rṣṭy,rzwy,29,0.0009,र्ष्ट्य्,4,11,1,9,4,4
र्ष्ट्व,rṣṭv,rzwv,1,0.0,र्ष्ट्व्,4,1,0,0,0,0
र्ष्ण,rṣṇ,rzR,514,0.0157,र्ष्ण्,3,120,309,41,32,12
र्ष्ण्य,rṣṇy,rzRy,76,0.0023,र्ष्ण्य्,4,18,22,21,14,1
र्ष्म,rṣm,rzm,159,0.0049,र्ष्म्,3,116,21,12,7,3
र्ष्य,rṣy,rzy,315,0.0096,र्ष्य्,3,71,85,90,59,10
र्ष्व,rṣv,rzv,67,0.0021,र्ष्व्,3,30,11,12,11,3
र्स,rs,rs,13,0.0004,र्स्,2,11,0,1,1,0
र्स्र,rsr,rsr,7,0.0002,र्स्र्,3,7,0,0,0,0
र्स्व,rsv,rsv,1,0.0,र्स्व्,3,1,0,0,0,0
र्ह,rh,rh,9813,0.3005,र्ह्,2,3230,3463,1600,1009,511
र्ह्त,rht,rht,1,0.0,र्ह्त्,3,0,0,1,0,0
र्ह्य,rhy,rhy,227,0.007,र्ह्य्,3,116,31,30,44,6
र्ह्र,rhr,rhr,79,0.0024,र्ह्र्,3,2,29,25,22,1
र्ह्व,rhv,rhv,2,0.0001,र्ह्व्,3,1,1,0,0,0
ल्क,lk,lk,1868,0.0572,ल्क्,2,132,388,693,522,132
ल्क्य,lky,lky,250,0.0077,ल्क्य्,3,131,29,23,52,15
ल्ख,lkh,lK,1,0.0,ल्ख्,2,0,0,0,0,1
ल्ग,lg,lg,910,0.0279,ल्ग्,2,142,446,125,162,35
ल्ग्व,lgv,lgv,7,0.0002,ल्ग्व्,3,3,1,1,2,0
ल्घ,lgh,lG,1,0.0,ल्घ्,2,0,1,0,0,0
ल्ङ,lṅ,lN,1,0.0,ल्ङ्,2,0,1,0,0,0
ल्ङ्य,lṅy,lNy,1,0.0,ल्ङ्य्,3,0,1,0,0,0
ल्ट,lṭ,lw,2,0.0001,ल्ट्,2,0,0,0,0,2
ल्त,lt,lt,3,0.0001,ल्त्,2,0,2,0,1,0
ल्थ,lth,lT,2,0.0001,ल्थ्,2,0,1,0,1,0
ल्द,ld,ld,1,0.0,ल्द्,2,1,0,0,0,0
ल्द्व,ldv,ldv,1,0.0,ल्द्व्,3,0,0,0,1,0
ल्प,lp,lp,8841,0.2707,ल्प्,2,1180,2307,2973,1829,551
ल्प्य,lpy,lpy,286,0.0088,ल्प्य्,3,29,60,105,73,19
ल्प्स्य,lpsy,lpsy,1,0.0,ल्प्स्य्,4,0,1,0,0,0
ल्फ,lph,lP,145,0.0044,ल्फ्,2,20,13,53,30,29
ल्ब,lb,lb,1033,0.0316,ल्ब्,2,180,230,165,325,133
ल्ब्य,lby,lby,5,0.0002,ल्ब्य्,3,5,0,0,0,0
ल्भ,lbh,lB,98,0.003,ल्भ्,2,4,23,37,33,1
ल्भ्य,lbhy,lBy,41,0.0013,ल्भ्य्,3,15,12,11,2,1
ल्म,lm,lm,2203,0.0675,ल्म्,2,274,564,701,498,166
ल्य,ly,ly,10081,0.3087,ल्य्,2,965,3167,2521,2731,695
ल्र,lr,lr,1,0.0,ल्र्,2,0,1,0,0,0
ल्ल,ll,ll,6116,0.1873,ल्ल्,2,481,1055,1668,2307,605
ल्ल्य,lly,lly,228,0.007,ल्ल्य्,3,2,5,16,155,50
ल्व,lv,lv,2291,0.0702,ल्व्,2,203,557,493,798,237
ल्व्य,lvy,lvy,8,0.0002,ल्व्य्,3,8,0,0,0,0
ल्श,lś,lS,50,0.0015,ल्श्,2,47,1,0,1,1
ल्ह,lh,lh,77,0.0024,ल्ह्,2,22,0,3,39,13
ल्ह्य,lhy,lhy,4,0.0001,ल्ह्य्,3,2,0,0,2,0
व्झ,vjh,vJ,1,0.0,व्झ्,2,0,0,1,0,0
व्ण,vṇ,vR,143,0.0044,व्ण्,2,131,1,5,3,3
व्न,vn,vn,46,0.0014,व्न्,2,41,0,3,2,0
व्भ्य,vbhy,vBy,1,0.0,व्भ्य्,3,1,0,0,0,0
व्य,vy,vy,51222,1.5686,व्य्,2,10380,16386,12265,9280,2893
व्र,vr,vr,10928,0.3346,व्र्,2,2849,2850,2707,1869,652
व्ल,vl,vl,37,0.0011,व्ल्,2,36,1,0,0,0
व्व,vv,vv,30,0.0009,व्व्,2,25,0,1,4,0
व्ह,vh,vh,1,0.0,व्ह्,2,0,0,0,0,1
श्क,śk,Sk,1,0.0,श्क्,2,0,1,0,0,0
श्क्ष,śkṣ,Skz,1,0.0,श्क्ष्,3,0,1,0,0,0
श्ग,śg,Sg,1,0.0,श्ग्,2,0,0,1,0,0
श्च,śc,Sc,51333,1.572,श्च्,2,3076,24685,11874,8795,2895
श्च्य,ścy,Scy,265,0.0081,श्च्य्,3,54,94,91,20,6
श्छ,śch,SC,728,0.0223,श्छ्,2,22,314,204,146,42
श्ज,śj,Sj,1,0.0,श्ज्,2,0,1,0,0,0
श्त,śt,St,1,0.0,श्त्,2,0,0,0,1,0
श्त्र,śtr,Str,1,0.0,श्त्र्,3,0,0,1,0,0
श्न,śn,Sn,2909,0.0891,श्न्,2,1494,701,376,220,118
श्न्य,śny,Sny,9,0.0003,श्न्य्,3,9,0,0,0,0
श्प,śp,Sp,59,0.0018,श्प्,2,59,0,0,0,0
श्म,śm,Sm,3650,0.1118,श्म्,2,1025,969,856,615,185
श्म्य,śmy,Smy,25,0.0008,श्म्य्,3,0,15,4,4,2
श्य,śy,Sy,20363,0.6236,श्य्,2,3613,7843,4488,2997,1421
श्र,śr,Sr,39771,1.2179,श्र्,2,6417,14272,8847,6792,3423
श्र्ङ्ग,śrṅg,SrNg,1,0.0,श्र्ङ्ग्,4,0,0,1,0,0
श्र्ध,śrdh,SrD,1,0.0,श्र्ध्,3,0,0,1,0,0
श्र्य,śry,Sry,33,0.001,श्र्य्,3,1,2,5,18,7
श्र्व,śrv,Srv,27,0.0008,श्र्व्,3,7,9,2,9,0
श्ल,śl,Sl,3286,0.1006,श्ल्,2,298,853,1139,786,207
श्व,śv,Sv,32716,1.0019,श्व्,2,10541,7865,6958,5060,2292
श्व्य,śvy,Svy,58,0.0018,श्व्य्,3,56,1,0,0,1
श्व्र,śvr,Svr,1,0.0,श्व्र्,3,0,1,0,0,0
श्श,śś,SS,17,0.0005,श्श्,2,9,3,4,0,1
श्श्र,śśr,SSr,4,0.0001,श्श्र्,3,4,0,0,0,0
श्श्व,śśv,SSv,1,0.0,श्श्व्,3,1,0,0,0,0
ष्क,ṣk,zk,5658,0.1733,ष्क्,2,1018,1578,1455,1224,383
ष्क्य,ṣky,zky,3,0.0001,ष्क्य्,3,0,0,3,0,0
ष्क्र,ṣkr,zkr,830,0.0254,ष्क्र्,3,302,257,183,53,33
ष्क्ल,ṣkl,zkl,1,0.0,ष्क्ल्,3,0,0,0,1,0
ष्क्व,ṣkv,zkv,38,0.0012,ष्क्व्,3,0,1,32,4,1
ष्क्ष,ṣkṣ,zkz,8,0.0002,ष्क्ष्,3,0,1,3,3,1
ष्ख,ṣkh,zK,9,0.0003,ष्ख्,2,8,0,1,0,0
ष्च,ṣc,zc,1,0.0,ष्च्,2,0,0,1,0,0
ष्ट,ṣṭ,zw,49682,1.5214,ष्ट्,2,11717,13011,12102,9440,3403
ष्ट्ट,ṣṭṭ,zww,1,0.0,ष्ट्ट्,3,0,0,0,1,0
ष्ट्य,ṣṭy,zwy,1810,0.0554,ष्ट्य्,3,399,526,412,376,97
ष्ट्र,ṣṭr,zwr,4438,0.1359,ष्ट्र्,3,994,2403,528,427,86
ष्ट्र्य,ṣṭry,zwry,17,0.0005,ष्ट्र्य्,4,10,0,1,4,2
ष्ट्व,ṣṭv,zwv,6748,0.2066,ष्ट्व्,3,503,3303,1314,1178,450
ष्ठ,ṣṭh,zW,31510,0.9649,ष्ठ्,2,8860,10348,6242,4025,2033
ष्ठ्य,ṣṭhy,zWy,652,0.02,ष्ठ्य्,3,418,53,67,52,62
ष्ठ्व,ṣṭhv,zWv,3,0.0001,ष्ठ्व्,3,1,0,0,2,0
ष्ण,ṣṇ,zR,18266,0.5594,ष्ण्,2,4191,3966,4999,3576,1534
ष्ण्य,ṣṇy,zRy,499,0.0153,ष्ण्य्,3,221,100,95,52,31
ष्ण्व,ṣṇv,zRv,78,0.0024,ष्ण्व्,3,18,2,30,15,13
ष्त,ṣt,zt,3,0.0001,ष्त्,2,1,1,0,1,0
ष्न,ṣn,zn,2,0.0001,ष्न्,2,2,0,0,0,0
ष्प,ṣp,zp,6442,0.1973,ष्प्,2,812,1813,1571,1746,500
ष्प्य,ṣpy,zpy,23,0.0007,ष्प्य्,3,3,5,8,6,1
ष्प्र,ṣpr,zpr,486,0.0149,ष्प्र्,3,19,210,118,97,42
ष्प्ल,ṣpl,zpl,4,0.0001,ष्प्ल्,3,3,0,0,1,0
ष्फ,ṣph,zP,188,0.0058,ष्फ्,2,32,44,49,42,21
ष्म,ṣm,zm,8138,0.2492,ष्म्,2,1824,3367,1533,1092,321
ष्म्य,ṣmy,zmy,7,0.0002,ष्म्य्,3,7,0,0,0,0
ष्य,ṣy,zy,24586,0.7529,ष्य्,2,5036,9787,5215,3070,1469
ष्र,ṣr,zr,1,0.0,ष्र्,2,1,0,0,0,0
ष्व,ṣv,zv,7325,0.2243,ष्व्,2,1912,2667,1604,840,300
ष्ष,ṣṣ,zz,29,0.0009,ष्ष्,2,17,5,3,3,1
ष्ष्ट,ṣṣṭ,zzw,5,0.0002,ष्ष्ट्,3,5,0,0,0,0
ष्ष्व,ṣṣv,zzv,10,0.0003,ष्ष्व्,3,10,0,0,0,0
ष्स्थ,ṣsth,zsT,1,0.0,ष्स्थ्,3,0,0,0,1,0
ष्स्व,ṣsv,zsv,1,0.0,ष्स्व्,3,0,0,0,1,0
स्क,sk,sk,6688,0.2048,स्क्,2,1081,2183,1628,1007,788
स्क्र,skr,skr,67,0.0021,स्क्र्,3,26,4,14,16,7
स्ख,skh,sK,222,0.0068,स्ख्,2,3,44,104,51,20
स्ङ,sṅ,sN,3,0.0001,स्ङ्,2,0,3,0,0,0
स्च,sc,sc,1,0.0,स्च्,2,0,0,1,0,0
स्ज,sj,sj,5,0.0002,स्ज्,2,0,4,1,0,0
स्झ,sjh,sJ,1,0.0,स्झ्,2,0,1,0,0,0
स्झ्झ,sjhjh,sJJ,77,0.0024,स्झ्झ्,3,1,3,2,4,65
स्ण,sṇ,sR,1,0.0,स्ण्,2,0,0,0,1,0
स्त,st,st,77283,2.3666,स्त्,2,13318,26696,19133,13284,4842
स्त्म,stm,stm,1,0.0,स्त्म्,3,1,0,0,0,0
स्त्य,sty,sty,2312,0.0708,स्त्य्,3,415,825,527,410,135
स्त्र,str,str,15429,0.4725,स्त्र्,3,1147,6242,3848,3125,1062
स्त्र्य,stry,stry,146,0.0045,स्त्र्य्,4,22,39,25,50,10
स्त्व,stv,stv,4676,0.1432,स्त्व्,3,474,2243,987,724,248
स्त्व्य,stvy,stvy,1,0.0,स्त्व्य्,4,0,1,0,0,0
स्त्स,sts,sts,1,0.0,स्त्स्,3,0,1,0,0,0
स्थ,sth,sT,32945,1.0089,स्थ्,2,5081,9696,9067,6476,2625
स्थ्न,sthn,sTn,69,0.0021,स्थ्न्,3,9,12,36,10,2
स्थ्न्य,sthny,sTny,2,0.0001,स्थ्न्य्,4,0,0,2,0,0
स्थ्य,sthy,sTy,214,0.0066,स्थ्य्,3,13,65,64,59,13
स्द,sd,sd,1,0.0,स्द्,2,1,0,0,0,0
स्ध्व,sdhv,sDv,1,0.0,स्ध्व्,3,0,1,0,0,0
स्न,sn,sn,8363,0.2561,स्न्,2,641,1685,3043,1825,1169
स्न्य,sny,sny,1,0.0,स्न्य्,3,1,0,0,0,0
स्प,sp,sp,9942,0.3045,स्प्,2,3910,2373,1788,1372,498
स्प्र,spr,spr,83,0.0025,स्प्र्,3,2,34,23,22,2
स्फ,sph,sP,2519,0.0771,स्फ्,2,155,475,823,889,177
स्फ्य,sphy,sPy,241,0.0074,स्फ्य्,3,230,4,2,0,5
स्फ्र,sphr,sPr,1,0.0,स्फ्र्,3,0,0,0,1,0
स्म,sm,sm,47253,1.447,स्म्,2,14004,12685,10675,7172,2714
स्म्य,smy,smy,246,0.0075,स्म्य्,3,32,131,51,24,8
स्म्व,smv,smv,1,0.0,स्म्व्,3,0,0,1,0,0
स्य,sy,sy,125906,3.8556,स्य्,2,34918,36741,26534,20214,7478
स्र,sr,sr,15896,0.4868,स्र्,2,4505,4253,3996,1992,1149
स्र्य,sry,sry,328,0.01,स्र्य्,3,1,1,95,0,231
स्र्व,srv,srv,1,0.0,स्र्व्,3,0,1,0,0,0
स्व,sv,sv,51914,1.5897,स्व्,2,15856,13040,10398,9443,3171
स्व्य,svy,svy,38,0.0012,स्व्य्,3,35,0,1,2,0
स्स,ss,ss,159,0.0049,स्स्,2,127,16,8,6,2
स्स्त,sst,sst,1,0.0,स्स्त्,3,1,0,0,0,0
स्स्थ,ssth,ssT,3,0.0001,स्स्थ्,3,3,0,0,0,0
स्स्व,ssv,ssv,66,0.002,स्स्व्,3,29,31,5,0,1
स्ह,sh,sh,1,0.0,स्ह्,2,0,1,0,0,0
ह्ण,hṇ,hR,4106,0.1257,ह्ण्,2,2420,740,481,333,132
ह्ण्य,hṇy,hRy,3,0.0001,ह्ण्य्,3,3,0,0,0,0
ह्न,hn,hn,3695,0.1132,ह्न्,2,959,459,782,1032,463
ह्न्य,hny,hny,73,0.0022,ह्न्य्,3,19,1,20,28,5
ह्न्व,hnv,hnv,1,0.0,ह्न्व्,3,0,1,0,0,0
ह्म,hm,hm,22656,0.6938,ह्म्,2,7697,6355,4649,2430,1525
ह्म्य,hmy,hmy,62,0.0019,ह्म्य्,3,9,23,9,13,8
ह्य,hy,hy,16831,0.5154,ह्य्,2,4044,5340,3572,2752,1119
ह्र,hr,hr,2417,0.074,ह्र्,2,441,830,470,539,137
ह्र्य,hry,hry,2,0.0001,ह्र्य्,3,0,2,0,0,0
ह्ल,hl,hl,659,0.0202,ह्ल्,2,12,285,221,107,34
ह्ल्य,hly,hly,2,0.0001,ह्ल्य्,3,0,1,1,0,0
ह्व,hv,hv,4989,0.1528,ह्व्,2,1764,1020,976,976,253
ह्व्य,hvy,hvy,61,0.0019,ह्व्य्,3,16,22,9,11,3
ह्स्ल्व्य,hslvy,hslvy,1,0.0,ह्स्ल्व्य्,5,0,0,0,0,1
ह्ह,hh,hh,1,0.0,ह्ह्,2,0,0,0,1,0
