lemma_iast	lemma_slp1	n1	n2	n3	n4	n5	dist_12	dist_23	dist_34	dist_45	dist_15	fshift_12	fshift_23	fshift_34	fshift_45	fshift_15	graded_rank_12	binary_changed_12
aṅga	aNga	768	1069	1174	763	346	0.821616	0.641025	0.675774	0.727467	0.86141	0.039238	0.583615	0.318917	0.294479	0.598415	979	0
aṅganā	aNganA	0	121	188	79	35		0.821161	0.839422				1.08417	0.948047				
aṅgiras	aNgiras	400	137	120	39	26	0.817746	0.702372				1.98367	0.257303				1002	0
aṅgula	aNgula	127	64	315	329	219	0.740108	0.550754	0.629566	0.444697	0.690384	1.426531	2.747652	0.365497	0.848233	2.534851	1233	0
aṅguli	aNguli	178	89	192	123	66	0.789157	0.670259	0.750342	0.695814	0.783574	1.437846	1.557673	0.339687	0.53727	0.31741	1125	0
aṅguṣṭha	aNguzWa	132	47	105	87	52			0.783512	0.751514	0.807384			0.031459	0.692886	0.404795		
aṅgāra	aNgAra	220	42	89	121	62			0.805616	0.707067	0.872525			0.745891	0.470723	0.078414		
aṅka	aNka	35	134	115	125	15		0.83972	0.84715				0.227845	0.423055				
aṅkay	aNkay	2	21	64	55	41			0.906733					0.084121				
aṅkura	aNkura	5	23	117	72	11			0.791783					0.397679				
aṇu	aRu	39	82	143	138	7		0.75072	0.822069				1.250764	0.251414				
aṇḍa	aRqa	21	64	155	113	19		0.808845	0.766518				1.724569	0.153185				
aṣṭaguṇa	azwaguRa	1	26	55	71	24			0.858382					0.671148				
aṣṭaka	azwaka	12	55	87	173	18		0.750291	0.857693				1.110028	1.294446				
aṣṭama	azwama	169	81	130	163	35	0.79853	0.708528	0.727734			1.498876	1.130962	0.629121			1091	0
aṣṭan	azwan	528	427	649	650	268	0.762287	0.646106	0.66806	0.695836	0.815265	0.744148	1.052427	0.304982	0.157183	0.770444	1188	0
aṣṭādaśan	azwAdaSan	28	59	74	100	36		0.791789	0.875162				0.775255	0.737164				
aṭavī	awavI	0	34	52	67	9			0.837172					0.66841				
bahis	bahis	102	123	232	380	100	0.920204	0.771401	0.761776	0.767115	0.922167	0.167757	1.363911	1.014636	0.490609	1.72018	211	1
bahu	bahu	672	2668	1035	674	384	0.837673	0.694355	0.750441	0.799622	0.871379	1.551379	0.917684	0.316049	0.623748	0.941394	886	0
bahudhā	bahuDA	111	205	89	71	19	0.904634	0.832454	0.887153			0.447218	0.755302	0.023225			322	0
bahula	bahula	88	208	111	51	16	0.902377	0.732182	0.828784			0.803162	0.45758	0.81923			346	0
bahuśas	bahuSas	3	166	131	63	25		0.839608	0.899742				0.106828	0.753382				
bala	bala	349	4436	1666	1173	307	0.836618	0.571942	0.619823	0.691781	0.865078	3.230114	0.964427	0.203424	0.498502	1.563761	890	0
balavat	balavat	27	567	203	104	18		0.769412	0.81125				1.033425	0.662135				
bali	bali	249	248	261	260	67	0.818878	0.719591	0.788502	0.813789	0.906671	0.443652	0.522154	0.297223	0.520889	0.145164	993	0
balin	balin	11	498	196	111	20		0.711071	0.826721				0.896848	0.517533				
balya	balya	2	31	62	129	17			0.525748					1.359792				
balā	balA	0	37	146	62	10			0.650477					0.932867				
balāhaka	balAhaka	0	55	50	5	1		0.830275					0.310941					
bandh	banD	393	548	589	865	259	0.813746	0.711689	0.733506	0.722932	0.868988	0.0418	0.552536	0.857193	0.304358	1.147172	1016	0
bandha	banDa	34	125	262	385	132		0.821953	0.803342	0.747245			1.516083	0.858053	0.108931			
bandhana	banDana	42	140	178	227	92		0.817073	0.865356	0.782465			0.794895	0.653576	0.132403			
bandhu	banDu	213	264	185	171	40	0.881873	0.776538	0.784449			0.128162	0.064568	0.189232			533	0
bhadra	Badra	467	548	230	168	76	0.896233	0.795367	0.838248	0.861157	0.891704	0.207093	0.804098	0.150412	0.291	0.870602	412	0
bhaga	Baga	461	48	62	76	24			0.771266					0.596492				
bhagavant	Bagavant	3	1270	2262	755	895		0.473746	0.770349	0.790331			1.281215	1.280289	1.680801			
bhagavat	Bagavat	257	1899	787	243	85	0.868571	0.752138	0.7562	0.858055	0.900613	2.447554	0.82236	1.392646	0.080032	0.152515	658	0
bhaginī	BaginI	6	110	88	45	12		0.791332					0.126516					
bhaikṣa	BEkza	62	115	52	8	4	0.748426	0.72477				0.453448	0.696606				1222	0
bhairava	BErava	0	106	91	273	32		0.863443	0.847515				0.228319	1.887723				
bhaiṣajya	BEzajya	14	70	57	20	18		0.614153					0.152051					
bhaj	Baj	216	310	214	343	80	0.893318	0.786364	0.79752	0.857885	0.899076	0.083391	0.086213	0.983359	0.664747	0.31579	446	0
bhakta	Bakta	31	271	434	199	100		0.775971	0.780949	0.782084			1.127847	0.822166	0.442622			
bhakti	Bakti	6	227	436	332	476		0.776084	0.703933	0.72789			1.39008	0.090384	1.955168			
bhakṣa	Bakza	288	95	33	20	25	0.87743					2.037916					571	0
bhakṣay	Bakzay	406	279	206	413	121	0.886068	0.730063	0.757493	0.802399	0.707606	0.979061	0.010824	1.306258	0.335745	0.002276	496	0
bhakṣya	Bakzya	4	126	108	50	12		0.775687	0.880641				0.226052	0.80827				
bhallātaka	BallAtaka	0	41	65	60	11			0.714646					0.187284				
bhara	Bara	87	6	53	64	23			0.828725					0.57484				
bharadvāja	BaradvAja	62	167	63	45	9	0.841452	0.857538				0.991662	0.95798				857	0
bharata	Barata	55	1884	144	41	41	0.931048	0.73853				4.660377	3.261214				128	1
bhartṛ	Bartf	52	820	453	283	91	0.873962	0.682081	0.736168	0.85781	0.911343	3.541194	0.407669	0.375948	0.201474	2.556104	600	0
bhasman	Basman	142	115	295	826	209	0.861903	0.740755	0.787917	0.610927	0.853464	0.742103	1.807525	1.788188	0.547249	2.306361	704	0
bhauma	BOma	22	59	73	33	12		0.755444					0.755626					
bhava	Bava	77	219	549	387	89	0.885644	0.715628	0.794429	0.80653	0.838523	1.070154	1.77432	0.201712	0.685066	1.957696	504	0
bhavana	Bavana	0	271	229	81	38		0.789974	0.870553				0.205499	1.196593				
bhavat	Bavat	98	1626	1222	451	121	0.890048	0.663682	0.727903	0.821079	0.919301	3.614556	0.036361	1.135284	0.46273	2.052902	467	0
bhaya	Baya	147	1727	729	502	169	0.804288	0.589095	0.656076	0.76317	0.862862	3.116534	0.795833	0.235471	0.135274	1.949956	1069	0
bhañj	BaYj	23	420	147	138	26		0.722691	0.809308				1.066129	0.211613				
bhaṅga	BaNga	15	31	176	96	30			0.796885					0.571708				
bheda	Beda	39	236	598	795	191		0.720897	0.685121	0.796901			1.789803	0.71357	0.621992			
bheṣaja	Bezaja	337	132	139	111	29	0.896784	0.775973	0.821896			1.790057	0.522991	0.021764			402	0
bhid	Bid	263	768	618	363	100	0.844222	0.689362	0.776932	0.822093	0.858177	1.108197	0.134945	0.464876	0.42458	0.353686	838	0
bhikṣu	Bikzu	3	343	525	40	199		0.547239					1.062553					
bhikṣā	BikzA	62	71	108	47	12	0.828145	0.811245				0.242295	1.053585				942	0
bhiṣaj	Bizaj	93	222	324	189	51	0.931152	0.71341	0.773028	0.806817	0.95471	0.817411	0.993878	0.474847	0.454427	0.882016	124	1
bho	Bo	86	76	90	44	61	0.923423	0.830625			0.938416	0.616183	0.69237			1.253222	183	1
bhoga	Boga	67	293	302	378	86	0.90372	0.741695	0.789593	0.807334	0.914565	1.690822	0.492092	0.626599	0.700588	2.108925	331	0
bhoja	Boja	35	110	55	28	2		0.743196					0.551556					
bhojana	Bojana	147	316	346	244	109	0.800516	0.650945	0.704111	0.771983	0.847303	0.666262	0.579292	0.20113	0.272837	1.317261	1083	0
bhojay	Bojay	111	75	221	39	67	0.834042	0.686954			0.860885	1.003443	2.007528			1.020422	908	0
bhojya	Bojya	6	98	67	28	7		0.746874					0.100176					
bhoktṛ	Boktf	5	38	64	74	6			0.83407					0.512214				
bhoḥ	BoH	5	53	61	22	36		0.874456					0.651261					
bhram	Bram	4	113	215	177	83		0.818493	0.787624	0.837655			1.376458	0.022174	0.342824			
bhrama	Brama	5	41	153	130	20			0.585622					0.067741				
bhraṃś	BraMS	11	139	93	81	16		0.849298	0.808428				0.131338	0.103452				
bhrāj	BrAj	89	94	28	9	15	0.93294					0.358991					114	1
bhrānti	BrAnti	0	1	51	57	17			0.912462					0.463226				
bhrātṛ	BrAtf	150	1765	305	234	44	0.835372	0.681489	0.721616			3.118788	2.084343	0.07954			898	0
bhrū	BrU	15	72	160	97	42		0.669817	0.726192				1.600447	0.419254				
bhuj	Buj	392	881	854	606	205	0.761805	0.601508	0.682076	0.75844	0.836622	0.730442	0.403538	0.192157	0.128304	0.813519	1190	0
bhuja	Buja	3	463	276	189	48		0.71549	0.718251				0.2979	0.243521				
bhujaṃga	BujaMga	0	47	58	51	17			0.89648					0.117205				
bhukti	Bukti	7	1	73	72	15			0.910408					0.282861				
bhuvana	Buvana	490	63	137	153	51	0.858642	0.907644	0.820843	0.812953	0.819546	3.397204	1.569196	0.462117	0.149572	1.515464	728	0
bhā	BA	134	316	176	179	20	0.873888	0.735008	0.831175			0.799845	0.395905	0.327145			601	0
bhāga	BAga	607	435	667	1276	406	0.854123	0.690765	0.723089	0.648879	0.858529	0.918527	1.065116	1.238631	0.216687	1.168532	766	0
bhāj	BAj	84	88	145	125	38	0.893573	0.856918	0.847412			0.370732	1.168922	0.088636			443	0
bhājana	BAjana	34	88	100	119	64		0.804316	0.80394	0.825496			0.632869	0.553722	0.540572			
bhānu	BAnu	153	66	134	70	25	0.886041	0.842448	0.724043			1.65084	1.470139	0.634045			497	0
bhāra	BAra	31	259	216	142	52		0.790571	0.761334	0.817094			0.186524	0.302379	0.013917			
bhārata	BArata	22	2296	150	59	153		0.832671	0.82854	0.898609			3.487644	1.043415	2.810135			
bhārgava	BArgava	26	234	106	49	15		0.751921					0.694					
bhāryā	BAryA	74	830	429	410	98	0.855899	0.698448	0.699713	0.814997	0.834192	3.049668	0.503689	0.237407	0.62938	2.154006	748	0
bhās	BAs	91	70	79	74	6	0.878492	0.812117	0.817748			0.816358	0.622942	0.208434			563	0
bhāskara	BAskara	4	239	184	90	72		0.752248	0.813817	0.867159			0.071139	0.728948	1.113462			
bhāva	BAva	45	1039	941	743	218		0.674788	0.687982	0.819703			0.305515	0.038072	0.333644			
bhāvanā	BAvanA	0	34	73	145	52			0.849511	0.807503				1.292845	0.044079			
bhāvay	BAvay	11	127	270	871	191		0.7653	0.753489	0.562686			1.536575	1.992474	0.75371			
bhāvin	BAvin	1	65	87	102	10		0.864373	0.856122				0.86902	0.532243				
bhāṇḍa	BARqa	9	122	100	326	143		0.772534	0.814673	0.572807			0.161563	2.007633	0.246533			
bhāṣ	BAz	30	582	410	327	183		0.780959	0.804053	0.871693			0.056951	0.023572	0.597943			
bhāṣita	BAzita	0	107	51	19	23		0.8106					0.620597					
bhī	BI	366	618	308	175	68	0.805895	0.727298	0.772437	0.850077	0.880617	0.317917	0.556232	0.512815	0.071642	0.679488	1063	0
bhīma	BIma	86	1919	188	222	21	0.906765	0.714694	0.768711			4.042028	2.903106	0.542588			301	1
bhīru	BIru	12	177	77	59	4		0.845944	0.8533				0.752375	0.081383				
bhū	BU	12326	11628	8500	7356	3388	0.797689	0.675912	0.685972	0.69933	0.780283	0.521948	0.003624	0.09422	0.316902	0.11445	1098	0
bhūmi	BUmi	476	1169	652	485	207	0.782347	0.703869	0.756379	0.782972	0.832257	0.858395	0.393887	0.124126	0.207036	0.547418	1142	0
bhūpati	BUpati	9	21	81	190	18			0.896368					1.532767				
bhūri	BUri	221	141	86	108	10	0.920527	0.840851	0.832881			1.086197	0.264842	0.631384			207	1
bhūta	BUta	565	2062	1090	744	209	0.761235	0.57656	0.624082	0.728936	0.849838	1.429875	0.471272	0.248193	0.39641	0.314001	1192	0
bhūti	BUti	176	105	82	50	26	0.927706	0.86544	0.90619			1.183032	0.091751	0.410935			149	1
bhūyas	BUyas	475	832	518	355	117	0.882707	0.797144	0.841311	0.899714	0.915729	0.37081	0.235187	0.242372	0.16592	0.27267	527	0
bhūyiṣṭha	BUyizWa	116	150	100	23	11	0.929871	0.803442				0.067008	0.136518				136	1
bhūṣay	BUzay	0	249	144	67	54		0.684484	0.814671	0.826206			0.341633	0.801075	1.124188			
bhūṣaṇa	BUzaRa	0	239	246	109	30		0.703329	0.816103				0.490092	0.871569				
bhṛ	Bf	1082	299	211	189	45	0.854784	0.782582	0.77602			2.293329	0.054458	0.143904			759	0
bhṛgu	Bfgu	138	268	113	69	86	0.798026	0.757534	0.723222	0.788892	0.90895	0.519719	0.797466	0.408894	1.75313	1.066489	1096	0
bhṛt	Bft	98	260	76	51	15	0.939621	0.828514	0.825165			0.969812	1.325996	0.272741			76	1
bhṛtya	Bftya	13	243	124	136	19		0.789523	0.794645				0.522172	0.436027				
bhṛśa	BfSa	3	238	75	23	3		0.859057					1.217555					
bhṛśam	BfSam	1	779	194	72	43		0.757218	0.844976				1.557122	1.127227				
bila	bila	101	100	44	57	11	0.92892					0.452201					143	1
bilva	bilva	20	52	208	114	36		0.532333	0.676071				2.448444	0.564789				
bimba	bimba	2	20	92	64	31			0.801347					0.220801				
bindu	bindu	19	77	117	230	88		0.838136	0.778297	0.716771			1.052023	1.277886	0.049332			
bisa	bisa	7	50	59	23	4		0.755058					0.687231					
bodha	boDa	5	42	72	141	32			0.851777					1.272387				
bodhi	boDi	1	126	75	9	18		0.685482					0.300017					
bodhisattva	boDisattva	0	1074	135	3	332		0.693166					2.543518					
brahmacarya	brahmacarya	147	168	141	50	33	0.846151	0.745022	0.82242			0.245201	0.195678	1.192934			825	0
brahmacārin	brahmacArin	249	172	142	77	29	0.74929	0.720575	0.739982			0.971583	0.171927	0.5802			1220	0
brahman	brahman	3708	2404	2477	1231	655	0.761939	0.524602	0.584656	0.665582	0.756027	1.06305	0.491601	0.706002	0.525126	0.752325	1189	0
brāhma	brAhma	43	157	109	69	68		0.70432	0.708876	0.870021			0.077992	0.356899	1.414328			
brāhmaṇa	brAhmaRa	2094	2504	1094	363	377	0.715699	0.600958	0.676877	0.725924	0.765118	0.179873	0.746178	1.28881	1.489985	0.724876	1248	0
brāhmaṇī	brAhmaRI	37	73	61	46	17		0.768409					0.189357					
brū	brU	2224	4926	1218	1130	288	0.858209	0.594813	0.689363	0.758025	0.885194	0.709414	1.567458	0.19457	0.536792	1.200267	733	0
buddha	budDa	0	498	337	17	145		0.49589					0.114953					
buddhi	budDi	19	1680	692	543	69		0.621764	0.645981	0.837939			0.831173	0.047059	1.540894			
buddhimat	budDimat	2	221	88	51	17		0.808642	0.884601				0.880027	0.484245				
budh	buD	147	441	170	286	76	0.89831	0.834225	0.865875	0.923425	0.928488	1.147116	0.9268	1.053241	0.476554	0.797004	384	0
budha	buDa	15	183	329	287	119		0.820832	0.793042	0.841166			1.294688	0.105724	0.165301			
bādh	bAD	134	120	128	56	18	0.945775	0.841515	0.895216			0.597045	0.541554	0.889884			52	1
bāhu	bAhu	569	2027	529	154	91	0.807579	0.637896	0.708063	0.817479	0.848719	1.394999	1.489562	1.477576	0.676398	0.895741	1053	0
bāhya	bAhya	57	113	270	199	39	0.886395	0.790096	0.784929			0.549443	1.705081	0.13743			492	0
bāla	bAla	38	630	664	397	90		0.715725	0.733844	0.839328			0.524276	0.439283	0.705752			
bālaka	bAlaka	0	28	72	83	17			0.887965					0.507875				
bālā	bAlA	1	29	52	57	20			0.918558					0.435211				
bāndhava	bAnDava	14	384	179	92	34		0.765709	0.810046				0.652702	0.657493				
bāṇa	bARa	12	1274	371	146	80		0.639283	0.703882	0.851891			1.33143	1.04269	0.567494			
bāṣpa	bAzpa	1	264	100	77	14		0.770571	0.792498				0.952094	0.074309				
bīja	bIja	58	245	442	1143	354	0.836044	0.71565	0.699724	0.598355	0.923295	1.640811	1.299709	1.673468	0.255614	4.358374	892	0
bṛhaspati	bfhaspati	949	290	161	57	34	0.837758	0.678123	0.782489			2.148201	0.400548	1.195266			883	0
bṛhat	bfhat	741	133	93	48	37	0.857356	0.829697				2.915893	0.067679				737	0
bṛhatī	bfhatI	291	20	103	62	23			0.669553					0.429543				
bṛṃhaṇa	bfMhaRa	0	48	125	56	21			0.612992					0.855668				
ca	ca	15927	70692	44899	32221	10643	0.729385	0.536689	0.527403	0.62263	0.73318	1.712226	0.206419	0.175921	0.162706	1.167179	1240	0
caitya	cEtya	6	68	64	13	5		0.798908					0.360981					
cakra	cakra	229	457	496	458	246	0.833683	0.640964	0.706342	0.70403	0.848473	0.559	0.56659	0.187768	0.538701	1.85206	910	0
cakravartin	cakravartin	0	90	98	51	16		0.735047	0.897794				0.571301	0.639524				
cakṣus	cakzus	1096	561	362	208	107	0.805903	0.675005	0.755928	0.838532	0.810255	1.404021	0.183567	0.496645	0.476417	1.607816	1062	0
cakṣuṣya	cakzuzya	1	5	51	117	50			0.50735	0.429952				1.5007	0.208881			
cal	cal	4	173	157	121	36		0.760602	0.810013				0.308437	0.072997				
cala	cala	3	111	146	47	21		0.784499					0.843853					
candana	candana	5	224	379	136	60		0.601855	0.699058	0.765457			1.207143	1.17583	0.254818			
candra	candra	218	486	502	350	136	0.825866	0.568227	0.655605	0.701855	0.879889	0.718782	0.495175	0.217572	0.071642	1.068028	950	0
candramas	candramas	377	128	96	29	21	0.892748	0.772574				1.996267	0.033407				450	0
capala	capala	6	69	60	115	33		0.840262	0.864673				0.24681	1.24136				
car	car	1228	1467	639	426	271	0.780956	0.683062	0.735948	0.781808	0.800842	0.181288	0.750537	0.282202	0.782829	0.431197	1149	0
cara	cara	24	210	129	60	17		0.856487	0.855607				0.254574	0.801576				
caraṇa	caraRa	42	203	315	201	70		0.767823	0.768825	0.831478			1.082316	0.345395	0.086379			
carita	carita	10	119	144	82	33		0.831226	0.829468				0.723552	0.509612				
carman	carman	232	222	188	62	37	0.781781	0.682768	0.78469			0.501411	0.208617	1.297632			1146	0
caryā	caryA	27	132	70	51	24		0.791591	0.823333				0.466667	0.154097				
carācara	carAcara	7	64	82	40	42		0.804781					0.805996					
catur	catur	1538	957	1025	748	404	0.743637	0.61031	0.702023	0.723399	0.757641	1.122311	0.547477	0.151753	0.546707	0.179879	1229	0
caturdaśan	caturdaSan	50	108	94	109	36	0.88588	0.686262	0.845289			0.673185	0.248146	0.516356			499	0
caturguṇa	caturguRa	4	26	85	153	32			0.767553					1.150758				
caturtha	caturTa	416	158	226	183	115	0.845309	0.752312	0.780663	0.784962	0.846475	1.834505	0.964843	0.001718	0.76518	0.106201	828	0
caturvidha	caturviDa	6	105	119	125	49		0.79356	0.872872				0.629017	0.373727				
catuṣṭaya	catuzwaya	28	28	82	191	54			0.911315	0.83642				1.522638	0.387151			
caura	cOra	1	36	151	50	51			0.859573	0.969793				1.291788	1.463959			
caya	caya	2	65	72	27	10		0.845468					0.596002					
caṇḍa	caRqa	1	52	93	95	28		0.849208	0.864746				1.287163	0.333458				
ced	ced	536	631	550	361	87	0.849583	0.73183	0.772361	0.852568	0.899528	0.202439	0.250236	0.304672	0.617522	0.874397	802	0
cetanā	cetanA	0	146	62	48	11		0.889415					0.787184					
cetas	cetas	36	437	373	235	60		0.719601	0.751163	0.857776			0.219987	0.363754	0.534236			
ceṣṭ	cezw	29	66	59	41	5		0.902263					0.286693					
ceṣṭā	cezwA	2	112	95	67	10		0.781628	0.838539				0.210945	0.201006				
chad	Cad	43	104	67	52	4		0.849105	0.868946				0.185906	0.062889				
chandas	Candas	1863	158	61	39	54	0.848637	0.781888			0.708089	3.997477	0.924599			3.359775	805	0
chardi	Cardi	1	34	197	100	20			0.517948					0.675435				
chattra	Cattra	46	221	108	69	47		0.718469	0.788355				0.584571	0.343602				
cheda	Ceda	2	43	126	100	35			0.823545					0.030663				
chid	Cid	262	1175	412	299	61	0.835447	0.687987	0.737957	0.821183	0.897436	1.727176	1.0635	0.159738	0.857874	0.353937	897	0
chidra	Cidra	78	93	112	141	104	0.8828	0.790704	0.808109	0.632115	0.913034	0.18409	0.71664	0.634957	0.996278	2.163787	525	0
chāga	CAga	49	27	59	73	11			0.796024					0.609942				
chāyā	CAyA	79	130	247	265	45	0.857197	0.771019	0.767553			0.280741	1.374444	0.404242			738	0
ci	ci	522	96	98	47	6	0.927927	0.859752				2.88079	0.478192				148	1
cikitsā	cikitsA	0	48	52	80	6			0.862619					0.924249				
cintay	cintay	3	681	396	323	141		0.77845	0.801763	0.817058			0.33371	0.008795	0.239551			
cintā	cintA	5	224	175	143	32		0.803365	0.823954				0.092301	0.011421				
cira	cira	7	205	172	129	30		0.832873	0.807314				0.195229	0.112277				
ciram	ciram	21	207	214	182	47		0.810621	0.817589				0.496424	0.069089				
cirāt	cirAt	1	38	95	61	16			0.892023					0.336357				
citra	citra	348	687	336	254	55	0.886639	0.677288	0.779343	0.841061	0.858247	0.543377	0.583405	0.100872	0.771935	0.912835	489	0
citraka	citraka	0	35	200	195	52			0.582519	0.521609				0.266235	0.471501			
citta	citta	155	677	842	285	130	0.937418	0.654077	0.780119	0.805003	0.897428	1.689041	0.763109	1.260097	0.30294	1.494992	87	1
coday	coday	90	396	136	48	12	0.929059	0.788232				1.699657	1.093449				139	1
cyu	cyu	143	288	160	94	30	0.915729	0.799827	0.871551			0.572208	0.399553	0.464578			236	1
cāpa	cApa	1	347	76	73	33		0.742977	0.808398				1.74242	0.244658				
cāraṇa	cAraRa	4	115	56	101	70		0.827102	0.833789	0.762346			0.589691	1.153617	0.906462			
cārin	cArin	31	253	102	70	15		0.796223	0.881001				0.862124	0.240381				
cāru	cAru	113	218	154	97	25	0.923011	0.728037	0.746573			0.510159	0.052953	0.364113			187	1
cīvara	cIvara	1	54	61	1	23		0.58395					0.624294					
cūrṇa	cUrRa	25	170	447	1171	281		0.561616	0.578628	0.477002			1.843184	1.692155	0.623709			
cūrṇay	cUrRay	2	35	97	325	30			0.697392					2.047144				
da	da	32	322	409	787	298		0.709484	0.66968	0.652095			0.793484	1.247024	0.034339			
dadhi	daDi	394	128	311	166	91	0.72162	0.556163	0.632779	0.65767	0.754287	2.059898	1.729215	0.60297	0.568145	0.365508	1245	0
dah	dah	246	761	630	447	190	0.798209	0.675972	0.719887	0.740269	0.856366	1.191392	0.1759	0.192316	0.201115	1.37609	1093	0
dahana	dahana	11	26	82	61	23			0.844655					0.124054				
daitya	dEtya	0	272	803	135	48		0.701841	0.701816				2.010238	2.26968				
daiva	dEva	285	453	224	226	38	0.836034	0.72449	0.769215			0.230703	0.567568	0.315585			893	0
daivata	dEvata	83	284	141	55	39	0.894433	0.796245	0.87752			1.336862	0.561751	1.055431			431	0
dakṣa	dakza	230	169	272	158	63	0.876681	0.730818	0.72732	0.77776	0.883539	0.882457	1.135028	0.480921	0.108889	0.119461	576	0
dakṣiṇa	dakziRa	1513	458	525	288	284	0.728948	0.66022	0.728346	0.731139	0.692507	2.161839	0.645414	0.563488	1.415212	0.6647	1241	0
dakṣiṇā	dakziRA	1246	298	181	87	86	0.861272	0.72316	0.745171	0.827943	0.819932	2.501766	0.270878	0.754141	1.418711	2.108075	709	0
dala	dala	2	26	109	313	91			0.751284	0.713096				1.824595	0.346834			
dam	dam	19	221	69	22	13		0.677845					1.230934					
dama	dama	87	270	100	43	13	0.813052	0.668701				1.196026	0.984515				1019	0
danta	danta	118	196	358	147	59	0.818985	0.698794	0.716064	0.769129	0.80799	0.294221	1.31755	0.981383	0.118361	0.748749	992	0
dantī	dantI	1	15	100	70	12			0.751319					0.211812				
