Текст;Date1;Date2;Middle Date;IF.Present Ind.;FF. Imperfect ind;IF.Future passive particle;FF. Present Passive;FF. Future Ind.;IF.Infinitive;IF.Present Passive;FF. Aorist Ind. Root.;FF. Perfect Ind. Peri.;FF. Pres. Imperative Passive;FF. Aorist Jus.;IF.Past Active Participle;FF. Aorist Ind. Them.;IF.Perfect Ind.;FF. Future. Ind. Peri.;FF. Pres. Sub.;FF. Imperfect Ind. Passive ;FF. Aorist Ind. S.;FF.  Aorist Imp.;FF.  Present Jus.;IF.Future Ind.;FF.  Aorist Sub.;FF. Aorist Ind. Is.;FF. Aorist Ind. Red.;FF. Pres. Opt Passive;FF. Aorist Ind. Passive;FF.  Aorist Jus./Sub./Opt/Perf_Opt;FF. Future Cond.;FF. Aorist Prec.;FF. Perfect Sub;IF.Aorist Ind. Them.;FF.  Perfect Imp;IF.Aorist Ind. Root.;FF.  Plp. ind.;FF.  Perfect Opt.;FF. Aorist Ind. Sa.;FF.  Perfect Jus.;IF.Aorist Ind. S.;FF. Aorist Ind. Sis.;IF.Pres. Potential;IF. Perfect Imp;IF.Aorist Ind. Red.;IF.Aorist Ind. Is.;FF. 17;FF. 18;FF. Past Passive Participle;FF. Past Active Participle;FF. Future passive particle;FF. Infinitive;FF. Absolutive;FF. 31;FF. 34?;IF.Pres. Imp.;IF.Imperfect ind;IF.Future Cond.;IF.Future. Ind. Peri.;IF.Aorist Ind. Sa.;IF.Aorist Prec.;IF.Perfect Ind. Peri.;IF.17;IF.18;IF.Pres. Sub.;IF.Pres. Imperative Passive;IF.Imperfect Ind. Passive ;IF.Aorist Ind. Passive;IF.Pres. Opt Passive;IF.Aorist Jus.;IF.31;IF. Aorist Jus./Sub./Opt/Perf_Opt;IF. Aorist Imp.;IF.34?;IF.Aorist Ind. Sis.;IF.Perfect Sub;IF. Perfect Jus.;IF. Perfect Opt.;IF. Present Jus.;IF. Plp. ind.;IF. Aorist Sub.
"""Rasaratnasamuccayaṭīkā""";1800;1900;1850;27;1;154;119;14;10;5;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Vaikhānasagṛhyasūtra""";300;600;450;29;4;7;24;10;0;5;5;0;3;2;3;0;1;1;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kāvyādarśa""";600;700;650;31;8;25;68;9;12;3;2;0;4;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kaṭhopaniṣad""";-300;0;-150;32;10;22;19;7;6;6;1;0;0;2;1;2;3;4;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Rasādhyāyaṭīkā""";1200;1350;1275;33;0;184;102;8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Haṭhayogapradīpikā""";1400;1500;1450;33;0;44;64;2;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Mṛgendratantra""";700;900;800;34;8;21;50;2;2;1;3;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Parāśarasmṛtiṭīkā""";1000;1500;1250;34;2;114;37;5;16;3;2;1;1;0;1;0;0;0;0;0;0;0;0;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Mūlamadhyamakārikāḥ""";150;250;200;36;1;9;98;22;4;22;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Sarvāṅgasundarā""";1150;1200;1175;36;5;84;107;13;16;6;2;0;0;0;1;1;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Sāṃkhyakārikābhāṣya""";500;600;550;37;2;38;142;17;5;2;7;0;0;0;6;2;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Gautamadharmasūtra""";-300;-100;-200;38;0;25;11;1;1;2;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Bhallaṭaśataka""";850;950;900;40;2;10;20;7;22;3;1;0;1;4;1;2;0;0;0;0;1;0;0;0;0;0;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Rājanighaṇṭu""";1400;1500;1450;40;3;277;105;14;2;7;5;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Saṅghabhedavastu""";0;200;100;43;8;30;29;54;32;6;62;0;11;3;18;12;0;0;0;0;6;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Saṃvitsiddhi""";900;1000;950;45;4;19;54;2;5;1;2;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Rasaratnasamuccaya""";1200;1500;1350;45;10;219;158;9;13;4;2;0;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Vaikhānasadharmasūtra""";300;399;350;47;1;26;6;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Parāśaradharmasaṃhitā""";600;800;700;47;16;41;83;8;4;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Meghadūta""";350;450;400;48;2;23;6;30;16;6;2;0;0;5;0;0;1;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Ṛtusaṃhāra""";350;450;400;48;0;6;8;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Ratnaṭīkā""";900;1000;950;50;0;62;71;5;4;9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kāvyālaṃkāra""";700;800;750;54;4;47;87;14;7;3;2;0;2;1;0;2;2;0;0;2;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Agnipurāṇa""";800;1100;950;54;161;26;5;62;12;4;52;22;3;0;10;1;3;1;0;0;0;0;0;0;0;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Haṃsadūta""";1500;1600;1550;55;4;10;3;14;8;0;7;0;0;2;4;0;0;1;0;0;3;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Sūryaśatakaṭīkā""";1200;1300;1250;57;0;6;13;0;5;4;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kātyāyanasmṛti""";600;700;650;58;7;345;118;4;11;19;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Aṣṭāvakragīta""";700;1000;850;59;3;27;14;7;13;7;1;0;1;1;0;0;0;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Tantrākhyāyikā""";200;500;350;63;126;35;37;39;32;16;0;6;23;2;56;9;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Amaruśataka""";500;750;625;65;3;5;15;7;17;3;2;0;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Vaiśeṣikasūtravṛtti""";500;1000;750;65;2;45;88;4;2;21;10;0;2;1;0;0;0;1;0;0;0;0;0;2;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Śukasaptati""";1100;1200;1150;66;30;48;36;47;35;6;11;23;6;2;9;4;0;2;0;0;1;0;0;1;0;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Nibandhasaṃgraha""";1100;1200;1150;67;1;39;55;18;21;17;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Sātvatatantra""";2500;2500;2500;71;38;32;36;35;20;2;25;1;1;0;1;2;1;17;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Bodhicaryāvatāra""";650;750;700;72;3;131;179;87;42;27;1;0;14;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Śivasūtravārtika""";950;1100;1025;73;0;52;79;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Laṅkāvatārasūtra""";300;450;375;76;15;151;136;49;7;17;1;1;0;0;6;20;0;1;0;0;7;0;0;2;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Sāṃkhyatattvakaumudī""";800;1000;900;76;0;60;72;20;17;5;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Yogasūtrabhāṣya""";350;450;400;85;6;120;100;29;7;17;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Avadānaśataka""";100;200;150;86;55;65;214;152;58;10;1;12;21;1;45;33;1;1;0;0;19;0;0;0;0;0;0;0;10;0;4;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Gītagovinda""";1150;1250;1200;96;3;9;3;11;5;1;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Tantrasāra""";975;1025;1000;97;2;141;61;16;11;20;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Rasaratnākara""";1100;1300;1200;97;0;1172;173;32;3;8;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Gokarṇapurāṇasāraḥ""";2500;2500;2500;98;153;15;37;66;39;3;69;41;10;5;42;33;0;6;0;10;1;0;0;0;0;3;3;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Narmamālā""";1000;1100;1050;100;34;11;27;12;8;5;11;0;12;0;1;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Śatakatraya""";350;450;400;107;5;40;37;11;21;5;2;0;7;7;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Pañcārthabhāṣya""";300;500;400;112;5;431;478;74;25;25;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kumārasaṃbhava""";350;450;400;115;70;44;51;29;39;13;16;14;8;0;3;5;7;0;0;4;4;0;0;6;0;2;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Śāṅkhāyanāraṇyaka""";-1000;-499;-750;118;30;21;58;35;8;6;29;6;1;29;0;19;3;1;0;0;6;1;1;24;0;5;0;3;2;1;0;13;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Nāradasmṛti""";200;500;350;126;7;227;111;17;18;18;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Lalitavistara""";0;100;50;131;92;59;107;162;53;20;163;5;26;4;16;36;0;0;0;0;25;0;21;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Viṣṇusmṛti""";500;800;650;132;6;126;54;9;16;23;0;1;1;2;8;2;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Spandakārikānirṇaya""";950;1050;1000;136;5;84;80;20;19;18;1;0;2;2;3;0;0;0;0;0;0;0;0;6;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Skandapurāṇa""";400;1000;700;137;183;37;30;109;31;22;39;14;11;2;4;8;0;0;0;11;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kokilasaṃdeśa""";1400;1500;1450;138;2;29;11;14;18;12;3;0;2;3;4;0;2;2;0;0;0;0;0;1;0;1;0;1;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Chāndogyopaniṣad""";-699;-499;-599;144;66;33;53;54;6;10;20;27;0;8;0;25;1;32;0;1;6;0;1;10;0;7;0;1;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kāmasūtra""";300;399;350;148;1;150;63;74;18;41;1;0;0;2;3;0;0;2;0;0;0;0;0;4;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Arthaśāstra""";100;300;200;151;2;93;47;11;11;13;1;1;14;2;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Ānandakanda""";1100;1300;1200;163;23;698;346;167;18;25;10;1;4;2;2;0;0;1;0;0;1;0;0;4;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Āryāsaptaśatī""";1100;1200;1150;170;8;59;27;13;40;9;3;0;4;3;0;0;0;3;0;1;3;0;0;4;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Hitopadeśa""";900;1200;1050;183;99;254;203;73;103;18;1;7;104;3;28;3;1;0;0;0;0;0;0;1;0;0;0;2;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Mṛgendraṭīkā""";900;1000;950;185;11;162;207;34;68;38;3;0;7;1;7;1;0;0;0;0;1;0;0;21;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Āyurvedadīpikā""";1000;1100;1050;186;2;509;439;83;53;65;3;0;2;0;8;2;1;0;0;0;0;0;0;39;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Buddhacarita""";100;200;150;207;66;57;72;49;99;48;11;29;17;8;5;9;7;3;0;0;4;0;0;0;0;3;2;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Saundarānanda""";100;200;150;227;56;97;74;42;75;44;12;11;11;6;6;21;11;1;0;0;11;0;0;0;0;10;40;2;9;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Tantrāloka""";975;1025;1000;246;21;351;369;19;25;15;3;0;19;3;5;2;3;0;0;6;0;0;0;13;0;0;1;6;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Mugdhāvabodhinī""";1500;1800;1650;269;2;404;106;16;15;4;2;1;0;0;4;0;0;0;0;0;0;0;0;20;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Divyāvadāna""";-200;200;0;363;110;354;206;636;319;51;48;7;27;3;27;138;5;0;0;0;70;0;1;2;0;0;0;1;5;0;14;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Kūrmapurāṇa""";700;800;750;428;498;340;429;172;135;43;58;133;12;2;50;12;2;1;0;19;4;0;0;5;0;0;10;15;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Manusmṛti""";100;300;200;449;59;371;254;29;36;18;2;2;7;4;14;2;1;1;0;1;0;0;0;9;0;1;1;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Aṣṭasāhasrikā""";-200;200;0;457;8;637;229;1550;83;185;29;2;0;24;3;197;0;0;0;0;5;0;0;9;0;0;0;29;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Suśrutasaṃhitā""";-100;500;200;460;16;1036;766;442;59;138;2;1;1;1;39;1;0;5;0;1;0;0;0;16;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"""Daśakumāracarita""";600;650;625;472;592;200;50;178;109;77;82;19;42;9;48;79;0;3;0;45;79;0;0;12;0;65;19;8;38;0;1;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
