Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
samudāhṛ	1	samudāharat			"Present Ind."	"    1"
samudīkṣ	1	samudīkṣase	Second	Sg.	"Present Ind."	"    1"
samudīkṣ	1	samudīkṣate	Third	Sg.	"Present Ind."	"    1"
samudīkṣ	1	samudaikṣat	Third	Sg.	"Imperfect ind"	"    1"
samudīray	10	samudīrayanti	Third	Pl.	"Present Ind."	"    1"
samudīray	10	samudīrayat	Third	Sg.	"Imperfect ind"	"    1"
samudgam	1	samudgacchati	Third	Sg.	"Present Ind."	"    1"
samudgranth	9	samudgrathya			Absolutive	"    1"
samudghāṭay	10	samudghāṭya			Absolutive	"    1"
samuddiś	6	samuddiśanti	Third	Pl.	"Present Ind."	"    1"
samuddīpay	10	samuddīpita			"Past Passive Participle"	"    1"
samuddhā	3	samujjihāna			"Present Ind."	"    1"
samuddhṛ	2	samuddhariṣyati	Third	Sg.	"Future Ind."	"    1"
samuddhṛ	2	samujjahre	Third	Sg.	"Perfect Ind."	"    1"
samudbandh	9	samudbadhya			Absolutive	"    1"
samudbhū	1	samudbabhūva	Third	Sg.	"Perfect Ind."	"    1"
samudyam	1	samudyacchat			"Present Ind."	"    1"
samudyam	1	samudyantum			Infinitive	"    1"
samudyā	2	samudyayau	Third	Sg.	"Perfect Ind."	"    1"
samudyā	2	samudyayuḥ	Third	Pl.	"Perfect Ind."	"    1"
samudyā	2	samudyāta			"Past Passive Participle"	"    1"
samudyojay	10	samudyojya			Absolutive	"    1"
samudvah	1	samudvahatu	Third	Sg.	"Pres. Imp."	"    1"
samudvah	1	samudvoḍhum			Infinitive	"    1"
samudvij	6	samudvije	First	Sg.	"Present Ind."	"    1"
samudvij	6	samudvivijire	Third	Pl.	"Perfect Ind."	"    1"
samunnad	1	samunnadat	Third	Sg.	"Imperfect ind"	"    1"
samunnam	1	samunnanāma	Third	Sg.	"Perfect Ind."	"    1"
samunnam	1	samunnamya			Absolutive	"    1"
samunnī	1	samunnayati	Third	Sg.	"Present Ind."	"    1"
samunnī	1	samunnayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
samunnī	1	samunneṣye	First	Sg.	"Future Ind."	"    1"
samunnī	1	samunnayat			"Present Ind."	"    1"
samunnī	1	samunnīta			"Past Passive Participle"	"    1"
samunnī	1	samunnīya			Absolutive	"    1"
samunmīl	1	samunmīlati	Third	Sg.	"Present Ind."	"    1"
samunmīl	1	samunmimīla	Third	Sg.	"Perfect Ind."	"    1"
samunmūlay	10	samunmūlaya	Second	Sg.	"Pres. Imp."	"    1"
samunmūlay	10	samunmūlya			Absolutive	"    1"
samunmūlay	10	samunmūlayitum			Infinitive	"    1"
samupakﾱp	1	samupakalpantām	Third	Pl.	"Pres. Imp."	"    1"
samupakram	1	samupakrame	First	Sg.	"Present Ind."	"    1"
samupakram	1	samupakrameta	Third	Sg.	"Pres. Potential"	"    1"
samupakram	1	samupākramat	Third	Sg.	"Aorist Ind. Them."	"    1"
samupakram	1	samupākraman	Third	Pl.	"Aorist Ind. Them."	"    1"
samupakram	1	samupacakrāma	Third	Sg.	"Perfect Ind."	"    1"
samupagam	1	samupagacchatu	Third	Sg.	"Pres. Imp."	"    1"
samupagam	1	samupagamya			Absolutive	"    1"
samupaguh	1	samupaguhya			Absolutive	"    1"
samupaghrā	3	samupajighrat			"Present Ind."	"    1"
samupajñā	9	samupajānat			"Present Ind."	"    1"
samupatap	1	samupatapyate	Third	Sg.	"Present Passive"	"    1"
samupatap	1	samupatapyante	Third	Pl.	"Present Passive"	"    1"
samupadiś	6	samupādiśat	Third	Sg.	"Imperfect ind"	"    1"
samupadiś	6	samupadekṣyate	Third	Sg.	"Future Ind."	"    1"
samupadiś	6	samupadiṣṭa			"Past Passive Participle"	"    1"
samupadru	1	samupadruta			"Past Passive Participle"	"    1"
samupanī	1	samupānayam	First	Sg.	"Imperfect ind"	"    1"
samupanī	1	samupānayat	Third	Sg.	"Imperfect ind"	"    1"
samupanī	1	samupanīyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
samupabṛhay	10	samupabṛṃhayet	Third	Sg.	"Pres. Potential"	"    1"
samupabhuj	7	samupabhokṣyate	Third	Sg.	"Future Ind."	"    1"
samupayā	2	samupayāti	Third	Sg.	"Present Ind."	"    1"
samupayā	2	samupayānti	Third	Pl.	"Present Ind."	"    1"
samupayā	2	samupayāsyasi	Second	Sg.	"Future Ind."	"    1"
samupayā	2	samupayayau	Third	Sg.	"Perfect Ind."	"    1"
samupayā	2	samupayayuḥ	Third	Pl.	"Perfect Ind."	"    1"
samupayā	2	samupayāt	Third	Sg.	"Imperfect ind"	"    1"
samupayuj	7	samupayukta			"Past Passive Participle"	"    1"
samupayuj	7	samupayuktavat			"Past Active Participle"	"    1"
samuparudh	7	samuparudhyate	Third	Sg.	"Present Passive"	"    1"
samupalakṣay	10	samupalakṣaye	First	Sg.	"Present Ind."	"    1"
samupalakṣay	10	samupalakṣya			Absolutive	"    1"
samupalabh	1	samupalapsyase	Second	Sg.	"Future Ind."	"    1"
samupalabh	1	samupalapsyate	Third	Sg.	"Future Ind."	"    1"
samupalabh	1	samupalabhyate	Third	Sg.	"Present Passive"	"    1"
samupalabh	1	samupalabhyete	Third	Du.	"Present Passive"	"    1"
samupalabh	1	samupalapsyatha	Second	Pl.	"Future Ind."	"    1"
samupalabh	1	samupalabdha			"Past Passive Participle"	"    1"
samupavas	1	samupāvasat	Third	Sg.	"Imperfect ind"	"    1"
samupavah	1	samupāvahat	Third	Sg.	"Imperfect ind"	"    1"
samupavah	1	samupohya			Absolutive	"    1"
samupaviś	6	samupaviviśuḥ	Third	Pl.	"Perfect Ind."	"    1"
samupavṛt	1	samupavartate	Third	Sg.	"Present Ind."	"    1"
samupaśru	5	samupaśrutya			Absolutive	"    1"
samupasad	1	samupāsadat	Third	Sg.	"Aorist Ind. Them."	"    1"
samupasṛ	3	samupasṛtya			Absolutive	"    1"
samupasṛp	1	samupasarpatha	Second	Pl.	"Present Ind."	"    1"
samupasṛp	1	samupasarpanti	Third	Pl.	"Present Ind."	"    1"
samupasṛp	1	samupasarpat			"Present Ind."	"    1"
samupasev	1	samupasevyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
samupasthā	1	samupātiṣṭhan	Third	Pl.	"Imperfect ind"	"    1"
samupasthā	1	samupatiṣṭhasva	Second	Sg.	"Pres. Imp."	"    1"
samupasthā	1	samupasthāsyate	Third	Sg.	"Future Ind."	"    1"
samupasthā	1	samupatasthire	Third	Pl.	"Perfect Ind."	"    1"
samupasthā	1	samupasthāya			Absolutive	"    1"
samupaspṛs	6	samupaspṛśeḥ	Second	Sg.	"Pres. Potential"	"    1"
samupaspṛs	6	samupaspṛśa	Second	Sg.	"Pres. Imp."	"    1"
samupaspṛs	6	samupaspṛśe	First	Sg.	"Present Ind."	"    1"
samupāgam	1	samupāgacchāmi	First	Sg.	"Present Ind."	"    1"
samupāgam	1	samupāgaccha	Second	Sg.	"Pres. Imp."	"    1"
samupāgam	1	samupāgacchat	Third	Sg.	"Imperfect ind"	"    1"
samupāgam	1	samupāgamam	First	Sg.	"Aorist Ind. Them."	"    1"
samupādā	3	samupādatte	Third	Sg.	"Present Ind."	"    1"
samupādā	3	samupātta			"Past Passive Participle"	"    1"
samupānī	1	samupānaya	Second	Sg.	"Pres. Imp."	"    1"
samupāś	9	samupāśnāti	Third	Sg.	"Present Ind."	"    1"
samupās	1	samupāste	Third	Sg.	"Present Ind."	"    1"
samupās	1	samupāsīta	Third	Sg.	"Pres. Potential"	"    1"
samupās	1	samupāsīran	Third	Pl.	"Pres. Potential"	"    1"
samupās	1	samupāsta	Third	Sg.	"Imperfect ind"	"    1"
samupās	1	samupāsanti	Third	Pl.	"Present Ind."	"    1"
samupās	1	samupāsanta	Third	Pl.	"Imperfect ind"	"    1"
samupās	1	samupāsīna			"Past Passive Participle"	"    1"
samupās	1	samupāsya			Absolutive	"    1"
samupās	1	samupāsya			"Future passive particle"	"    1"
samupāsthā	1	samupātiṣṭha	Second	Sg.	"Pres. Imp."	"    1"
samupāsthā	1	samupāsthita			"Past Passive Participle"	"    1"
samupāsthā	1	samupāsthāya			Absolutive	"    1"
samupe	2	samupaiṣi	Second	Sg.	"Present Ind."	"    1"
samupe	2	samupeyātām	Third	Du.	"Pres. Potential"	"    1"
samupe	2	samupaitu	Third	Sg.	"Pres. Imp."	"    1"
samupe	2	samupaiṣyanti	Third	Pl.	"Future Ind."	"    1"
samupe	2	samupeṣyasi	Second	Sg.	"Future Ind."	"    1"
samupe	2	samupeṣyati	Third	Sg.	"Future Ind."	"    1"
samupe	2	samupayat			"Present Ind."	"    1"
samupekṣ	1	samupekṣeya	First	Sg.	"Pres. Potential"	"    1"
samupekṣ	1	samupekṣyate	Third	Sg.	"Present Passive"	"    1"
samupekṣ	1	samupekṣanta	Third	Pl.	"Imperfect ind"	"    1"
samupekṣ	1	samupekṣathāḥ	Second	Sg.	"Imperfect ind"	"    1"
samupekṣ	1	samupekṣamāṇa			"Present Ind."	"    1"
samullas	1	samullasanti	Third	Pl.	"Present Ind."	"    1"
samullas	1	samullalāsa	Third	Sg.	"Perfect Ind."	"    1"
samullikh	6	samullikhet	Third	Sg.	"Pres. Potential"	"    1"
samullikh	6	samullikhat			"Present Ind."	"    1"
samṛdh	4	samṛdhnuyāt	Third	Sg.	"Pres. Potential"	"    1"
samṛdh	4	samṛdhyante	Third	Pl.	"Present Passive"	"    1"
samṛdh	4	samṛdhyanti	Third	Pl.	"Present Ind."	"    1"
samṛdh	4	samṛdhyatu	Third	Sg.	"Pres. Imp."	"    1"
samṛdh	4	samṛdhyate	Third	Sg.	"Present Ind."	"    1"
samṛdh	4	samṛdhyamāna			"Present Passive"	"    1"
samṛdh	4	samṛdhyat			"Present Ind."	"    1"
samardhay	10	samardhayāni	First	Sg.	"Pres. Imp."	"    1"
samardhay	10	samardhayat			"Present Ind."	"    1"
samardhay	10	samardhya			Absolutive	"    1"
same	2	sametaḥ	Third	Du.	"Present Ind."	"    1"
same	2	sameyām	First	Sg.	"Pres. Potential"	"    1"
same	2	sameyuḥ	Third	Pl.	"Pres. Potential"	"    1"
same	2	sametam	Second	Du.	"Pres. Imp."	"    1"
same	2	samaitām	Third	Du.	"Imperfect ind"	"    1"
same	2	sameyāya	Third	Sg.	"Perfect Ind."	"    1"
same	2	sameyatuḥ	Third	Du.	"Perfect Ind."	"    1"
same	2	sameyathuḥ	Second	Du.	"Perfect Ind."	"    1"
same	2	samāyat			"Present Ind."	"    1"
samedh	1	samedhate	Third	Sg.	"Present Ind."	"    1"
samedh	1	samedheta	Third	Sg.	"Pres. Potential"	"    1"
sampat	1	saṃpatet	Third	Sg.	"Pres. Potential"	"    1"
sampat	1	saṃpetatuḥ	Third	Du.	"Perfect Ind."	"    1"
sampad	4	sampatsye	First	Sg.	"Future Ind."	"    1"
sampad	4	sampatsyase	Second	Sg.	"Future Ind."	"    1"
sampad	4	saṃpadyeta	Third	Sg.	"Pres. Potential"	"    1"
sampad	4	saṃpadyeran	Third	Pl.	"Pres. Potential"	"    1"
sampad	4	saṃpadyantām	Third	Pl.	"Pres. Imp."	"    1"
sampad	4	samapadyetām	Third	Du.	"Imperfect ind"	"    1"
sampad	4	saṃpadyante	Third	Pl.	"Present Passive"	"    1"
samparigrah	9	samparigṛhīta			"Past Passive Participle"	"    1"
samparigrah	9	samparigrahītavya			"Future passive particle"	"    1"
samparipūjay	10	samparipūjayet	Third	Sg.	"Pres. Potential"	"    1"
samparipūjay	10	samparipūjita			"Past Passive Participle"	"    1"
sampariplu	1	saṃparipupluvāna			"Perfect Ind."	"    1"
sampariplu	1	samparipluta			"Past Passive Participle"	"    1"
samparirabh	1	samparirabhya			Absolutive	"    1"
samparivṛ	5	saṃparivṛta			"Past Passive Participle"	"    1"
samparivṛ	5	saṃparīvṛta			"Past Passive Participle"	"    1"
samparivarjay	10	samparivarjayanti	Third	Pl.	"Present Ind."	"    1"
samparivṛt	1	samparivartase	Second	Sg.	"Present Ind."	"    1"
samparivṛt	1	samparivartante	Third	Pl.	"Present Ind."	"    1"
samparivṛt	1	samparivṛtta			"Past Passive Participle"	"    1"
sampariharṣay	10	sampariharṣita			"Past Passive Participle"	"    1"
samparī	2	saṃparīyatuḥ	Third	Du.	"Perfect Ind."	"    1"
samparī	2	samparīta			"Past Passive Participle"	"    1"
samparī	2	samparītya			Absolutive	"    1"
sampā	1	sampibet	Third	Sg.	"Pres. Potential"	"    1"
sampā	1	saṃpibate	Third	Sg.	"Present Ind."	"    1"
sampā	1	saṃpibasva	Second	Sg.	"Pres. Imp."	"    1"
sampā	1	sampibat			"Present Ind."	"    1"
sampā	1	sampāya			Absolutive	"    1"
sampiṣ	6	sampiṃṣanti	Third	Pl.	"Present Ind."	"    1"
sampiṣ	6	saṃpiṇak	Second	Sg.	"Present Jus."	"    1"
sampiṣ	6	sampiṣṇat			"Present Ind."	"    1"
sampiṣ	6	saṃpeṣya			"Future passive particle"	"    1"
sampiṣ	6	saṃpiṣṭya			Absolutive	"    1"
sampiṣ	6	saṃpiṣyat			"Present Ind."	"    1"
sampiṣ	6	saṃpiṣat			"Present Ind."	"    1"
sampīḍay	10	sampīḍyate	Third	Sg.	"Present Passive"	"    1"
sampīḍay	10	sampīḍyante	Third	Pl.	"Present Passive"	"    1"
sampīḍay	10	samapīḍayat	Third	Sg.	"Imperfect ind"	"    1"
sampīḍay	10	sampīḍayat			"Present Ind."	"    1"
sampothay	10	saṃpothya			Absolutive	"    1"
sampūjay	10	sampūjayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
sampūjay	10	sampūjyante	Third	Pl.	"Present Passive"	"    1"
sampūjay	10	saṃpūjayiṣyati	Third	Sg.	"Future Ind."	"    1"
sampūjay	10	saṃpūjayāṃcakre	Third	Sg.	"Perfect Ind. Peri."	"    1"
sampūjay	10	saṃpūjayan	Third	Pl.	"Imperfect ind"	"    1"
sampāray	10	saṃpārayitum			Infinitive	"    1"
sampṛc	7	saṃpṛṅkte	Third	Sg.	"Present Ind."	"    1"
sampṛc	7	saṃpṛñcāna			"Present Ind."	"    1"
sampūray	10	sampūryate	Third	Sg.	"Present Passive"	"    1"
sampūray	10	samapūryata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
sampūray	10	saṃpūrya			"Future passive particle"	"    1"
samprakamp	1	samprākampata	Third	Sg.	"Imperfect ind"	"    1"
samprakamp	1	samprakampati	Third	Sg.	"Present Ind."	"    1"
samprakamp	1	samprākampat	Third	Sg.	"Imperfect ind"	"    1"
samprakās	1	saṃprakāśat			"Present Ind."	"    1"
samprakṛ	8	sampracakre	Third	Sg.	"Perfect Ind."	"    1"
samprakṛ	8	sampracakrire	Third	Pl.	"Perfect Ind."	"    1"
samprakṛ	8	sampracakratuḥ	Third	Du.	"Perfect Ind."	"    1"
samprakṛ	8	samprakartum			Infinitive	"    1"
samprakṛṣ	1	samprakarṣati	Third	Sg.	"Present Ind."	"    1"
samprakṛṣ	1	samprakarṣat			"Present Ind."	"    1"
samprakṛṣ	1	samprakṛṣṭa			"Past Passive Participle"	"    1"
samprakalpay	10	samprakalpaya	Second	Sg.	"Pres. Imp."	"    1"
samprakalpay	10	samprakalpayet	Third	Sg.	"Pres. Potential"	"    1"
samprakram	6	sampracakramuḥ	Third	Pl.	"Perfect Ind."	"    1"
samprakṣip	6	samprākṣipat	Third	Sg.	"Imperfect ind"	"    1"
samprakṣubh	9	sampracukṣubhe	Third	Sg.	"Perfect Ind."	"    1"
samprakṣubh	9	samprākṣubhyat	Third	Sg.	"Imperfect ind"	"    1"
sampragāh	1	sampragāhanti	Third	Pl.	"Present Ind."	"    1"
sampragāh	1	sampragāhate	Third	Sg.	"Present Ind."	"    1"
sampragā	4	sampragāyanti	Third	Pl.	"Present Ind."	"    1"
sampragā	4	sampragīta			"Past Passive Participle"	"    1"
sampragrah	9	sampragṛhṇanti	Third	Pl.	"Present Ind."	"    1"
sampragrah	9	samprajagrāha	Third	Sg.	"Perfect Ind."	"    1"
sampragrah	9	sampragṛhṇat			"Present Ind."	"    1"
sampraghṛṣ	1	sampraghṛṣya			Absolutive	"    1"
sampracar	1	sampracariṣyati	Third	Sg.	"Future Ind."	"    1"
sampracar	1	sampraceruḥ	Third	Pl.	"Perfect Ind."	"    1"
sampracar	1	sampracarat			"Present Ind."	"    1"
sampraci	5	sampracinoti	Third	Sg.	"Present Ind."	"    1"
sampracch	6	saṃpṛcchanti	Third	Pl.	"Present Ind."	"    1"
sampracch	6	saṃpṛcchet	Third	Sg.	"Pres. Potential"	"    1"
sampracch	6	samapṛccham	First	Sg.	"Imperfect ind"	"    1"
sampracch	6	saṃpṛcchethāḥ	Second	Sg.	"Pres. Potential"	"    1"
sampracch	6	samapṛcchata	Third	Sg.	"Imperfect ind"	"    1"
sampracch	6	samapṛcchanta	Third	Pl.	"Imperfect ind"	"    1"
sampracch	6	saṃpṛcchat			"Present Ind."	"    1"
sampracch	6	saṃpraṣṭavya			"Future passive particle"	"    1"
sampracch	6	saṃpṛcchya			Absolutive	"    1"
sampracch	6	saṃpṛcchyamāna			"Present Passive"	"    1"
sampracch	6	saṃpṛṣṭavat			"Past Active Participle"	"    1"
sampracch	6	saṃpṛṣṭvā			Absolutive	"    1"
sampracch	6	saṃpṛccham			Infinitive	"    1"
sampracch	6	saṃpṛcche			Infinitive	"    1"
samprajan	4	samprajajñe	Third	Sg.	"Perfect Ind."	"    1"
samprajan	4	samprajāyatu	Third	Sg.	"Pres. Imp."	"    1"
samprajñā	9	samprajānāmi	First	Sg.	"Present Ind."	"    1"
samprajñā	9	samprajñāyate	Third	Sg.	"Present Passive"	"    1"
samprajñā	9	samprajānīte	Third	Sg.	"Present Ind."	"    1"
samprajval	1	samprajvalati	Third	Sg.	"Present Ind."	"    1"
samprajval	1	samprajvala	Second	Sg.	"Pres. Imp."	"    1"
samprajval	1	samprajajvāla	Third	Sg.	"Perfect Ind."	"    1"
sampraṇam	1	sampraṇemuḥ	Third	Pl.	"Perfect Ind."	"    1"
sampraṇam	1	sampraṇameta	Third	Sg.	"Pres. Potential"	"    1"
sampraṇam	1	sampraṇamya			Absolutive	"    1"
sampraṇidhā	3	saṃpraṇidhāya			Absolutive	"    1"
sampraṇī	1	sampraṇayet	Third	Sg.	"Pres. Potential"	"    1"
sampraṇī	1	sampraṇayat			"Present Ind."	"    1"
sampraṇud	6	sampraṇudet	Third	Sg.	"Pres. Potential"	"    1"
sampraṇud	6	sampraṇudyate	Third	Sg.	"Present Passive"	"    1"
sampraṇud	6	sampraṇudya			Absolutive	"    1"
sampratipad	4	sampratipatsyāmi	First	Sg.	"Future Ind."	"    1"
sampratipad	4	sampratipadyantām	Third	Pl.	"Pres. Imp."	"    1"
sampratipad	4	sampratipatsyate	Third	Sg.	"Future Ind."	"    1"
sampratipad	4	sampratipatsyante	Third	Pl.	"Future Ind."	"    1"
sampratipad	4	sampratipattum			Infinitive	"    1"
sampratipūjay	10	sampratyapūjayat	Third	Sg.	"Imperfect ind"	"    1"
sampratibhā	2	sampratibhāti	Third	Sg.	"Present Ind."	"    1"
sampratibhā	2	sampratibhāntu	Third	Pl.	"Pres. Imp."	"    1"
sampratibhāṣ	1	sampratibhāṣyate	Third	Sg.	"Present Passive"	"    1"
sampratiṣidh	1	sampratiṣedhante	Third	Pl.	"Present Ind."	"    1"
sampratiṣṭhā	1	sampratitiṣṭhati	Third	Sg.	"Present Ind."	"    1"
sampratiṣṭhā	1	sampratitiṣṭheyuḥ	Third	Pl.	"Pres. Potential"	"    1"
sampratī	2	sampratītya			Absolutive	"    1"
sampratīkṣ	1	sampratīkṣante	Third	Pl.	"Present Ind."	"    1"
sampratīkṣ	1	sampratīkṣasva	Second	Sg.	"Pres. Imp."	"    1"
sampratīkṣ	1	sampratīkṣadhvam	Second	Pl.	"Pres. Imp."	"    1"
sampratīkṣ	1	sampratīkṣyate	Third	Sg.	"Present Passive"	"    1"
sampratīkṣ	1	sampratīkṣya			"Future passive particle"	"    1"
sampratīkṣ	1	saṃpratīkṣya			Absolutive	"    1"
sampratīṣ	6	sampratīccha	Second	Sg.	"Pres. Imp."	"    1"
sampratīṣ	6	sampratīcchata	Second	Pl.	"Pres. Imp."	"    1"
sampratuṣ	4	sampratutoṣa	Third	Sg.	"Perfect Ind."	"    1"
sampradah	1	sampradhakṣyāmi	First	Sg.	"Future Ind."	"    1"
sampradā	3	sampradadyām	First	Sg.	"Pres. Potential"	"    1"
sampradā	3	sampradadyāt	Third	Sg.	"Pres. Potential"	"    1"
sampradā	3	sampradāsyasi	Second	Sg.	"Future Ind."	"    1"
sampradā	3	samprādāt	Third	Sg.	"Aorist Ind. Root."	"    1"
sampradā	3	saṃpradāyam			Absolutive	"    1"
sampradiś	6	sampradiśya			Absolutive	"    1"
sampraduṣ	4	sampraduṣyanti	Third	Pl.	"Present Ind."	"    1"
sampraduṣ	4	sampraduṣyet	Third	Sg.	"Pres. Potential"	"    1"
sampradṛś	4	samprapaśyati	Third	Sg.	"Present Ind."	"    1"
sampradṛś	4	sampradṛśyase	Second	Sg.	"Present Passive"	"    1"
sampradṛś	4	sampradṛśyete	Third	Du.	"Present Passive"	"    1"
sampradṛś	4	sampradṛśyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
sampradṛś	4	saṃprapaśyadhvam	Second	Pl.	"Pres. Imp."	"    1"
sampradṛś	4	saṃpradṛśyetām	Third	Du.	"Imperfect ind"	"    1"
sampradṛś	4	samprapaśyat			"Present Ind."	"    1"
sampradru	1	sampradudrāva	Third	Sg.	"Perfect Ind."	"    1"
sampradru	1	samprādravata	Third	Sg.	"Imperfect ind"	"    1"
sampradru	1	samprādravanta	Third	Pl.	"Imperfect ind"	"    1"
sampradhāray	10	sampradhārayet	Third	Sg.	"Pres. Potential"	"    1"
sampradhāray	10	sampradhāraya	Second	Sg.	"Pres. Imp."	"    1"
sampradharṣay	10	sampradharṣayat			"Present Ind."	"    1"
sampradharṣay	10	sampradharṣita			"Past Passive Participle"	"    1"
sampradharṣay	10	sampradharṣayitum			Infinitive	"    1"
samprapac	1	samprapacyate	Third	Sg.	"Present Passive"	"    1"
samprapad	4	samprāpadyanta	Third	Pl.	"Imperfect ind"	"    1"
samprapad	4	samprapatsyate	Third	Sg.	"Future Ind."	"    1"
samprapad	4	samprapede	Third	Sg.	"Perfect Ind."	"    1"
samprapad	4	samprapadya			Absolutive	"    1"
samprapīḍay	10	samprapīḍita			"Past Passive Participle"	"    1"
samprapīḍay	10	samprapīḍya			Absolutive	"    1"
samprabādh	1	samprabādheta	Third	Sg.	"Pres. Potential"	"    1"
samprabudh	4	samprabudhyate	Third	Sg.	"Present Ind."	"    1"
samprabudh	4	samprabuddha			"Past Passive Participle"	"    1"
samprabhā	2	samprabhāti	Third	Sg.	"Present Ind."	"    1"
samprabhāṣ	1	samprabhāṣase	Second	Sg.	"Present Ind."	"    1"
samprabhāṣ	1	samprabhāṣya			Absolutive	"    1"
samprabhāṣ	1	samprabhāṣat			"Present Ind."	"    1"
sampramuc	6	sampramuñcanti	Third	Pl.	"Present Ind."	"    1"
sampramuc	6	sampramucyate	Third	Sg.	"Present Passive"	"    1"
sampramuc	6	sampramukta			"Past Passive Participle"	"    1"
sampramuh	4	sampramuhyasi	Second	Sg.	"Present Ind."	"    1"
sampramuh	4	sampramuhyanti	Third	Pl.	"Present Ind."	"    1"
samprayam	6	samprayacchet	Third	Sg.	"Pres. Potential"	"    1"
samprayam	6	samprayacchatu	Third	Sg.	"Pres. Imp."	"    1"
samprayam	6	samprayacchatam	Second	Du.	"Pres. Imp."	"    1"
samprayam	6	samprayacchantu	Third	Pl.	"Pres. Imp."	"    1"
samprayam	6	samprayaccheta	Third	Sg.	"Pres. Potential"	"    1"
samprayam	6	samprayata			"Past Passive Participle"	"    1"
samprayā	2	samprayayuḥ	Third	Pl.	"Perfect Ind."	"    1"
samprayā	2	samprayāsyat			"Future Ind."	"    1"
samprayā	2	saṃprayānt			"Present Ind."	"    1"
samprayāc	1	samprayācata	Second	Pl.	"Pres. Imp."	"    1"
samprayuj	7	samprayujyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
samprayudh	4	samprayudhyasva	Second	Sg.	"Pres. Imp."	"    1"
samprayudh	4	samprāyudhyat	Third	Sg.	"Imperfect ind"	"    1"
sampralī	4	sampralīyante	Third	Pl.	"Present Ind."	"    1"
sampralī	4	sampralīyata	Third	Sg.	"Imperfect ind"	"    1"
sampralī	4	sampralīna			"Past Passive Participle"	"    1"
sampralup	6	sampralupyante	Third	Pl.	"Present Passive"	"    1"
sampralobhay	10	sampralobhya			Absolutive	"    1"
sampravac	3	sampravakṣyanti	Third	Pl.	"Future Ind."	"    1"
sampravac	3	sampravakṣyante	Third	Pl.	"Future Ind."	"    1"
sampravac	3	samprocyate	Third	Sg.	"Present Passive"	"    1"
sampravad	1	sampravadanti	Third	Pl.	"Present Ind."	"    1"
sampraviś	6	sampravekṣyāmi	First	Sg.	"Future Ind."	"    1"
sampraviś	6	sampraveṣṭā	Third	Sg.	"Future. Ind. Peri."	"    1"
sampraviś	6	sampravekṣye	First	Sg.	"Future Ind."	"    1"
sampraviś	6	sampraveśya			"Future passive particle"	"    1"
sampravihṛ	1	sampravihṛtya			Absolutive	"    1"
sampravṛt	1	sampravartata	Third	Sg.	"Imperfect ind"	"    1"
sampravṛt	1	sampravartat			"Present Ind."	"    1"
sampravṛt	1	sampravṛtta			"Past Passive Participle"	"    1"
sampravṛt	1	sampravṛttavat			"Past Active Participle"	"    1"
sampravṛdh	1	sampravardhate	Third	Sg.	"Present Ind."	"    1"
sampraveṣṭay	10	sampraveṣṭita			"Past Passive Participle"	"    1"
sampraśās	2	sampraśāset	Third	Sg.	"Pres. Potential"	"    1"
samprasañj	1	samprasajati	Third	Sg.	"Present Ind."	"    1"
samprasañj	1	saṃprasajjante	Third	Pl.	"Present Ind."	"    1"
samprasad	1	samprasīdeyam	First	Sg.	"Pres. Potential"	"    1"
samprasad	1	samprasīda	Second	Sg.	"Pres. Imp."	"    1"
samprasad	1	samprasīdat			"Present Ind."	"    1"
samprasah	1	samprasahiṣyasi	Second	Sg.	"Future Ind."	"    1"
samprasādhay	10	samprasādhayet	Third	Sg.	"Pres. Potential"	"    1"
samprasādhay	10	samprasādhya			"Future passive particle"	"    1"
samprasic	6	samprasicyate	Third	Sg.	"Present Passive"	"    1"
samprasū	4	samprasūyadhvam	Second	Pl.	"Pres. Imp."	"    1"
samprasū	4	samprasūyāmi	First	Sg.	"Present Ind."	"    1"
samprasāray	10	samprasārayet	Third	Sg.	"Pres. Potential"	"    1"
samprasthā	1	sampratiṣṭhate	Third	Sg.	"Present Ind."	"    1"
samprasthā	1	sampratiṣṭhāmahe	First	Pl.	"Present Ind."	"    1"
samprasru	1	samprasusrāva	Third	Sg.	"Perfect Ind."	"    1"
samprasru	1	samprasravat			"Present Ind."	"    1"
samprahā	3	samprajahyāt	Third	Sg.	"Pres. Potential"	"    1"
samprahā	3	samprahāsyasi	Second	Sg.	"Future Ind."	"    1"
samprahā	3	samprahāya			Absolutive	"    1"
samprahṛ	1	sampraharati	Third	Sg.	"Present Ind."	"    1"
samprahṛ	1	samprahariṣyati	Third	Sg.	"Future Ind."	"    1"
samprahṛ	1	samprāhārṣīḥ	Second	Sg.	"Aorist Ind. S."	"    1"
samprahṛ	1	samprajahratuḥ	Third	Du.	"Perfect Ind."	"    1"
samprahṛ	1	samprahartāsmi	First	Sg.	"Future. Ind. Peri."	"    1"
samprahṛ	1	sampraharat			"Present Ind."	"    1"
samprahṛ	1	samprahariṣyat			"Future Ind."	"    1"
