Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
palāy	0	palāyāmi	First	Sg.	"Present Ind."	"    1"
palāy	0	apalāyan	Third	Pl.	"Imperfect ind"	"    1"
palāy	0	palāyiṣyase	Second	Sg.	"Future Ind."	"    1"
palāy	0	palāyiṣyate	Third	Sg.	"Future Ind."	"    1"
palāy	0	palāyitavya			"Future passive particle"	"    1"
vācay	10	vācaya	Second	Sg.	"Pres. Imp."	"    1"
vācay	10	vācayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
vācay	10	vācayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
vācay	10	vācayiṣyate	Third	Sg.	"Future Ind."	"    1"
vācay	10	vācayiṣyat			"Future Ind."	"    1"
nirvācay	10	nirvācitavya			"Future passive particle"	"    1"
khanay	10	khanayiṣyāmi	First	Sg.	"Future Ind."	"    1"
mokṣay	10	mokṣayāmi	First	Sg.	"Present Ind."	"    1"
mokṣay	10	mokṣayatu	Third	Sg.	"Pres. Imp."	"    1"
mokṣay	10	mokṣayata	Second	Pl.	"Pres. Imp."	"    1"
mokṣay	10	mokṣayiṣyasi	Second	Sg.	"Future Ind."	"    1"
mokṣay	10	mokṣayeta	Third	Sg.	"Pres. Potential"	"    1"
mokṣay	10	mokṣayasva	Second	Sg.	"Pres. Imp."	"    1"
mokṣay	10	mokṣayiṣye	First	Sg.	"Future Ind."	"    1"
mokṣay	10	mokṣaṇīya			"Future passive particle"	"    1"
mokṣay	10	mokṣitavya			"Future passive particle"	"    1"
saṁsrāvay	10	saṃsrāvayet	Third	Sg.	"Pres. Potential"	"    1"
prapāday	10	prāpādayanta	Third	Pl.	"Imperfect ind"	"    1"
prapāday	10	prapādyamāna			"Present Passive"	"    1"
ācāmay	10	ācāmayitvā			Absolutive	"    1"
ācāmay	10	ācāmayya			Absolutive	"    1"
niścal	1	niścalita			"Past Passive Participle"	"    1"
ghaṭay	10	ghaṭayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
ghaṭay	10	ghaṭayase	Second	Sg.	"Present Ind."	"    1"
ghaṭay	10	ghaṭayate	Third	Sg.	"Present Ind."	"    1"
udghaṭay	10	udghaṭayet	Third	Sg.	"Pres. Potential"	"    1"
niṣkāsay	10	niṣkāsayati	Third	Sg.	"Present Ind."	"    1"
niṣkāsay	10	niṣkāsyate	Third	Sg.	"Present Passive"	"    1"
niṣkāsay	10	niṣkāsayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
niṣkāsay	10	niṣkāsayitum			Infinitive	"    1"
niṣkāsay	10	niṣkāsitum			Infinitive	"    1"
proccāray	10	proccārayet	Third	Sg.	"Pres. Potential"	"    1"
proccāray	10	proccārya			Absolutive	"    1"
visarjay	10	visarjayata	Second	Pl.	"Pres. Imp."	"    1"
visarjay	10	visarjayasva	Second	Sg.	"Pres. Imp."	"    1"
visarjay	10	visarjaye	First	Sg.	"Present Ind."	"    1"
visarjay	10	visarjayat			"Present Ind."	"    1"
visarjay	10	visarjitavat			"Past Active Participle"	"    1"
visarjay	10	visarjayitavya			"Future passive particle"	"    1"
prakaṭīkṛ	8	prakaṭīkaromi	First	Sg.	"Present Ind."	"    1"
prakaṭīkṛ	8	prakaṭīkurmaḥ	First	Pl.	"Present Ind."	"    1"
prakaṭīkṛ	8	prakaṭīcakāra	Third	Sg.	"Perfect Ind."	"    1"
prakaṭīkṛ	8	prakaṭīkṛtavat			"Past Active Participle"	"    1"
prakaṭīkṛ	8	prakaṭīkṛtya			"Future passive particle"	"    1"
abhyarcay	10	abhyarcayāmi	First	Sg.	"Present Ind."	"    1"
abhyarcay	10	abhyarcayeyam	First	Sg.	"Pres. Potential"	"    1"
abhyarcay	10	abhyarcaya	Second	Sg.	"Pres. Imp."	"    1"
abhyarcay	10	abhyarcayate	Third	Sg.	"Present Ind."	"    1"
abhyarcay	10	abhyarcayiṣye	First	Sg.	"Future Ind."	"    1"
abhyarcay	10	abhyarcayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
abhyarcay	10	abhyarcayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
abhyarcay	10	abhyarcyamāna			"Present Passive"	"    1"
abhyarcay	10	abhyarcayitvā			Absolutive	"    1"
antarbhā	2	antarbhāti	Third	Sg.	"Present Ind."	"    1"
svāpay	10	asvāpayaḥ	Second	Sg.	"Imperfect ind"	"    1"
prasvāpay	10	prasvāpayet	Third	Sg.	"Pres. Potential"	"    1"
prasvāpay	10	prasvāpayitvā			Absolutive	"    1"
samabhyarcay	10	samabhyarcita			"Past Passive Participle"	"    1"
vilasay	10	vilasaya	Second	Sg.	"Pres. Imp."	"    1"
ākarṣay	10	ākarṣita			"Past Passive Participle"	"    1"
dṛḍhībhū	1	dṛḍhībhavanti	Third	Pl.	"Present Ind."	"    1"
dṛḍhībhū	1	dṛḍhībhava	Second	Sg.	"Pres. Imp."	"    1"
vyañjay	10	vyañjayati	Third	Sg.	"Present Ind."	"    1"
vyañjay	10	vyañjayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
vyañjay	10	vyañjayitum			Infinitive	"    1"
pramāpay	10	pramāpyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
pramāpay	10	pramāpyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
pramāpay	10	pramāpayitum			Infinitive	"    1"
śikṣ	6	śikṣase	Second	Sg.	"Present Ind."	"    1"
śikṣ	6	śikṣethāḥ	Second	Sg.	"Pres. Potential"	"    1"
śikṣ	6	śikṣeran	Third	Pl.	"Pres. Potential"	"    1"
śikṣ	6	śikṣatām	Third	Sg.	"Pres. Imp."	"    1"
śikṣ	6	śikṣethām	Second	Du.	"Pres. Imp."	"    1"
śikṣ	6	aśikṣanta	Third	Pl.	"Imperfect ind"	"    1"
śikṣ	6	śikṣanti	Third	Pl.	"Present Ind."	"    1"
śikṣ	6	śikṣema	First	Pl.	"Pres. Potential"	"    1"
śikṣ	6	śikṣatu	Third	Sg.	"Pres. Imp."	"    1"
śikṣ	6	śikṣiṣyāmi	First	Sg.	"Future Ind."	"    1"
śikṣ	6	śikṣāḥ	Second	Sg.	"Pres. Sub."	"    1"
śikṣ	6	śikṣān	Third	Pl.	"Pres. Sub."	"    1"
śikṣ	6	śikṣam	First	Sg.	"Present Jus."	"    1"
śikṣ	6	śikṣya			"Future passive particle"	"    1"
bhikṣ	1	bhikṣante	Third	Pl.	"Present Ind."	"    1"
bhikṣ	1	bhikṣeran	Third	Pl.	"Pres. Potential"	"    1"
bhikṣ	1	bhikṣasva	Second	Sg.	"Pres. Imp."	"    1"
bhikṣ	1	bhikṣāmaḥ	First	Pl.	"Present Ind."	"    1"
bhikṣ	1	bhikṣa	Second	Sg.	"Pres. Imp."	"    1"
bhikṣ	1	bhikṣiṣye	First	Sg.	"Future Ind."	"    1"
bhikṣ	1	bhikṣanta	Third	Pl.	"Imperfect ind"	"    1"
bhikṣ	1	bhikṣat			"Present Ind."	"    1"
bhikṣ	1	bhikṣitavya			"Future passive particle"	"    1"
pāvay	10	apāvayat	Third	Sg.	"Imperfect ind"	"    1"
pāvay	10	apāvayan	Third	Pl.	"Imperfect ind"	"    1"
pāvay	10	pāvayiṣyati	Third	Sg.	"Future Ind."	"    1"
pāvay	10	pāvayiṣyanti	Third	Pl.	"Future Ind."	"    1"
pāvay	10	pāvyate	Third	Sg.	"Present Passive"	"    1"
pāvay	10	pāvayāmkriyāt	Third	Sg.	"Pres. Potential"	"    1"
pāvay	10	pāvayat			"Present Ind."	"    1"
pāvay	10	pāvayitum			Infinitive	"    1"
pāvay	10	pāvayamāna			"Present Ind."	"    1"
pāvay	10	pāvanīya			"Future passive particle"	"    1"
prajuṣ	6	prajuṣṭa			"Past Passive Participle"	"    1"
upasaṁgrah	9	upasaṃgṛhṇīyāt	Third	Sg.	"Pres. Potential"	"    1"
upasaṁgrah	9	upasamagṛbhṇāt	Third	Sg.	"Imperfect ind"	"    1"
skanday	10	skandayati	Third	Sg.	"Present Ind."	"    1"
skanday	10	skandayate	Third	Sg.	"Present Ind."	"    1"
skanday	10	skandayat			"Present Ind."	"    1"
śuśrūṣ	1	śuśrūṣyante	Third	Pl.	"Present Passive"	"    1"
śuśrūṣ	1	śuśrūṣeyam	First	Sg.	"Pres. Potential"	"    1"
śuśrūṣ	1	śuśrūṣāmi	First	Sg.	"Present Ind."	"    1"
śuśrūṣ	1	śuśrūṣasi	Second	Sg.	"Present Ind."	"    1"
śuśrūṣ	1	śuśrūṣitvā			Absolutive	"    1"
saṁkocay	10	saṃkocayat			"Present Ind."	"    1"
arhay	10	arhayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
hāpay	10	hāpayiṣyanti	Third	Pl.	"Future Ind."	"    1"
hāpay	10	jīhipaḥ	Second	Sg.	"Aorist Ind. Red."	"    1"
hāpay	10	hāpayāmasi	First	Pl.	"Present Ind."	"    1"
hāpay	10	hāpita			"Past Passive Participle"	"    1"
hāpay	10	hāpayitum			Infinitive	"    1"
anupraṇam	1	anupraṇamya			Absolutive	"    1"
samupāhṛ	2	samupāhara	Second	Sg.	"Pres. Imp."	"    1"
samupāhṛ	2	samupāharan	Third	Pl.	"Imperfect ind"	"    1"
samupāhṛ	2	samupājahre	Third	Sg.	"Perfect Ind."	"    1"
viprahan	2	viprahanyāt	Third	Sg.	"Pres. Potential"	"    1"
bhasmīkṛ	8	bhasmīkaroṣi	Second	Sg.	"Present Ind."	"    1"
bhasmīkṛ	8	bhasmīkurvanti	Third	Pl.	"Present Ind."	"    1"
bhasmīkṛ	8	bhasmīkariṣyanti	Third	Pl.	"Future Ind."	"    1"
bhasmīkṛ	8	bhasmīkriyate	Third	Sg.	"Present Passive"	"    1"
bhasmīkṛ	8	bhasmīkuruṣva	Second	Sg.	"Pres. Imp."	"    1"
bhasmīkṛ	8	bhasmīkurvat			"Present Ind."	"    1"
bhasmīkṛ	8	bhasmīkṛtvā			Absolutive	"    1"
abhisamīkṣ	1	abhisamaikṣata	Third	Sg.	"Imperfect ind"	"    1"
abhisamīkṣ	1	abhisamīkṣitum			Infinitive	"    1"
āpātay	10	āpātayet	Third	Sg.	"Pres. Potential"	"    1"
āpātay	10	āpātanīya			"Future passive particle"	"    1"
āpātay	10	āpātya			"Future passive particle"	"    1"
avadhūnay	10	avadhūnayat	Third	Sg.	"Imperfect ind"	"    1"
avadhūnay	10	avadhūnayat			"Present Ind."	"    1"
khāday	10	khādayati	Third	Sg.	"Present Ind."	"    1"
khāday	10	khādayanti	Third	Pl.	"Present Ind."	"    1"
khāday	10	khādayat			"Present Ind."	"    1"
pracal	1	pracalati	Third	Sg.	"Present Ind."	"    1"
pracal	1	pracalat	Third	Sg.	"Imperfect ind"	"    1"
pracal	1	pracalitum			Infinitive	"    1"
pracal	1	pracalitavat			"Past Active Participle"	"    1"
udbodhay	10	udbodhayet	Third	Sg.	"Pres. Potential"	"    1"
udbodhay	10	udbodhayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
udbodhay	10	udbodhya			Absolutive	"    1"
samākarṣay	10	samākarṣayati	Third	Sg.	"Present Ind."	"    1"
virāvay	10	virāvayet	Third	Sg.	"Pres. Potential"	"    1"
adhiṣṭhāpay	10	adhiṣṭhāpayet	Third	Sg.	"Pres. Potential"	"    1"
adhiṣṭhāpay	10	adhyasthāpayam	First	Sg.	"Imperfect ind"	"    1"
mūlīkṛ	8	mūlīkṛtya			Absolutive	"    1"
pramāṇīkṛ	8	pramāṇīkriyate	Third	Sg.	"Present Passive"	"    1"
pramāṇīkṛ	8	pramāṇīkriyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
vaśay	0	vaśayeyam	First	Sg.	"Pres. Potential"	"    1"
vaśay	0	avaśayat	Third	Sg.	"Imperfect ind"	"    1"
āsanīkṛ	8	āsanīkṛta			"Past Passive Participle"	"    1"
cikīrṣ	0	cikīrṣeta	Third	Sg.	"Pres. Potential"	"    1"
cikīrṣ	0	cikīrṣāma	First	Pl.	"Aorist Jus."	"    1"
cikīrṣ	0	cikīrṣeyam	First	Sg.	"Pres. Potential"	"    1"
cikīrṣ	0	cikīrṣat	Third	Sg.	"Imperfect ind"	"    1"
cikīrṣ	0	cikīrṣitavya			"Future passive particle"	"    1"
viśramay	10	viśramita			"Past Passive Participle"	"    1"
prativivardhay	10	prativivardhita			"Past Passive Participle"	"    1"
avabhāvay	10	avabhāvita			"Past Passive Participle"	"    1"
bhṛjj	4	abhṛjjyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
bhṛjj	4	bhṛjjāti	Third	Sg.	"Pres. Sub."	"    1"
saṁpuṭīkṛ	8	saṃpuṭīkṛta			"Past Passive Participle"	"    1"
saṁpuṭīkṛ	8	saṃpuṭīkṛtvā			Absolutive	"    1"
chal	1	chalat			"Present Ind."	"    1"
ucchal	1	ucchalati	Third	Sg.	"Present Ind."	"    1"
samarasīkṛ	8	samarasīkuryāt	Third	Sg.	"Pres. Potential"	"    1"
samarasīkṛ	8	samarasīkṛtya			Absolutive	"    1"
anubhuj	7	anubhuṅkte	Third	Sg.	"Present Ind."	"    1"
anubhuj	7	anvabhuṅkta	Third	Sg.	"Imperfect ind"	"    1"
anubhuj	7	anubhoktum			Infinitive	"    1"
viriṣ	4	viriṣyati	Third	Sg.	"Present Ind."	"    1"
mahīy	0	mahīyat			"Present Ind."	"    1"
mahīy	0	mahīyā			Infinitive	"    1"
stenay	0	stenayat			"Present Ind."	"    1"
jighāṁs	0	jighāṃsatha	Second	Pl.	"Present Ind."	"    1"
jighāṁs	0	jighāṃseta	Third	Sg.	"Pres. Potential"	"    1"
jighāṁs	0	ajighāṃsat	Third	Sg.	"Imperfect ind"	"    1"
jighāṁs	0	ajighāṃsīt	Third	Sg.	"Aorist Ind. S."	"    1"
jighāṁs	0	jighāṃsatuḥ	Third	Du.	"Present Ind."	"    1"
jighāṁs	0	jighāṃsa	Second	Sg.	"Pres. Imp."	"    1"
jighāṁs	0	jighāṃsitum			Infinitive	"    1"
upaśamay	10	upaśamayanti	Third	Pl.	"Present Ind."	"    1"
upaśamay	10	upaśamayeran	Third	Pl.	"Pres. Potential"	"    1"
upaśamay	10	upaśamita			"Past Passive Participle"	"    1"
upaśamay	10	upaśamayya			Absolutive	"    1"
abhimukhībhū	1	abhimukhībhavati	Third	Sg.	"Present Ind."	"    1"
abhimukhībhū	1	abhimukhībhaveyuḥ	Third	Pl.	"Pres. Potential"	"    1"
kṣap	1	kṣapeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
kṣap	1	kṣapiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
kṣap	1	kṣapat			"Present Ind."	"    1"
kṣap	1	kṣapitum			Infinitive	"    1"
paridevay	10	paridevayāṃcakre	Third	Sg.	"Perfect Ind. Peri."	"    1"
paridevay	10	paridevayāṃcakrire	Third	Pl.	"Perfect Ind. Peri."	"    1"
paridevay	10	paridevaye	First	Sg.	"Present Ind."	"    1"
paridevay	10	paridevayate	Third	Sg.	"Present Ind."	"    1"
paridevay	10	paryadevayata	Third	Sg.	"Imperfect ind"	"    1"
paridevay	10	paridevya			Absolutive	"    1"
paridevay	10	paridevayitum			Infinitive	"    1"
paridevay	10	paridevitavya			"Future passive particle"	"    1"
prārpay	10	prārpya			Absolutive	"    1"
lips	0	lipse	First	Sg.	"Present Ind."	"    1"
lips	0	lipsase	Second	Sg.	"Present Ind."	"    1"
lips	0	lipsante	Third	Pl.	"Present Ind."	"    1"
lips	0	lipsati	Third	Sg.	"Present Ind."	"    1"
lips	0	lipsanti	Third	Pl.	"Present Ind."	"    1"
lips	0	lipsyamāna			"Present Passive"	"    1"
lips	0	līpsitavya			"Future passive particle"	"    1"
titikṣ	0	titikṣate	Third	Sg.	"Present Ind."	"    1"
titikṣ	0	titikṣante	Third	Pl.	"Present Ind."	"    1"
titikṣ	0	atitikṣanta	Third	Pl.	"Imperfect ind"	"    1"
titikṣ	0	titikṣe	First	Sg.	"Present Ind."	"    1"
titikṣ	0	titikṣase	Second	Sg.	"Present Ind."	"    1"
jugups	0	jugupsasi	Second	Sg.	"Present Ind."	"    1"
jugups	0	jugupsati	Third	Sg.	"Present Ind."	"    1"
jugups	0	jugupsante	Third	Pl.	"Present Ind."	"    1"
jugups	0	jugupseran	Third	Pl.	"Pres. Potential"	"    1"
jugups	0	jugupsase	Second	Sg.	"Present Ind."	"    1"
jugups	0	jugupsanīya			"Future passive particle"	"    1"
viprasṛj	6	viprasṛjyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
prahvībhū	1	prahvībhūya			Absolutive	"    1"
vinici	5	vinicita			"Past Passive Participle"	"    1"
samavaskanday	10	samavaskandayet	Third	Sg.	"Pres. Potential"	"    1"
parīkṣay	10	parīkṣayeta	Third	Sg.	"Pres. Potential"	"    1"
parīkṣay	10	parīkṣita			"Past Passive Participle"	"    1"
pyāyay	10	pyāyayati	Third	Sg.	"Present Ind."	"    1"
pyāyay	10	pyāyayanti	Third	Pl.	"Present Ind."	"    1"
pyāyay	10	pyāyaya	Second	Sg.	"Pres. Imp."	"    1"
pyāyay	10	pyāyayantu	Third	Pl.	"Pres. Imp."	"    1"
āpyāyay	10	āpyāyayāmaḥ	First	Pl.	"Present Ind."	"    1"
āpyāyay	10	āpyāyaya	Second	Sg.	"Pres. Imp."	"    1"
āpyāyay	10	āpyāyayatu	Third	Sg.	"Pres. Imp."	"    1"
āpyāyay	10	āpyāyayantu	Third	Pl.	"Pres. Imp."	"    1"
āpyāyay	10	āpyāyayan	Third	Pl.	"Imperfect ind"	"    1"
āpyāyay	10	āpyāyayiṣyati	Third	Sg.	"Future Ind."	"    1"
āpyāyay	10	āpyāyayiṣṭhāḥ	Second	Sg.	"Aorist Jus."	"    1"
āpyāyay	10	āpyāyya			Absolutive	"    1"
āpyāyay	10	āpyāyyamāna			"Present Passive"	"    1"
āpyāyay	10	āpyāyitavat			"Past Active Participle"	"    1"
āpyāyay	10	āpyāyya			"Future passive particle"	"    1"
āpyāyay	10	āpyāyayitum			Infinitive	"    1"
spaṣṭīkṛ	8	spaṣṭīkaroti	Third	Sg.	"Present Ind."	"    1"
spaṣṭīkṛ	8	spaṣṭīkariṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
spaṣṭīkṛ	8	spaṣṭīkurvat			"Present Ind."	"    1"
viparidhāpay	10	viparidhāpayet	Third	Sg.	"Pres. Potential"	"    1"
ekāgrīkṛ	8	ekāgrīkṛta			"Past Passive Participle"	"    1"
parāhṛ	1	parāharati	Third	Sg.	"Present Ind."	"    1"
parāhṛ	1	parāhṛta			"Past Passive Participle"	"    1"
upāvasthā	1	upāvatasthe	Third	Sg.	"Perfect Ind."	"    1"
hrī	3	jihremi	First	Sg.	"Present Ind."	"    1"
hrī	3	jihreṣi	Second	Sg.	"Present Ind."	"    1"
hrī	3	jihrīmaḥ	First	Pl.	"Present Ind."	"    1"
hrī	3	jihriyuḥ	Third	Pl.	"Perfect Ind."	"    1"
hrī	3	jihretu	Third	Sg.	"Pres. Imp."	"    1"
draḍhay	0	draḍhayanti	Third	Pl.	"Present Ind."	"    1"
draḍhay	0	draḍhayitum			Infinitive	"    1"
draḍhay	0	draḍhayitvā			Absolutive	"    1"
dhūmāy	0	dhūmāyeta	Third	Sg.	"Pres. Potential"	"    1"
dhūmāy	0	dhūmāyat			"Present Ind."	"    1"
samāpyāyay	10	samāpyāyayanti	Third	Pl.	"Present Ind."	"    1"
sākṣātkṛ	8	sākṣātkaroti	Third	Sg.	"Present Ind."	"    1"
sākṣātkṛ	8	sākṣātkuryām	First	Sg.	"Pres. Potential"	"    1"
sākṣātkṛ	8	sākṣātkariṣyate	Third	Sg.	"Future Ind."	"    1"
sākṣātkṛ	8	sākṣātkurvat			"Present Ind."	"    1"
upode	2	upodaiti	Third	Sg.	"Present Ind."	"    1"
upode	2	upodeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
paryupasad	1	paryupasīderan	Third	Pl.	"Pres. Potential"	"    1"
saṁmā	3	saṃmimīte	Third	Sg.	"Present Ind."	"    1"
saṁmā	3	saṃmimate	Third	Pl.	"Present Ind."	"    1"
saṁmā	3	saṃmīyate	Third	Sg.	"Present Passive"	"    1"
saṁmā	3	saṃmātum			Infinitive	"    1"
saṁmā	3	saṃmāya			Absolutive	"    1"
roro	0	roravīthaḥ	Second	Pl.	"Present Ind."	"    1"
roro	0	roravīmi	First	Sg.	"Present Ind."	"    1"
āśṛ	9	āśīryanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
āśṛ	9	āśīrta			"Past Passive Participle"	"    1"
prajvalay	10	prajvalayat			"Present Ind."	"    1"
anumāpay	10	anumāpayataḥ	Third	Du.	"Present Ind."	"    1"
mukharay	0	mukharayasi	Second	Sg.	"Present Ind."	"    1"
mukharay	0	mukharayati	Third	Sg.	"Present Ind."	"    1"
mukharay	0	mukharaya	Second	Sg.	"Pres. Imp."	"    1"
cand	1	candati	Third	Sg.	"Present Ind."	"    1"
praśnay	0	praśnita			"Past Passive Participle"	"    1"
praśnay	0	praśnayitvā			Absolutive	"    1"
āgamay	10	āgamayanti	Third	Pl.	"Present Ind."	"    1"
āgamay	10	āgamayantu	Third	Pl.	"Pres. Imp."	"    1"
āgamay	10	āgamayaḥ	Second	Sg.	"Imperfect ind"	"    1"
āgamay	10	āgamayeta	Third	Sg.	"Pres. Potential"	"    1"
āgamay	10	āgamayasva	Second	Sg.	"Pres. Imp."	"    1"
āgamay	10	āgamayitavya			"Future passive particle"	"    1"
tirobhāvay	10	tirobhāvita			"Past Passive Participle"	"    1"
saṁprakīrtay	10	saṃprakīrtayet	Third	Sg.	"Pres. Potential"	"    1"
apahnu	2	apahnuve	First	Sg.	"Present Ind."	"    1"
apahnu	2	apahnute	Third	Sg.	"Present Ind."	"    1"
apahnu	2	apahnuvīta	Third	Sg.	"Pres. Potential"	"    1"
apahnu	2	apahnuyāt	Third	Sg.	"Pres. Potential"	"    1"
apahnu	2	apahnuvāna			"Present Ind."	"    1"
pūrvapakṣay	0	pūrvapakṣayitum			Infinitive	"    1"
klāmay	10	klāmayati	Third	Sg.	"Present Ind."	"    1"
krāmay	10	krāmayati	Third	Sg.	"Present Ind."	"    1"
utkrāmay	10	utkrāmayati	Third	Sg.	"Present Ind."	"    1"
gandhay	0	gandhayanti	Third	Pl.	"Present Ind."	"    1"
gandhay	0	gandhita			"Past Passive Participle"	"    1"
sukhay	0	sukhayāmi	First	Sg.	"Present Ind."	"    1"
sukhay	0	sukhayasi	Second	Sg.	"Present Ind."	"    1"
sukhay	0	sukhaya	Second	Sg.	"Pres. Imp."	"    1"
sukhay	0	sukhayiṣyati	Third	Sg.	"Future Ind."	"    1"
sukhay	0	sukhayitum			Infinitive	"    1"
suprasad	1	suprasanna			"Past Passive Participle"	"    1"
malinīkṛ	8	malinīkaroti	Third	Sg.	"Present Ind."	"    1"
malinīkṛ	8	malinīkuru	Second	Sg.	"Pres. Imp."	"    1"
saṁśrāvay	10	saṃśrāvayāmi	First	Sg.	"Present Ind."	"    1"
saṁśrāvay	10	saṃśrāvayati	Third	Sg.	"Present Ind."	"    1"
saṁśrāvay	10	saṃśrāvayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁśrāvay	10	saṃśrāvya			"Future passive particle"	"    1"
saṁśrāvay	10	saṃśrāvyamāṇa			"Present Passive"	"    1"
tīrthīkṛ	8	tīrthīkurvanti	Third	Pl.	"Present Ind."	"    1"
tīrthīkṛ	8	tīrthīkurvat			"Present Ind."	"    1"
tīrthīkṛ	8	tīrthīkṛta			"Past Passive Participle"	"    1"
pratiṣedhay	10	pratyaṣedhayam	First	Sg.	"Imperfect ind"	"    1"
pratiṣedhay	10	pratyaṣedhayan	Third	Pl.	"Imperfect ind"	"    1"
pratiṣedhay	10	pratiṣedhayat			"Present Ind."	"    1"
saṁsūcay	0	saṃsūcayati	Third	Sg.	"Present Ind."	"    1"
saṁsūcay	0	saṃsūcyate	Third	Sg.	"Present Passive"	"    1"
saṁsūcay	0	saṃsūcya			Absolutive	"    1"
pakṣībhū	1	pakṣībhūta			"Past Passive Participle"	"    1"
mṛgay	0	mṛgayantu	Third	Pl.	"Pres. Imp."	"    1"
mṛgay	0	mṛgayiṣyanti	Third	Pl.	"Future Ind."	"    1"
mṛgay	0	mṛgyase	Second	Sg.	"Present Passive"	"    1"
mṛgay	0	mṛgyante	Third	Pl.	"Present Passive"	"    1"
mṛgay	0	mṛgayasva	Second	Sg.	"Pres. Imp."	"    1"
mṛgay	0	mṛgayatām	Third	Sg.	"Pres. Imp."	"    1"
mṛgay	0	mṛgayadhvam	Second	Pl.	"Pres. Imp."	"    1"
mṛgay	0	mṛgayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
mṛgay	0	mṛgayāṇa			"Present Ind."	"    1"
parihāpay	10	parihāpayat			"Present Ind."	"    1"
parihāpay	10	parihāpita			"Past Passive Participle"	"    1"
vibhūṣay	10	vibhūṣyate	Third	Sg.	"Present Passive"	"    1"
vibhūṣay	10	vibhūṣya			Absolutive	"    1"
raṇay	10	araṇayan	Third	Pl.	"Imperfect ind"	"    1"
raṇay	10	raṇayan	Third	Pl.	"Present Jus."	"    1"
raṇay	10	raṇayāmasi	First	Pl.	"Present Ind."	"    1"
raṇay	10	raṇayat			"Present Ind."	"    1"
sisṛkṣ	0	sisṛkṣmaḥ	First	Pl.	"Aorist Jus."	"    1"
sisṛkṣ	0	asisṛkṣata	Third	Sg.	"Imperfect ind"	"    1"
saṁmohay	10	saṃmohayasi	Second	Sg.	"Present Ind."	"    1"
saṁmohay	10	saṃmohayanti	Third	Pl.	"Present Ind."	"    1"
saṁmohay	10	samamohayat	Third	Sg.	"Imperfect ind"	"    1"
saṁmohay	10	saṃmohayitvā			Absolutive	"    1"
saṁmohay	10	saṃmohayitum			Infinitive	"    1"
vigarhay	10	vigarhayet	Third	Sg.	"Pres. Potential"	"    1"
vigarhay	10	vyagarhayat	Third	Sg.	"Imperfect ind"	"    1"
vigarhay	10	vigarhayiṣyanti	Third	Pl.	"Future Ind."	"    1"
vigarhay	10	vigarhaye	First	Sg.	"Present Ind."	"    1"
vigarhay	10	vyagarhayanta	Third	Pl.	"Imperfect ind"	"    1"
vigarhay	10	vigarhayāṃbabhūva	Third	Sg.	"Perfect Ind. Peri."	"    1"
anvādru	1	anvādravat	Third	Sg.	"Imperfect ind"	"    1"
vipravāsay	10	vipravāsyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
pratyanuyuj	7	pratyanuyojya			"Future passive particle"	"    1"
pratyanuyuj	7	pratyanuyujyamāna			"Present Passive"	"    1"
namasy	0	namasyante	Third	Pl.	"Present Ind."	"    1"
namasy	0	namasyeta	Third	Sg.	"Pres. Potential"	"    1"
namasy	0	namasyeran	Third	Pl.	"Pres. Potential"	"    1"
namasy	0	namasyamāna			"Present Ind."	"    1"
avaram	1	avaramya			Absolutive	"    1"
vimocay	10	vimocayāmahe	First	Pl.	"Present Ind."	"    1"
vimocay	10	vimocayitum			Infinitive	"    1"
vimocay	10	vimocayitvā			Absolutive	"    1"
niśāmay	10	niśāmayata	Second	Pl.	"Pres. Imp."	"    1"
niśāmay	10	nyaśāmayam	First	Sg.	"Imperfect ind"	"    1"
niśāmay	10	niśāmyate	Third	Sg.	"Present Passive"	"    1"
niśāmay	10	niśāmayadhvam	Second	Pl.	"Pres. Imp."	"    1"
pradiś	6	pradiśasi	Second	Sg.	"Present Ind."	"    1"
pradiś	6	pradiśet	Third	Sg.	"Pres. Potential"	"    1"
pradiś	6	pradiśyate	Third	Sg.	"Present Passive"	"    1"
