"от 200 до 700"	au	1=0.03%	"от 200 до 700"	a	1893=55.56%	"от 200 до 700"	ā	232=6.81%	"от 200 до 700"	i	211=6.19%	"от 200 до 700"	ī	79=2.32%	"от 200 до 700"	u	97=2.85%	"от 200 до 700"	ū	20=0.59%	"от 200 до 700"	o	1=0.03%	"от 200 до 700"	e	8=0.23%	"от 200 до 700"	ṛ	77=2.26%	"от 200 до 700"	kh	1=0.03%	"от 200 до 700"	gh	1=0.03%	"от 200 до 700"	k	3=0.09%	"от 200 до 700"	ṭh	1=0.03%	"от 200 до 700"	ṭ	1=0.03%	"от 200 до 700"	ḍ	1=0.03%	"от 200 до 700"	ch	4=0.12%	"от 200 до 700"	j	49=1.44%	"от 200 до 700"	c	25=0.73%	"от 200 до 700"	th	3=0.09%	"от 200 до 700"	dh	27=0.79%	"от 200 до 700"	t	57=1.67%	"от 200 до 700"	d	44=1.29%	"от 200 до 700"	n	147=4.31%	"от 200 до 700"	bh	8=0.23%	"от 200 до 700"	p	30=0.88%	"от 200 до 700"	m	47=1.38%	"от 200 до 700"	y	143=4.20%	"от 200 до 700"	r	10=0.29%	"от 200 до 700"	l	4=0.12%	"от 200 до 700"	v	5=0.15%	"от 200 до 700"	ṣ	42=1.23%	"от 200 до 700"	ś	33=0.97%	"от 200 до 700"	s	73=2.14%	"от 200 до 700"	h	27=0.79%
			vrata	n	0,09610	antardhā	v	0,01890	vṛṣṭi	f	0,02114	sapatnī	f	0,00673	aṇu	adj	0,01057										uddhṛ	v	0,00673																																								śaśin	m	0,01217										parikīrtay	v	0,00993																uśanas	m	0,00737			
			ādya	adj	0,09482	vihā	v	0,01890	asthi	n	0,02050	hrī	f	0,00673	veṇu	m	0,00993										draṣṭṛ	m	0,00641																																								yuvan	m	0,01185										pracoday	v	0,00993																srotas	n	0,00737			
			īśvara	m	0,09482	avidyā	f	0,01858	ākṛti	f	0,02050	apanī	v	0,00673	dru	v	0,00993										paripṛ	v	0,00641																																								vājin	m	0,01121										prasāday	v	0,00993																varcas	n	0,00705			
			sura	m	0,09482	tretā	f	0,01826	dadhi	n	0,02050	aṭavī	f	0,00641	aṁśu	m	0,00961										ādṛ	v	0,00609																																								abhiman	v	0,01121										vicāray	v	0,00993																prativas	v	0,00705			
			sthāna	n	0,09482	nidhā	v	0,01826	sṛṣṭi	f	0,02018	payasvinī	f	0,00641	ikṣvāku	m	0,00961										pradakṣiṇīkṛ	v	0,00609																																								abhihan	v	0,01121										arpay	v	0,00961																chandas	n	0,00673			
			śarīra	n	0,09482	bhikṣā	f	0,01794	dhṛti	f	0,01954	bhāminī	f	0,00641	śiśu	m	0,00961										viśṛ	v	0,00609																																								manīṣin	adj	0,01089										vardhay	v	0,00961																garīyas	adj	0,00673			
			pada	mn	0,09354	līlā	f	0,01794	mahīpati	m	0,01922	dvādaśī	f	0,00641	saṁstu	v	0,00961										sraṣṭṛ	m	0,00577																																								śreṣṭhin	m	0,01089										upadarśay	v	0,00961																yavīyas	adj	0,00641			
			gaṇa	m	0,09194	nirmā	v	0,01794	oṣadhi	mf	0,01890	rukmiṇī	f	0,00609	ahetu	m	0,00865										uttṛ	v	0,00577																																								darśin	adj	0,01089										vicintay	v	0,00961																abhiśaṁs	v	0,00641			
			śabda	m	0,09130	yamunā	f	0,01762	jñāti	m	0,01890	vyatī	v	0,00609	bindu	mn	0,00833										prasṛ	v	0,00577																																								tapasvin	m	0,01057										āpyāyay	v	0,00961																pravas	v	0,00641			
			kṛṣṇa	m	0,08937	mālā	f	0,01762	kīrti	f	0,01858	aṣṭamī	f	0,00577	ṛbhu	m	0,00801										saṁsmṛ	v	0,00577																																								caturdaśan	adj	0,01025										toṣay	v	0,00929																niras	v	0,00545			
			pāpa	n	0,08777	śarmiṣṭhā	f	0,01762	mukti	f	0,01858	pañcadaśī	f	0,00545	bhīru	adj	0,00801										samudāhṛ	v	0,00577																																								ekādaśan	adj	0,00993										tāray	v	0,00897																prahas	v	0,00545			
			ratha	m	0,08681	tṛṣṇā	f	0,01666	nābhi	f	0,01794	dhātrī	f	0,00545	jambu	f	0,00801										hantṛ	adj	0,00545																																								aśman	mn	0,00993										kṣapay	v	0,00897																bhūyas	adj	0,00513			
			stha	adj	0,08681	nidrā	f	0,01634	kṣiti	f	0,01794	sthālī	f	0,00545	dāru	mn	0,00801										śṛ	v	0,00545																																								prajan	v	0,00993										deśay	v	0,00865																					
			divya	adj	0,08553	bhā	v	0,01634	adhipati	m	0,01794	kāminī	f	0,00513	rāhu	m	0,00801										ākṛ	v	0,00545																																								trayodaśan	adj	0,00993										bhrāmay	v	0,00865																					
			bhaya	n	0,08521	samā	f	0,01602	saptarṣi	m	0,01698	jāhnavī	f	0,00513	śatakratu	m	0,00769										niḥsṛ	v	0,00545																																								pāpman	m	0,00929										prakalpay	v	0,00865																					
			hasta	mn	0,08521	maryādā	f	0,01570	aśuci	adj	0,01698	sundarī	f	0,00513	kāru	mf	0,00737										vaktṛ	m	0,00513																																								sākṣin	adj	0,00929										maṇḍay	v	0,00865																					
			lakṣaṇa	n	0,08489	surā	f	0,01570	udi	v	0,01698	caturthī	f	0,00513	rajju	mf	0,00705																																																				saṁhan	v	0,00929										praveśay	v	0,00833																					
			mātra	n	0,08457	khyā	v	0,01570	adri	m	0,01666	bhavānī	f	0,00481	manyu	mf	0,00673																																																				vartin	adj	0,00897										vikalpay	v	0,00833																					
			ja	adj	0,08329	gāthā	f	0,01538	ṣaṣṭi	f	0,01666				śaṁtanu	m	0,00673																																																				rogin	adj	0,00897										śodhay	v	0,00801																					
			vara	adj	0,08233	veśyā	f	0,01538	anādi	adj	0,01634				kamaṇḍalu	mn	0,00641																																																				sāman	n	0,00897										abhivāday	v	0,00801																					
			yuga	mn	0,08169	sabhā	f	0,01506	diti	f	0,01634				aṇu	m	0,00641																																																				paramātman	m	0,00865										parivāray	v	0,00801																					
			viśeṣa	m	0,08169	ceṣṭā	f	0,01506	akṣi	n	0,01602				ṛju	adj	0,00609																																																				marman	n	0,00865										adhyāpay	v	0,00769																					
			puṣpa	n	0,08105	prahā	v	0,01442	mahāmati	adj	0,01570				sādhu	m	0,00609																																																				sambandhin	adj	0,00865										grāhay	v	0,00769																					
			mantra	mn	0,08041	tulā	f	0,01409	saṁtati	f	0,01538				dasyu	m	0,00609																																																				nivāsin	adj	0,00833										nivartay	v	0,00769																					
			uttara	adj	0,08041	śākhā	f	0,01377	nivṛtti	f	0,01506				plu	v	0,00609																																																				vidyunmālin	m	0,00833										parikalpay	v	0,00769																					
			priya	adj	0,07848	vasudhā	f	0,01345	bodhi	mf	0,01474				turvasu	m	0,00577																																																				gṛhin	m	0,00801										parivarjay	v	0,00769																					
			satya	n	0,07816	umā	f	0,01281	saṁnidhi	m	0,01442				pāṁsu	m	0,00577																																																				vitan	v	0,00801										arday	v	0,00737																					
			dāna	n	0,07816	anuṣṭhā	v	0,01281	nidhi	m	0,01442				pāṇḍu	m	0,00577																																																				anusārin	adj	0,00769										prakṣālay	v	0,00737																					
			soma	m	0,07688	ādhā	v	0,01281	khyāti	f	0,01442				svādu	adj	0,00577																																																				bhāgin	adj	0,00769										viśodhay	v	0,00737																					
			śubha	adj	0,07656	āhvā	v	0,01281	ṛddhi	f	0,01409				śuśrūṣu	adj	0,00577																																																				aṣṭādaśan	adj	0,00769										saṁkalpay	v	0,00737																					
			aṅga	n	0,07592	pratiṣṭhā	v	0,01281	saṁdhi	mf	0,01377				vāstu	n	0,00545																																																				hārin	adj	0,00769										arjay	v	0,00705																					
			kṣaya	m	0,07560	saṁhitā	f	0,01249	añjali	m	0,01345				śmaśru	mn	0,00545																																																				vyāpin	adj	0,00769										vartay	v	0,00705																					
			rāga	m	0,07528	vārttā	f	0,01249	viṁśati	f	0,01345				pṛthu	adj	0,00545																																																				vṛṣaparvan	m	0,00769										śobhay	v	0,00705																					
			madhya	n	0,07400	rakṣā	f	0,01249	udadhi	m	0,01345				anu	m	0,00513																																																				anuman	v	0,00769										avadhāray	v	0,00705																					
			maitreya	m	0,07400	velā	f	0,01249	aditi	f	0,01313				paramāṇu	m	0,00513																																																				nandin	m	0,00737										prayojay	v	0,00705																					
			śūdra	m	0,07400	vikhyā	v	0,01249	prahi	v	0,01281				gomāyu	m	0,00513																																																				rakṣin	adj	0,00737										saṁcintay	v	0,00705																					
			puṇya	adj	0,07400	niśā	f	0,01217	aṅguli	mf	0,01249																																																										dharmin	adj	0,00737										plāvay	v	0,00673																					
			vacana	n	0,07336	yātrā	f	0,01217	evamādi	adj	0,01249																																																										uddhan	v	0,00737										veṣṭay	v	0,00673																					
			pura	n	0,07336	svadhā	f	0,01217	upalabdhi	f	0,01249																																																										pratihan	v	0,00737										saṁtarpay	v	0,00673																					
			udaka	n	0,07304	dhā	v	0,01217	viśuddhi	f	0,01249																																																										vijan	v	0,00737										āpūray	v	0,00673																					
			antara	n	0,07240	kāṣṭhā	f	0,01185	kṛṣi	f	0,01217																																																										sattrin	m	0,00705										mantray	v	0,00641																					
			manuṣya	m	0,07240	ahiṁsā	f	0,01153	atri	m	0,01217																																																										eṣin	adj	0,00705										rañjay	v	0,00641																					
			svarga	m	0,07208	mātā	f	0,01153	anupalabdhi	f	0,01217																																																										mahiman	m	0,00705										āvarjay	v	0,00641																					
			rudra	m	0,07144	pā	v	0,01153	bhūpati	m	0,01217																																																										lābhin	adj	0,00705										upaśobhay	v	0,00641																					
			śāstra	n	0,07080	jvālā	f	0,01121	kukṣi	mf	0,01185																																																										dvijanman	djma	0,00705										nipātay	v	0,00641																					
			candra	m	0,07047	guhā	f	0,01121	yati	m	0,01185																																																										pinākin	m	0,00705										niṣpāday	v	0,00641																					
			rasa	mn	0,07015	pīḍā	f	0,01121	tuṣṭi	f	0,01185																																																										keśin	m	0,00673										pratiṣṭhāpay	v	0,00641																					
			kalpa	mn	0,06855	caryā	f	0,01121	rāśi	mf	0,01153																																																										rukmin	m	0,00673										pravāsay	v	0,00641																					
			dravya	n	0,06791	niṣṭhā	f	0,01089	prabhṛti	f	0,01153																																																										tyāgin	adj	0,00673										īpsay	v	0,00641																					
			garbha	m	0,06727	dhārā	f	0,01089	kānti	f	0,01121																																																										śarīrin	m	0,00673										varay	v	0,00609																					
			cakra	n	0,06727	dhāraṇā	f	0,01057	hāni	f	0,01121																																																										viśvātman	m	0,00673										avatāray	v	0,00609																					
			vadha	m	0,06695	vāsanā	f	0,01057	vismi	v	0,01121																																																										dāyin	adj	0,00673										ājñāpay	v	0,00609																					
			ratna	mn	0,06663	mātrā	f	0,01057	bhūti	f	0,01089																																																										kṣan	v	0,00673										niyojay	v	0,00609																					
			māsa	mn	0,06631	tṛtīyā	f	0,01057	yukti	f	0,01089																																																										abhijan	v	0,00673										vācay	v	0,00609																					
			parvata	mn	0,06503	dayā	f	0,01057	samāśri	v	0,01089																																																										cakrin	m	0,00673										adhivāsay	v	0,00609																					
			āsana	n	0,06503	mekhalā	f	0,01057	niṣpatti	f	0,01057																																																										vikrayin	adj	0,00673										veday	v	0,00577																					
			dakṣiṇa	adj	0,06471	pratiṣṭhā	f	0,01057	viji	v	0,01057																																																										kṛtin	adj	0,00641										avabhāsay	v	0,00577																					
			akhila	adj	0,06439	muktā	f	0,01057	aśīti	f	0,01025																																																										upajīvin	adj	0,00641										āmantray	v	0,00577																					
			rājya	n	0,06439	nindā	f	0,01025	asi	m	0,01025																																																										vairin	m	0,00641										upalakṣay	v	0,00577																					
			alpa	adj	0,06311	lajjā	f	0,01025	ucchri	v	0,01025																																																										śarman	n	0,00641										nāśay	v	0,00577																					
			yama	m	0,06151	dvārakā	fn	0,01025	bhūri	adj	0,00993																																																										kāmin	m	0,00609										prakāśay	v	0,00577																					
			buddha	m	0,06151	śraddhā	v	0,01025	mahāmati	m	0,00993																																																										kuṭumbin	m	0,00609										prāpay	v	0,00577																					
			pramāṇa	mn	0,06086	saṁdhā	v	0,01025	nimi	m	0,00961																																																										āśramin	adj	0,00609										preṣay	v	0,00577																					
			abhāva	m	0,06054	jyā	f	0,00993	bhukti	f	0,00961																																																										śālin	adj	0,00609										vijñāpay	v	0,00577																					
			aśva	m	0,06054	śuśrūṣā	f	0,00993	āyati	f	0,00961																																																										śilpin	m	0,00609										samāsāday	v	0,00577																					
			bhāga	m	0,05926	anujñā	v	0,00993	āhuti	f	0,00961																																																										ghātin	adj	0,00609										vañcay	v	0,00577																					
			gandha	mn	0,05926	trā	v	0,00993	vyāhṛti	f	0,00961																																																										pañcadaśan	adj	0,00609										gamay	v	0,00545																					
			prasāda	m	0,05926	upādā	v	0,00993	pṛthivīpati	m	0,00961																																																										karin	m	0,00577										śikṣay	v	0,00545																					
			aśeṣa	adj	0,05798	samākhyā	v	0,00993	upaci	v	0,00961																																																										vartman	n	0,00577										snāpay	v	0,00545																					
			mārga	m	0,05798	dharmatā	f	0,00961	sakhi	m	0,00961																																																										varman	mn	0,00577										abhyarthay	v	0,00545																					
			śakra	m	0,05798	samutthā	v	0,00961	ādhi	m	0,00929																																																										vaśin	adj	0,00577										racay	v	0,00545																					
			tala	mn	0,05734	bhāvanā	f	0,00929	sārathi	m	0,00929																																																										mānin	adj	0,00577										āvāhay	v	0,00545																					
			vṛkṣa	m	0,05734	sīmā	f	0,00929	paṅkti	f	0,00897																																																										jīvin	adj	0,00577										upapāday	v	0,00545																					
			agra	n	0,05574	śaṅkā	f	0,00929	kālanemi	m	0,00897																																																										śāyin	adj	0,00577										preray	v	0,00545																					
			pakṣa	m	0,05574	apekṣā	f	0,00897	marīci	m	0,00897																																																										viśvakarman	m	0,00577										vāsay	v	0,00545																					
			vastra	mn	0,05574	nāsā	f	0,00897	ahi	m	0,00897																																																										sukhin	adj	0,00545										aṅkay	v	0,00513																					
			hṛdaya	n	0,05510	ulkā	mf	0,00897	samyaksambodhi	f	0,00897																																																										svarūpin	adj	0,00545										abhimantray	v	0,00513																					
			maṇḍala	mfn	0,05478	tanayā	f	0,00897	vibhūti	f	0,00897																																																										śikhin	m	0,00545										avaropay	v	0,00513																					
			gandharva	m	0,05478	spṛhā	f	0,00897	vedi	f	0,00897																																																										aryaman	m	0,00513										uccāray	v	0,00513																					
			bāla	m	0,05478	śibikā	f	0,00897	puṣṭi	f	0,00897																																																										pūṣan	m	0,00513										vāday	v	0,00513																					
			vākya	n	0,05446	kṣamā	f	0,00897	nirji	v	0,00897																																																										preman	mn	0,00513										vidāray	v	0,00513																					
			āśrama	mn	0,05414	pratimā	f	0,00897	kavi	m	0,00865																																																										khan	v	0,00513										pāvay	v	0,00513																					
			tattva	n	0,05414	mathurā	f	0,00865	yuvati	f	0,00865																																																										anātman	m	0,00481																																	
			nimitta	n	0,05382	śarkarā	f	0,00865	rājarṣi	m	0,00865																																																										antarātman	m	0,00481																																	
			tīrtha	mn	0,05382	ūrṇā	f	0,00833	anupapatti	f	0,00833																																																										manasvin	adj	0,00481																																	
			jña	adj	0,05382	jaṭā	f	0,00833	ruci	f	0,00833																																																										śleṣman	m	0,00481																																	
			graha	mn	0,05382	dharā	f	0,00833	saṁśri	v	0,00833																																																																																													
			grāma	mn	0,05350	senā	f	0,00833	vasati	f	0,00801																																																																																													
			aṁśa	m	0,05318	priyā	f	0,00833	muṣṭi	mf	0,00801																																																																																													
			pātra	n	0,05318	anuyā	v	0,00833	vṛṣṇi	m	0,00801																																																																																													
			antara	adj	0,05286	nāsikā	f	0,00801	antari	v	0,00801																																																																																													
			vara	mn	0,05286	tārakā	f	0,00801	kṛmi	m	0,00769																																																																																													
			kara	adj	0,05254	śikhā	f	0,00801	nīti	f	0,00769																																																																																													
			nitya	adj	0,05254	pratijñā	f	0,00801	pratipatti	f	0,00769																																																																																													
			śaila	mn	0,05254	kṛtyā	f	0,00769	prasūti	f	0,00769																																																																																													
			śrāddha	n	0,05222	cetanā	f	0,00769	dhvani	m	0,00737																																																																																													
			ātmaka	adj	0,05222	varṣā	f	0,00769	ārti	f	0,00737																																																																																													
			mitra	mn	0,05190	lekhā	f	0,00769	yaṣṭi	fn	0,00737																																																																																													
			deha	mn	0,05157	deśanā	f	0,00769	paśupati	m	0,00737																																																																																													
			sūta	m	0,05125	jaṅghā	f	0,00769	pārṣṇi	mf	0,00737																																																																																													
			grahaṇa	n	0,05093	tvarā	f	0,00769	ci	v	0,00737																																																																																													
			kara	m	0,05061	śūdrā	f	0,00769	kāśi	f	0,00705																																																																																													
			padma	mn	0,05061	karuṇā	f	0,00737	bhrānti	f	0,00705																																																																																													
			bheda	m	0,05061	anukampā	fn	0,00737	śibi	m	0,00705																																																																																													
			samasta	adj	0,05061	amāvāsyā	f	0,00737	parāji	v	0,00705																																																																																													
			moha	m	0,05061	yātanā	f	0,00737	catuḥṣaṣṭi	f	0,00705																																																																																													
			āditya	m	0,05029	vanitā	f	0,00737	kaṭi	f	0,00673																																																																																													
			astra	mn	0,05029	sudhā	f	0,00737	saṁsthiti	f	0,00673																																																																																													
			mṛga	m	0,05029	vidhavā	f	0,00737	niṣkṛti	f	0,00673																																																																																													
			kāya	m	0,04965	vyavasā	v	0,00737	avāpti	f	0,00673																																																																																													
			dviguṇa	adj	0,04933	satyabhāmā	f	0,00705	aśani	mf	0,00673																																																																																													
			snāna	n	0,04933	narmadā	f	0,00705	surabhi	adj	0,00673																																																																																													
			karaṇa	n	0,04901	pāramitā	f	0,00705	bhṛti	f	0,00641																																																																																													
			adhika	adj	0,04869	sevā	f	0,00705	vanaspati	mf	0,00641																																																																																													
			prāṇa	m	0,04869	pramadā	f	0,00705	sambhūti	f	0,00641																																																																																													
			samudra	m	0,04837	vā	v	0,00705	vimukti	f	0,00641																																																																																													
			bhava	m	0,04837	pratijñā	v	0,00705	praṇidhi	m	0,00641																																																																																													
			śeṣa	mn	0,04837	kalpanā	f	0,00673	anāvṛṣṭi	f	0,00609																																																																																													
			krodha	m	0,04837	paramparā	f	0,00673	śreṇi	mf	0,00609																																																																																													
			pratyaya	m	0,04805	ijyā	f	0,00673	jagatpati	m	0,00609																																																																																													
			paraspara	adj	0,04741	īrṣyā	f	0,00673	daṇḍanīti	f	0,00609																																																																																													
			kleśa	m	0,04709	yadṛcchā	f	0,00673	dampati	m	0,00609																																																																																													
			śīla	mn	0,04677	vīṇā	f	0,00673	śakuni	m	0,00609																																																																																													
