"от 700 до 1200"	au	1=0.04%	"от 700 до 1200"	a	1690=68.76%	"от 700 до 1200"	ā	156=6.35%	"от 700 до 1200"	i	178=7.24%	"от 700 до 1200"	ī	68=2.77%	"от 700 до 1200"	u	84=3.42%	"от 700 до 1200"	ū	3=0.12%	"от 700 до 1200"	o	1=0.04%	"от 700 до 1200"	ṛ	20=0.81%	"от 700 до 1200"	j	10=0.41%	"от 700 до 1200"	c	8=0.33%	"от 700 до 1200"	dh	2=0.08%	"от 700 до 1200"	t	36=1.46%	"от 700 до 1200"	d	10=0.41%	"от 700 до 1200"	n	115=4.68%	"от 700 до 1200"	p	1=0.04%	"от 700 до 1200"	r	5=0.20%	"от 700 до 1200"	v	1=0.04%	"от 700 до 1200"	ṣ	6=0.24%	"от 700 до 1200"	ś	4=0.16%	"от 700 до 1200"	s	56=2.28%	"от 700 до 1200"	h	1=0.04%
			vidhāna	n	0,04428																																																												
			kara	adj	0,04403																																																												
			māhātmya	n	0,04403																																																												
			kṣaya	m	0,04403																																																												
			purāṇa	n	0,04403																																																												
			traya	n	0,04353																																																												
			dakṣa	m	0,04328																																																												
			aneka	adj	0,04278																																																												
			avyaya	adj	0,04278																																																												
			toya	n	0,04278																																																												
			taṭa	mn	0,04278																																																												
			saṁyoga	m	0,04253																																																												
			ananta	adj	0,04228																																																												
			sanatkumāra	m	0,04228																																																												
			mṛga	m	0,04178																																																												
			puṁgava	m	0,04178																																																												
			saṁsāra	mn	0,04153																																																												
			samāhita	adj	0,04128																																																												
			āśraya	m	0,04103																																																												
			hara	adj	0,04103																																																												
			parāyaṇa	n	0,04078																																																												
			rāga	m	0,04053																																																												
			ākāśa	mn	0,04028																																																												
			viṣaya	mn	0,03978																																																												
			vadha	m	0,03978																																																												
			bhoga	m	0,03953																																																												
			netra	mn	0,03928																																																												
			rāja	m	0,03928																																																												
			janārdana	m	0,03928																																																												
			dvaya	n	0,03928																																																												
			kāya	m	0,03903																																																												
			dvitīya	adj	0,03903																																																												
			ānanda	m	0,03878																																																												
			prada	adj	0,03878																																																												
			ghṛta	n	0,03878																																																												
			vijñāna	n	0,03853																																																												
			vīrya	n	0,03828																																																												
			bhārata	m	0,03803																																																												
			rājya	n	0,03778																																																												
			pramāṇa	mn	0,03778																																																												
			bāla	m	0,03778																																																												
			vṛkṣa	m	0,03753																																																												
			puṇya	n	0,03753																																																												
			sanātana	adj	0,03728																																																												
			martya	m	0,03703																																																												
			prathama	adj	0,03678																																																												
			aja	m	0,03653																																																												
			saṁgama	m	0,03653																																																												
			vasiṣṭha	m	0,03653																																																												
			śiṣya	m	0,03653																																																												
			pāpa	adj	0,03628																																																												
			garbha	m	0,03628																																																												
			vistara	m	0,03628																																																												
			caraṇa	mn	0,03628																																																												
			akṣaya	adj	0,03603																																																												
			arka	m	0,03552																																																												
			ga	adj	0,03552																																																												
			prabhāva	m	0,03552																																																												
			trailokya	n	0,03527																																																												
			tila	mn	0,03502																																																												
			aśeṣa	adj	0,03477																																																												
			pārtha	m	0,03477																																																												
			sparśa	m	0,03477																																																												
			vimala	adj	0,03477																																																												
			vimāna	mn	0,03477																																																												
			kumāra	m	0,03452																																																												
			saṁyuta	adj	0,03452																																																												
			vatsa	m	0,03452																																																												
			sahita	adj	0,03452																																																												
			īkṣaṇa	n	0,03427																																																												
			mānava	m	0,03427																																																												
			tulya	adj	0,03427																																																												
			durlabha	adj	0,03427																																																												
			sūkṣma	adj	0,03427																																																												
			bīja	mn	0,03427																																																												
			nātha	m	0,03402																																																												
			vīra	m	0,03402																																																												
			arcana	fn	0,03377																																																												
			pātra	n	0,03352																																																												
			pātaka	mn	0,03352																																																												
			piṇḍa	mn	0,03352																																																												
			anugraha	m	0,03327																																																												
			rātra	mn	0,03327																																																												
			dina	mn	0,03327																																																												
			tīra	n	0,03302																																																												
			pradhāna	n	0,03302																																																												
			bhuja	m	0,03277																																																												
			mukhya	adj	0,03277																																																												
			samudra	m	0,03252																																																												
			aśva	m	0,03252																																																												
			yakṣa	m	0,03252																																																												
			niyama	m	0,03227																																																												
			ākāra	m	0,03202																																																												
			moha	m	0,03202																																																												
			vṛṣa	m	0,03202																																																												
			saṁgha	m	0,03127																																																												
			anagha	adj	0,03127																																																												
			alpa	adj	0,03127																																																												
			jaya	m	0,03127																																																												
			dāra	mn	0,03127																																																												
			ānana	n	0,03102																																																												
			budha	adj	0,03102																																																												
			homa	m	0,03077																																																												
			sāgara	m	0,03077																																																												
			amara	m	0,03052																																																												
			ātmaja	m	0,03052																																																												
			rakta	adj	0,03052																																																												
			mitra	mn	0,03052																																																												
			japa	m	0,03027																																																												
			śūla	mn	0,03027																																																												
			samasta	adj	0,03002																																																												
			vaktra	n	0,03002																																																												
			vadana	n	0,03002																																																												
			māna	m	0,03002																																																												
			śāpa	m	0,03002																																																												
			praṇava	m	0,03002																																																												
			bhāskara	m	0,02977																																																												
			tṛtīya	adj	0,02977																																																												
			daiva	n	0,02977																																																												
			salila	n	0,02977																																																												
			svabhāva	m	0,02977																																																												
			śīla	mn	0,02977																																																												
			bhojana	n	0,02952																																																												
			adharma	m	0,02927																																																												
			yatna	m	0,02927																																																												
			dīpa	m	0,02927																																																												
			pāśa	m	0,02927																																																												
			grāma	mn	0,02927																																																												
			maitreya	m	0,02902																																																												
			ādika	adj	0,02902																																																												
			śaila	mn	0,02877																																																												
			paraspara	adj	0,02852																																																												
			vipula	adj	0,02852																																																												
			śeṣa	mn	0,02852																																																												
			śoka	m	0,02852																																																												
			akṣara	n	0,02827																																																												
			ālaya	mn	0,02827																																																												
			pattra	mn	0,02802																																																												
			bhūṣaṇa	n	0,02802																																																												
			mada	m	0,02802																																																												
			nāśana	adj	0,02802																																																												
			śauca	n	0,02802																																																												
			gaja	m	0,02802																																																												
			karṇa	m	0,02777																																																												
			nija	adj	0,02777																																																												
			ambara	n	0,02752																																																												
			ugra	adj	0,02752																																																												
			ramya	adj	0,02752																																																												
			vaṁśa	m	0,02752																																																												
			kṣatriya	m	0,02752																																																												
			aṇḍa	mn	0,02702																																																												
			nayana	n	0,02702																																																												
			ābharaṇa	n	0,02702																																																												
			sāra	mn	0,02702																																																												
			smita	n	0,02702																																																												
			śatatama	adj	0,02702																																																												
			krama	m	0,02702																																																												
			amala	adj	0,02677																																																												
			upavāsa	m	0,02677																																																												
			ubhaya	adj	0,02677																																																												
			māṁsa	n	0,02677																																																												
			vaiśya	m	0,02677																																																												
			keśava	m	0,02627																																																												
			yuta	adj	0,02627																																																												
			haṁsa	m	0,02627																																																												
			pratyaya	m	0,02627																																																												
			aiśvarya	n	0,02602																																																												
			udaya	m	0,02602																																																												
			saumya	adj	0,02602																																																												
			arṇava	mn	0,02577																																																												
			aśvamedha	m	0,02577																																																												
			astra	mn	0,02577																																																												
			yojana	fn	0,02577																																																												
			rāma	m	0,02577																																																												
			kamala	mn	0,02552																																																												
			nāga	m	0,02552																																																												
			ārta	adj	0,02552																																																												
			dvāra	n	0,02552																																																												
			dvīpa	mn	0,02552																																																												
			kūla	n	0,02527																																																												
			pārśva	mn	0,02527																																																												
			tanaya	m	0,02527																																																												
			devadeveśa	m	0,02527																																																												
			aha	mn	0,02527																																																												
			andhaka	m	0,02502																																																												
			bhadra	adj	0,02502																																																												
			citra	adj	0,02477																																																												
			ācāra	m	0,02477																																																												
			śaṅkha	mn	0,02477																																																												
			śukla	adj	0,02452																																																												
