"Объединенное ядро"	au	1=0.02%	"Объединенное ядро"	ai	1=0.02%	"Объединенное ядро"	a	4031=65.10%	"Объединенное ядро"	ā	522=8.43%	"Объединенное ядро"	i	411=6.64%	"Объединенное ядро"	ī	315=5.09%	"Объединенное ядро"	u	194=3.13%	"Объединенное ядро"	ū	13=0.21%	"Объединенное ядро"	o	1=0.02%	"Объединенное ядро"	ṛ	45=0.73%	"Объединенное ядро"	k	1=0.02%	"Объединенное ядро"	j	22=0.36%	"Объединенное ядро"	c	16=0.26%	"Объединенное ядро"	dh	8=0.13%	"Объединенное ядро"	t	114=1.84%	"Объединенное ядро"	d	29=0.47%	"Объединенное ядро"	n	278=4.49%	"Объединенное ядро"	bh	3=0.05%	"Объединенное ядро"	p	1=0.02%	"Объединенное ядро"	m	2=0.03%	"Объединенное ядро"	r	8=0.13%	"Объединенное ядро"	v	2=0.03%	"Объединенное ядро"	ṣ	11=0.18%	"Объединенное ядро"	ś	10=0.16%	"Объединенное ядро"	s	146=2.36%	"Объединенное ядро"	h	7=0.11%
						granthila	m	0,000360044213429409																																																																					
						hāridra	mn	0,000360044213429409																																																																					
						ityartha	adj	0,000360044213429409																																																																					
						maṅgalya	m	0,000360044213429409																																																																					
						pātanayantra	n	0,000360044213429409																																																																					
						rasavāda	m	0,000360044213429409																																																																					
						ṣaṭcakra	n	0,000360044213429409																																																																					
						sugandha	n	0,000360044213429409																																																																					
						uḍḍīśa	m	0,000360044213429409																																																																					
						vara	n	0,000360044213429409																																																																					
						vibhīta	mn	0,000360044213429409																																																																					
						vitunnaka	mn	0,000360044213429409																																																																					
						anuprāśana	n	0,000330040528976958																																																																					
						aśodhita	adj	0,000330040528976958																																																																					
						hṛdroga	m	0,000330040528976958																																																																					
						kādambara	fn	0,000330040528976958																																																																					
						kāpiśāyana	n	0,000330040528976958																																																																					
						kṛṣṇalavaṇa	n	0,000330040528976958																																																																					
						sāraka	adj	0,000330040528976958																																																																					
						sikatayantra	n	0,000330040528976958																																																																					
						śubhra	n	0,000330040528976958																																																																					
						tātparyārtha	m	0,000330040528976958																																																																					
						vakranāla	fn	0,000330040528976958																																																																					
						yavaja	mn	0,000330040528976958																																																																					
						agrima	adj	0,000300036844524508																																																																					
						amlaka	adj	0,000300036844524508																																																																					
						cāturjāta	n	0,000300036844524508																																																																					
						gorakṣa	m	0,000300036844524508																																																																					
						haṁsa	n	0,000300036844524508																																																																					
						kāmaśāstra	n	0,000300036844524508																																																																					
						tāpīja	mn	0,000300036844524508																																																																					
						yavāgraja	mn	0,000300036844524508																																																																					
						ādinātha	m	0,000270033160072057																																																																					
						dhūsara	m	0,000270033160072057																																																																					
						dīrghapattra	m	0,000270033160072057																																																																					
						haima	n	0,000270033160072057																																																																					
						nāgakeśara	n	0,000270033160072057																																																																					
						nirnāga	adj	0,000270033160072057																																																																					
						nityanātha	m	0,000270033160072057																																																																					
						piṇḍa	n	0,000270033160072057																																																																					
						pūga	n	0,000270033160072057																																																																					
						uparatna	n	0,000270033160072057																																																																					
						viraṅga	n	0,000270033160072057																																																																					
						yaśada	mn	0,000270033160072057																																																																					
						barbara	n	0,000240029475619606																																																																					
						jātikośa	mn	0,000240029475619606																																																																					
						khāna	n	0,000240029475619606																																																																					
						kṣullaka	m	0,000240029475619606																																																																					
						paktiśūla	n	0,000240029475619606																																																																					
						praśaṁsana	n	0,000240029475619606																																																																					
						rājānna	n	0,000240029475619606																																																																					
						amlasāra	mn	0,000210025791167155																																																																					
						kaṇṭaphala	m	0,000210025791167155																																																																					
						krūra	m	0,000210025791167155																																																																					
						kṣaiṇya	n	0,000210025791167155																																																																					
						rudradeva	m	0,000210025791167155																																																																					
						aṣṭavarga	m	0,000180022106714705																																																																					
						dīpya	adj	0,000180022106714705																																																																					
						saṁropaṇa	adj	0,000180022106714705																																																																					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
