"от 200 до 700"	au	1=0.04%	"от 200 до 700"	a	1893=70.22%	"от 200 до 700"	ā	171=6.34%	"от 200 до 700"	i	191=7.08%	"от 200 до 700"	ī	60=2.23%	"от 200 до 700"	u	88=3.26%	"от 200 до 700"	ū	4=0.15%	"от 200 до 700"	o	1=0.04%	"от 200 до 700"	ṛ	23=0.85%	"от 200 до 700"	k	1=0.04%	"от 200 до 700"	j	7=0.26%	"от 200 до 700"	c	6=0.22%	"от 200 до 700"	dh	3=0.11%	"от 200 до 700"	t	41=1.52%	"от 200 до 700"	d	11=0.41%	"от 200 до 700"	n	127=4.71%	"от 200 до 700"	p	1=0.04%	"от 200 до 700"	r	4=0.15%	"от 200 до 700"	v	1=0.04%	"от 200 до 700"	ṣ	4=0.15%	"от 200 до 700"	ś	4=0.15%	"от 200 до 700"	s	52=1.93%
			saṁśaya	m	0,04645				gṛhapati	m	0,00513																																																						
			siṁha	m	0,04645				kṣānti	f	0,00513																																																						
			anvita	adj	0,04613				nīvi	f	0,00481																																																						
			ācārya	m	0,04581				sampatti	f	0,00481																																																						
			sattama	adj	0,04517				ūrmi	mf	0,00481																																																						
			śreṣṭha	adj	0,04517																																																												
			vaṁśa	m	0,04517																																																												
			suvarṇa	n	0,04517																																																												
			aneka	adj	0,04485																																																												
			ubhaya	adj	0,04485																																																												
			sakala	adj	0,04453																																																												
			śayana	n	0,04453																																																												
			bīja	mn	0,04453																																																												
			matsya	m	0,04421																																																												
			upāya	m	0,04421																																																												
			māṁsa	n	0,04421																																																												
			adharma	m	0,04389																																																												
			citra	adj	0,04389																																																												
			arka	m	0,04357																																																												
			dvaya	n	0,04357																																																												
			da	adj	0,04357																																																												
			sattva	n	0,04325																																																												
			āśraya	m	0,04325																																																												
			śara	m	0,04325																																																												
			śauca	n	0,04325																																																												
			kṣatriya	m	0,04325																																																												
			bhoga	m	0,04261																																																												
			amara	m	0,04261																																																												
			ambara	n	0,04261																																																												
			vaiśya	m	0,04261																																																												
			vividha	adj	0,04261																																																												
			vaśa	m	0,04196																																																												
			siddha	m	0,04196																																																												
			ātmaja	m	0,04164																																																												
			krama	m	0,04164																																																												
			kṣetra	mn	0,04164																																																												
			ghora	adj	0,04164																																																												
			amṛta	n	0,04132																																																												
			traya	n	0,04132																																																												
			viṣa	n	0,04132																																																												
			saṁsāra	mn	0,04100																																																												
			naraka	mn	0,04100																																																												
			īśa	m	0,04100																																																												
			mokṣa	m	0,04068																																																												
			ardha	mn	0,04036																																																												
			dhara	adj	0,04036																																																												
			gaja	m	0,03940																																																												
			bāṇa	m	0,03940																																																												
			nāga	m	0,03908																																																												
			yuddha	n	0,03908																																																												
			yakṣa	m	0,03908																																																												
			śastra	n	0,03908																																																												
			śiva	m	0,03908																																																												
			ākāra	m	0,03844																																																												
			pārthiva	m	0,03844																																																												
			ākāśa	mn	0,03812																																																												
			āhāra	m	0,03780																																																												
			tulya	adj	0,03780																																																												
			sambhava	m	0,03780																																																												
			vidhāna	n	0,03748																																																												
			dīrgha	adj	0,03716																																																												
			piṇḍa	mn	0,03716																																																												
			pattra	mn	0,03684																																																												
			śiṣya	m	0,03652																																																												
			ananta	adj	0,03620																																																												
			vatsa	m	0,03620																																																												
			mahābhāga	adj	0,03620																																																												
			janārdana	m	0,03620																																																												
			śoka	m	0,03620																																																												
			mada	m	0,03588																																																												
			dvitīya	adj	0,03588																																																												
			sarga	m	0,03588																																																												
			kopa	m	0,03556																																																												
			mānava	m	0,03556																																																												
			liṅga	mn	0,03556																																																												
			parigraha	m	0,03524																																																												
			kumāra	m	0,03524																																																												
			māna	m	0,03524																																																												
			kṣaṇa	m	0,03524																																																												
			niyama	m	0,03492																																																												
			sūkṣma	adj	0,03492																																																												
			gopa	m	0,03492																																																												
			vistara	m	0,03492																																																												
			ghṛta	n	0,03492																																																												
			aiśvarya	n	0,03460																																																												
			tanaya	m	0,03460																																																												
			keśava	m	0,03428																																																												
			samaya	m	0,03428																																																												
			saṁyoga	m	0,03428																																																												
			vaktra	n	0,03428																																																												
			vajra	mn	0,03428																																																												
			tṛtīya	adj	0,03428																																																												
			druma	m	0,03428																																																												
			nārada	m	0,03396																																																												
			madhyama	adj	0,03396																																																												
			salila	n	0,03396																																																												
			āyudha	mn	0,03364																																																												
			yatna	m	0,03364																																																												
			dvīpa	mn	0,03364																																																												
			sādhana	n	0,03364																																																												
			vega	m	0,03364																																																												
			bhojana	n	0,03332																																																												
			pṛṣṭha	n	0,03332																																																												
			dhyāna	mn	0,03300																																																												
			mānasa	n	0,03300																																																												
			dvāra	n	0,03300																																																												
			śukla	adj	0,03300																																																												
			prada	adj	0,03300																																																												
			kuśala	adj	0,03267																																																												
			kṛta	n	0,03267																																																												
			lābha	m	0,03267																																																												
			tila	mn	0,03267																																																												
			sneha	mn	0,03267																																																												
			vyavahāra	m	0,03267																																																												
			pradhāna	n	0,03267																																																												
			ādika	adj	0,03267																																																												
			sadṛśa	adj	0,03235																																																												
			udaya	m	0,03235																																																												
			rāja	m	0,03235																																																												
			toya	n	0,03235																																																												
			nārāyaṇa	m	0,03203																																																												
			yauvana	n	0,03171																																																												
			mālya	n	0,03171																																																												
			gātra	n	0,03171																																																												
			dhānya	n	0,03139																																																												
			dhruva	m	0,03139																																																												
			nanda	m	0,03139																																																												
			yojana	fn	0,03139																																																												
			tripura	n	0,03139																																																												
			gamana	n	0,03139																																																												
			dina	mn	0,03139																																																												
			raṇa	m	0,03107																																																												
			vināśa	m	0,03107																																																												
			budha	m	0,03107																																																												
			nāśa	m	0,03075																																																												
			ācāra	m	0,03075																																																												
			pitāmaha	m	0,03075																																																												
			jaya	m	0,03043																																																												
			svarūpa	n	0,03043																																																												
			vyaya	m	0,03043																																																												
			saṁgha	m	0,03011																																																												
			adhipa	m	0,03011																																																												
			bhūṣaṇa	n	0,03011																																																												
			netra	mn	0,03011																																																												
			bhuja	m	0,03011																																																												
			locana	n	0,03011																																																												
			smita	n	0,02979																																																												
			dāra	mn	0,02979																																																												
			prayatna	m	0,02979																																																												
			nāyaka	m	0,02947																																																												
			ārta	adj	0,02947																																																												
			jyeṣṭha	adj	0,02947																																																												
			śaraṇa	n	0,02947																																																												
			keśa	m	0,02915																																																												
			ogha	m	0,02915																																																												
			vijñāna	n	0,02915																																																												
			āgama	m	0,02915																																																												
			homa	m	0,02915																																																												
			sāgara	m	0,02915																																																												
			mūtra	n	0,02915																																																												
			yuta	adj	0,02883																																																												
			rātra	mn	0,02883																																																												
			dama	m	0,02883																																																												
			bāndhava	m	0,02883																																																												
			saṁskāra	m	0,02851																																																												
			paṇa	m	0,02851																																																												
			sattva	mn	0,02851																																																												
			trailokya	n	0,02851																																																												
			vitta	n	0,02851																																																												
			kṣīra	n	0,02851																																																												
			megha	m	0,02851																																																												
			svapna	mn	0,02819																																																												
			karṇa	m	0,02787																																																												
			nātha	m	0,02787																																																												
			bhavana	n	0,02787																																																												
			sambandha	m	0,02787																																																												
			nīla	adj	0,02755																																																												
			maya	m	0,02755																																																												
			upama	adj	0,02755																																																												
			jāla	n	0,02755																																																												
			pāna	n	0,02755																																																												
			pāpa	adj	0,02755																																																												
			pārśva	mn	0,02755																																																												
			pratiṣedha	m	0,02755																																																												
			bandha	m	0,02755																																																												
			prayoga	m	0,02755																																																												
			anṛta	n	0,02723																																																												
			nava	adj	0,02723																																																												
			tāraka	m	0,02723																																																												
			sarpa	m	0,02723																																																												
			svabhāva	m	0,02723																																																												
			anyonya	adj	0,02691																																																												
			apatya	n	0,02691																																																												
			ānanda	m	0,02691																																																												
			yāna	n	0,02691																																																												
			sūtra	n	0,02691																																																												
			saṁyuta	adj	0,02659																																																												
			nakṣatra	mn	0,02659																																																												
			ramya	adj	0,02659																																																												
			śaṁkara	m	0,02659																																																												
			śṛṅga	n	0,02659																																																												
			purāṇa	n	0,02659																																																												
			bāhya	adj	0,02659																																																												
			caturtha	adj	0,02659																																																												
			vṛtta	n	0,02659																																																												
