"от 1200 до 1700"	a	1946=69.28%	"от 1200 до 1700"	ā	205=7.30%	"от 1200 до 1700"	i	196=6.98%	"от 1200 до 1700"	ī	89=3.17%	"от 1200 до 1700"	u	86=3.06%	"от 1200 до 1700"	ū	6=0.21%	"от 1200 до 1700"	o	1=0.04%	"от 1200 до 1700"	ṛ	17=0.61%	"от 1200 до 1700"	j	9=0.32%	"от 1200 до 1700"	c	6=0.21%	"от 1200 до 1700"	dh	3=0.11%	"от 1200 до 1700"	t	42=1.50%	"от 1200 до 1700"	d	14=0.50%	"от 1200 до 1700"	n	126=4.49%	"от 1200 до 1700"	p	1=0.04%	"от 1200 до 1700"	r	4=0.14%	"от 1200 до 1700"	v	1=0.04%	"от 1200 до 1700"	ṣ	5=0.18%	"от 1200 до 1700"	ś	5=0.18%	"от 1200 до 1700"	s	45=1.60%
prabhāva	m	0,04855	mañjūṣā	mf	0,00523	dvijāti	m	0,00552																																																			
pakṣa	m	0,04826	bhāṣā	f	0,00523	śukti	f	0,00552																																																			
varṣa	mn	0,04826	avajñā	f	0,00523	upalabdhi	f	0,00523																																																			
pramāṇa	mn	0,04796	avidyā	f	0,00523	āpatti	f	0,00523																																																			
sāra	mn	0,04738	īrṣyā	f	0,00523	yayāti	m	0,00523																																																			
śāpa	m	0,04738	rājikā	f	0,00523	dīpti	f	0,00523																																																			
vīrya	n	0,04738	lekhā	f	0,00523	piṣṭi	f	0,00523																																																			
candra	m	0,04738	subhadrā	f	0,00523	vrīhi	m	0,00523																																																			
rakta	adj	0,04709	hatyā	f	0,00523	saṁsthiti	f	0,00494																																																			
rakta	n	0,04709	vinatā	f	0,00523	mātali	m	0,00494																																																			
bandha	m	0,04709	brahmahatyā	f	0,00523	śāli	m	0,00494																																																			
citta	n	0,04680	suravanditā	f	0,00523	vīci	mf	0,00494																																																			
parameśvara	m	0,04651	rūpaṇikā	f	0,00523	glāni	f	0,00494																																																			
dakṣiṇa	adj	0,04622	manaḥśilā	mf	0,00494	kālāgni	m	0,00465																																																			
sneha	mn	0,04622	vicāraṇā	f	0,00494	marīci	m	0,00465																																																			
yuddha	n	0,04593	arcā	f	0,00494	ruci	m	0,00465																																																			
liṅga	mn	0,04593	vāmā	f	0,00494																																																						
vaśa	m	0,04535	jayā	f	0,00494																																																						
nāga	mn	0,04506	svadhā	f	0,00494																																																						
prakāśa	m	0,04506	kṣudhā	f	0,00494																																																						
rāja	m	0,04477	vīṇā	f	0,00494																																																						
ākula	adj	0,04448	pratimā	f	0,00494																																																						
māsa	mn	0,04448	kaniṣṭhā	f	0,00465																																																						
ākāra	m	0,04419	paramparā	f	0,00465																																																						
padma	mn	0,04389	bhastrā	f	0,00465																																																						
āhāra	m	0,04360																																																									
tikta	adj	0,04360																																																									
svapna	mn	0,04360																																																									
sūkṣma	adj	0,04331																																																									
ghna	adj	0,04331																																																									
pātra	n	0,04273																																																									
pāṇḍava	m	0,04273																																																									
sahita	adj	0,04273																																																									
graha	mn	0,04273																																																									
mūtra	n	0,04273																																																									
pāśa	m	0,04215																																																									
piṇḍa	mn	0,04215																																																									
tanaya	m	0,04215																																																									
sakala	adj	0,04186																																																									
ūrdhva	adj	0,04186																																																									
netra	mn	0,04157																																																									
śakra	m	0,04157																																																									
vākya	n	0,04128																																																									
tala	mn	0,04128																																																									
kṛṣṇa	adj	0,04099																																																									
anvita	adj	0,04099																																																									
taila	n	0,04099																																																									
kanaka	n	0,04070																																																									
dhyāna	mn	0,04070																																																									
dvāra	n	0,04070																																																									
samasta	adj	0,04041																																																									
gaja	m	0,04041																																																									
ucita	adj	0,04012																																																									
locana	n	0,04012																																																									
mukhya	adj	0,04012																																																									
yudhiṣṭhira	m	0,03983																																																									
yajña	m	0,03983																																																									
mārga	m	0,03953																																																									
krodha	m	0,03953																																																									
prada	adj	0,03953																																																									
dāha	m	0,03953																																																									
vastra	mn	0,03924																																																									
raṇa	m	0,03895																																																									
mākṣika	mfn	0,03837																																																									
soma	m	0,03837																																																									
saṁsāra	mn	0,03779																																																									
vara	mn	0,03779																																																									
svarga	m	0,03779																																																									
matsya	m	0,03750																																																									
nitya	adj	0,03750																																																									
udara	n	0,03750																																																									
jīvita	n	0,03750																																																									
saṁśaya	m	0,03721																																																									
veda	m	0,03721																																																									
bāhya	adj	0,03721																																																									
bhairava	m	0,03692																																																									
utsava	m	0,03692																																																									
ātmaja	m	0,03692																																																									
rasāyana	n	0,03692																																																									
rākṣasa	m	0,03692																																																									
śuka	m	0,03663																																																									
gandhaka	mn	0,03663																																																									
kaṇṭha	m	0,03634																																																									
sphuṭa	adj	0,03634																																																									
yuta	adj	0,03605																																																									
āśraya	m	0,03576																																																									
vadha	m	0,03576																																																									
vikalpa	mf	0,03546																																																									
snigdha	adj	0,03546																																																									
grahaṇa	n	0,03546																																																									
samaya	m	0,03517																																																									
tīrtha	mn	0,03517																																																									
puṭa	mn	0,03517																																																									
saṁhāra	m	0,03488																																																									
mada	m	0,03488																																																									
nāga	m	0,03488																																																									
duryodhana	m	0,03488																																																									
pārśva	mn	0,03488																																																									
hara	adj	0,03488																																																									
kāñcana	n	0,03459																																																									
bhuvana	n	0,03459																																																									
bhojana	n	0,03459																																																									
vāra	mn	0,03459																																																									
hita	adj	0,03459																																																									
śūla	mn	0,03459																																																									
bāṇa	m	0,03459																																																									
prasāda	m	0,03459																																																									
cūrṇa	mn	0,03430																																																									
vaktra	n	0,03430																																																									
dīrgha	adj	0,03430																																																									
jaya	m	0,03430																																																									
śūnya	adj	0,03430																																																									
bhava	m	0,03401																																																									
śaṅkha	mn	0,03401																																																									
śulva	mn	0,03401																																																									
āgama	m	0,03372																																																									
ghṛta	n	0,03372																																																									
anala	m	0,03343																																																									
sadṛśa	adj	0,03343																																																									
vṛddha	adj	0,03343																																																									
puṇya	adj	0,03343																																																									
anila	m	0,03314																																																									
pala	mn	0,03314																																																									
citra	adj	0,03314																																																									
udaka	n	0,03314																																																									
hara	m	0,03314																																																									
abhidhāna	n	0,03285																																																									
yatna	m	0,03285																																																									
daṇḍa	mn	0,03285																																																									
khaḍga	mn	0,03285																																																									
ghaṭa	m	0,03285																																																									
akhila	adj	0,03256																																																									
varga	m	0,03256																																																									
vyāsa	m	0,03256																																																									
śīta	adj	0,03227																																																									
prayatna	m	0,03227																																																									
saṁskāra	m	0,03198																																																									
ācārya	m	0,03198																																																									
āśaya	m	0,03198																																																									
sparśa	m	0,03198																																																									
bāla	m	0,03198																																																									
māna	m	0,03169																																																									
sambandha	m	0,03169																																																									
bhuja	m	0,03139																																																									
aśva	m	0,03139																																																									
śaṁkara	m	0,03139																																																									
śastra	n	0,03139																																																									
anugraha	m	0,03110																																																									
paryanta	m	0,03110																																																									
viṣama	adj	0,03110																																																									
pīta	adj	0,03110																																																									
āsana	n	0,03081																																																									
japa	m	0,03081																																																									
gagana	n	0,03081																																																									
prayoga	m	0,03081																																																									
snāna	n	0,03052																																																									
khoṭa	mn	0,03052																																																									
nārada	m	0,03023																																																									
sūtra	n	0,03023																																																									
kṣetra	mn	0,03023																																																									
vṛttānta	mn	0,03023																																																									
nagara	mn	0,02994																																																									
pāpa	adj	0,02994																																																									
svātantrya	n	0,02994																																																									
abhraka	mn	0,02965																																																									
vaṅga	mn	0,02965																																																									
mānasa	n	0,02965																																																									
mṛga	m	0,02965																																																									
vṛkṣa	m	0,02965																																																									
saṁyoga	m	0,02936																																																									
niyama	m	0,02907																																																									
ekaika	adj	0,02907																																																									
antika	n	0,02878																																																									
vāma	adj	0,02878																																																									
daitya	m	0,02878																																																									
sainya	n	0,02878																																																									
pradhāna	n	0,02878																																																									
bāla	adj	0,02878																																																									
toya	n	0,02849																																																									
daiva	n	0,02849																																																									
siddha	m	0,02849																																																									
harṣa	m	0,02849																																																									
kāya	m	0,02820																																																									
nātha	m	0,02820																																																									
vikāra	mn	0,02820																																																									
vaṁśa	m	0,02820																																																									
tila	mn	0,02820																																																									
sambhava	m	0,02820																																																									
sarga	m	0,02820																																																									
kha	n	0,02820																																																									
śukra	n	0,02820																																																									
śrāddha	n	0,02791																																																									
saṁyuta	adj	0,02791																																																									
ānana	n	0,02791																																																									
lakṣa	mn	0,02791																																																									
pāka	m	0,02791																																																									
sūtaka	mn	0,02791																																																									
saṁnibha	adj	0,02762																																																									
sita	adj	0,02762																																																									
siṁha	m	0,02762																																																									
śīla	mn	0,02762																																																									
aneka	adj	0,02733																																																									
nayana	n	0,02733																																																									
yama	m	0,02733																																																									
lābha	m	0,02733																																																									
caraṇa	mn	0,02733																																																									
maraṇa	n	0,02703																																																									
aṣṭaka	n	0,02703																																																									
sthūla	adj	0,02703																																																									
vikrama	m	0,02674																																																									
rūkṣa	adj	0,02674																																																									
jāla	n	0,02674																																																									
ṭaṅkaṇa	mn	0,02674																																																									
spanda	m	0,02674																																																									
kaurava	m	0,02674																																																									
mandira	n	0,02645																																																									
vijñāna	n	0,02645																																																									
vipula	adj	0,02645																																																									
bandhana	n	0,02645																																																									
kuṣṭha	mn	0,02616																																																									
abhyāsa	m	0,02616																																																									
ārta	adj	0,02616																																																									
nava	adj	0,02587																																																									
tīkṣṇa	n	0,02587																																																									
pitāmaha	m	0,02587																																																									
tantra	n	0,02587																																																									
bodha	m	0,02587																																																									
grāma	mn	0,02587																																																									
kānta	n	0,02529																																																									
dhānya	n	0,02529																																																									
