"от 1700 до 1956"	a	1374=68.32%	"от 1700 до 1956"	ā	174=8.65%	"от 1700 до 1956"	i	121=6.02%	"от 1700 до 1956"	ī	119=5.92%	"от 1700 до 1956"	u	58=2.88%	"от 1700 до 1956"	ū	5=0.25%	"от 1700 до 1956"	o	1=0.05%	"от 1700 до 1956"	ṛ	7=0.35%	"от 1700 до 1956"	j	6=0.30%	"от 1700 до 1956"	c	4=0.20%	"от 1700 до 1956"	dh	1=0.05%	"от 1700 до 1956"	t	26=1.29%	"от 1700 до 1956"	d	7=0.35%	"от 1700 до 1956"	n	67=3.33%	"от 1700 до 1956"	p	1=0.05%	"от 1700 до 1956"	r	2=0.10%	"от 1700 до 1956"	ṣ	3=0.15%	"от 1700 до 1956"	ś	3=0.15%	"от 1700 до 1956"	s	30=1.49%	"от 1700 до 1956"	h	1=0.05%
pāpa	n	0,03675																																																									
putra	m	0,03675																																																									
pañcama	adj	0,03630																																																									
vana	n	0,03630																																																									
antara	n	0,03585																																																									
udaka	n	0,03585																																																									
māraṇa	mfn	0,03585																																																									
caturtha	adj	0,03585																																																									
kāṁsya	n	0,03541																																																									
bhṛṅga	mn	0,03541																																																									
alpa	adj	0,03541																																																									
daṇḍa	mn	0,03541																																																									
sparśa	m	0,03541																																																									
takra	n	0,03541																																																									
kadala	mf	0,03496																																																									
sthūla	adj	0,03496																																																									
sita	adj	0,03496																																																									
gulma	mn	0,03496																																																									
vṛkṣa	m	0,03496																																																									
caraṇa	mn	0,03496																																																									
satya	n	0,03451																																																									
vacana	n	0,03451																																																									
pātana	mfn	0,03451																																																									
budha	adj	0,03451																																																									
kāsīsa	n	0,03406																																																									
rañjana	n	0,03406																																																									
pārśva	mn	0,03406																																																									
stanya	mn	0,03406																																																									
śarīra	n	0,03406																																																									
śuka	m	0,03406																																																									
aṅgāra	mn	0,03361																																																									
karpūra	mn	0,03361																																																									
kumbha	m	0,03361																																																									
netra	mn	0,03316																																																									
dhānyābhraka	n	0,03316																																																									
āranāla	mn	0,03316																																																									
rajata	n	0,03316																																																									
khara	adj	0,03316																																																									
kula	n	0,03272																																																									
amlavarga	m	0,03272																																																									
nava	adj	0,03272																																																									
dīrgha	adj	0,03272																																																									
sindūra	mn	0,03272																																																									
sveda	m	0,03272																																																									
dāha	m	0,03227																																																									
bījaka	n	0,03227																																																									
brāhmaṇa	m	0,03227																																																									
kāca	n	0,03182																																																									
triguṇa	adj	0,03182																																																									
sūtra	n	0,03182																																																									
śītala	adj	0,03182																																																									
prabhāva	m	0,03182																																																									
karṇa	m	0,03137																																																									
anala	m	0,03137																																																									
kāṣṭha	n	0,03137																																																									
āḍhya	adj	0,03137																																																									
haṭha	m	0,03137																																																									
cakra	n	0,03137																																																									
mātuluṅga	mn	0,03092																																																									
hīraka	mn	0,03092																																																									
vipāka	m	0,03092																																																									
saṁdeha	m	0,03048																																																									
nija	adj	0,03048																																																									
madhyama	adj	0,03048																																																									
marica	n	0,03048																																																									
vandāka	mf	0,03048																																																									
durlabha	adj	0,03048																																																									
vidhāna	n	0,03048																																																									
veda	m	0,03048																																																									
abhāva	m	0,03003																																																									
nirmala	adj	0,03003																																																									
dhūma	mn	0,03003																																																									
vatsara	m	0,03003																																																									
kharpara	mn	0,03003																																																									
viṣaya	mn	0,03003																																																									
ghaṭa	m	0,03003																																																									
kāca	mn	0,02958																																																									
nāla	mfn	0,02958																																																									
chidra	n	0,02958																																																									
salila	n	0,02958																																																									
śobhana	adj	0,02958																																																									
pratyaya	m	0,02958																																																									
vṛṣya	adj	0,02958																																																									
dāna	n	0,02958																																																									
darada	mn	0,02958																																																									
kāya	m	0,02913																																																									
rudra	m	0,02913																																																									
vāma	adj	0,02913																																																									
graha	mn	0,02913																																																									
bāla	adj	0,02913																																																									
pathya	adj	0,02868																																																									
samasta	adj	0,02868																																																									
ārdraka	n	0,02868																																																									
trividha	adj	0,02868																																																									
pāna	n	0,02868																																																									
svabhāva	m	0,02868																																																									
gagana	n	0,02868																																																									
svāṅgaśīta	adj	0,02823																																																									
vadana	n	0,02779																																																									
jñāna	n	0,02779																																																									
dvija	m	0,02779																																																									
tāpa	m	0,02779																																																									
snāna	n	0,02779																																																									
śaṁkara	m	0,02779																																																									
svedana	mn	0,02779																																																									
gadyāṇa	mn	0,02779																																																									
paryanta	m	0,02734																																																									
dhamana	n	0,02734																																																									
vyoṣa	mn	0,02734																																																									
śamana	adj	0,02734																																																									
vaidya	m	0,02734																																																									
svaccha	adj	0,02734																																																									
śodhana	mn	0,02734																																																									
vividha	adj	0,02734																																																									
udaya	m	0,02689																																																									
āsya	n	0,02689																																																									
yogya	adj	0,02689																																																									
pratyeka	adj	0,02689																																																									
kusuma	n	0,02644																																																									
añjana	n	0,02644																																																									
kiṭṭa	mfn	0,02644																																																									
kuṅkuma	n	0,02644																																																									
vartula	adj	0,02644																																																									
grahaṇa	n	0,02644																																																									
vipra	m	0,02644																																																									
saṁkāśa	m	0,02599																																																									
kaṣāya	adj	0,02599																																																									
saptama	adj	0,02599																																																									
ubhaya	adj	0,02599																																																									
vāraka	m	0,02599																																																									
meha	m	0,02599																																																									
stana	mn	0,02599																																																									
vivāha	m	0,02599																																																									
akhila	adj	0,02555																																																									
abda	mn	0,02555																																																									
kulattha	mn	0,02555																																																									
nīra	n	0,02555																																																									
eraṇḍa	m	0,02555																																																									
ākāśa	mn	0,02555																																																									
rātra	mn	0,02555																																																									
śiṣya	m	0,02555																																																									
pañcāṅga	n	0,02510																																																									
matsya	m	0,02510																																																									
ślakṣṇa	adj	0,02510																																																									
mokṣa	m	0,02510																																																									
