"Недатированные тексты"	a	1920=66.02%	"Недатированные тексты"	ā	310=10.66%	"Недатированные тексты"	i	162=5.57%	"Недатированные тексты"	ī	209=7.19%	"Недатированные тексты"	u	83=2.85%	"Недатированные тексты"	ū	7=0.24%	"Недатированные тексты"	o	1=0.03%	"Недатированные тексты"	ṛ	8=0.28%	"Недатированные тексты"	j	5=0.17%	"Недатированные тексты"	c	4=0.14%	"Недатированные тексты"	dh	2=0.07%	"Недатированные тексты"	t	28=0.96%	"Недатированные тексты"	d	10=0.34%	"Недатированные тексты"	n	110=3.78%	"Недатированные тексты"	p	1=0.03%	"Недатированные тексты"	r	3=0.10%	"Недатированные тексты"	ṣ	3=0.10%	"Недатированные тексты"	ś	4=0.14%	"Недатированные тексты"	s	37=1.27%
kanaka	n	0,05785	hemāhvā	f	0,00689				unmanī	f	0,00482																																													
kanda	mn	0,05785	guhā	f	0,00689				koṣṭhī	mf	0,00482																																													
ūrdhva	adj	0,05785	śiṁśapā	mf	0,00689				kaṇṭakinī	f	0,00413																																													
alpa	adj	0,05785	viṣṇukrāntā	f	0,00689				kaṭvī	f	0,00413																																													
sukha	n	0,05785	vedanā	f	0,00689				kośātakī	f	0,00413																																													
saṁyuta	adj	0,05716	priyā	f	0,00689				kalaśī	f	0,00413																																													
ābha	adj	0,05647	ghaṭikā	f	0,00689				kāñcanī	f	0,00413																																													
hṛdya	adj	0,05647	vayaḥsthā	f	0,00689				kāravallī	f	0,00413																																													
viḍa	mn	0,05647	sthālikā	f	0,00689				saptamī	f	0,00413																																													
śodhana	mn	0,05647	kastūrikā	f	0,00620				parpaṭī	f	0,00413																																													
krama	m	0,05578	kākajaṅghā	f	0,00620				kumbhī	f	0,00413																																													
aṅgula	mn	0,05509	kumārikā	f	0,00620				markaṭī	f	0,00413																																													
ākāra	m	0,05509	mallikā	f	0,00620				aindrī	f	0,00413																																													
grāsa	m	0,05509	dhārā	f	0,00620				naṭī	f	0,00413																																													
ratna	mn	0,05440	iṣṭikā	f	0,00620				narī	f	0,00413																																													
varga	m	0,05440	vanajā	f	0,00620				vāsantī	f	0,00413																																													
toya	n	0,05440	rasanā	f	0,00620				vāhinī	f	0,00413																																													
dvitīya	adj	0,05440	rītikā	f	0,00620				bhagavatī	f	0,00413																																													
vara	adj	0,05372	sirā	f	0,00620				cāndrī	f	0,00413																																													
stha	adj	0,05372	śatapuṣpā	f	0,00620				varavarṇinī	f	0,00413																																													
dviguṇa	adj	0,05234	girikarṇikā	f	0,00620				rasamañjarī	f	0,00413																																													
tala	mn	0,05234	gṛhakanyā	f	0,00620				rājī	f	0,00413																																													
khalva	mn	0,05234	gandhāḍhyā	f	0,00620				tejasvinī	f	0,00413																																													
kiṁviśiṣṭa	adj	0,05234	mūrvā	f	0,00620				triparṇī	f	0,00413																																													
marica	n	0,05165	methikā	f	0,00620				jalapippalī	f	0,00413																																													
gada	m	0,05165	mekhalā	f	0,00620				jālinī	f	0,00413																																													
prakāra	m	0,05165	viśvā	f	0,00620				somarājī	f	0,00413																																													
prāṇa	m	0,05165	bahuphalā	f	0,00620				hiṅgupattrī	f	0,00413																																													
śukra	n	0,05165	kapilā	f	0,00551				siṁhī	f	0,00413																																													
karaṇa	n	0,05096	karṇikā	f	0,00551				śaṇapuṣpī	f	0,00413																																													
sahita	adj	0,05096	padmā	f	0,00551				golomī	f	0,00413																																													
śulba	n	0,05096	saṁdhyā	f	0,00551				vṛścikālī	f	0,00413																																													
kāraka	adj	0,05027	paribhāṣā	f	0,00551				dāsī	f	0,00413																																													
pakṣa	m	0,05027	makṣikā	f	0,00551				prasāriṇī	f	0,00413																																													
anvita	adj	0,05027	nāsikā	f	0,00551																																																			
māraṇa	mfn	0,04958	madhusravā	f	0,00551																																																			
śoṣa	m	0,04958	manojñā	f	0,00551																																																			
jambīra	m	0,04958	bhidā	f	0,00551																																																			
kāñjika	n	0,04890	ājñā	f	0,00551																																																			
amṛta	n	0,04890	iṣṭakā	fn	0,00551																																																			
lekhana	adj	0,04890	rakṣā	f	0,00551																																																			
tālaka	mn	0,04890	vartikā	f	0,00551																																																			
deśa	m	0,04890	mahāphalā	f	0,00551																																																			
maya	adj	0,04890	reṇukā	f	0,00551																																																			
ga	adj	0,04890	lekhā	f	0,00551																																																			
pramāṇa	mn	0,04890	tripuṭā	f	0,00551																																																			
prameha	m	0,04890	jantukā	f	0,00551																																																			
kāma	m	0,04821	pāṭhā	f	0,00551																																																			
rasendra	mn	0,04821	tandrā	f	0,00551																																																			
suvarṇa	n	0,04821	spṛkkā	f	0,00551																																																			
prayoga	m	0,04821	girijā	f	0,00551																																																			
candra	m	0,04821	śītā	f	0,00551																																																			
manda	adj	0,04752	śubhā	f	0,00551																																																			
lepa	m	0,04752	kṣudhā	f	0,00551																																																			
tāla	mn	0,04752	viśālā	f	0,00551																																																			
darada	mn	0,04752	cakrikā	f	0,00551																																																			
citraka	mn	0,04683	caṇḍā	f	0,00551																																																			
hiṅgula	mn	0,04614	capalā	f	0,00551																																																			
puruṣa	m	0,04614	upaśyāmā	f	0,00551																																																			
dala	mn	0,04614	koṣṭhikā	f	0,00482																																																			
dīrgha	adj	0,04545	ajagandhā	f	0,00482																																																			
tattva	n	0,04545	kāyasthā	f	0,00482																																																			
sūrya	m	0,04545	majjā	f	0,00482																																																			
śabda	m	0,04545	amlikā	f	0,00482																																																			
āḍhya	adj	0,04476	aruṇā	f	0,00482																																																			
deva	m	0,04407	umā	f	0,00482																																																			
ādhmāna	n	0,04339	vicarcikā	f	0,00482																																																			
māṣa	m	0,04339	citraphalā	f	0,00482																																																			
kalka	mn	0,04270	ceṣṭā	f	0,00482																																																			
kārya	n	0,04270	alambuṣā	f	0,00482																																																			
ājya	n	0,04270	ātmajā	f	0,00482																																																			
śubha	adj	0,04270	yonimudrā	f	0,00482																																																			
rūpya	n	0,04201	raktā	f	0,00482																																																			
sthāna	n	0,04201	lomaśā	f	0,00482																																																			
sthūla	adj	0,04201	vanitā	f	0,00482																																																			
sita	adj	0,04201	rasā	f	0,00482																																																			
pada	mn	0,04132	yavānikā	f	0,00482																																																			
sampuṭa	mn	0,04132	mahābalā	f	0,00482																																																			
dhānya	n	0,04132	dīkṣā	f	0,00482																																																			
uttara	adj	0,04132	duḥsparśā	f	0,00482																																																			
udbhava	adj	0,04132	jāraṇā	f	0,00482																																																			
saṁjñaka	adj	0,04063	pipāsā	f	0,00482																																																			
kāca	mn	0,04063	surasā	f	0,00482																																																			
padma	mn	0,04063	surā	f	0,00482																																																			
mada	m	0,04063	sūkṣmā	f	0,00482																																																			
lauha	n	0,04063	dakṣiṇā	f	0,00482																																																			
saṁskāra	m	0,03994	subhagā	f	0,00482																																																			
māna	n	0,03994	śaṅkā	f	0,00482																																																			
lakṣya	n	0,03994	vyākhyā	f	0,00482																																																			
pāna	n	0,03994	miśreyā	f	0,00482																																																			
śaṅkha	mn	0,03994	krīḍā	f	0,00482																																																			
graha	mn	0,03994	velā	f	0,00482																																																			
prayatna	m	0,03994	divyā	f	0,00482																																																			
atisāra	m	0,03925	bahupattrā	f	0,00482																																																			
sakala	adj	0,03925	pṛthvīkā	mf	0,00482																																																			
triguṇa	adj	0,03925	prativiṣā	f	0,00482																																																			
jñāna	n	0,03925	grīvā	f	0,00482																																																			
kara	m	0,03857	ghaṇṭā	f	0,00482																																																			
agra	n	0,03857	suvahā	f	0,00482																																																			
abhyāsa	m	0,03857	vṛttā	f	0,00482																																																			
bhava	m	0,03857	parpaṭikā	mf	0,00482																																																			
jana	m	0,03857	pratimā	f	0,00482																																																			
śarāva	mn	0,03857	cullikā	mfn	0,00482																																																			
guḍa	mn	0,03857	atibalā	f	0,00413																																																			
grantha	m	0,03857	kalikā	f	0,00413																																																			
catuṣṭaya	fn	0,03857	kuñcikā	f	0,00413																																																			
parama	adj	0,03788	nīlā	f	0,00413																																																			
abhāva	m	0,03788	amoghā	f	0,00413																																																			
dakṣiṇa	adj	0,03788	ambikā	f	0,00413																																																			
sambhava	m	0,03788	manīṣā	f	0,00413																																																			
aha	mn	0,03788	vikrāntā	f	0,00413																																																			
kiṭṭa	mfn	0,03719	bhaṅgā	f	0,00413																																																			
maṇḍala	mfn	0,03719	bhāṣā	f	0,00413																																																			
jña	adj	0,03719	citā	f	0,00413																																																			
śuṣka	adj	0,03719	cetanā	f	0,00413																																																			
budha	adj	0,03719	ārāmaśītalā	mf	0,00413																																																			
añjana	n	0,03650	yūthikā	f	0,00413																																																			
nija	adj	0,03650	vanyā	f	0,00413																																																			
evaṁvidha	adj	0,03650	mocā	f	0,00413																																																			
vikāra	mn	0,03650	līlā	f	0,00413																																																			
rudra	m	0,03650	tīkṣṇā	f	0,00413																																																			
varṣa	mn	0,03650	dīrghapattrā	f	0,00413																																																			
tila	mn	0,03650	durgā	f	0,00413																																																			
tāpa	m	0,03650	jaṅghā	f	0,00413																																																			
sūtaka	mn	0,03650	pāṇḍutā	f	0,00413																																																			
sthira	adj	0,03650	sevā	f	0,00413																																																			
divya	adj	0,03650	sātalā	f	0,00413																																																			
bandhana	n	0,03650	śāntā	f	0,00413																																																			
uparasa	m	0,03581	murā	f	0,00413																																																			
kṣaṇa	m	0,03581	viśalyā	f	0,00413																																																			
caturtha	adj	0,03581	viṣāṇikā	f	0,00413																																																			
candana	mn	0,03581	pramadā	f	0,00413																																																			
karpūra	mn	0,03512	putradā	f	0,00413																																																			
loka	m	0,03512	prajā	f	0,00413																																																			
dvaṁdva	mn	0,03512	balyā	f	0,00413																																																			
nīla	adj	0,03443																																																						
nāśa	m	0,03443																																																						
ardha	adj	0,03443																																																						
lavaṇa	adj	0,03443																																																						
tuvara	adj	0,03443																																																						
maraṇa	n	0,03374																																																						
uttha	adj	0,03374																																																						
māruta	m	0,03374																																																						
gaṇa	m	0,03374																																																						
anna	n	0,03306																																																						
nīra	n	0,03306																																																						
pittāsra	n	0,03306																																																						
vaikrānta	mn	0,03306																																																						
saṁyoga	m	0,03237																																																						
ānāha	m	0,03237																																																						
īśvara	m	0,03237																																																						
vardhana	adj	0,03237																																																						
śara	m	0,03237																																																						
svarṇamākṣika	n	0,03237																																																						
śotha	m	0,03237																																																						
kṣāra	adj	0,03237																																																						
kṣaudra	n	0,03237																																																						
sadṛśa	adj	0,03168																																																						
cāraṇa	fn	0,03168																																																						
rasarāja	mn	0,03168																																																						
yava	mn	0,03168																																																						
tuttha	mn	0,03168																																																						
sveda	m	0,03168																																																						
vibandha	m	0,03168																																																						
gaja	m	0,03168																																																						
kṛcchra	mn	0,03099																																																						
nirmala	adj	0,03099																																																						
ātapa	m	0,03099																																																						
rasaka	mn	0,03099																																																						
tīvra	adj	0,03099																																																						
tuṣa	mfn	0,03099																																																						
trividha	adj	0,03099																																																						
drāva	m	0,03099																																																						
dvividha	adj	0,03099																																																						
sādhana	n	0,03099																																																						
sāraṇa	mn	0,03099																																																						
golaka	m	0,03099																																																						
vṛkṣa	m	0,03099																																																						
vedha	mn	0,03099																																																						
bṛṁhaṇa	adj	0,03099																																																						
ajīrṇa	n	0,03099																																																						
antara	n	0,03030																																																						
kāraṇa	n	0,03030																																																						
nimba	m	0,03030																																																						
ānanda	m	0,03030																																																						
āsya	n	0,03030																																																						
indra	m	0,03030																																																						
tṛtīya	adj	0,03030																																																						
piṇḍa	mn	0,03030																																																						
siddha	m	0,03030																																																						
prathama	adj	0,03030																																																						
vega	m	0,03030																																																						
bāṇa	m	0,03030																																																						
karṣa	mn	0,02961																																																						
kāṣṭha	n	0,02961																																																						
madhyama	adj	0,02961																																																						
bhakṣaṇa	n	0,02961																																																						
mauktika	mn	0,02961																																																						
vaśa	m	0,02961																																																						
lakṣa	mn	0,02961																																																						
pārśva	mn	0,02961																																																						
priya	adj	0,02961																																																						
kāya	m	0,02892																																																						
saṁnibha	adj	0,02892																																																						
kāsīsa	n	0,02892																																																						
mardana	mn	0,02892																																																						
citta	n	0,02892																																																						
chidra	n	0,02892																																																						
rahita	adj	0,02892																																																						
