parent	n_children	children
tathya	3	tathyatas|tathyavacana|tathyavādin
tad	79	tadatipāta|tadanantara|tadanu|tadanukṛti|tadanusaraṇa|tadanta|tadanna|tadanya|tadanvaya|tadapatya|tadapas|tadapekṣa|tadartha|tadarthaka|tadarthīya|tadardhika|tadarpaṇa|tadarha|tadavadhi|tadavastha|tadahe|tadākāra|tadātmaka|tadādi|tadāmukha|tadid-artha|tadid-āsīya|tadiṣṭi|tadeka-citta|tadevopaniṣad|tadokas|tadojas|tadgata|tadguṇa|taddina|tadduḥkha|taddevata|taddevatāka|taddevatya|taddeśya|taddaivata|taddaivatya|taddvitīya|taddhana|taddharma|taddharman|taddharmin|taddharmya|taddhāraṇa|taddhita|tadbandhu|tadbala|tadbalā|tadbahu|tadbahula-vihārin|tadbhava|tadbhāva|tadbhinna|tadbhūta|tadrasa|tadrāja|tadrūpa|tadvacaḥ-pratīta|tadvat|tadvan|tadvayas|tadvaśa|tadvasati|tadvā|tadvācaka|tadvikāra|tadvid|tadvidya|tadvidha|tadviṣaya|tadviṣayaka|tadvīrya-vidvas|tadvṛtti|tadvrata
tadā	2	tadātva|tadātva-mātra-śraddheya
tadānīṁ	2	tadānīṁtana|tadānīṁdugdha
tadīya	1	tadīyasaṅga
tadriyañc	1	tadryañc
tan	12	tannāmika|tannāśa|tannimitta|tanmadhya|tanmanas|tanmaya|tanmātra|tanmātraka|tanmātrika|tanmānin|tanmukhikayā|tanmūla
tan VERB	1	tanayitnu
tan VERB	1	tan VERBādi
tata	4	tatacihna|tatatva|tatapattrī|tatavat
tana	1	tanabāla
tanaya	2	tanayabhavana|tanayasaras
tanu	55	tanukūpa|tanukeśa|tanukṣīra|tanugṛha|tanucchad|tanucchada|tanucchāya|tanuja|tanujanman|tanujihvatā|tanutara|tanutā|tanutyaj|tanutyāga|tanutra|tanutrāṇa|tanutrin|tanutva|tanutvak-ka|tanutvac|tanutvaca|tanudagdha|tanudāna|tanudīrgha-ghoṇa|tanudhī|tanupattra|tanupāda-kṣapāṭana|tanubala|tanubīja|tanubhava|tanubhastrā|tanubhāva|tanubhūmi|tanubhṛt|tanumat|tanumadhya|tanumadhyama|tanumūrti|tanurasa|tanuruh|tanuruha|tanulatā|tanuvarman|tanuvāta|tanuvraṇa|tanuśarīra|tanuśiras|tanusatya|tanusaṁcāriṇī|tanusthāna|tanuhrada|tanūdara|tanūdbhava|tanūna|tanūrja
tanū	5	tanūkaraṇa|tanūkartṛ|tanūkṛ|tanūkṛta|tanūbhūta
tanū	25	tanūkṛt|tanūkṛtha|tanūja|tanūjani|tanūjanman|tanūtala|tanūtyaj|tanūdūṣi|tanūdevatā|tanūdeśa|tanūnapa|tanūnapāt|tanūnaptṛ|tanūpā|tanūpāna|tanūpāvan|tanūpṛṣṭha|tanūbala|tanūbhava|tanūruc|tanūruha|tanūvaśin|tanūśubhra|tanūhavis|tanūhrada
tanti	4	tanticara|tantija|tantipāla|tantipālaka
tantī	1	tantīyajña
tantu	29	tantukaraṇa|tantukarttṛ|tantukārya|tantukāṣṭha|tantukīṭa|tantukṛntana|tantukriyā|tantujāla|tantutva|tantunāga|tantunābha|tantuniryāsa|tantuparvan|tantubha|tantubhūta|tantumat|tantumadhya|tantuvardhana|tantuvādya|tantuvāna|tantuvāpa|tantuvāya|tantuvigrahā|tantuśālā|tantusaṁtata|tantusaṁtati|tantusaṁtāna|tantusāra|tantusāraka
tantuka	1	tantuṇa
tantra	25	tantrakāra|tantrakāṣṭha|tantrakaumudī|tantragandharva|tantragarbha|tantracūḍāmaṇi|tantraṭīkā|tantratā|tantratva|tantraprakāśa|tantrapradīpa|tantrabheda|tantramantra-prakāśa|tantraratna|tantrarāja|tantrarājaka|tantravāpa|tantravāya|tantravārttika|tantraśāstra|tantrasāra|tantrahṛdaya|tantrāntarīya|tantrāvāpa|tantrottara
tantraka	1	tantraṇa
tantri	4	tantrija|tantritā|tantripāla|tantripālaka
tantrī	2	tantrībhāṇḍa|tantrīmukha
tantv	2	tantvagra|tantvagrīya
tandra	1	tandravāya
tanv	1	tanvaṅga
tandrālu	1	tandrāvin
tandri	2	tandrija|tandripāla
tandrin	1	tandri-tā
tapa	4	taparuj|tapartu|tapātyaya|tapānta
tapaḥ	14	tapaḥkara|tapaḥkṛśa|tapaḥkleśa-saha|tapaḥparārdha|tapaḥpātra|tapaḥpradhāna|tapaḥprabhāva|tapaḥśīla|tapaḥsamādhi|tapaḥsahāya|tapaḥsādhya|tapaḥsiddha|tapaḥsuta|tapaḥsthala
tapat	1	tapatām-pati
tapana	10	tapanakara|tapanacchada|tapanatanaya|tapanadyuti|tapanamaṇi|tapanasutā|tapanātmajā|tapanāśman|tapaneṣṭa|tapanopala
tapanīya	1	tapanīyamaya
tapanīyaka	2	tapantaka|tapar-loka
tapaś	3	tapaścaraṇa|tapaścaryā|tapaścit
tapas	7	tapastakṣa|tapastaṅka|tapastanu|tapastīrtha|tapaspati|tapasvat|tapasvin
tapiṣṭha	1	tapiṣṇu
tapur	4	tapuragra|tapurjambha|tapurmūrdhan|tapurvadha
tapuṣi	1	tapuṣī
tapo	42	tapogaccha|tapojā|tapoda|tapoda|tapodāna|tapodyuti|tapodhana|tapodharma|tapodhāman|tapodhṛti|taponitya|taponidhāna|taponidhi|taponiṣṭha|tapo'nubhāva|taponta|tapobala|tapobhaṅga|tapobhṛt|tapomaya|tapomūrti|tapomūla|tapoyajña|tapoyukta|tapoyoga|taporata|taporati|taporavi|taporāja|taporāśi|tapo'rthīya|tapoloka|tapovaṭa|tapovat|tapovana|tapovariṣṭha|tapovāsa|tapovidhāna|tapovidhi|tapovṛddha|tapovrāta|tapo'śana
tapta	23	taptakumbha|taptakūpa|taptakṛcchra|taptajāmbūnada-maya|taptatapas|taptatapta|taptatāmra|taptapāṣāṇa-kuṇḍa|taptamudrā|taptarahasa|taptarūpa|taptarūpaka|taptalomaśa|taptaloha|taptavāluka|taptavrata|taptasurā-kuṇḍa|taptasūrmi|taptahema|taptānna|taptābharaṇa|taptāyana|taptodaka-svāmin
tapya	1	tapyatva
tama	4	tamaprabha|tamaprabhā|tamarāja|tamāhvaya
tamaḥ	6	tamaḥprabha|tamaḥpraveśa|tamaḥpracchādaka|tamaḥsaṁghāta|tamaḥsthita|tamaḥspṛś
tamas	6	tamaskalpa|tamaskāṇḍa|tamastati|tamasvat|tamasvan|tamasvinī
tamāla	1	tamālapattra
tamālinī	1	tami
tamin	1	tamiṣīcī
tamisra	1	tamisrapakṣa
tamo	30	tamogā|tamoguṇa|tamoguṇin|tamoghna|tamojyotis|tamoniṣṭha|tamonud|tamonuda|tamo'nta-kṛt|tamo'ntya|tamo'ndhakāra|tamo'paha|tamobhāga|tamobhid|tamobhūta|tamomaṇi|tamomaya|tamo'ri|tamorūpa|tamorūpin|tamoliptī|tamovat|tamovāsas|tamovikāra|tamoviśāla|tamovṛta|tamovṛdh|tamovairin|tamohan|tamohara
tara	1	taratama-tas
tara	9	tarapaṇya|tarapaṇyika|taravaṭa|taravāri|taravālikā|tarasārika|tarasthāna|tarāndhu|tarālu
taraṁga	4	taraṁgabhīru|taraṁgamālin|taraṁgavatī|taraṁgāpatrasta
taraṁgiṇī	2	taraṁgiṇīnātha|taraṁgiṇībhartṛ
taraṇi	5	taraṇitanayā|taraṇitva|taraṇidhanya|taraṇipeṭaka|taraṇiratna
taraṇḍa	1	taraṇḍapādā
tarat	3	taratsama|taratsamandī|taratsamandīya
tarad	1	taraddveṣas
taras	3	tarasmat|tarasvat|tarasvin
tari	1	tariratha
tarika	1	tarikin
taritā	2	taritādhāraṇa-yantra|taritāpūjā-yantra
tarī	1	tarīpa
tarītu	1	tarīyas
tarīṣa	1	tarīṣaṇi
taruṣyat	1	tarus
tarala	5	taralatā|taralatva|taralanayanī|taralalekhā|taralalocanā
taralita	1	taralitahāra
tarasa	2	tarasapuroḍāśa|tarasamaya
taru	32	tarukūṇi|tarukoṭara|tarukhaṇḍa|tarugahana|tarucchāyā|taruja|tarujīvana|tarutala|tarutā|tarutūlikā|tarudūlikā|tarunakha|tarupaṅkti|tarubhuj|tarumaṇḍapa|tarumastaka|tarumahiman|tarumūla|tarumṛga|tarurāga|tarurāja|tarurājan|taruruhā|tarurohiṇī|taruvara|taruvallī|taruviṭapa|taruśāyin|taruśreṣṭha|taruṣaṇḍa|tarusāra|tarusthā
taruṇa	8	taruṇajvara|taruṇatā|taruṇadadhi|taruṇapītikā|taruṇāditya|taruṇābhāsa|taruṇāsthi|taruṇendu
taruṇī	7	taruṇīkaṭākṣa-kāma|taruṇīkaṭākṣa-māla|taruṇīgaṇa|taruṇījana|taruṇībhū|taruṇībhūta|taruṇīratna
tarka	35	tarkakarkaśa|tarkakarman|tarkakārikā|tarkakutūhala|tarkakaumudī|tarkagrantha|tarkacandrikā|tarkacūḍāmaṇi|tarkajñāna|tarkajvālā|tarkataraṁgiṇī|tarkadīpikā|tarkapañcānana|tarkaparibhāṣā|tarkaprakāśa|tarkapradīpa|tarkabhāṣā|tarkamañjarī|tarkamudrā|tarkayukta|tarkaratna|tarkarahasya|tarkavāg-īśa|tarkavāda|tarkavid|tarkavidyā|tarkaśāstra|tarkasaṁgraha|tarkasamaya|tarkasādhya|tarkāṭa|tarkānubhāṣā|tarkābhāsa|tarkāmṛta|tarkālaṁkāra
tarku	6	tarkukarman|tarkupāṭhī|tarkupiṇḍa|tarkupīṭha|tarkulāsaka|tarkuśāna
tarkuka	1	tarkuṭa
tarkārī	1	tarkiṇa
tard VERB	2	tarda|tardā-pati
tardma	2	tardmavat|tardmasamuta
tarpaṇa	2	tarpaṇavidhi|tarpaṇecchu
tarṣa	1	tarṣacetas
tala	36	talakoṭa|talagata|talaghāta|talatas|talatāla|talatra|talatrāṇa|talaniṣpeṣa|talapuṣpa-puṭa|talaprahāra|talabaddha|talamīna|talamukha|talayukta|talayuddha|talaloka|talavara|talavāraṇa|talaśabda|talasampāta|talasāraka|talasāraṇa|talasārika|talastha|talasthita|talahṛdaya|talāṅguli-tra-vat|talācī|talātala|talā-tali|talārakṣa|talāsi|talāhvaya|talekṣaṇa|talodara|talodā
talava	1	talavakāra
talina	1	talinodarī
talpa	6	talpakīṭa|talpaga|talpagiri|talpaja|talpaśīvan|talpaśadya
talpana	1	talpala
talpe	2	talpeja|talpeśaya
tavas	3	tavasvat|tavā-gā|tavā-go
taviṣī	2	taviṣīmat|taviṣīvat
taviṣya VERB	1	taviṣyā
tavya	1	tavyas
taskara	5	taskaratā|taskaratva|taskaravat|taskaravṛtti|taskarasnāyu
tasthivas	1	tasthu
tākṣaṇya	1	tākṣaśila
tājat	1	tājadbhaṅga
tāḍa	5	tāḍagha|tāḍaghāta|tāḍapattra|tāḍavakra|tāḍāvacara
tāḍaṅka	1	tāḍaṅkīkṛ
tāḍanīya	2	tāḍayitṛ|tāḍi
tāḍī	3	tāḍīdala|tāḍīpuṭa|tāḍula
tāṇḍa	1	tāṇḍaka
tāṇḍava	2	tāṇḍavatālika|tāṇḍavapriya
tāṇḍi	2	tāṇḍin|taṇḍi-brāhmaṇa
tāṇḍya	2	tāṇḍyabrāhmaṇa|tāṇḍyāyana
tāta	4	tātagu|tātajanayitrī|tātatulya|tātārya
tātkālika	1	tātkālikatva
tāttvika	1	tāttvikatva
tātparya	6	tātparyatas|tātparyanirṇaya|tātparyapariśuddhi|tātparyabodhinī|tātparyavid|tātparyārtha
tādāyani	1	tādītnā
tādṛg	4	tādṛgguṇa|tādṛgbhāva|tādṛgrūpa|tādṛgvidha
tāddharmya	1	tāddhita
tādrūpya	1	tādvidhya
tāna	3	tānakarman|tānabhaṭṭa|tānasvara
tānava	1	tānavakṛt
tānavya	1	tānavyāyanī
tānūnaptra	2	tānūnaptratva|tānūnaptrapātra
tānta	1	tāntānta
tāpa	6	tāpakṣetra|tāpada|tāpabhṛt|tāpasveda|tāpaharī|tāpeśvara-tīrtha
tāpaka	1	tāpatya
tāpanīya	1	tāpanīyopaniṣad
tāpasa	11	tāpasaja|tāpasataru|tāpasadruma|tāpasapattra|tāpasapriya|tāpasavatsarāja|tāpasavṛkṣa|tāpasādhyuṣita|tāpasāraṇya|tāpasekṣu|tāpaseṣṭa
tāpasāyani	2	tāpasya|tāpāyana
tāpika	3	tāpiccha|tāpiñcha|tāpiñja
tāpī	5	tāpīja|tāpītaṭa|tāpīmāhātmya|tāpīsamudbhava|tāpy-uttha-saṁjñaka
tāpya	1	tāpyaka
tāma	3	tāmarasa|tāmalipta|tāmaliptaka
tāmala	1	tāmalakī
tāmasa	5	tāmasakīlaka|tāmasaguṇa|tāmasatapaḥ-śīla|tāmasalīnā|tāmasika
tāmbūla	17	tāmbūlakaraṅka|tāmbūlaja|tāmbūlada|tāmbūladāyaka|tāmbūladāyinī|tāmbūladhara|tāmbūlapattra|tāmbūlapeṭikā|tāmbūlabhakṣaṇa|tāmbūlarāga|tāmbūlavallikā|tāmbūlavallī|tāmbūlavāhaka|tāmbūlavāhinī|tāmbūlavīṭikā|tāmbūlākta|tāmbūlādhikāra
tāmbūlika	2	tāmbūlikasarpa|tāmbūlin
tāmra	86	tāmrakaṇṭaka|tāmrakarṇī|tāmrakāra|tāmrakili|tāmrakuṭṭa|tāmrakuṭṭaka|tāmrakuṇḍa|tāmrakūṭa|tāmrakṛmi|tāmrakrami|tāmragarbha|tāmraguhā|tāmracakṣus|tāmracūḍa|tāmracūḍaka|tāmraja|tāmrajīva|tāmratanu|tāmratapta|tāmratā|tāmratuṇḍa|tāmratrapu-ja|tāmratva|tāmradugdhā|tāmradugdhī|tāmradru|tāmradvīpa|tāmradvīpaka|tāmradhātu|tāmradhūmra|tāmradhvaja|tāmranakha|tāmranetra|tāmrapakṣa|tāmrapaṭṭa|tāmrapattra|tāmrapattraka|tāmraparṇa|tāmraparṇi|tāmraparṇīya|tāmrapallava|tāmrapākin|tāmrapātra|tāmrapādī|tāmrapuṣpa|tāmrapuṣpaka|tāmraphala|tāmraphalaka|tāmrabīja|tāmramaya|tāmramāraṇa|tāmramukha|tāmramūlā|tāmramṛga|tāmramṛṣṭānulepin|tāmrarajas|tāmraratha|tāmrarasā|tāmrarasāyanī|tāmralipta|tāmraliptaka|tāmravarṇa|tāmravarṇaka|tāmravallī|tāmravṛkṣa|tāmravṛnta|tāmraśāṭīya|tāmraśāsana|tāmraśikhin|tāmrasāgara|tāmrasāra|tāmrasāraka|tāmrasena|tāmrākṣa|tāmrākhya|tāmrāṭavī|tāmrādhar'oṣṭha|tāmrābha|tāmrāyasa|tāmrāruṇa|tāmrārdha|tāmrā-vatī|tāmrāśman|tāmrāśva|tāmropajīvin|tāmroṣṭha
tāmraka	1	tāmrāku
tāmrāyaṇa	1	tāmrika
tāy VERB	1	tāya
tāyana	1	tāyādara
tāra	28	tārakṣiti|tāraja|tārataṇḍula|tāratama|tāratāra|tāradīrgha|tāranātha|tāranāda|tārapaṭṭaka|tārapatana|tārapāla|tārapuṣpa|tāramākṣika|tāramūla|tāravimalā|tāraśuddhi-kara|tāraśuddhi-kṛt|tārasāra|tārasthāna|tārasvara|tārahemābha|tārā-candrodaya|tārābha|tārābhra|tārā-maitraka|tārāri|tārā-vartman|tārāvalī
tāraka	13	tārakajaya|tārakajit|tārakatīrtha|tārakatva|tārakadvādaśī|tārakamantra|tārakaripu|tārakavadha|tārakavairin|tārakasūdana|tārakāntaka|tārakāri|tārakopaniṣad
tārakā	6	tārakākṣa|tārakādi|tārakāmaya|tārakāmāna|tārakārāja|tārakeśvara
tāraṇa	1	tāraṇi
tāraṇeya	2	tārayantī|tārayitṛ
tārā	36	tārākavaca|tārākāruṇya|tārākṣa|tārāgaṇa|tārāguru|tārāgraha|tārācakra|tārācandra|tārācchāya|tārātīrtha|tārādharma|tārādhipa|tārādhipati|tārādhīśa|tārāpaj-jhaṭikā|tārāpati|tārāpatha|tārāpaharaṇa|tārāpīḍa|tārāpura|tārāpramāṇa|tārābhūṣā|tārāmaṇḍala|tārāmantra|tārāmaya|tārāmṛga|tārāramaṇa|tārārūpa|tārāvatī|tārāvalī|tārāvarṣa|tārāvaloka|tārāvākya|tārāvilāpa|tārāvilāsa|tārendra
tārāyaṇa	1	tārika
tāriṇī	2	tāriṇīkalpa|tāriṇītantra
tārala	1	tāralya
tārukṣya	1	tārukṣyāyaṇī
tārkika	5	tārkikakārikā|tārkikacūḍāmaṇi|tārkikatva|tārkikarakṣā|tārkikaśiromaṇi
tārkṣa	4	tārkṣaja|tārkṣaputra|tārkṣasuta|tārkṣaka
tārkṣya	12	tārkṣyaja|tārkṣyadhvaja|tārkṣyanāyaka|tārkṣyanāśaka|tārkṣyaputra|tārkṣyaprasava|tārkṣyaratna|tārkṣyalakṣaṇa|tārkṣyaśaila|tārkṣyasāman|tārkṣyasuta|tārkṣyāsana
tārkṣyāyaṇa	2	tārkṣyāyaṇabhakta|tārkṣyāyaṇi
tārṇabindavīya	2	tārṇāyana|tārṇi
tārtīyasavana	2	tārtīyasavanika|tārtīyāhnika
tārtīyīka	1	tārtīyīkatā
tāla	52	tālaketu|tālakṣīra|tālakṣīraka|tālagarbha|tālacara|tālaja|tālajaṅgha|tālajaṭā|tālajña|tāladruma|tāladhāraka|tāladhvaja|tālanavamī|tālapattra|tālaparṇa|tālapuṣpaka|tālapramāṇa|tālapralamba|tālaphala|tālabaddha|tālabhaṅga|tālabhaṭa|tālabhṛt|tālamaya|tālamardaka|tālamardala|tālamātra|tālamūlikā|tālamūlī|tālayantra|tālarecanaka|tālalakṣman|tālavana|tālavalī|tālavādya|tālavṛnta|tālavṛntaka|tālavecanaka|tālaśabda|tālaśīla|tālaśuddha|tālasvana|tālākhyā|tālāṅka|tālāṅga|tālādi|tālādhyāya|tālāpacara|tālāvacara|tālāvacaraṇa|tālodghāṭinī|tālopaniṣad
tālaka	2	tālakābha|tālakeśvara
tālita	2	tālitanagara|tālin
tālī	7	tālīpaṭṭa|tālīpattra|tālīpuṭa|tālīrasa-ja|tālīśa|tālīśa-pattra|tālīśaka
tālu	15	tālukaṇṭaka|tālugala-praśoṣa|tāluja|tālujihva|tālujihvikā|tālunāśa|tālupāka|tālupāta|tālupīḍaka|tālupuppuṭa|tālumūla|tāluvidradhī|tāluviśoṣaṇa|tāluśoṣa|tālusthāna
tāluka	1	tālūṣaka
tāvac	2	tāvacchata|tāvacchas
tāvat	6	tāvatkālam|tāvatkṛtvas|tāvattāt|tāvatpriya|tāvatphala|tāvatsūtra
tāvatika	2	tāvatitha|tāvatka
tāvad	8	tāvadguṇa|tāvadguṇita|tāvaddvayasa|tāvaddhā|tāvadvarṣa|tāvadvidha|tāvadvīrya-vat|tāvadvyakta
tāvan	3	tāvanmātra|tāvanmāna|tāvanta
tāvura	2	tāvuri|tāvuru
tika	2	tikakitava|tikādi
tiṅ	2	tiṅanta|tiṅsub-anta-caya
tikta	28	tiktakandakā|tiktakandikā|tiktagandhā|tiktaguñjā|tiktaghṛta|tiktataṇḍulā|tiktatuṇḍī|tiktatumbī|tiktadugdhā|tiktadhātu|tiktapattra|tiktaparvan|tiktapuṣpā|tiktaphala|tiktabījā|tiktabhadraka|tiktamarica|tiktayavā|tiktarohiṇikā|tiktarohiṇī|tiktavallī|tiktaśāka|tiktasāra|tiktākhyā|tiktāṅgā|tiktāmṛtā|tiktāyana|tiktāsya
tiktaka	1	tiktāya
tigma	34	tigmakara|tigmaketu|tigmaga|tigmagati|tigmagu|tigmajambha|tigmatā|tigmatejana|tigmatejas|tigmadīdhiti|tigmadyuti|tigmadhāra|tigmanemi|tigmabhās|tigmabhṛṣṭi|tigmamanyu|tigmamayūkha-mālin|tigmamūrdhan|tigmayātana|tigmaraśmi|tigmaruc|tigmaruci|tigmarocis|tigmavat|tigmavīrya|tigmavega|tigmaśṛṅga|tigmaśocis|tigmaheti|tigmāṁśu|tigmātman|tigmānīka|tigmāyudha|tigmeṣu
titikṣa	1	titikṣita
tiṭibha	1	tiṭilambha
titīrṣā	1	titīrṣu
tittira	3	tittiraja|tittiravallara|tittirāṅga
tittiri	1	tittiritva
tithi	18	tithikṣaya|tithitattva|tithidāna|tithidevatā|tithidvaita|tithidvaidha-prakaraṇa|tithiniyama|tithinirṇaya|tithipati|tithipattrī|tithipālana|tithiprakaraṇa|tithipraṇī|tithipralaya|tithivāra-yoga|tithiviveka|tithisāraṇikā|tithīśa
tithy	2	tithyanta-nirṇaya|tithyardha
tintiḍī	2	tintiḍīdyūta|tintiḍīphala
tindu	1	tindubilva
tinduki	2	tindukinī|tindula
timita	1	tema
timi	9	timikośa|timighātin|timiṁ-gira|timiṁ-gila|timija|timitimiṁ-gila|timidhvaja|timimālin|timiśatru
timira	16	timiracchid|timiratā|timiranayana|timiranāśana|timiranud|timirapaṭala|timirapratiṣedha|timiramaya|timiraripu|timiravana|timirākula|timirāpagata|timirāpaha|timirāri|timirodghāṭa|timiraugha
timiraya VERB	2	timirāya|timirin
timiśa	1	timiṣa
tiraḥ	2	tiraḥkṛ|tiraḥprātiveśya
tiraśca	2	tiraścatā|tiraścathā
tiraści	1	tiraścirāji
tiraścīna	5	tiraścīnanidhana|tiraścīnapṛśni|tiraścīnavaṁśa|tiraścīnavāya|tiraścya
tiras	12	tiraskara|tiraskaraṇi|tiraskarin|tiraskāra|tiraskārin|tiraskuḍya|tiraskṛ|tiraskṛta|tiraskṛti|tiraskriyā|tiraspaṭa|tirasprākāra
tirasya VERB	1	tirīcīna
tiro	14	tiroahniya|tiroahnya|tirogata|tirojanam|tirodhā|tirodhā|tirodhātavya|tirodhāna|tirobhavitṛ|tirobhāva|tirobhū|tirovarṣa|tirohita|tiro'hnya
tirya	1	tiryaga
tiryak	14	tiryakkāram|tiryakkṛtya|tiryakkṣipta|tiryaktā|tiryaktva|tiryakpātana|tiryakpātin|tiryakpratimukhāgata|tiryakpramāṇa|tiryakprekṣaṇa|tiryakprekṣin|tiryakphalā|tiryaksūtra|tiryaksrotas
tiryag	38	tiryaganūka|tiryagantara|tiryagapaccheda|tiryagapāṅga|tiryagayana|tiryagākṛti|tiryagāgata|tiryagāyata|tiryagīkṣa|tiryagīśa|tiryagga|tiryaggata|tiryaggati|tiryaggama|tiryaggamana|tiryaggāmin|tiryagguṇana|tiryaggrīvam|tiryagghātin|tiryagja|tiryagjana|tiryagjāti|tiryagjyā|tiryagḍīna|tiryagdiś|tiryagdhāra|tiryagnāsa|tiryagbila|tiryagbhedā|tiryagyavodara|tiryagyāta|tiryagyāna|tiryagyona|tiryagyoni|tiryagvalana|tiryagvāta-sevā|tiryagviddha|tiryagvisaṁsarpin
tiryaṅ	3	tiryaṅnāsa|tiryaṅniraya|tiryaṅmānī
tiryañc	1	tiryadryañc
tirīṭa	2	tirīṭaka|tirīṭin
tila	63	tilakaṭa|tilakaṇa|tilakalka|tilakārṣika|tilakālaka|tilakiṭṭa|tilakhali|tilakhalī|tilagañji|tilagañjin|tilagrāma|tilacaturthī|tilacitra-pattraka|tilacūrṇa|tilataṇḍulaka|tilatejāhvā|tilataila|tiladeśvara-tīrtha|tiladroṇa-maya|tiladvādaśī|tiladhenu|tiladhenukā|tilaṁ-tuda|tilaparṇa|tilaparṇaka|tilaparṇika|tilapiccaṭa|tilapiñja|tilapīḍa|tilapuṣpa|tilapuṣpaka|tilapeja|tilabhāra|tilabhāvinī|tilabhṛṣṭa|tilamaya|tilamayūra|tilamāṣa|tilamiśra|tilamiśla|tilarasa|tilavatsa|tilavratin|tilaśama|tilaśas|tilaśikhin|tilasambaddha|tilasṛṣṭa|tilasnāyin|tilasneha|tilahoma|tilahomin|tilāṁśa|tilāṅkita-dala|tilānna|tilāpatyā|tilāmbu|tilottamā|tilodaka|tilodakin|tilodana|tilodara|tilaudana
tilaka	11	tilakamañjarī|tilakarāja|tilakalatā|tilakavatī|tilakavrata|tilakasiṁha|tilakācārya|tilakā-vala|tilakāśraya|tilakeśvara-tīrtha|tilakottara
tilakaya VERB	1	tilakāyita
tilvilāya VERB	2	tilvilīka|tilvirīka
tiṣṭhad	2	tiṣṭhadgu|tiṣṭhaddhoma
tiṣya	9	tiṣyaketu|tiṣyagupta|tiṣyapunarvasavīya|tiṣyapunarvasu|tiṣyapuṣpā|tiṣyaphalā|tiṣyarakṣitā|tiṣyā-pūrṇamāsa|tiṣyāmra-tīrtha
tisṛ	1	tisṛdhanva
tisṛkā	2	tisras-kāram|tisrā
tīkṣṇa	56	tīkṣṇakaṇṭa|tīkṣṇakaṇṭaka|tīkṣṇakanda|tīkṣṇakara|tīkṣṇakarman|tīkṣṇakalka|tīkṣṇakāntā|tīkṣṇagandha|tīkṣṇagandhaka|tīkṣṇataṇḍulā|tīkṣṇatara|tīkṣṇatā|tīkṣṇatuṇḍa|tīkṣṇataila|tīkṣṇatva|tīkṣṇadaṁṣṭra|tīkṣṇadaṁṣṭraka|tīkṣṇadaṁṣṭratā|tīkṣṇadaṇḍa|tīkṣṇadhāra|tīkṣṇadhāraka|tīkṣṇanāsika|tīkṣṇapattra|tīkṣṇapuṣpa|tīkṣṇapriya|tīkṣṇaphala|tīkṣṇabuddhi|tīkṣṇamañjarī|tīkṣṇamārga|tīkṣṇamūla|tīkṣṇaraśmi|tīkṣṇarasa|tīkṣṇarūpin|tīkṣṇalavaṇa|tīkṣṇaloha|tīkṣṇavaktra|tīkṣṇavarman|tīkṣṇavipāka|tīkṣṇaviṣa|tīkṣṇavṛṣaṇa|tīkṣṇavega|tīkṣṇaśastra|tīkṣṇaśigru|tīkṣṇaśūka|tīkṣṇaśṛṅga|tīkṣṇasāra|tīkṣṇasrotas|tīkṣṇahṛdaya-tva|tīkṣṇāṁśu|tīkṣṇāgni|tīkṣṇāgra|tīkṣṇāmla|tīkṣṇāyasa|tīkṣṇārcis|tīkṣṇeṣu|tīkṣṇopāya
tīkṣṇaka	1	tīkṣṇīyas
tīm VERB	1	tīmana
tīra	1	tīrikā
tīra	10	tīragraha|tīraja|tīrabhāj|tīrabhukti|tīrabhuktīya|tīraruha|tīravilagna|tīrastha|tīrāṭa|tīrāntara
tīraya VERB	1	tīrita
tīrṇa	3	tīrṇapadī|tīrṇapratijña|tīrtvā
tīrtha	44	tīrthakamaṇḍalu|tīrthakara|tīrthakāka|tīrthakāśikā|tīrthakīrti|tīrthakṛt|tīrthagopāla|tīrthaṁ-kara|tīrthacaryā|tīrthacintāmaṇi|tīrthatama|tīrthadeva|tīrthadhvāṅkṣa|tīrthanirṇaya|tīrthapati|tīrthapad|tīrthapada|tīrthapāda|tīrthapādīya|tīrthapūjā|tīrthapratipādana|tīrthabhūta|tīrthamahā-hrada|tīrthamahiman|tīrthamāhātmya|tīrthayātrā|tīrthayātrin|tīrtharājī|tīrthavat|tīrthavāka|tīrthavāyasa|tīrthavāsin|tīrthavidhi|tīrthaśilā|tīrthaśravas|tīrthaśrāddha-prayoga|tīrthasad|tīrthaseni|tīrthasevā|tīrthasevin|tīrthasaukhya|tīrthāsevana|tīrtheśvara|tīrthodaka
tīrthaka	1	tīrthika
tīrthī	4	tīrthīkaraṇa|tīrthīkṛ|tīrthīkṛta|tīrthībhūta
tīvra	23	tīvrakaṇṭha|tīvrakanda|tīvragati|tīvragandhā|tīvrajvālā|tīvratā|tīvradāru|tīvradyuti|tīvrapauruṣa|tīvramada|tīvramārga|tīvraruja|tīvraroṣa-samāviṣṭa|tīvravipāka|tīvravedanā|tīvraśoka-samāviṣṭa|tīvraśokārta|tīvrasava|tīvrasut|tīvrasoma|tīvrātitīvra|tīvrānanda|tīvrānta
tīvrī	2	tīvrīkṛ|tīvrībhū
tugā	1	tugākṣīrī
tugra	1	tugriya
tugrya	1	tugryā-vṛdh
