gra_L	gra_key1	gra_key2	gra_hom	gra_pc	rv_occurrence_count	vedaweb_example_form	vedaweb_example_lemma	vedaweb_example_location	match_method
8977	SrAvayatpati	SrAvaya/t-pati		1422	1	śrāvayátpatim	śrāvayátpati-	5.25.5	vedaweb-id-link
8978	SrAvayatsaKi	SrAvaya/t-saKi		1422	1	śrāvayátsakhā	śrāvayátsakhi-	8.46.12	vedaweb-id-link
8976	SrAya	SrAya/		1422	1	śrāyā́ḥ	śrāyá-	5.53.4	vedaweb-id-link
9018	SrOzaw	SrO/zaw		1432	1	śraúṣaṭ	śraúṣaṭ	1.139.1	vedaweb-id-link
9019	SrOzwi	SrO/zwi		1432	1	śraúṣṭī	śraúṣṭi-	8.48.2	vedaweb-id-link
8953	SraTary	SraTary		1418	1	śratharyáti	√śrathary-	10.77.4	vedaweb-id-link
8957	SradDAmanas	SradDA/-manas		1419	1	śraddhā́manāḥ	śraddhā́manas-	2.26.3	vedaweb-id-link
8958	SradDAmanasyA	SradDAmanasyA/		1419	1	śraddhāmanasyā́	śraddhāmanasyā́-	10.113.9	vedaweb-id-link
8959	SradDiva	SradDiva/		1419	1	śraddhivám	śraddhivá-	10.125.4	vedaweb-id-link
8961	Srama	Sra/ma		1419	1	śrámasya	śráma-	10.114.10	vedaweb-id-link
8963	Sramayu	Sramayu/		1419	1	śramayúvaḥ	śramayú-	1.72.2	vedaweb-id-link
8965	Sravaeza	Srava-eza/		1419	1	śravaeṣé	śravaeṣá-	5.66.5	vedaweb-id-link
8968	SravaskAma	Sra/vas-kAma		1420	1	śrávaskāmam	śrávaskāma-	8.2.38	vedaweb-id-link
8974	Sravojit	Sravo-ji/t		1421	1	śravojítam	śravojít-	8.32.14	vedaweb-id-link
9006	SreRidat	Sre/Ri-dat		1431	1	śréṇidan	śréṇidant-	10.20.3	vedaweb-id-link
9011	SrezWaSocis	Sre/zWa-Socis		1432	1	śréṣṭhaśociṣam	śréṣṭhaśocis-	8.19.4	vedaweb-id-link
8980	SritI	SritI/		1424	1	śritī́	śrití-	9.14.6	vedaweb-id-link
8981	Sriz	Sriz		1424	1	śriṣat	√śriṣ-	1.162.11	vedaweb-id-link
9013	SroRi	Sro/Ri		1432	1	śróṇibhyām	śróṇi-	10.163.4	vedaweb-id-link
9015	SroturAti	Sro/tu-rAti		1432	1	śróturātiḥ	śróturāti-	1.122.6	vedaweb-id-link
8988	Sru	Sru	2	1429	1	śrúvat	√śru- 2	1.127.3	vedaweb-id-link
8999	SruDIy	SruDIy		1430	1	śrudhīyatáḥ	√śrudhīy-	6.67.3	vedaweb-id-link
8995	SrutAmaGa	SrutA/-maGa		1430	1	śrutā́magham	śrutā́magha-	8.93.1	vedaweb-id-link
8989	Srutafzi	Sruta/-fzi		1429	1	śrutár̥ṣim	śrutár̥ṣi-	10.47.3	vedaweb-id-link
8990	Srutakakza	Sruta/-kakza		1430	1	śrutákakṣaḥ	śrutákakṣa-	8.92.25	vedaweb-id-link
8992	Srutarya	Srut-a/rya		1430	1	śrutáryam	śrutárya-	1.112.9	vedaweb-id-link
8994	Srutavid	Sruta-vi/d		1430	1	śrutavít	śrutavíd-	5.44.12	vedaweb-id-link
9002	Sruzwigu	Sru/zwi-gu		1430	1	śrúṣṭigau	śrúṣṭigu-	8.51.1	vedaweb-id-link
8862	SuBAy	SuBAy		1406	1	śubhāyate	√śubhāy-	9.28.3	vedaweb-id-link
8859	SuBaMyA	SuBaM-yA/		1406	1	śubhaṁyé	śubhaṁyā́-	4.3.6	vedaweb-id-link
8861	SuBaMyu	SuBaMyu/		1406	1	śubhaṁyávaḥ	śubhaṁyú-	10.78.7	vedaweb-id-link
8868	SuBrAvat	SuBrA/vat		1407	1	śubhrā́vatā	śubhrā́vant-	9.15.3	vedaweb-id-link
8864	SuBraKAdi	SuBra-KAdi		1407	1	śubhrakhādayaḥ	śubhrakhādi-	8.20.4	vedaweb-id-link
8867	SuBraSastama	SuBra/-Sastama		1407	1	śubhráśastamaḥ	śubhráśastama-	9.66.26	vedaweb-id-link
8865	SuBrayAma	SuBra/-yAma		1407	1	śubhráyāmā	śubhráyāma-	3.58.1	vedaweb-id-link
8866	SuBrayAvan	SuBra-yAvan		1407	1	śubhrayāvānā	śubhrayāvan-	8.26.19	vedaweb-id-link
8869.1	SuBvan	Su/Bvan		1407	1	śúbhvā	śúbhvan-	4.38.6	vedaweb-id-link
8875	SuSukvana	SuSukvana/		1407	1	śuśukvanám	śuśukvaná-	1.132.3	vedaweb-id-link
8876	SuSukvani	SuSukva/ni		1407	1	śuśukvániḥ	śuśukváni-	8.23.5	vedaweb-id-link
8874	SuSulUkayAtu	SuSulU/ka-yAtu		1407	1	śuśulū́kayātum	śuśulū́kayātu-	7.104.22	vedaweb-id-link
8829	Suc	Su/c		1401	1	śucā́-śucā	śúc-	3.4.1	vedaweb-id-link
8831	SucadraTa	Suca/d-raTa		1401	1	śucádrathāḥ	śucádratha-	4.37.4	vedaweb-id-link
8832	Sucanti	Sucanti/		1402	1	śucantím	śucantí-	1.112.7	vedaweb-id-link
8842	SuciBrAja	Su/ci-BrAja		1403	1	śúcibhrājāḥ	śúcibhrāja-	1.79.1	vedaweb-id-link
8841	SucibanDu	Su/ci-banDu		1403	1	śúcibandhuḥ	śúcibandhu-	9.97.7	vedaweb-id-link
8836	Sucijihva	Su/ci-jihva		1403	1	śúcijihvaḥ	śúcijihva-	2.9.1	vedaweb-id-link
8834	Sucikranda	Su/ci-kranda		1403	1	śúcikrandam	śúcikranda-	7.97.5	vedaweb-id-link
8839	SucipeSas	Su/ci-peSas		1403	1	śúcipeśasam	śúcipeśas-	1.144.1	vedaweb-id-link
8840	SucipratIka	Su/ci-pratIka		1403	1	śúcipratīkam	śúcipratīka-	1.143.6	vedaweb-id-link
8843	SucivarRa	Su/ci-varRa		1403	1	śúcivarṇam	śúcivarṇa-	5.2.3	vedaweb-id-link
8845	Sucizad	Suci-za/d		1403	1	śuciṣát	śuciṣád-	4.40.5	vedaweb-id-link
8846	Sucizmat	Sucizmat		1403	1	śuciṣmaḥ	śuciṣmant-	6.6.4	vedaweb-id-link
8817	Suka	Su/ka		1399	1	śúkeṣu	śúka-	1.50.12	vedaweb-id-link
8819	SukraduGa	Sukra-du/Ga		1399	1	śukradúghasya	śukradúgha-	6.35.5	vedaweb-id-link
8820	SukrapUtapA	SukrapUta-pA		1399	1	śukrapūtapāḥ	śukrapūtapā-	8.46.26	vedaweb-id-link
8821	SukrapiS	Sukra-pi/S		1399	1	śukrapíśam	śukrapíś-	10.110.6	vedaweb-id-link
8826	Sukrasadman	Sukra/-sadman		1400	1	śukrásadmanām	śukrásadman-	6.47.5	vedaweb-id-link
8824	SukravAsas	Sukra/-vAsas		1400	1	śukrávāsāḥ	śukrávāsas-	1.113.7	vedaweb-id-link
8822	Sukravarcas	Sukra/-varcas		1400	1	śukrávarcāḥ	śukrávarcas-	10.140.2	vedaweb-id-link
8851	SunapfzWa	Suna/-pfzWa		1404	1	śunápr̥ṣṭhaḥ	śunápr̥ṣṭha-	7.70.1	vedaweb-id-link
8855	Sunezita	Su/nezita		1404	1	śúneṣitam	śúneṣita-	8.46.28	vedaweb-id-link
8856.1	Supti	Su/pti		1405	1	śúptau	śúpti-	1.51.5	vedaweb-id-link
8877	Suz	Suz	1	1407	1	śuṣyatu	√śuṣ-	7.104.11	vedaweb-id-link
8881	SuzRahatya	SuzRa-ha/tya		1408	1	śuṣṇahátyeṣu	śuṣṇahátya-	1.51.6	vedaweb-id-link
9040	SvApada	SvA/-pada		1434	1	śvā́padaḥ	śvā́pada-	10.16.6	vedaweb-id-link
9037	SvAtraBAj	SvAtra-BA/j		1434	1	śvātrabhā́jā	śvātrabháj-	8.4.9	vedaweb-id-link
9052	SvEtarI	SvE/tarI		1436	1	śvaítarīm	śvaítarī-	4.33.1	vedaweb-id-link
9026	SvaBra	Sva/Bra		1433	1	śvábhrā	śvábhra-	2.27.5	vedaweb-id-link
9034	SvasIvas	Sva/sIvas		1434	1	śvásīvān	śvásīvant-	1.140.10	vedaweb-id-link
9032	SvasaTa	Svasa/Ta		1434	1	śvasáthāt	śvasátha-	8.96.7	vedaweb-id-link
9033	Svasana	Svasana/		1434	1	śvasanásya	śvasaná-	1.54.5	vedaweb-id-link
9049	SvetanA	SvetanA/		1436	1	śvetanā́yai	śvetanā́-	1.122.4	vedaweb-id-link
9050	SvetayAvan	Sveta-yA/van		1436	1	śvetayā́varī	śvetayā́van-	8.26.18	vedaweb-id-link
9042	SvitIci	SvitIci/		1435	1	śvitīcáyaḥ	śvitīcí-	10.46.7	vedaweb-id-link
9043	Svitna	Svi/tna		1435	1	śvítneṣu	śvítna-	8.46.31	vedaweb-id-link
9044	Svitnya	Svitnya/		1435	1	śvitnyébhiḥ	śvitnyá-	1.100.18	vedaweb-id-link
9047	Svitrya	Svi/trya		1435	1	śvítryam	śvítrya-	1.33.15	vedaweb-id-link
8943	SyAvASvastuta	SyAvA/Sva-stuta		1416	1	śyāvā́śvastutāya	śyāvā́śvastuta-	5.61.5	vedaweb-id-link
8945	SyAvyA	SyAvyA^		1416	1	śyāvyā̀bhyaḥ	śyāvyā̀-	6.15.17	vedaweb-id-link
8948	SyenajUta	Syena/-jUta		1417	1	śyenájūtaḥ	śyenájūta-	9.89.2	vedaweb-id-link
8949	Syenapatvan	Syena/-patvan		1417	1	śyenápatvā	śyenápatvan-	1.118.1	vedaweb-id-link
2095	UNK	UNK		0270	1	ūṅkhayante	√ūṅkh-	10.94.3	vedaweb-id-link
2099	Unay	Unay		0272	1	ūnayīḥ	√ūnay-	1.53.3	vedaweb-id-link
2123	UrDvaSocis	UrDva/-Socis		0275	1	ūrdhváśociṣam	ūrdhváśocis-	6.15.2	vedaweb-id-link
2121	UrDvaTA	UrDva/TA		0275	1	ūrdhváthā	ūrdhváthā	10.23.1	vedaweb-id-link
2120	UrDvagrAvan	UrDva/-grAvan		0275	1	ūrdhvágrāvāṇaḥ	ūrdhvágrāvan-	3.54.12	vedaweb-id-link
2119	UrDvakfSana	UrDva/-kfSana		0275	1	ūrdhvákr̥śanam	ūrdhvákr̥śana-	10.144.2	vedaweb-id-link
2124	UrDvasAna	UrDvasAna/		0275	1	ūrdhvasānáḥ	ūrdhvasāná-	10.99.7	vedaweb-id-link
2125	UrDvasAnu	UrDva/-sAnu		0275	1	ūrdhvásānuḥ	ūrdhvásānu-	1.152.5	vedaweb-id-link
2117	Urdara	U/rdara		0274	1	ū́rdaram	ū́rdara-	2.14.11	vedaweb-id-link
2108	UrjAd	UrjAd		0273	1	ū́rjādaḥ	ūrjād-	10.53.4	vedaweb-id-link
2110	UrjAhuti	Urj-A/huti		0274	1	ūrjā́hutiḥ	ūrjā́huti-	8.39.4	vedaweb-id-link
2109	UrjAnI	UrjA/nI		0273	1	ūrjā́nī	ūrjā́nī-	1.119.2	vedaweb-id-link
2105	Urjasani	Urja-sani		0273	1	ūrjasane	ūrjasani-	6.4.4	vedaweb-id-link
2104	Urjavya	Urjavya^		0273	1	ūrjavyàsya	ūrjavyà-	5.41.20	vedaweb-id-link
2127	Urmin	Urmi/n		0275	1	ūrmíṇam	ūrmín-	9.98.6	vedaweb-id-link
2130	UvaDya	U/vaDya		0276	1	ū́vadhyam	ū́vadhya-	1.162.10	vedaweb-id-link
2131	UzmaRya	UzmaRya^		0276	1	ūṣmaṇyā̀	ūṣmaṇyà-	1.162.13	vedaweb-id-link
764	aBAga	a-BAga/		0082	1	abhāgáḥ	abhāgá-	10.83.5	vedaweb-id-link
831	aBIpatas	aBIpata/s		0087	1	abhīpatás	abhīpatás	1.164.52	vedaweb-id-link
835	aBIzAh	aBIzA/h		0088	1	abhīṣā́ṭ	abhīṣáh-	7.4.8	vedaweb-id-link
763	aBayaMkara	aBayaM-kara/		0082	1	abhayaṁkaráḥ	abhayaṁkará-	10.152.2	vedaweb-id-link
785	aBiBA	aBiBA/		0084	1	abhibhā́	abhibhā́-	2.42.1	vedaweb-id-link
784	aBiBaNga	aBiBaNga/		0084	1	abhibhaṅgā́ya	abhibhaṅgá-	2.21.2	vedaweb-id-link
770	aBiKyAtf	aBiKyAtf/		0083	1	abhikhyātā́	abhikhyātár-	4.17.17	vedaweb-id-link
803	aBiSas	aBiSa/s		0085	1	abhiśásā	abhiśás-	10.164.3	vedaweb-id-link
805	aBiSasticAtana	aBiSasti-cA/tana		0085	1	abhiśasticā́tanaḥ	abhiśasticā́tana-	3.3.6	vedaweb-id-link
808	aBiSnaT	aBiSna/T		0086	1	abhiśnáthaḥ	abhiśnáth-	10.138.5	vedaweb-id-link
810	aBiSriz	aBiSri/z		0086	1	abhiśríṣaḥ	abhiśríṣ-	8.1.12	vedaweb-id-link
827	aBihruti	aBi/hruti		0087	1	abhíhruteḥ	abhíhruti-	1.166.8	vedaweb-id-link
766	aBikratu	aBi/-kratu		0083	1	abhíkratūnām	abhíkratu-	3.34.10	vedaweb-id-link
768	aBikzadA	aBikza-dA/		0083	1	abhikṣadā́m	abhikṣadā́-	6.50.1	vedaweb-id-link
791	aBimAtin	aBimAti/n		0085	1	abhimātínam	abhimātín-	1.85.3	vedaweb-id-link
794	aBimAtizAhya	aBimAti-zA/hya		0085	1	abhimātiṣā́hye	abhimātiṣā́hya-	3.37.3	vedaweb-id-link
778	aBinaBya	aBi-naBya/		0084	1	abhinabhyám	abhinabhyá-	10.119.12	vedaweb-id-link
779	aBinna	a/-Binna		0084	1	ábhinne	ábhinna-	6.28.2	vedaweb-id-link
781	aBipraBaNgin	aBipraBaNgi/n		0084	1	abhiprabhaṅgíṇaḥ	abhiprabhaṅgín-	8.45.35	vedaweb-id-link
782	aBipramur	aBipramu/r		0084	1	abhipramúrā	abhipramúr-	10.115.2	vedaweb-id-link
799	aBirAzwra	aBi/-rAzwra		0085	1	abhírāṣṭraḥ	abhírāṣṭra-	10.174.5	vedaweb-id-link
822	aBisatvan	aBi/-satvan		0087	1	abhísatvā	abhísatvan-	10.103.5	vedaweb-id-link
825	aBisvartf	aBisvartf/		0087	1	abhisvartā́raḥ	abhisvartár-	10.78.4	vedaweb-id-link
801	aBivIra	aBi/-vIra		0085	1	abhívīraḥ	abhívīra-	10.103.5	vedaweb-id-link
800	aBivayas	aBi/-vayas		0085	1	abhívayasaḥ	abhívayas-	10.160.1	vedaweb-id-link
802	aBivega	aBivega/		0085	1	abhivegáḥ	abhivegá-	10.27.1	vedaweb-id-link
12081	aBivlaNGa	aBivlaNGa/		1751	1	abhivlaṅgaíḥ	abhivlaṅgá-	1.133.4	vedaweb-id-link
797	aBiyugvan	aBiyu/gvan		0085	1	abhiyúgvanā	abhiyúgvan-	6.45.15	vedaweb-id-link
814	aBizeRa	aBi-zeRa/		0086	1	abhiṣeṇā́n	abhiṣeṇá-	6.44.17	vedaweb-id-link
815	aBizwana	aBizwana/		0086	1	abhiṣṭané	abhiṣṭaná-	1.80.14	vedaweb-id-link
821	aBizwiSavas	aBizwi-Savas		0087	1	abhíṣṭiśavase	abhíṣṭiśavas-	3.59.8	vedaweb-id-link
818	aBizwidyumna	aBizwi/-dyumna		0086	1	abhiṣṭídyumnāḥ	abhiṣṭídyumna-	4.51.7	vedaweb-id-link
820	aBizwimat	aBizwima/t		0087	1	abhiṣṭimát	abhiṣṭimánt-	1.116.11	vedaweb-id-link
819	aBizwipA	aBizwi-pA/		0086	1	abhiṣṭipā́ḥ	abhiṣṭipā́-	2.20.2	vedaweb-id-link
839	aBogGan	aBog-Ga/n		0088	1	abhogghánaḥ	abhogghán-	1.64.3	vedaweb-id-link
12083	aBrAtfvya	a-BrAtfvya/		1751	1	abhrātr̥vyáḥ	abhrātr̥vyá-	8.21.13	vedaweb-id-link
848	aBrapruz	aBra-pru/z		0088	1	abhraprúṣaḥ	abhraprúṣ-	10.77.1	vedaweb-id-link
849	aBravarza	aBra/-varza		0089	1	abhrávarṣāḥ	abhrávarṣa-	9.88.6	vedaweb-id-link
836	aBuj	a-Bu/j		0088	1	abhúk	abhúj-	10.95.11	vedaweb-id-link
845	aByAram	aByA/ram		0088	1	abhyā́ram	abhyā́ram	8.72.11	vedaweb-id-link
844	aByAyaMsenya	aByAyaMse/nya		0088	1	abhyāyaṁsényā	abhyāyaṁsénya-	1.34.1	vedaweb-id-link
843	aByarDayajvan	aByarDa-ya/jvan		0088	1	abhyardhayájvā	abhyardhayájvan-	6.50.5	vedaweb-id-link
161	aCAya	a-CAya/		0017	1	achāyáḥ	achāyá-	10.27.14	vedaweb-id-link
166	aCidroDan	a/CidroDan		0018	1	áchidrodhnī	áchidrodhan-	10.133.7	vedaweb-id-link
165	aCidroti	a/Cidroti		0018	1	áchidrotiḥ	áchidroti-	1.145.3	vedaweb-id-link
162	aCidyamAna	a-CidyamAna		0017	1	áchidyamānayā	áchidyamāna-	2.32.4	vedaweb-id-link
167	aCinnapatra	a/Cinna-patra		0018	1	áchinnapatrāḥ	áchinnapatra-	1.22.11	vedaweb-id-link
373	aDIra	a/-DIra		0047	1	ádhīrā	ádhīra-	1.179.4	vedaweb-id-link
372	aDIti	a/DIti		0047	1	ádhītau	ádhīti-	2.4.8	vedaweb-id-link
12039	aDapriya	aDa-priya		1750	1	adhapriyā	adhapriya-	8.8.4	vedaweb-id-link
348	aDarAcIna	aDarAcI/na		0044	1	adharācī́nam	adharācī́na-	2.17.5	vedaweb-id-link
350	aDarAttAt	aDarA/t-tAt		0044	1	adharā́ttāt	adharā́ttāt	10.36.14	vedaweb-id-link
352	aDastAt	aDa/s-tAt		0044	1	adhástāt	adhástāt	3.30.16	vedaweb-id-link
360	aDiBojana	a/Di-Bojana		0046	1	ádhibhojanā	ádhibhojana-	6.47.23	vedaweb-id-link
356	aDigartya	a/Di-gartya		0046	1	ádhigartyasya	ádhigartya-	5.62.7	vedaweb-id-link
355	aDikzit	aDi-kzi/t		0046	1	adhikṣítam	adhikṣít-	10.92.14	vedaweb-id-link
361	aDimanTana	aDima/nTana		0046	1	adhimánthanam	adhimánthana-	3.29.1	vedaweb-id-link
357	aDinirRij	a/Di-nirRij		0046	1	ádhinirṇijaḥ	ádhinirṇij-	8.41.10	vedaweb-id-link
363	aDirAja	aDirAja/		0047	1	adhirājám	adhirājá-	10.128.9	vedaweb-id-link
364	aDirukma	a/Di-rukma		0047	1	ádhirukmā	ádhirukma-	8.46.33	vedaweb-id-link
367	aDivAka	aDivAka/		0047	1	adhivākā́ya	adhivāká-	8.16.5	vedaweb-id-link
366	aDivastra	a/Di-vastra		0047	1	ádhivastrā	ádhivastra-	8.26.13	vedaweb-id-link
368	aDivikartana	aDivika/rtana		0047	1	adhivikártanam	adhivikártana-	10.85.35	vedaweb-id-link
371	aDizWAna	aDizWA/na		0047	1	adhiṣṭhā́nam	adhiṣṭhā́na-	10.81.2	vedaweb-id-link
370	aDizavaRya	aDizavaRya^		0047	1	adhiṣavaṇyā̀	adhiṣavaṇyà-	1.28.2	vedaweb-id-link
377	aDoakza	aDo-akza/		0047	1	adhoakṣā́ḥ	adhoakṣá-	3.33.9	vedaweb-id-link
381	aDrija	a-Dri/ja		0048	1	adhríjaḥ	adhríja-	5.7.10	vedaweb-id-link
382	aDvaga	aDva-ga/		0048	1	adhvagaú	adhvagá-	8.35.8	vedaweb-id-link
387	aDvarezWA	aDvare-zWA/		0049	1	adhvareṣṭhā́ḥ	adhvareṣṭhā́-	10.77.7	vedaweb-id-link
119	aGASva	aGA/Sva		0012	1	aghā́śvāya	aghā́śva-	1.116.6	vedaweb-id-link
120	aGoracakzus	a/-Goracakzus		0012	1	ághoracakṣuḥ	ághoracakṣuṣ-	10.85.44	vedaweb-id-link
66	aKKalIkf	aKKalI-kf		0007	1	akhkhalīkŕ̥tya +	√kr̥-	7.103.3	vedaweb-id-link
63	aKanat	a/-Kanat		0007	1	ákhanantaḥ	ákhanant-	10.101.11	vedaweb-id-link
64	aKarva	a/-Karva		0007	1	ákharvam	ákharva-	7.32.13	vedaweb-id-link
65	aKidrayAman	a/Kidra-yAman		0007	1	ákhidrayāmabhiḥ	ákhidrayāman-	1.38.11	vedaweb-id-link
18	aMhomuc	aMho-mu/c		0003	1	aṁhomúcam	aṁhomúc-	10.63.9	vedaweb-id-link
12004	aMhoyu	aMhoyu/		1749	1	aṁhoyúvaḥ	aṁhoyú-	5.15.3	vedaweb-id-link
16	aMhura	aMhura/		0003	1	aṁhuráḥ	aṁhurá-	10.5.6	vedaweb-id-link
9	aMsatrakoSa	a/Msatra-koSa		0002	1	áṁsatrakośam	áṁsatrakośa-	10.101.7	vedaweb-id-link
10	aMsya	a/Msya		0003	1	áṁsyāḥ	áṁsya-	1.191.7	vedaweb-id-link
131	aNK	aNK		0013	1	paryaṅkháyāte	√aṅkh-	10.16.7	vedaweb-id-link
135	aNgAra	a/NgAra		0014	1	áṅgārāḥ	áṅgāra-	10.34.9	vedaweb-id-link
143	aNgya	a/Ngya		0015	1	áṅgyāḥ	áṅgya-	1.191.7	vedaweb-id-link
130	aNkUy	aNkUy		0013	1	aṅkūyántam	√aṅkūy-	6.15.17	vedaweb-id-link
124	aNka	aNka/		0013	1	aṅkā́ḥ	aṅká-	1.162.13	vedaweb-id-link
125	aNkas	a/Nkas		0013	1	áṅkāṁsi	áṅkas-	4.40.4	vedaweb-id-link
126	aNkasa	aNkasa/		0013	1	aṅkasám	aṅkasá-	4.40.3	vedaweb-id-link
127	aNkin	aNkin		0013	1	aṅkī́	aṅkín-	3.45.4	vedaweb-id-link
129	aNkuSin	aNkuSi/n		0013	1	aṅkuśínaḥ	aṅkuśín-	10.34.7	vedaweb-id-link
12127	aS	aS	1	1752	1	aṣṭā́	aṣṭár-	1.121.8	vedaweb-id-link
1222	aSAsya	a-SAsya/		0138	1	aśāsyám	aśāsyá-	8.33.17	vedaweb-id-link
1228	aSIrzan	a-SIrza/n		0138	1	aśīrṣā́	aśīrṣán-	4.1.11	vedaweb-id-link
1227	aSIti	aSIti/		0138	1	aśītyā́	aśītí-	2.18.6	vedaweb-id-link
1216	aSanimat	aSa/nimat		0137	1	aśánimān	aśánimant-	4.17.13	vedaweb-id-link
1219	aSastavAra	a/Sasta-vAra		0137	1	áśastavāraḥ	áśastavāra-	10.99.5	vedaweb-id-link
1232	aSezas	a-Se/zas		0138	1	aśéṣasaḥ	aśéṣas-	7.1.11	vedaweb-id-link
1230	aSfTita	a/-SfTita		0138	1	áśr̥thitāḥ	áśr̥thita-	10.94.11	vedaweb-id-link
1224	aSimida	a-Simida/		0138	1	aśimidā́ḥ	aśimidá-	7.50.4	vedaweb-id-link
1223	aSipada	a-Sipada/		0138	1	aśipadā́ḥ	aśipadá-	7.50.4	vedaweb-id-link
1242	aSmAsya	a/SmAsya		0139	1	áśmāsyam	áśmāsya-	2.24.4	vedaweb-id-link
1235	aSmacakra	a/Sma-cakra		0138	1	áśmacakram	áśmacakra-	10.101.7	vedaweb-id-link
1236	aSmadidyu	a/Sma-didyu		0138	1	áśmadidyavaḥ	áśmadidyu-	5.54.3	vedaweb-id-link
1241	aSmahanman	a/Sma-hanman		0139	1	áśmahanmabhiḥ	áśmahanman-	7.104.5	vedaweb-id-link
1239	aSmanvat	a/Smanvat		0139	1	áśmanvatī	áśmanvant-	10.53.8	vedaweb-id-link
1234	aSna	a/Sna	2	0138	1	áśnaiḥ	áśna- 2	8.2.2	vedaweb-id-link
1249	aSrAnta	a/-SrAnta		0140	1	áśrāntāḥ	áśrānta-	10.62.11	vedaweb-id-link
1248	aSrAta	a/-SrAta		0140	1	áśrātaḥ	áśrāta-	10.179.1	vedaweb-id-link
1243	aSradDa	a-SradDa/		0139	1	aśraddhā́n	aśraddhá-	7.6.3	vedaweb-id-link
1246	aSramaRa	a-SramaRa/		0139	1	aśramaṇā́ḥ	aśramaṇá-	10.94.11	vedaweb-id-link
1247	aSramizWa	a/SramizWa		0139	1	áśramiṣṭhāḥ	áśramiṣṭha-	4.4.12	vedaweb-id-link
1251	aSrita	a/-Srita		0140	1	áśritam	áśrita-	4.7.6	vedaweb-id-link
1285	aSvAmaGa	a/SvA-maGa		0142	1	áśvāmaghā	áśvāmagha-	7.71.1	vedaweb-id-link
1280	aSvaScandra	a/Sva-Scandra		0142	1	áśvaścandrāḥ	áśvaścandra-	6.35.4	vedaweb-id-link
1258	aSvaTa	aSvaTa/		0141	1	aśvatháḥ	aśvathá-	6.47.24	vedaweb-id-link
1267	aSvabuDna	a/Sva-buDna		0141	1	áśvabudhnāḥ	áśvabudhna-	10.8.3	vedaweb-id-link
1260	aSvadAvan	aSva-dAvan		0141	1	aśvadāvan	aśvadāvan-	5.18.3	vedaweb-id-link
1261	aSvanirRij	a/Sva-nirRij		0141	1	áśvanirṇiji	áśvanirṇij-	10.76.3	vedaweb-id-link
1264	aSvapastya	a/Sva-pastya		0141	1	áśvapastyam	áśvapastya-	9.86.41	vedaweb-id-link
1262	aSvapati	aSva-pati		0141	1	áśvapate	aśvapati-	8.21.3	vedaweb-id-link
1265	aSvapfzWa	a/Sva-pfzWa		0141	1	áśvapr̥ṣṭham	áśvapr̥ṣṭha-	8.26.24	vedaweb-id-link
1275	aSvayUpa	aSva-yUpa/		0142	1	aśvayūpā́ya	aśvayūpá-	1.162.6	vedaweb-id-link
1276	aSvayoga	a/Sva-yoga		0142	1	áśvayogāḥ	áśvayoga-	1.186.7	vedaweb-id-link
1274	aSvayuj	aSva-yu/j		0142	1	aśvayújaḥ	aśvayúj-	5.54.2	vedaweb-id-link
1290	aSvezita	a/Svezita		0144	1	áśveṣitam	áśveṣita-	8.46.28	vedaweb-id-link
1289	aSviya	aSviya/		0144	1	aśviyā́	aśviyá-	4.17.11	vedaweb-id-link
263	aTarI	aTarI/		0032	1	atharyàḥ	atharī́-	4.6.8	vedaweb-id-link
266	aTarvI	aTarvI/		0033	1	atharvyàm	atharvī́-	1.112.10	vedaweb-id-link
264	aTaryu	aTaryu/		0032	1	atharyúm	atharyú-	7.1.1	vedaweb-id-link
211	aYjasIna	aYjasI/na		0026	1	añjasī́nām	añjasī́na-	10.32.7	vedaweb-id-link
210	aYjasa	aYjasa		0026	1	añjasī́	añjasī́-	1.104.4	vedaweb-id-link
214	aYjimat	aYjima/t		0026	1	añjimántaḥ	añjimánt-	5.57.5	vedaweb-id-link
749	abADita	a/-bADita		0081	1	ábādhitaḥ	ábādhita-	10.92.8	vedaweb-id-link
745	abaDira	a/-baDira		0081	1	ábadhiram	ábadhira-	8.45.17	vedaweb-id-link
748	abala	a-bala/		0081	1	abalā́ḥ	abalá-	5.30.9	vedaweb-id-link
746	abanDana	a-banDana/		0081	1	abandhanáḥ	abandhaná-	3.55.6	vedaweb-id-link
757	abdayA	ab-dayA/		0081	1	abdayā́	abdayā́	5.54.3	vedaweb-id-link
758	abdimat	abdima/t		0081	1	abdimā́n	abdimánt-	5.42.14	vedaweb-id-link
751	abiByat	a/-biByat		0081	1	ábibhyat	ábibhyant-	6.23.2	vedaweb-id-link
759	abrahmatA	abrahma/tA		0081	1	abrahmátā	abrahmátā-	5.33.3	vedaweb-id-link
753	abuDya	a-buDya/		0081	1	abudhyám	abudhyá-	4.19.3	vedaweb-id-link
147	acarama	a/-carama		0015	1	ácaramāḥ	ácarama-	5.58.5	vedaweb-id-link
154	acetAna	a/-cetAna		0016	1	ácetānasya	ácetāna-	7.4.7	vedaweb-id-link
148	acikitvas	a/-cikitvas		0015	1	ácikitvān	ácikitvaṁs-	1.164.6	vedaweb-id-link
156	acodas	a-coda/s		0016	1	acodásaḥ	acodás-	9.79.1	vedaweb-id-link
155	acodat	a-coda/t		0016	1	acodáte	acodánt-	5.44.2	vedaweb-id-link
283	adASu	a/-dASu		0036	1	ádāśūn	ádāśu-	1.174.6	vedaweb-id-link
