gra_L	gra_key1	gra_key2	gra_hom	gra_pc	rv_occurrence_count	vedaweb_example_form	vedaweb_example_lemma	vedaweb_example_location	match_method
284	adASuri	a/-dASuri		0036	1	ádāśuriḥ	ádāśuri-	8.45.15	vedaweb-id-link
307	adDAti	adDAti/		0038	1	addhātáyaḥ	addhātí-	10.85.16	vedaweb-id-link
295	adU	a/-dU		0037	1	áduvaḥ	ádū-	7.4.6	vedaweb-id-link
276	adaBa	a-da/Ba		0034	1	adábhā	adábha-	5.86.5	vedaweb-id-link
277	adaBra	a/-daBra		0035	1	ádabhram	ádabhra-	8.47.6	vedaweb-id-link
273	adabDaDIti	a/dabDa-DIti		0034	1	ádabdhadhītīn	ádabdhadhīti-	6.51.3	vedaweb-id-link
275	adabDavratapramati	a/dabDavrata-pramati		0034	1	ádabdhavratapramatiḥ	ádabdhavratapramati-	2.9.1	vedaweb-id-link
268	adakziRa	a-dakziRa/		0033	1	adakṣiṇā́saḥ	adakṣiṇá-	10.61.10	vedaweb-id-link
271	adana	a/dana		0034	1	ádane	ádana-	6.59.3	vedaweb-id-link
269	adatrA	a-datrA		0033	1	adatrayā́	adatrayā́	5.49.3	vedaweb-id-link
278	adaya	a-daya/		0035	1	adayáḥ	adayá-	10.103.7	vedaweb-id-link
303	adevatra	a/-devatra		0038	1	ádevatrāt	ádevatra-	5.61.6	vedaweb-id-link
304	adevayat	a/-devayat		0038	1	ádevayantam	ádevayant-	2.26.1	vedaweb-id-link
299	adfpyat	a/-dfpyat		0037	1	ádr̥pyatā	ádr̥pyant-	1.151.8	vedaweb-id-link
288	adititva	adititva/		0037	1	adititvé	adititvá-	7.51.1	vedaweb-id-link
289	aditsat	a/-ditsat		0037	1	áditsantam	áditsant-	6.53.3	vedaweb-id-link
311	adman	a/dman		0039	1	ádma	ádman-	1.58.2	vedaweb-id-link
314	admasadvan	admasa/dvan		0039	1	admasádvā	admasádvan-	6.4.4	vedaweb-id-link
313	admasadya	admasa/dya		0039	1	admasádyāya	admasádya-	8.43.19	vedaweb-id-link
326	adriBid	adri-Bi/d		0040	1	adribhít	adribhíd-	6.73.1	vedaweb-id-link
324	adribarhas	a/dri-barhas		0040	1	ádribarhāḥ	ádribarhas-	10.63.3	vedaweb-id-link
325	adribuDna	a/dri-buDna		0040	1	ádribudhnaḥ	ádribudhna-	10.108.7	vedaweb-id-link
321	adrijA	adri-jA/		0040	1	adrijā́ḥ	adrijā́-	4.40.5	vedaweb-id-link
322	adrijUta	a/dri-jUta		0040	1	ádrijūtaḥ	ádrijūta-	3.58.8	vedaweb-id-link
327	adrimAtf	a/dri-mAtf		0040	1	ádrimātaram	ádrimātar-	9.86.3	vedaweb-id-link
331	adrisAnu	adri-sAnu		0041	1	adrisāno	adrisānu-	6.65.5	vedaweb-id-link
330	adrisaMhata	a/dri-saMhata		0041	1	ádrisaṁhatam	ádrisaṁhata-	9.98.6	vedaweb-id-link
333	adruhvan	a-druhvan		0041	1	adruhvāṇā	adruhvan-	5.70.2	vedaweb-id-link
291	aduCuna	a-duCuna/		0037	1	aduchunáḥ	aduchuná-	9.61.17	vedaweb-id-link
290	adugDa	a/-dugDa		0037	1	ádugdhāḥ	ádugdha-	7.32.22	vedaweb-id-link
292	adurmaKa	a/-durmaKa		0037	1	ádurmakhasya	ádurmakha-	8.75.14	vedaweb-id-link
293	adurmaNgala	a/-durmaNgala		0037	1	ádurmaṅgalīḥ	ádurmaṅgala-	10.85.43	vedaweb-id-link
294	aduzkft	a/-duzkft		0037	1	áduṣkr̥tau	áduṣkr̥t-	3.33.13	vedaweb-id-link
337	advayat	a/-dvayat		0041	1	ádvayantam	ádvayant-	3.29.5	vedaweb-id-link
340	advayu	a/-dvayu		0041	1	ádvayum	ádvayu-	8.18.15	vedaweb-id-link
319	adyUtya	a-dyUtya^		0039	1	adyūtyè	adyūtyà-	1.112.24	vedaweb-id-link
317	adyu	a/-dyu		0039	1	ádyum	ádyu-	7.34.12	vedaweb-id-link
318	adyut	a-dyu/t		0039	1	adyútaḥ	adyút-	6.39.3	vedaweb-id-link
68	agavyUti	a-gavyUti/		0007	1	agavyūtí	agavyūtí-	6.47.20	vedaweb-id-link
72	agfBIta	a/-gfBIta		0008	1	ágr̥bhītaḥ	ágr̥bhīta-	8.79.1	vedaweb-id-link
70	agirOkas	a/-girOkas		0008	1	ágiraukasaḥ	ágiraukas-	1.135.9	vedaweb-id-link
99	agnIparjanya	agnI-parjanya		0010	1	ágnīparjanyau	agnī-parjanya-	6.52.16	vedaweb-id-link
89	agniBrAjas	agni/-BrAjas		0009	1	agníbhrājasaḥ	agníbhrājas-	5.54.11	vedaweb-id-link
88	agniDAna	agni-DA/na		0009	1	agnidhā́ne	agnidhā́na-	10.165.3	vedaweb-id-link
95	agniSrI	agni-SrI/		0010	1	agniśríyaḥ	agniśrī́-	3.26.5	vedaweb-id-link
86	agnidUta	agni/-dUta		0009	1	agnídūtaḥ	agnídūta-	10.14.13	vedaweb-id-link
85	agnidagDa	agni-dagDa/		0009	1	agnidagdhā́ḥ	agnidagdhá-	10.15.14	vedaweb-id-link
97	agnihotf	agni/-hotf		0010	1	agníhotāraḥ	agníhotar-	10.66.8	vedaweb-id-link
90	agniminDa	agnim-inDa/		0010	1	agnimindháḥ	agnimindhá-	1.162.5	vedaweb-id-link
92	agnirUpa	agni/-rUpa		0010	1	agnírūpāḥ	agnírūpa-	10.84.1	vedaweb-id-link
81	agnitap	agni-ta/p		0009	1	agnitápaḥ	agnitáp-	5.61.4	vedaweb-id-link
82	agnitapas	agni-ta/pas		0009	1	agnitápobhiḥ	agnitápas-	10.68.6	vedaweb-id-link
83	agnitapta	agni-tapta/		0009	1	agnitaptébhiḥ	agnitaptá-	7.104.5	vedaweb-id-link
93	agnivat	agniva/t		0010	1	agnivā́n	agnivánt-	7.104.2	vedaweb-id-link
96	agnizvAtta	agni-zvAtta/		0010	1	ágniṣvāttāḥ	agniṣvātta-	10.15.11	vedaweb-id-link
76	agoruDa	a/-goruDa		0008	1	ágorudhāya	ágorudha-	8.24.20	vedaweb-id-link
74	agotA	ago/tA		0008	1	agótāyai	agótā-	3.16.5	vedaweb-id-link
107	agrAdvan	agrAdvan		0011	1	ágrādvānā	agrādvan-	6.69.6	vedaweb-id-link
105	agraBaRa	a-graBaRa/		0011	1	agrabhaṇé	agrabhaṇá-	1.116.5	vedaweb-id-link
103	agraRIti	a/gra-RIti		0011	1	ágraṇītim	ágraṇīti-	2.11.14	vedaweb-id-link
102	agrajA	agra-jA/		0011	1	agrajā́m	agrajā́-	9.5.9	vedaweb-id-link
104	agratas	agrata/s		0011	1	agratás	agratás	10.90.7	vedaweb-id-link
106	agrayAvan	agra-yA/van		0011	1	agrayā́vā	agrayā́van-	10.70.2	vedaweb-id-link
112	agrega	agre-ga/		0011	1	agregáḥ	agregá-	9.86.45	vedaweb-id-link
108	agrima	agrima/		0011	1	agrimā́	agrimá-	5.44.9	vedaweb-id-link
71	agu	a/-gu		0008	1	ágoḥ	águ-	8.2.14	vedaweb-id-link
1429	ahUta	a/-hUta		0167	1	áhūtāḥ	áhūta-	10.107.9	vedaweb-id-link
12147	ahaMsana	ahaM-sana		1753	1	áhaṁsana	ahaṁsana-	8.61.9	vedaweb-id-link
1399	ahaMyu	ahaMyu/		0162	1	ahaṁyúḥ	ahaṁyú-	1.167.7	vedaweb-id-link
1405	ahampUrva	aham-pUrva/		0165	1	ahampūrváḥ	ahampūrvá-	1.181.3	vedaweb-id-link
1402	ahana	ahana/		0163	1	ahanā́	ahaná-	1.123.4	vedaweb-id-link
1408	ahardfS	ahar-df/S		0166	1	ahardŕ̥śaḥ	ahardŕ̥ś-	8.66.10	vedaweb-id-link
1407	ahardivi	a/har-divi		0165	1	áhardivi	áhardivi	9.86.41	vedaweb-id-link
1400	ahati	a/-hati		0162	1	áhataye	áhati-	9.96.4	vedaweb-id-link
1410	ahavis	a/-havis		0166	1	áhaviḥ	áhavis-	1.182.3	vedaweb-id-link
1434	aheqayat	a/-heqayat		0167	1	áheḷayan	áheḷayant-	10.37.5	vedaweb-id-link
1420	ahiBAnu	ahi-BAnu		0167	1	áhibhānavaḥ	áhibhānu-	1.172.1	vedaweb-id-link
1417	ahiGna	a/hi-Gna		0166	1	áhighne	áhighna-	6.18.14	vedaweb-id-link
1414	ahiMsAna	a/-hiMsAna		0166	1	áhiṁsānasya	áhiṁsāna-	5.64.3	vedaweb-id-link
1413	ahiMsat	a/-hiMsat		0166	1	áhiṁsantīḥ	áhiṁsant-	10.22.13	vedaweb-id-link
1415	ahiMsyamAna	a/-hiMsyamAna		0166	1	áhiṁsyamānaḥ	áhiṁsyamāna-	1.141.5	vedaweb-id-link
1423	ahiSuzma	ahi-Suzma		0167	1	ahiśuṣma	ahiśuṣma-	5.33.5	vedaweb-id-link
1416	ahigopA	a/hi-gopA		0166	1	áhigopāḥ	áhigopa-	1.32.11	vedaweb-id-link
1419	ahinAman	a/hi-nAman		0166	1	áhināmnām	áhināman-	9.88.4	vedaweb-id-link
1418	ahita	a/-hita		0166	1	áhitena	áhita-	8.62.3	vedaweb-id-link
1437	ahnavAyya	a-hnavAyya/		0168	1	ahnavāyyám	ahnavāyyá-	8.45.27	vedaweb-id-link
1435	ahorAtra	aho-rAtra/		0167	1	ahorātrā́ṇi	ahorātrá-	10.190.2	vedaweb-id-link
1441	ahri	a/-hri		0168	1	áhrayaḥ	áhri-	9.54.1	vedaweb-id-link
1438	ahyarzu	ahy-a/rzu		0168	1	ahyárṣūṇām	ahyárṣu-	2.38.3	vedaweb-id-link
182	ajAta	a/-jAta		0021	1	ájātān	ájāta-	5.15.2	vedaweb-id-link
185	ajAvi	ajAvi/		0021	1	ajāváyaḥ	ajāví-	10.90.10	vedaweb-id-link
201	ajYAs	a/-jYAs		0022	1	ájñāḥ	ájñās-	10.39.6	vedaweb-id-link
199	ajYAtaketa	a/jYAta-keta		0022	1	ájñātaketāḥ	ájñātaketa-	5.3.11	vedaweb-id-link
200	ajYAtayakzma	ajYAta-yakzma/		0022	1	ajñātayakṣmā́t	ajñātayakṣmá-	10.161.1	vedaweb-id-link
172	aja	aja/	3	0019	1	ajásya	ajá- 3	1.164.6	vedaweb-id-link
170	aja	aja/	1	0019	1	ajáḥ	ajá- 1	3.45.2	vedaweb-id-link
174	ajaGanvas	a/-jaGanvas		0020	1	ájaghnuṣī	ájaghanvaṁs-	8.67.15	vedaweb-id-link
173	ajakAva	ajakAva/		0019	1	ajakāvám	ajakāvá-	7.50.1	vedaweb-id-link
179	ajarayu	a-jarayu/		0020	1	ajarayū́	ajarayú-	1.116.20	vedaweb-id-link
180	ajavas	a-java/s		0020	1	ajavásaḥ	ajavás-	2.15.6	vedaweb-id-link
189	ajirAy	ajirAy		0022	1	ajirāyate	√ajirāy-	8.14.10	vedaweb-id-link
196	ajoza	a/-joza		0022	1	ájoṣāḥ	ájoṣa-	1.9.4	vedaweb-id-link
197	ajozya	a/-jozya		0022	1	ájoṣyaḥ	ájoṣya-	1.38.5	vedaweb-id-link
207	ajrya	ajrya^		0023	1	ajryā̀	ajryà-	10.69.6	vedaweb-id-link
191	ajur	a-ju/r		0022	1	ajúram	ajúr-	8.1.2	vedaweb-id-link
24	akAmakarSana	a/-kAmakarSana		0004	1	ákāmakarśanaḥ	ákāmakarśana-	1.53.2	vedaweb-id-link
20	akalpa	a-kalpa/		0003	1	akalpáḥ	akalpá-	1.102.6	vedaweb-id-link
12005	akarman	a-karma/n		1749	1	akarmā́	akarmán-	10.22.8	vedaweb-id-link
23	akavi	a/-kavi		0004	1	ákaviṣu	ákavi-	7.4.4	vedaweb-id-link
33	aketu	a-ketu/		0004	1	aketáve	aketú-	1.6.3	vedaweb-id-link
31	akfttaruc	akftta-ruc		0004	1	ákr̥ttaruk	akr̥ttaruc-	10.84.4	vedaweb-id-link
32	akfzIvala	a-kfzIvala		0004	1	ákr̥ṣīvalām	ákr̥ṣīvala-	10.146.6	vedaweb-id-link
39.1	akrIqat	a/-krIqat		0005	1	ákrīḷan	ákrīḷant-	10.79.6	vedaweb-id-link
36	akra	a/-kra		0005	1	ákrau	ákra-	1.120.2	vedaweb-id-link
39	akravihasta	a/-kravihasta		0005	1	ákravihastā	ákravihasta-	5.62.6	vedaweb-id-link
34	aktA	aktA/		0004	1	aktā́	aktā́-	1.62.8	vedaweb-id-link
26	akuDryac	a-kuDrya^c		0004	1	akudhryàk	akudhryàñc-	10.22.12	vedaweb-id-link
27	akumAra	a/-kumAra		0004	1	ákumāraḥ	ákumāra-	1.155.6	vedaweb-id-link
50	akzAnah	akzA-na/h		0006	1	akṣānáhaḥ	akṣānáh-	10.53.7	vedaweb-id-link
61	akzRayAdruh	akzRayA-dru/h		0007	1	akṣṇayādhrúk	akṣṇayādrúh-	1.122.9	vedaweb-id-link
62	akzRayAvan	akzRa-yAvan		0007	1	akṣṇayā́vānaḥ	akṣṇayā́van-	8.7.35	vedaweb-id-link
53	akzitAvasu	a/kzitA-vasu		0007	1	ákṣitāvasum	ákṣitāvasu-	8.49.6	vedaweb-id-link
57	akziyat	a/-kziyat		0007	1	ákṣiyantam	ákṣiyant-	4.17.13	vedaweb-id-link
59	akzu	a/kzu		0007	1	ákṣuḥ	ákṣu-	1.180.5	vedaweb-id-link
1099	alAyya	alA/yya		0121	1	alā́yyasya	alā́yya-	9.67.30	vedaweb-id-link
1097	alalABavat	alalA-Ba/vat		0121	1	alalābhávantīḥ	alalābhávant-	4.18.6	vedaweb-id-link
1100	alina	a/lina		0121	1	álināsaḥ	álina-	7.18.7	vedaweb-id-link
878	amAtra	a-mAtra/		0092	1	amātrám	amātrá-	1.102.7	vedaweb-id-link
877	amAtya	amA/tya		0092	1	amā́tyam	amā́tya-	7.15.3	vedaweb-id-link
918	amBas	a/mBas		0096	1	ámbhaḥ	ámbhas-	10.129.1	vedaweb-id-link
919	amBfRa	amBfRa/		0096	1	ambhr̥ṇám	ambhr̥ṇá-	1.133.5	vedaweb-id-link
896	amItavarRa	a/mIta-varRa		0093	1	ámītavarṇāḥ	ámītavarṇa-	4.51.9	vedaweb-id-link
862	amaDyama	a/-maDyama		0090	1	ámadhyamāsaḥ	ámadhyama-	5.59.6	vedaweb-id-link
873	amahIyamAna	a/-mahIyamAna		0091	1	ámahīyamānām	ámahīyamāna-	4.18.13	vedaweb-id-link
864	amanda	a/-manda		0091	1	ámandān	ámanda-	1.126.1	vedaweb-id-link
866	amarizRu	a/-marizRu		0091	1	ámaviṣṇavaḥ	ámaviṣṇu-	10.94.11	vedaweb-id-link
867	amarta	a/-marta		0091	1	ámartaḥ	ámarta-	5.33.6	vedaweb-id-link
858	amatIvan	amatIva/n		0090	1	amatīvā́	amatīván-	8.19.26	vedaweb-id-link
861	amatrin	amatri/n		0090	1	amatrin	amatrin-	6.24.9	vedaweb-id-link
872	amavizRu	a/ma-vizRu		0091	1	ámaviṣṇavaḥ	ámaviṣṇu-	10.94.11	vedaweb-id-link
914	ambarIza	ambarI/za		0096	1	ambarī́ṣaḥ	ambarī́ṣa-	1.100.17	vedaweb-id-link
913	ambara	a/mbara		0096	1	ámbare	ámbara-	8.8.14	vedaweb-id-link
911	amena	a-mena/		0096	1	amenā́n	amená-	5.31.2	vedaweb-id-link
908	amftabanDu	amf/ta-banDu		0095	1	amŕ̥tabandhavaḥ	amŕ̥tabandhu-	10.72.5	vedaweb-id-link
891	amiTita	a/-miTita		0093	1	ámithitaḥ	ámithita-	8.45.37	vedaweb-id-link
882	amitOjas	a/mitOjas		0092	1	ámitaujāḥ	ámitaujas-	1.11.4	vedaweb-id-link
881	amitakratu	a/mita-kratu		0092	1	ámitakratuḥ	ámitakratu-	1.102.6	vedaweb-id-link
888	amitrAyuD	amitrA-yu/D		0093	1	amitrāyúdhaḥ	amitrāyúdh-	3.29.15	vedaweb-id-link
884	amitraKAda	amitra-KAda/		0092	1	amitrakhādáḥ	amitrakhādá-	10.152.1	vedaweb-id-link
889	amitrin	amitri/n		0093	1	amitríṇe	amitrín-	1.120.8	vedaweb-id-link
466	anABU	a/n-ABU		0055	1	ánābhuvaḥ	ánābhū-	1.51.9	vedaweb-id-link
12049	anABayin	an-ABayin		1750	1	ánābhayin	anābhayin-	8.2.1	vedaweb-id-link
475	anASIrdA	a/n-ASIrdA		0056	1	ánāśīrdām	ánāśīrdā-	10.27.1	vedaweb-id-link
474	anASasta	an-ASasta/		0056	1	anāśastā́ḥ	anāśastá-	1.29.1	vedaweb-id-link
456	anATa	a-nATa/		0055	1	anāthám	anāthá-	10.10.11	vedaweb-id-link
453	anAgA	an-AgA/		0054	1	anāgā́ḥ	anāgā́-	10.165.2	vedaweb-id-link
450	anAkfta	a/n-Akfta		0054	1	ánākr̥taḥ	ánākr̥ta-	1.141.7	vedaweb-id-link
467	anAmayitnu	an-Amayitnu/		0055	1	anāmayitnúbhyām	anāmayitnú-	10.137.7	vedaweb-id-link
469	anAmfRa	an-AmfRa/		0055	1	anāmr̥ṇáḥ	anāmr̥ṇá-	1.33.1	vedaweb-id-link
463	anAnuBUti	a/n-AnuBUti		0055	1	ánānubhūtīḥ	ánānubhūti-	6.47.17	vedaweb-id-link
462	anAnudizwa	a/n-Anudizwa		0055	1	ánānudiṣṭaḥ	ánānudiṣṭa-	10.160.4	vedaweb-id-link
12048	anApta	a/n-Apta		1750	1	ánāptaḥ	ánāpta-	1.100.2	vedaweb-id-link
465	anApya	an-Apya/		0055	1	anāpyám	anāpyá-	7.66.11	vedaweb-id-link
478	anAs	an-A/s		0056	1	anā́saḥ	anā́s-	5.29.10	vedaweb-id-link
479	anAsTAna	an-AsTAna/		0056	1	anāsthāné	anāsthāná-	1.116.5	vedaweb-id-link
473	anAvft	an-Avf/t		0055	1	ánāvr̥t	ánāvr̥t-	10.95.14	vedaweb-id-link
472	anAvidDa	a/n-AvidDa		0055	1	ánāviddhayā	ánāviddha-	6.75.1	vedaweb-id-link
509	anIqa	a/-nIqa		0058	1	ánīḷaḥ	ánīḷa-	10.55.6	vedaweb-id-link
549	anUDas	an-UDa/s		0061	1	anūdhā́ḥ	anūdhás-	10.115.1	vedaweb-id-link
546	anUcAna	anUcAna/		0061	1	anūcānáḥ	anūcāná-	8.58.1	vedaweb-id-link
547	anUcIna	anUcIna/		0061	1	anūcīnā́	anūcīná-	4.54.2	vedaweb-id-link
545	anUkya	anUkya^		0061	1	anūkyā̀t	anūkyà-	10.163.2	vedaweb-id-link
551	anUnavarcas	a/nUna-varcas		0061	1	ánūnavarcāḥ	ánūnavarcas-	10.140.2	vedaweb-id-link
554	anUrDvaBAs	a/n-UrDvaBAs		0062	1	ánūrdhvabhāsaḥ	ánūrdhvabhās-	5.77.4	vedaweb-id-link
555	anUrmi	a/n-Urmi		0062	1	ánūrmim	ánūrmi-	8.24.22	vedaweb-id-link
553	anUruD	anUru/D		0062	1	anūrút	anūrúdh-	3.55.5	vedaweb-id-link
548	anUti	a/n-Uti		0061	1	ánūtī	ánūti-	6.29.6	vedaweb-id-link
418	anaBiSasta	a/n-aBiSasta		0052	1	ánabhiśastā	ánabhiśasta-	9.88.7	vedaweb-id-link
415	anaBidruh	a/n-aBidruh		0052	1	ánabhidruhā	ánabhidruh-	2.41.5	vedaweb-id-link
417	anaBimlAtavarRa	a/naBimlAta-varRa		0052	1	ánabhimlātavarṇaḥ	ánabhimlātavarṇa-	2.35.13	vedaweb-id-link
438	anaSnat	a/n-aSnat		0053	1	ánaśnan	ánaśnant-	1.164.20	vedaweb-id-link
439	anaSru	an-aSru/		0053	1	anaśrávaḥ	anaśrú-	10.18.7	vedaweb-id-link
441	anaSvadA	a/n-aSvadA		0053	1	ánaśvadām	ánaśvadā-	5.54.5	vedaweb-id-link
401	anadat	a/n-adat		0051	1	ánadatīḥ	ánadant-	3.1.6	vedaweb-id-link
396	anagna	a/-nagna		0050	1	ánagnāḥ	ánagna-	3.1.6	vedaweb-id-link
398	anagnidagDa	a/n-agnidagDa		0050	1	ánagnidagdhāḥ	ánagnidagdha-	10.15.14	vedaweb-id-link
397	anagnitrA	a/n-agnitrA		0050	1	ánagnitrāḥ	ánagnitrā-	1.189.3	vedaweb-id-link
394	anakz	an-a/kz		0050	1	anák	anákṣ-	2.15.7	vedaweb-id-link
403	anantaSuzma	ananta/-Suzma		0051	1	anantáśuṣmāḥ	anantáśuṣma-	1.64.10	vedaweb-id-link
408	anapasPur	a/n-apasPur		0051	1	ánapasphuraḥ	ánapasphur-	8.69.10	vedaweb-id-link
409	anapasPura	a/n-apasPura		0051	1	ánapasphurām	ánapasphura-	6.48.11	vedaweb-id-link
410	anapasPurat	a/n-apasPurat		0051	1	ánapasphurantīm	ánapasphurant-	4.42.10	vedaweb-id-link
405	anapatya	an-apatya/		0051	1	anapatyā́ni	anapatyá-	3.54.18	vedaweb-id-link
406	anapavfjya	an-apavfjya/		0051	1	anapavr̥jyā́n	anapavr̥jyá-	1.146.3	vedaweb-id-link
407	anapavyayat	a/n-apavyayat		0051	1	ánapavyayantaḥ	ánapavyayant-	6.75.7	vedaweb-id-link
412	anapinadDa	a/n-apinadDa		0051	1	ánapinaddham	ánapinaddha-	6.72.4	vedaweb-id-link
414	anapnas	an-apna/s		0052	1	anapnásaḥ	anapnás-	2.23.9	vedaweb-id-link
413	anapta	a/n-apta		0052	1	ánaptam	ánapta-	9.16.3	vedaweb-id-link
426	anarSani	a/n-arSani		0053	1	ánarśanim	ánarśani-	8.32.2	vedaweb-id-link
427	anarSarAti	a/narSa-rAti		0053	1	ánarśarātim	ánarśarāti-	8.99.4	vedaweb-id-link
424	anarviS	a/nar-viS		0053	1	ánarviśe	ánarviś-	1.121.7	vedaweb-id-link
446	anasTa	an-asTa/		0054	1	anastháḥ	anasthá-	8.1.34	vedaweb-id-link
447	anasTan	an-asTa/n		0054	1	anasthā́	anasthán-	1.164.4	vedaweb-id-link
400	anatidButa	a/n-atidButa		0051	1	ánatidbhutā	ánatidbhuta-	8.90.3	vedaweb-id-link
437	anavAya	an-avAya/		0053	1	anavāyám	anavāyá-	7.104.2	vedaweb-id-link
431	anavabrava	an-avabrava/		0053	1	anavabraváḥ	anavabravá-	10.84.5	vedaweb-id-link
429	anavadyarUpa	anavadya/-rUpa		0053	1	anavadyárūpāḥ	anavadyárūpa-	10.68.3	vedaweb-id-link
436	anavahvara	a/n-avahvara		0053	1	ánavahvaram	ánavahvara-	2.41.6	vedaweb-id-link
430	anavapfgRa	a/n-avapfgRa		0053	1	ánavapr̥gṇā	ánavapr̥gṇa-	1.152.4	vedaweb-id-link
434	anavasa	an-avasa/		0053	1	anavasáḥ	anavasá-	6.66.7	vedaweb-id-link
435	anavasyat	a/n-avasyat		0053	1	ánavasyantaḥ	ánavasyant-	4.13.3	vedaweb-id-link
443	anazwapaSu	a/nazwa-paSu		0054	1	ánaṣṭapaśuḥ	ánaṣṭapaśu-	10.17.3	vedaweb-id-link
444	anazwavedas	a/nazwa-vedas		0054	1	ánaṣṭavedasam	ánaṣṭavedas-	6.54.8	vedaweb-id-link
564	anena	an-ena/		0062	1	anenáḥ	anená-	6.66.7	vedaweb-id-link
557	anfc	an-f/c		0062	1	anŕ̥caḥ	anŕ̥c-	10.105.8	vedaweb-id-link
558	anfju	a/n-fju		0062	1	ánr̥joḥ	ánr̥ju-	4.3.13	vedaweb-id-link
560	anftadeva	a/nfta-deva		0062	1	ánr̥tadevaḥ	ánr̥tadeva-	7.104.14	vedaweb-id-link
561	anftadviz	anfta-dvi/z		0062	1	anr̥tadvíṣaḥ	anr̥tadvíṣ-	7.66.13	vedaweb-id-link
562	anftupA	a/n-ftupA		0062	1	ánr̥tupāḥ	ánr̥tupā-	3.53.8	vedaweb-id-link
489	aniBfzwa	a/-niBfzwa		0056	1	ánibhr̥ṣṭaḥ	ánibhr̥ṣṭa-	10.116.6	vedaweb-id-link
503	aniHSasta	a-niHSasta		0057	1	ániḥśastāḥ	ániḥśasta-	4.34.11	vedaweb-id-link
502	aniSitasarga	a/niSita-sarga		0057	1	ániśitasargāḥ	ániśitasarga-	10.89.4	vedaweb-id-link
483	anina	an-ina/		0056	1	aninásya	aniná-	1.150.2	vedaweb-id-link
496	anira	an-ira/		0057	1	aniréṇa	anirá-	4.5.14	vedaweb-id-link
481	anitaBA	a/nitaBA		0056	1	ánitabhā	ánitabhā-	5.53.9	vedaweb-id-link
500	aniveSana	a-niveSana/		0057	1	aniveśanā́nām	aniveśaná-	1.32.10	vedaweb-id-link
499	anivfta	a/-nivfta		0057	1	ánivr̥taḥ	ánivr̥ta-	3.29.6	vedaweb-id-link
498	aniviSamAna	a/-niviSamAna		0057	1	ániviśamānāḥ	ániviśamāna-	7.49.1	vedaweb-id-link
504	anizaNga	a-nizaNga/		0057	1	aniṣaṅgā́ya	aniṣaṅgá-	1.31.13	vedaweb-id-link
505	anizavya	an-izavya/		0057	1	aniṣavyā́ḥ	aniṣavyá-	10.108.6	vedaweb-id-link
507	anizwfta	a/-nizwfta		0057	1	ániṣṭr̥ta	ániṣṭr̥ta-	8.33.9	vedaweb-id-link
599	annAvfD	annA-vf/D		0068	1	annāvŕ̥dham	annāvŕ̥dh-	10.1.4	vedaweb-id-link
597	annakAma	a/nna-kAma		0068	1	ánnakāmāya	ánnakāma-	10.117.3	vedaweb-id-link
598	annavat	a/nnavat		0068	1	ánnavān	ánnavant-	10.117.2	vedaweb-id-link
600	anniy	anniy		0068	1	ánniyate	√anniy-	4.2.7	vedaweb-id-link
568	antaHpeya	antaH-pe/ya		0063	1	antaḥpéyam	antaḥpéya-	10.107.9	vedaweb-id-link
569	antaka	a/ntaka		0063	1	ántakam	ántaka-	1.112.6	vedaweb-id-link
570	antakadruh	antaka-dru/h		0063	1	antakadhrúk	antakadrúh-	10.132.4	vedaweb-id-link
575	antarABara	antarA-Bara/		0065	1	antarābharáḥ	antarābhará-	8.32.12	vedaweb-id-link
578	antarikzaprut	antarikza-pru/t		0066	1	antarikṣaprúdbhiḥ	antarikṣaprút-	1.116.3	vedaweb-id-link
579	antarikzasad	antarikza-sa/d		0066	1	antarikṣasát	antarikṣasád-	4.40.5	vedaweb-id-link
584	antaspaTa	a/ntas-paTa		0066	1	ántaspathāḥ	ántaspatha-	5.52.10	vedaweb-id-link
589	antideva	anti-deva/		0066	1	ántidevam	ántideva-	1.180.7	vedaweb-id-link
587	antigfha	a/nti-gfha		0066	1	ántigr̥hāt	ántigr̥ha-	10.95.4	vedaweb-id-link
590	antivAma	a/nti-vAma		0067	1	ántivāmā	ántivāma-	7.77.4	vedaweb-id-link
591	antyUti	a/nty-Uti		0067	1	ántyūtim	ántyūti-	1.138.1	vedaweb-id-link
527	anuBartf	anuBartf/		0060	1	anubhartrī́	anubhartár-	1.88.6	vedaweb-id-link
534	anuSAsana	anuSA/sana		0061	1	anuśā́sanasya	anuśā́sana-	10.32.7	vedaweb-id-link
519	anudaka	an-udaka/		0060	1	anudakā́ḥ	anudaká-	7.50.4	vedaweb-id-link
520	anudita	a/n-udita		0060	1	ánuditāsaḥ	ánudita-	10.95.1	vedaweb-id-link
522	anudra	an-udra/		0060	1	anudré	anudrá-	10.115.6	vedaweb-id-link
514	anugAyas	a/nu-gAyas		0060	1	ánugāyasam	ánugāyas-	8.5.34	vedaweb-id-link
512	anukAmakft	anukAma-kf/t		0059	1	anukāmakŕ̥t	anukāmakŕ̥t-	9.11.7	vedaweb-id-link
513	anukTa	an-ukTa/		0059	1	anukthā́ḥ	anukthá-	5.2.3	vedaweb-id-link
524	anupaTa	a/nu-paTa		0060	1	ánupathāḥ	ánupatha-	5.52.10	vedaweb-id-link
543	anusrayAman	a/n-usrayAman		0061	1	ánusrayāmṇe	ánusrayāman-	4.32.24	vedaweb-id-link
