pwg_L	pwg_key1	pwg_key2	pwg_hom	pwg_pc	pwg_gloss_snippet	rv_occurrence_count	example_location	example_form	example_lemma	geldner_text	grassmann_text
109679	su	su	1	7-1019	1. su¦, suno/ti DHĀTUP. 27,1 (aBizave, saMDAkledapIqAmanTe VOP. ). suno/ta ṚV. 7,32,8 . suno/tana 5,34,1 . sunuta 10,14,13 . suna/vat und sunva/t 27,22 . sunva/nt partic. ; med. sunve/ 3. sg. 7,29,1 . 9,88,1 . sunvire, s	589	1.2.4	sutā́ḥ	√su-	Indra und Vāyu! Hier sind die gepreßten (Tränke); kommet mit Freuden, denn die Somasäfte verlangen nach euch.	Hier, Indra-Vaju, steht der Saft, so kommt zu ihm nach eurer Lust, Die Tropfen sehnen sich nach euch.
74139	jan	jan		5-1435	jan¦ I. Sp. 17, Z. 7 lies a^janaya\mahe\rADi^. — II. 6〉 vgl. yo yasya jAyate vaDyaH {%wem Jemand schon von der Geburt an als Schlachtopfer bestimmt ist%} Spr. 2559 . — aBi 1〉 svaM tu karmABijAyate {%seine Geburt%} ( d. i	581	1.5.6	ajāyathāḥ	√janⁱ-	Du wurdest sogleich erwachsen zum Trunke des Soma geboren, zur Oberhoheit, du wohlverständiger Indra.	Geboren kaum, o Indra, warst sogleich du stark zum Somatrunk, Zur Oberherrschaft, mächtiger!
81815	yA	yA	1	6-0097	1. yA¦, yA/ti DHĀTUP. 24,41 . partic. yAnt, gen. yAta/s; yAhi; ayus und ayAn P. 3,4,111 , Sch. ; yayO, yayATa, yayima 6,1,196 , Sch. 7,2,61 , Sch. , ved. yaya/ 2. pl. : yayiva/Ms; ayAsIt P. 7,2,73 . ayAsus, yA/sat, yAsiz	572	1.2.1	yāhi	√yā- 1	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
121697	yA	yA	1	7-1793	1. yA¦ 10〉 kiM yAtametadBavati . suzWu yAtam . sADu ca yAtam PAT. a. a. O. 6 (4),43,a . = gata, jYAta, sidDa KAIY. — samA 3〉 {%theilhaftig werden%}: vastu Spr. (II) 2492 . — nis 1〉 cApAnniryAto bARavAraH PĀRŚVANĀTHAK. 4,	572	1.2.1	yāhi	√yā- 1	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
3669	ap	a/p	2	1-0275	2. a/p¦ f. Uṇ. 2,59 . {%Wasser, Gewässer%} NAIGH. 1,12 . AK. 1,2,3,3 . H. 1069 . Declin. P. 7,4,48 . VOP. 3,87 . 163 . 164 . 168 . In der klassischen Sprache findet sich nur der pl. ( nom. A/pas, acc. apa/s, instr. adBi/	547	1.8.7	ā́paḥ	áp-	Dessen Bauch, der am meisten Soma trinkt, wie das Meer anschwillt und sein Schlund wie ein breites Gewässer.	Welcher somatrinkendste Bauch wie ein Meer anschwillt, wie reichliche Gewässer der Bergeshöhe (?) [Nachsatz fehlt].
64035	ap	ap	2	5-1003	2. ap¦, acc. pl. Apas ṚV. 10,121,8 . AV. 14,1,39 . AIT. BR. 8,17 . MBH. 3,24 . BHĀG. P. 10,48,15 (anders der Schol. ).	547	1.8.7	ā́paḥ	áp-	Dessen Bauch, der am meisten Soma trinkt, wie das Meer anschwillt und sein Schlund wie ein breites Gewässer.	Welcher somatrinkendste Bauch wie ein Meer anschwillt, wie reichliche Gewässer der Bergeshöhe (?) [Nachsatz fehlt].
23011	go	go		2-0789	go¦ m. f. SIDDH. K. 251,a,5 v. u. gOs, gAm, ga/vA, ga/ve, gos, ga/vi; gA/vO; gA/vas, gAs und bisweilen auch gAvas ( TBR. 3,1,2,12 . TAITT. UP. 1,4,2 . MBH. 4,1506 . R. 2,32,38 ), go/Bis, go/Byas, ga/vAm und go/nAm (diese	543	1.7.3	góbhiḥ	gáv- ~ gó-	Indra ließ zu langandauerndem Schauen die Sonne am Himmel aufsteigen. Er sprengte den Fels mit den Rindern auf.	Die Sonne liess er, weit zu schaun, am Himmel steigen, er zerschlug Den Fels und liess die Kühe frei.
83611	rayi	rayi/		6-0283	rayi/¦ (von rA) m. , selten f. ; die gewöhnlichen Formen sind rayis, rayim, rayIRA/m, ein Mal rayiBis; man findet aber auch rayyA/ ṚV. 10,19,7 . VS. 12,7 . AV. 3,14,1 . rayyE/ ( VS. PRĀT. 4,150 ) VS. 9,22 . 14,22 . rayyA	535	1.1.3	rayím	rayí- ~ rāy-	Durch Agni möge er Reichtum und Zuwachs Tag für Tag erlangen, ansehnlichen, der die meisten Söhne zählt.	Durch Agni werd' uns Tag für Tag Gedeihn und schönes Gut zu Theil, Das reich mit Helden sei versehn.
54144	Bar	Bar	1	5-0204	1. Bar¦, Ba/rati, Ba/rate DHĀTUP. 22,1 . Barti ṚV. 1,173,6 . gew. bi/Barti und biBa/rti, biBfte DHĀTUP. 25,5 . P. 7,4,76 . 6,1,192 . biBfma/si, biBra/ti und bi/˚, biBfhi, biBfyAt, abiBar ( P. 6,1,68 , Sch. ), abiBrat ( B	519	1.1.7	bhárantaḥ	√bhr̥-	Dir, Agni, nahen wir Tag für Tag, du Dunkel-Erheller, mit Andacht, Huldigung darbringend,	Dir, Agni, nahn wir Tag für Tag, o Nachterheller, mit Gebet Und bringen dir Verehrung dar.
80102	Bar	Bar	1	5-1654	1. Bar¦ 1〉 muzwinA BftAH {%gehalten%} BHĀG. P. 11,30,21 . pulakAnyabiBrat (= abiBaruH) so v. a. {%hatten%} 10,29,40 . {%im Gedächtniss behalten%}: yaScEtAM sukaTAM biBarti KATHĀS. 124,251 .	519	1.1.7	bhárantaḥ	√bhr̥-	Dir, Agni, nahen wir Tag für Tag, du Dunkel-Erheller, mit Andacht, Huldigung darbringend,	Dir, Agni, nahn wir Tag für Tag, o Nachterheller, mit Gebet Und bringen dir Verehrung dar.
121336	Bar	Bar	1	7-1783	1. Bar¦ mit ava 1〉 Z. 5 füge bei: oder {%hinabwerfen auf%} ( acc. ). — ni {%abwärts bewegen, niederstossen%} ṚV. 7,21,2 . — pra 1〉 med. {%vorbringen%} (ein Lied u. s. w. ), {%loben, preisen%} ṚV. 8,72,8 .	519	1.1.7	bhárantaḥ	√bhr̥-	Dir, Agni, nahen wir Tag für Tag, du Dunkel-Erheller, mit Andacht, Huldigung darbringend,	Dir, Agni, nahn wir Tag für Tag, o Nachterheller, mit Gebet Und bringen dir Verehrung dar.
58232	mah	mah	2	5-0609	2. mah¦ (= 1. mah) subst. ; davon dat. mahe/ als infin. s. u. 1. mah 3.	519	1.6.6	mahā́m	máh-	Wie Gottverlangende, die das Lied (vortragen), so haben die Lobreden den großen, berühmten Schätzefinder hergerufen.	Die frommen Sänger haben nach ihrer Einsicht dem grossen, berühmten, schatzspendenden [Indra] zugejauchzt.
42634	pari	pa/ri		4-0509	pa/ri¦ adv. und praep. NIR. 1,3 . gaṇa prAdi zu P. 1,4,58 . VOP. 1,8 . Der Auslaut häufig gedehnt ( vgl. parIRAma u. s. w. ) 1〉 adv. a〉 {%rings, umher%}: di\df\kzeRya\H pari\ kAzWA^su\ jenya^H ṚV. 1,146,5 . avyo\ vAre\ p	509	1.6.1	pári	pári	Sie schirren den rötlichen Falben(?) an, der um die Feststehenden wandelt. Es leuchten die Lichter am Himmel.	Sie schirren an das rothe Ross, das umläuft um das stehende, Am Himmel glänzt der helle Schein.
11634	upa	u/pa		1-0940	u/pa¦ Nipāta , Upasarga ( NIR. 1,3 ) und Gati gaṇa cAdi und prAdi ( vgl. P. 1,4,57 — 60 ). VOP. 1,8 . Gegens. von apa, zu welchem upa auch lautlich in einer Art von Gegensatz steht. upa bisweilen verdoppelt P. 8,1,6 . ṚV	508	1.1.7	úpa	úpa	Dir, Agni, nahen wir Tag für Tag, du Dunkel-Erheller, mit Andacht, Huldigung darbringend,	Dir, Agni, nahn wir Tag für Tag, o Nachterheller, mit Gebet Und bringen dir Verehrung dar.
38658	ni	ni	1	4-0129	1. ni¦ {%niederwärts, hinunter; hinein; rückwärts%}. Für den Gebrauch von ni als vollkommen selbstständigem Worte haben wir nur eine Stelle: eka^cakraM vartata\ eka^nemi sa\hasrA^kzara\M pra pu\ro ni pa\ScA AV. 10,8,7 . 	482	1.5.1	ní	ní	Kommet doch heran, setzet euch hin, stimmet auf Indra den Gesang an, ihr Freunde mit zugkräftigem Loblied,	Auf, kommet her und setzet euch, besinget euern Indra nun, O Freunde, die ihr Lob ihm bringt,
2696	anu	a/nu	1	1-0196	1. a/nu¦ 1〉 adv. a〉 {%hinterher%} (örtlich) VOP. 9,18 . — b〉 {%später, darauf%}: nyu^ptA a\kzA anu^ dI\va A^san ṚV. 10,27,17 . asmAnbaDizyati . anu dASaraTiM rAmam {%zuerst uns, darauf%} Rāma R. 2,84,4 . VOP. 8,37 . {%hi	481	1.6.4	ánu	ánu	Dann haben sie es ja zustande gebracht, das er nach eigenem Gesetz (immer) wieder neugeboren wird, und haben sich einen opferwürdigen Namen gemacht.	Die Maruts dann nach ihrem Brauch entsprangen neu aus dem Gewölk Und nahmen heil'ge Namen an.
88999	vasu	va/su		6-0844	va/su¦ UṆĀDIS. 1,11 . 1〉 adj. ( f. va/svI) {%gut, trefflich%} (= sADu ŚABDAR. _im_ ŚKDR. ) [Page6-0845]; {%zu Gute kommend, wohlthuend%}: vaso^rmandA\namanDa^saH ṚV. 8,77,1 . vasvI^ te agne\ saMdf^zwirizaya\te martyA^ya 	476	1.7.9	vásūnām	vásu-	Indra, der alleinig über die Völker, über die Schätze gebeut, über die fünf Stämme,	Von allem, was da lebt, allein ist's Indra, der in seiner Hand Der fünf Geschlechter Güter hält.
117919	hvA	hvA	1	7-1679	1. hvA¦, hU ( vgl. auch 2. hu) I〉 ha/ve, ha/vAmahe, ha/vante, ha/vanta, ha/vamAna {%rufend%} ṚV. 1,102,5 . 3,1,23 . {%gerufen%} VĀLAKH. 2,4 . — II〉 huve/ma, huvata/s gen. partic. ṚV. 6,21,10 . huvat 3. sg. huve P. 6,1,34	473	1.2.7	huve	√hū-	Ich rufe den Mitra von lauterer Wirkenskraft und Varuṇa, den herrenstolzen(?), die beide das gesalbte Gedicht gelingen lassen.	Den heilgen Mitra rufe ich, den Feindverzehrer Varuna, Die Opfer segnen und Gebet:
83340	raTa	ra/Ta	1	6-0254	1. ra/Ta¦ (von ar) NIR. 9,11 (von raMh). UṆĀDIS. 2,2 (von ram). 1〉 m. a〉 {%Wagen%}, namentlich {%der zweirädrige Streitwagen%} (auch {%Fahrzeug der Götter%}) AK. 2,8,2,1 . 19 . 21. fg. H. 751 . an. 2,220 . MED. th. 12 . 	471	1.6.2	ráthe	rátha-	Sie schirren seine beiden geliebten Falben an den Wagen, die auseinanderstrebenden(?), die rötlichen, mutigen, die den Herrn fahren.	Sie schirren an den Wagen an des Indra Füchse licht und kühn, Das Zwiegespann, das Helden fährt.
14150	ka	ka	2	2-0006	2. ka¦ m. eine Umbildung des Fragepronomens zum Namen {%eines obersten Gottes, des%} Prajāpati : {%der Wer, der Unbekannte%}. Die Benennung ist wahrscheinlich entstanden im Anschluss an den Refrain kasmE devAya havizA vi	468	1.23.22	kím	ká-	Ihr Gewässer führet all das fort, was von Fehle an mir ist, sei es daß ich treulos war, oder daß ich geflucht habe und jede Unwahrheit!	O Wasser, traget alles fort, was irgend Unrecht ist an mir, Was andern Uebles ich gethan, was ich gelogen, was geflucht.
95009	vfzan	vf/zan		6-1338	vf/zan¦ UṆĀDIS. 1,156 . acc. vfzaRam und vfzARam ṚV. 10,89,9 . VS. 20,40 . ŚAT. BR. 1,2,5,15 . nom. pl. vfzaRas und vfzARas ŚAT. BR. 13,3,3,7 . nach vfzRo kein Abfall eines folgenden a P. 6,1,118 . Ind. St. 5,50. fg. adj	463	1.7.6	vr̥ṣan	vŕ̥ṣan-	Du Bulle, du Vollauf-schenker, deck für uns jenen Speisetopf ohne Widerstreben auf!	Eröffne jenen Kessel uns, die Wolke, du der alles schenkt, O starker, unbezwinglicher!
80913	yajYa	yajYa/		6-0014	yajYa/¦ (von 1. yaj) m. P. 3,3,90 . VOP. 26,180 . {%Gottesverehrung%} im weitesten Sinne; sowohl a〉 {%Verehrung in Worten der Andacht, Preis, Huldigung%} (so in der alten Sprache gebraucht, vgl. yaçna im Zend ), als	457	1.1.1	yajñásya	yajñá-	Agni berufe ich als Bevollmächtigten, als Gott-Priester des Opfers, als Hotr̥, der am meisten Lohn einbringt.	Den Priester Agni preise ich, der nach der Ordnung Opfer bringt, Den Gott, den schatzverleihendsten,
37764	nar	na/r	1	4-0054	1. na/r¦ UṆĀDIS. 2,101 . m. gen. pl. narA/m (nur ved. ), nfRA/m und nFRAm (letzteres nur nachvedisch) P. 6,4,6 . VOP. 3,67 . Euphonisches Verhalten des acc. pl. nFn vor einem mit pa anlautenden Worte VS. PRĀT. 3,139 . P.	451	1.2.6	narā	nár-	Vāyu und Indra! Kommet zum Treffort des Somapressenden, alsbald, so recht nach Wunsch, ihr Herren	O Vaju, Indra, stellt euch ein zum Ort des Somapressers rasch, O Männer, recht mit Achtsamkeit.
76831	nar	nar	1	5-1536	1. nar¦ 1〉 naraH nom. pl. Spr. 2811 .	451	1.2.6	narā	nár-	Vāyu und Indra! Kommet zum Treffort des Somapressenden, alsbald, so recht nach Wunsch, ihr Herren	O Vaju, Indra, stellt euch ein zum Ort des Somapressers rasch, O Männer, recht mit Achtsamkeit.
120483	nar	nar	1	7-1759	1. nar¦ 1〉 nari^ (nach padap. ) in der Verhindung naryapA^Msi ṚV. 1,85,9 . 8,85,19 lässt sich entweder als neutr. pl. eines adj. nar {%männlich%} ansehen oder als eine ungenaue Aussprache für naryApAMsi (nariyApAMsi). Vg	451	1.2.6	narā	nár-	Vāyu und Indra! Kommet zum Treffort des Somapressenden, alsbald, so recht nach Wunsch, ihr Herren	O Vaju, Indra, stellt euch ein zum Ort des Somapressers rasch, O Männer, recht mit Achtsamkeit.
7180	aSvin	aSvi/n		1-0528	aSvi/n¦ (von aSva) 1〉 adj. {%mit Pferden versehen, aus Pferden bestehend, equinus%}: gomA^~ a\gne 'vi^mA~ a\SvI ya\jYaH ṚV. 4,2,5 . sa no^ ni\yudBi\rA pf^Ra\ kAma\M vAje^Bira\SviBi^H 6,47,21 . raTa^m 10,75,9 . ra\yiM gom	445	1.3.1	áśvinā	aśvín-	Aśvin! Traget nach den Opfergebeten begleiteten Labsalen Verlangen, ihr flinkhändigen Meister der Schönheit, ihr Vielnützenden!	O Ritter, nehmet gnädig an des Opfers Tränke, Glanzesherrn, Weitwaltende, mit schneller Hand.
115989	han	han	1	7-1494	1. han¦, ha/nti DHĀTUP. 24,2 (hiMsAgatyoH). haTa/s, hata/s, Gna/nti P. 7,3,54 . VOP. 9,1 . ha/nati 3. sg. NAIGH. 2,14 (gatikarman). P. 2,4,73 , Schol. ṚV. 6,29,6 . 8,78,3 . jahi/ P. 6,4,36 . VOP. 9,8 . hata/, hantanA TS.	419	1.23.9	hatá	√han-	Erschlaget den Vr̥tra (Feind), ihr Gabenschönen, mit dem starken Indra als Bundesgenossen! Nicht soll der Verleumder über uns Macht haben.	Mit Indra schlagt, schöngebende, den Dämon Vritra, kraftgepaart, Nicht herrsch ein Böser über uns.
59390	mA	mA		5-0679	mA¦ adv. und conj. {%nicht%}, zumeist in verbietenden Sätzen, aber auch bei Wünschen und Voraussetzungen ( s. u. 2.); {%damit nicht%}, NIR. 1,5 . gaṇa svarAdi zu P. 1,1,37 . AK. 3,5,11 . H. 1539 . an. 1,10 . MED. avy. 49	413	1.4.3	mā́	mā́	Dann wollen wir deine vertraulichsten Gnadenbeweise erfahren. Übersieh uns nicht, komm her!	Dann mögen wir, o Indra, bald erfahren deine höchste Huld; Nicht übersieh uns, komme her.
57837	marut	maru/t		5-0569	maru/t¦ UṆĀDIS. 1,96 . 1〉 m. a〉 pl. gaṇa parSvAdi zu P. 5,3,117 . N. {%der Götter der Winde%}, meist Indra ʼs Gefährten; vgl. die Lieder ṚV. 1,85. fgg. 165 . 2,34. fgg. 5,52 . 7,58. fgg. 59. fgg. 8,20 . AV. 4,27 . VS. 7,	409	1.15.2	márutaḥ	marút-	Ihr Marut, trinkt nach der Zeit aus dem Becher des Potr̥; machet das Opfer rein! Ihr seid ja die Gabenschönen.	Trinkt, Maruts, aus des Läutrers Kelch wie's Brauch ist, macht das Opfer hell, Denn ihr seid reichlich schenkende.
43920	pA	pA	1	4-0615	1. pA¦ I. pA/ti, pAhi/, peyAs 3. sg. ( ṚV. 9,109,2 ), apAm ( vgl. aor. ), apus, pAs, pAtam u. s. w. ; partic. pA/ntam, pA/ntO. Diese Formen nur in der älteren Sprache. II. pi/bati (in den späteren Schriften meist pivati 	406	1.2.1	pāhi	√pā- 2	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
78370	pA	pA	1	5-1592	1. pA¦ Z. 9, pItvI ved. Schol. zu P. 7,1,49 . pItvAnam ved. zu 48. pAyaM pAyam Spr. 4341 . pIta 1〉 vatsapItA (eine Kuh) {%an der ein Kalb gesogen hat%} Spr. 4302 . — caus. : maDUnyamftakalpAni pAyitO R. 7,37,1,44 . Z. 7 	405	1.2.1	pāhi	√pā- 2	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
120837	pA	pA	1	7-1769	1. pA¦ mit pra, absolut. ˚pAya und ˚pIya VĀMANA 5,2,78 .	405	1.2.1	pāhi	√pā- 2	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
91581	vid	vid	1	6-1041	1. √vid¦, vetti (jYAne) DHĀTUP. 24,56 . Im Veda : vidDi/, vittA/t, vitta/m, vidyAm, ve/dat, vedaTas, vedati, avet, vet (aves aus den Saṃhitā nicht zu belegen; über ves s. unter 1. viz und vI); ve/da, vetTa, vida/Tus, vid	403	1.4.3	vidyā́ma	√vid- 2	Dann wollen wir deine vertraulichsten Gnadenbeweise erfahren. Übersieh uns nicht, komm her!	Dann mögen wir, o Indra, bald erfahren deine höchste Huld; Nicht übersieh uns, komme her.
113928	sTA	sTA	1	7-1285	1. sTA¦, ti/zWati DHĀTUP. 22,30 (gatinivfttO). P. 7,3,78 . VOP. 8,70 . tasTO, tasTiva/Ms; asTAt P. 2,4,77 . VOP. 8,25 . sTAt, sTAti, a/sTus, sTus, sTezam, sTezus AV. 16,4,7 . sTAsyati; sTeyAt P. 6,4,67 . VOP. 8,85 . sTey	402	1.6.1	tasthúṣaḥ	√sthā-	Sie schirren den rötlichen Falben(?) an, der um die Feststehenden wandelt. Es leuchten die Lichter am Himmel.	Sie schirren an das rothe Ross, das umläuft um das stehende, Am Himmel glänzt der helle Schein.
88301	varuRa	va/ruRa		6-0724	va/ruRa¦ UṆĀDIS. 3,53 . ŚĀNT. 2,9 . 1〉 m. a〉 {%der Umfasser des Alls%}, N. pr. eines Āditya , des obersten Herrn unter den Göttern des Veda , NAIGH. 5,4 . 6 . NIR. 10,3 . 12,21 . AK. 1,1,1,56 . TRIK. 1,1,75 . H. 188 . HA	396	1.2.7	váruṇam	váruṇa-	Ich rufe den Mitra von lauterer Wirkenskraft und Varuṇa, den herrenstolzen(?), die beide das gesalbte Gedicht gelingen lassen.	Den heilgen Mitra rufe ich, den Feindverzehrer Varuna, Die Opfer segnen und Gebet:
122074	vid	vid	1	7-1804	1. vid¦ caus. Z. 2 am Ende zu lesen 123 st. 1,23. — ni caus. dozam {%eine Schuld wälzen auf%} ( dat. ) Spr. (II) 2985 .	391	1.4.3	vidyā́ma	√vid- 2	Dann wollen wir deine vertraulichsten Gnadenbeweise erfahren. Übersieh uns nicht, komm her!	Dann mögen wir, o Indra, bald erfahren deine höchste Huld; Nicht übersieh uns, komme her.
89199	vah	vah	1	6-0859	1. √vah¦, va/hati und va/hate ( NAIGH. 2,14 unter den gatikarmARi) DHĀTUP. 23,35 (prApaRe). imperat. volha/m, volhAm, UQvam TS. voQvam VS. ; avAq 2. sg. avAkzIt VOP. 8,134 . avAkzus, vakzi, vakzat, vAkzIt, vakzan, vakzat	382	1.1.2	vakṣati	√vah-	Agni war von den früheren R̥ṣis und ist von den jüngsten zu berufen; er möge die Götter hierher fahren.	Der von der alten Sängerschar, von neuen auch zu preisen ist, Die Götter fahr uns Agni her.
112325	sUrya	sU/rya		7-1172	sU/rya¦ (von svar) P. 3,1,114 . VOP. 26,20 . 1〉 m. a〉 = sUra {%die Sonne%} (auch persönlich gedacht) NAIGH. 5,6 . NIR. 12,14 . KĀŚ. _zu_ P. 5,4,30 . AK. 1,1,2,29 . H. 95 . MED. y. 62 . HALĀY. 1,35 . 5,53 . A sUryo^ bfha\	381	1.7.3	sū́ryam	sū́rya-	Indra ließ zu langandauerndem Schauen die Sonne am Himmel aufsteigen. Er sprengte den Fels mit den Rindern auf.	Die Sonne liess er, weit zu schaun, am Himmel steigen, er zerschlug Den Fels und liess die Kühe frei.
32399	dA	dA	1	3-0565	1. dA¦ (dad, dAy) A. Präsensformen: a〉 da/dAti DHĀTUP. 25,9 . da/ttas, da/dmam, da/dmasi, da/dati; dehi/ ( P. 6,4,119 ), dadDi/ ( ṚV. 2,17,7 ), dattAt, da/dAtu, datta/m, datta/, da/datu; dadyA/t; a/dadAt, a/dattam, a/dad	380	1.8.3	dadīmahi	√dā- 1	Indra! Unter deinem Schutze wollen wir mit dem Schlägel die Donnerkeule ergreifen und im Kampfe die Nebenbuhler allesamt besiegen.	Durch deine Gunst lass Indra uns den Blitz erlangen, der zermalmt, Im Kampf besiegen uns den Feind.
89491	vAja	vA/ja		6-0893	vA/ja¦ (vielleicht desselben Ursprungs mit ugra, ojas, ojman, vajra) m. VS. PRĀT. 2,39 . 1〉 {%Raschheit, Behendigkeit; Muth%}, namentlich des Rosses; auch im pl. gebraucht; = vega H. 495 . 2,76. fg. MED. j. 15 . HALĀY. 2	376	1.3.10	vā́jebhiḥ	vā́ja-	Die lautere Sarasvatī, an Belohnungen reiche, soll nach unserem Opfer verlangen, die durch Weisheit Schätze gewinnt.	Die glänzende Sarasvati, durch unsre Labung labungsreich, Begehr das Opfer eifervolL
75584	dA	dA	1	5-1489	1. dA¦ A. a〉 datte PAÑCAT. I, 356 . Spr. 3207 , v. l. — c〉 dadanti Spr. 4398 . dadata 3484 . dadet PARĀŚ. DHARMAŚ. 6,16 . — 1〉 {%zurückgeben%} KATHĀS. 74,148 . {%hinzufügen%}; s. dattAkzara. kasyopamA dIyate so v. a. {%m	372	1.8.3	dadīmahi	√dā- 1	Indra! Unter deinem Schutze wollen wir mit dem Schlägel die Donnerkeule ergreifen und im Kampfe die Nebenbuhler allesamt besiegen.	Durch deine Gunst lass Indra uns den Blitz erlangen, der zermalmt, Im Kampf besiegen uns den Feind.
120242	dA	dA	1	7-1752	1. dA¦ Z. 7 datte auch Spr. (II) 1186 . 1〉 mit doppeltem acc. : vizaM dAtuM samarTA sA svAminaM guRinAM varam Spr. (II) 6215 . supAtradatta {%einem Würdigen gegeben%} 5793 . — 2〉 SanEH SanErdadAtyeza pAdO Spr. (II) 6394 	372	1.8.3	dadīmahi	√dā- 1	Indra! Unter deinem Schutze wollen wir mit dem Schlägel die Donnerkeule ergreifen und im Kampfe die Nebenbuhler allesamt besiegen.	Durch deine Gunst lass Indra uns den Blitz erlangen, der zermalmt, Im Kampf besiegen uns den Feind.
56213	maGavan	maGa/van		5-0423	maGa/van und ˚vant¦ (von maGa), proparoxyt. in der späteren Sprache UṆĀDIS. 1,158 . oxyt. SIDDH. K. 21,b,1. fg. In den vedischen Schriften erscheinen folgende Formen: nom. ˚vA (˚vAn ṚV. 4,16,1 . AV. 6,58,1 . TS. ŚAT. BR.	371	1.31.12	maghónaḥ	maghávan-	Du Agni beschütze mit deinen Wächtern, o Gott, die Lohnherren und uns selbst, du Löblicher! Du bist der Schirmer des Samens in der leiblichen Nachkommenschaft und der Rinder, wachsam, ohne in deinem Dienste die Augen zu schließen.	Beschirm durch deine Hüter, Agni, uns, o Gott, die Opfergeber und uns selbst, o preislicher, Du schützest Kinder, Enkel, Rinder uns, sie schlummerlos bewachend stets bei deinem Werk.
101797	Sru	Sru	1	7-0375	1. Sru¦ (SravaRe DHĀTUP. 22,44 .), SfRoti P. 3,1,74 . VOP. 8,94 . SfRumas und SfRmas, SfRuvas und SfRvas 95. SuSrAva, SuSruva, SuSruma (SuSruvaMs s. bes. ) P. 7,2,13 . VOP. 8,57 . 95 . Srozyati; aSrOzIt; Srotum, SrutvA (	370	1.2.1	śrudhí +	√śru- 1	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
122400	Sru	Sru	1	7-1813	1. Sru¦ mit aBi caus. {%Jmd Etwas hören lassen, über Jmd Etwas sprechen, besprechen%}; mit doppeltem acc. SĀMAVIDH. BR. 2,3,2 . mit instr. und acc. 4,7 .	370	1.2.1	śrudhí +	√śru- 1	Vāyu! Komm her, du Gerngesehener; diese Somasäfte sind fertig. Trink davon, erhöre den Ruf!	O schöner Vaju, komm herbei, die Somatränke stehn bereit; Von diesen trinke, hör den Ruf.
12618	uzas	uza/s		1-1011	uza/s¦ (von 2. uz) f. {%Frühlicht, Morgenröthe, Morgen%} ( entspr. dozA); personif. {%die Tochter des Himmels%} ( ṚV. 1,183,2 . 4,30,9 ), auch {%Schwester der%} Āditya genannt ( 1,123,5 ). NIR. 2,18 . 11,46 . 12,5 . Nebe	369	1.6.3	uṣádbhiḥ	uṣás-	Dem Richtlosen die Richte gebend, dem Farblosen Farbe, ihr Männer, wurdest du mit den Morgenröten zusammen geboren.	O Held, dem Dunklen schaffend Licht, Gestalt dem, was gestaltlos war, Entsprangst du mit dem Morgenroth.
88549	varD	varD	1	6-0782	1. varD¦, va/rDate (vfdDO) DHĀTUP. 18,20 . va/rDati, vfDa/ti, vfDAna/, vavfDa/ntas; vava/rDa, vAvfDu/s, vAvfDAti ṚV. 1,33,1 . vAvfDva/Ms, vavfDe, vAvfDe, vAvfDa/nta, vAvfDAna/; varDizyate und vartsyati, avarDizyata und a	368	1.1.8	várdhamānam	√vr̥dh-	Dem Walter der Opferhandlungen, dem Hüter des rechten Brauches, dem leuchtenden, der im eigenen Hause heranwächst.	Dir, der die Opfer du beherrschst, der glänzend du das Werk beschirmst, Und in dem eignen Haus gedeihst.
