root	ppp_form	gana_class_dcs	voice_dcs	corpus_occurrences
dhavalīkṛ	dhavalīkṛta	8	Ā	2
vikutsay	vikutsita	0	Ā	2
vyatisic	vyatiṣikta	6	Ā	2
līlāy	līlāyita	0	P.	2
śeṣīkṛ	śeṣīkṛta	8	Ā	2
mūkībhū	mūkībhūta	1	Ā	2
prālabh	prālabdha	1	Ā	2
andhakārīkṛ	andhakārīkṛta	8	Ā	2
iṣkṛ	iṣkṛta	8	P.	2
nādh	nādhita	1	Ā	2
īṅkhay	īṅkhita	10	P.	2
rasīkṛ	rasīkṛta	8	P.	2
saṁdo	saṃdita	6	P.	2
nipū	nipūta	9	Ā	2
vāhanīkṛ	vāhanīkṛta	8	P.	2
samubh	samubdha	9	P.	2
vipru	vipruta	1	Ā	2
vidyādharībhū	vidyādharībhūta	1	Ā	2
iñjay	iñjita	10	P.	2
parinirvāpay	parinirvāpita	10	Ā	2
dhandhāy	dhandhāyita	0	P.	2
anuparigrah	anuparigṛhīta	9	Ā	2
pratisaṁveday	pratisaṃvedita	10	Ā	2
bhājanībhū	bhājanībhūta	1	P.	2
samādāpay	samādāpita	10	Ā	2
pratikruś	pratikruṣṭa	4	P.	2
uddhārīkṛ	uddhārīkṛta	8	P.	2
paryantīkṛ	paryantīkṛta	8	Ā	2
nipiṣ	nipiṣṭa	7	Ā	2
pratipraśrambh	pratipraśrabdha	1	Ā	2
utsā	utsita	6	Ā	2
apaṇyībhū	apaṇyībhūta	1	Ā	2
svādhyāy	svādhyāyita	0	P.	2
viṣamībhū	viṣamībhūta	1	Ā	2
añc	acita	1	Ā	1
iṅg	iṅgita	1	Ā	1
ardhay	ardhita	10	P.	1
ṛṣ	ṛṣṭa	6	P.	1
kāś	kāśita	1	P.	1
kṛś	kṛśita	9	P.	1
kruś	kruṣṭa	4	P.	1
kṣam	kṣamita	1	P.	1
kṣviḍ	kṣveḍita	1	P.	1
khel	khelita	1	Ā	1
gāh	gāḍha	1	P.	1
gṛ	gilita	9	P.	1
caṭ	caṭita	1	P.	1
cud	codita	1	Ā	1
jabh	jabdha	1	P.	1
jvar	jvarita	1	P.	1
ṭaṅk	ṭaṅkita	1	P.	1
tim	timita	4	P.	1
atikhyā	atikhyāta	2	P.	1
tṛṣ	tṛṣṭa	4	Ā	1
nū	nūta	1	P.	1
vañc	vañcita	1	Ā	1
vas	uṣṭa	2	P.	1
vap	vapta	1	Ā	1
vap	upita	1	Ā	1
adhivas	adhivasita	1	P.	1
adhivṛt	adhivṛtta	1	Ā	1
adhivye	adhivīta	4	P.	1
syand	syanna	1	Ā	1
dhyā	dhyāyita	3	Ā	1
śvas	śvasta	1	Ā	1
stan	stanita	2	P.	1
nud	nudita	2	P.	1
atipari	atiparīta	2	P.	1
atimuc	atimukta	6	Ā	1
yaj	yaṣṭa	2	P.	1
atidā	atidatta	3	P.	1
atinud	atinunna	6	P.	1
atinud	atinutta	6	P.	1
atipad	atipanna	4	P.	1
atibhṛ	atibhṛta	3	P.	1
atiyaj	atīṣṭa	1	P.	1
atilaṅghay	atilaṅghita	10	P.	1
śubh	śumbhita	6	Ā	1
atisaṁdhā	atisaṃhita	3	Ā	1
atisaṁdhā	atisaṃdhita	3	Ā	1
ativṛṣ	ativṛṣṭa	1	P.	1
atisru	atisruta	1	P.	1
atyas	atyasta	4	P.	1
atyākram	atyākrānta	1	P.	1
adhijan	adhijāta	4	Ā	1
adhidhā	adhihita	3	Ā	1
adhyāgam	adhyāgata	1	P.	1
adhyācar	adhyācarita	1	Ā	1
adhyāruh	adhyārūḍha	6	Ā	1
adhyāropay	adhyāropita	10	Ā	1
anugrah	anugrahīta	9	Ā	1
anucar	anucīrṇa	1	Ā	1
anucchid	anucchinna	7	P.	1
anujñāpay	anujñāpita	10	P.	1
anutāpay	anutāpita	10	P.	1
anudiś	anudiṣṭa	6	P.	1
dṛ	dṛta	9	P.	1
anudhā	anuhita	3	P.	1
dhāvay	dhāvita	10	Ā	1
anudhyā	anudhyāta	4	Ā	1
pac	pakta	1	Ā	1
anupaṭh	anupaṭhita	1	P.	1
anupat	anupatita	1	P.	1
anupaś	anuspaṣṭa	4	Ā	1
anupradhāv	anupradhāvita	1	P.	1
anuprasthā	anuprasthita	1	Ā	1
anuprāṇ	anuprāṇita	2	P.	1
anubhṛ	anubhṛta	3	P.	1
maday	madita	10	Ā	1
anumānay	anumānita	10	Ā	1
anumṛ	anumṛta	1	P.	1
anumṛj	anumṛṣṭa	2	P.	1
anuyam	anuyata	6	P.	1
riṣ	riṣṭa	1	P.	1
anurudh	anuruddha	4	P.	1
anuruh	anurūḍha	1	P.	1
anulī	anulīna	4	Ā	1
lobhay	lobhita	10	Ā	1
anuvad	anūdita	1	P.	1
anuvaṣaṭkṛ	anuvaṣaṭkṛta	8	P.	1
nard	nardita	1	Ā	1
anuviś	anuviṣṭa	6	P.	1
anuvīj	anuvījita	1	P.	1
anuśru	anuśruta	5	P.	1
anusaṁsthā	anusaṃsthita	1	Ā	1
anusaṁsmṛ	anusaṃsmṛta	1	P.	1
anusaṁkram	anusaṃkrānta	1	P.	1
anusamman	anusaṃmata	4	Ā	1
anusev	anusevita	1	Ā	1
anuhvā	anuhūta	6	Ā	1
anvavasā	anvavasita	6	Ā	1
anvākhyā	anvākhyāta	2	P.	1
anvādiś	anvādiṣṭa	6	P.	1
anvās	anvāsīna	4	P.	1
anvās	anvāsita	4	P.	1
apakarṣay	apakarṣita	10	P.	1
apakramay	apakramita	10	P.	1
apakrī	apakrīta	9	P.	1
apakṣi	apakṣita	5	P.	1
ghāṭay	ghāṭita	10	Ā	1
apacāy	apacāyita	1	Ā	1
apatras	apatrasta	4	P.	1
dhūnay	dhūnita	10	Ā	1
apamṛj	apamṛṣṭa	6	Ā	1
yu	yuta	3	Ā	1
aparañj	aparakta	4	P.	1
apavṛj	apavṛkta	7	P.	1
apaveṣṭay	apaveṣṭita	10	P.	1
apasṛp	apasṛpta	1	P.	1
hāsay	hāsita	10	P.	1
apāhan	apāhata	2	P.	1
apāhṛ	apāhṛta	1	P.	1
apinī	apinīta	1	P.	1
śṛ	śūrta	9	Ā	1
apiśṛ	apiśīrṇa	9	P.	1
apiṣṭhā	apiṣṭhita	1	P.	1
apodi	apodita	2	P.	1
abhikalpay	abhikalpita	10	P.	1
abhikhyāpay	abhikhyāpita	10	P.	1
abhigarj	abhigarjita	1	Ā	1
abhigur	abhigūrta	6	Ā	1
abhighrā	abhighrāta	1	P.	1
abhijval	abhijvalita	1	P.	1
abhityaj	abhityakta	1	P.	1
abhitvar	abhitvarita	1	P.	1
abhidā	abhidatta	3	P.	1
abhidih	abhidigdha	2	P.	1
abhidṛś	abhidṛṣṭa	6	P.	1
abhidruh	abhidrugdha	6	P.	1
abhidhyai	abhidhyāta	2	Ā	1
abhinipat	abhinipatita	1	P.	1
abhinimantray	abhinimantrita	0	P.	1
abhinimruc	abhinimrukta	1	P.	1
abhiniras	abhinirasta	4	P.	1
abhinirvartay	abhinirvartita	10	P.	1
abhiniṣkram	abhiniṣkramita	1	P.	1
ṣṭhīv	ṣṭhyūta	1	P.	1
abhinud	abhinunna	6	P.	1
abhinoday	abhinodita	10	P.	1
abhinyas	abhinyasta	4	P.	1
abhiprakamp	abhiprakampita	1	Ā	1
abhiprakram	abhiprakrānta	1	P.	1
abhiprajan	abhiprajāta	4	Ā	1
abhipraṇam	abhipraṇata	1	P.	1
abhiprasū	abhiprasūta	2	Ā	1
abhiprahan	abhiprahata	2	P.	1
abhiprāṇ	abhiprāṇita	1	P.	1
abhiprāp	abhiprāpta	5	Ā	1
abhimukhīkṛ	abhimukhīkṛta	8	P.	1
abhiyojay	abhiyojita	10	P.	1
abhirañjay	abhirañjita	10	P.	1
abhirāmay	abhirāmita	10	P.	1
abhirāj	abhirājita	1	P.	1
abhilī	abhilīna	4	Ā	1
vejay	vejita	10	Ā	1
śvāsay	śvāsita	10	Ā	1
abhivāray	abhivārita	10	P.	1
abhiśru	abhiśruta	5	P.	1
abhiṣic	abhiṣiñcita	4	P.	1
abhiṣū	abhiṣuta	4	P.	1
stambh	stabhita	5	P.	1
abhisaṁyā	abhisaṃyāta	2	P.	1
abhisaṁśliṣ	abhisaṃśliṣṭa	4	P.	1
abhisaṁstu	abhisaṃstuta	2	P.	1
abhisaṁsthā	abhisaṃsthita	1	P.	1
abhisaṁkhyā	abhisaṃkhyāta	2	P.	1
abhisaṁnah	abhisaṃnaddha	4	P.	1
abhisamāgam	abhisamāgata	1	P.	1
abhisamindh	abhisamiddha	1	Ā	1
abhisamubj	abhisamubjita	6	P.	1
abhisame	abhisameta	2	P.	1
abhisampravartay	abhisampravartita	10	P.	1
lajjay	lajjita	10	P.	1
lambay	lambita	10	P.	1
luṭh	luṭhita	6	Ā	1
luṇṭhay	luṇṭhita	10	P.	1
lokay	lokita	10	Ā	1
sphūrj	sphūrjita	1	Ā	1
abhihṛ	abhihṛta	2	P.	1
abhyanumoday	abhyanumodita	10	P.	1
abhyantarīkṛ	abhyantarīkṛta	8	P.	1
abhyapān	abhyapānita	1	P.	1
abhyavapat	abhyavapatita	1	P.	1
abhyāhṛ	abhyāhṛta	1	P.	1
abhyudīray	abhyudīrita	10	P.	1
abhyupayā	abhyupayāta	2	P.	1
abhyupākṛ	abhyupākṛta	8	P.	1
abhyupekṣ	abhyupekṣita	1	Ā	1
abhye	abhyeta	2	P.	1
mnā	mnāta	1	P.	1
alpīkṛ	alpīkṛta	8	P.	1
kūlay	kūlita	10	P.	1
avakﾱp	avakﾱpta	1	Ā	1
avakrī	avakrīta	9	P.	1
avakṣud	avakṣuṇṇa	1	P.	1
avakhaṇḍay	avakhaṇḍita	0	P.	1
avagaṇay	avagaṇita	10	P.	1
avagamay	avagamita	10	P.	1
avagal	avagalita	1	P.	1
avaguh	avagūḍha	1	Ā	1
avaghaṭṭay	avaghaṭṭita	10	P.	1
avaghūrṇ	avaghūrṇita	1	Ā	1
bhāsay	bhāsita	10	Ā	1
avaghrā	avaghrāta	1	P.	1
calay	calita	10	P.	1
avacchā	avacchāta	4	P.	1
avajṛmbh	avajṛmbhita	1	Ā	1
jvalay	jvalita	10	P.	1
avatap	avatapta	1	P.	1
avatṛd	avatṛṇṇa	7	P.	1
avatṛ	avatarita	6	P.	1
avadhū	avadhuta	5	Ā	1
avadhyā	avadhyāta	4	P.	1
avadhyā	avadhyāyita	4	P.	1
paṇay	paṇita	10	P.	1
avapāṭay	avapāṭita	10	P.	1
avabhartsay	avabhartsita	10	P.	1
avabhā	avabhāta	2	P.	1
avabhuj	avabhugna	6	P.	1
avamajj	avamagna	1	P.	1
muṣ	muṣṭa	9	Ā	1
mlā	mlāta	4	Ā	1
avamṛj	avamṛṣṭa	4	Ā	1
avayā	avayāta	2	Ā	1
avayu	avayuta	3	P.	1
avalaṅgh	avalaṅghita	1	P.	1
avavad	avavadita	1	P.	1
avavṛṣ	avavṛṣṭa	1	P.	1
śad	śanna	1	P.	1
san	sāta	8	Ā	1
avastṛ	avastṛta	9	Ā	1
avahan	avahata	2	P.	1
avahṛ	avahṛta	1	P.	1
ākamp	ākampita	1	Ā	1
pruṣ	pruṣita	6	P.	1
ākrīḍ	ākrīḍita	1	Ā	1
ākhid	ākhinna	6	P.	1
āgrah	āgṛhīta	9	Ā	1
ātṛd	ātṛṇṇa	7	P.	1
ādru	ādruta	1	Ā	1
ādhṛ	ādhṛta	1	P.	1
ānanday	ānandita	10	P.	1
āpū	āpūta	9	P.	1
āprayam	āprayata	1	P.	1
ābhā	ābhāta	2	P.	1
ābhās	ābhāsita	1	Ā	1
āmṛj	āmṛṣṭa	2	P.	1
radh	raddha	4	Ā	1
ālap	ālapita	1	P.	1
ālambhay	ālambhita	10	P.	1
ālup	ālupta	6	P.	1
āvac	okta	3	P.	1
āvah	oḍha	4	P.	1
āvā	āvāna	2	P.	1
āvṛh	āvṛḍha	6	P.	1
āśaṁs	āśasta	2	Ā	1
āskand	āskandita	1	P.	1
āspand	āspandita	1	Ā	1
āsrāvay	āsrāvita	10	P.	1
svap	svapita	1	Ā	1
āhlāday	āhlādita	10	Ā	1
ucci	uccita	5	Ā	1
ucchāday	ucchādita	10	P.	1
ucchiṣ	ucchiṣṭita	4	Ā	1
ujji	ujjita	1	P.	1
tānay	tānita	10	P.	1
ujjīvay	ujjīvita	10	P.	1
ujjṛmbh	ujjṛmbhita	1	Ā	1
ujjvalay	ujjvalita	10	P.	1
utkhid	utkhinna	6	P.	1
uttāpay	uttāpita	10	P.	1
kvāthay	kvāthita	10	P.	1
dabh	dabdha	1	Ā	1
uttrāsay	uttrāsita	10	P.	1
utpācay	utpācita	10	P.	1
utsṛ	utsṛta	1	P.	1
udāvartay	udāvartita	10	P.	1
udās	udāsita	2	Ā	1
udīkṣ	udīkṣita	1	P.	1
udgranth	udgrathita	9	P.	1
udgrāhay	udgrāhita	10	P.	1
udghṛṣ	udghṛṣṭa	1	Ā	1
udbhāsay	udbhāsita	10	Ā	1
udvāsay	udvāsita	10	P.	1
udvīkṣ	udvīkṣita	1	Ā	1
udvraj	udvrajita	1	P.	1
unmajjay	unmajjita	10	P.	1
unmocay	unmocita	10	Ā	1
yāsay	yāsita	10	P.	1
unmṛd	unmṛdita	9	Ā	1
unmarday	unmardita	10	P.	1
unmṛś	unmṛṣṭa	6	P.	1
rāvay	rāvita	10	P.	1
upakruś	upakruṣṭa	1	P.	1
upajanay	upajanita	10	P.	1
upajñā	upajñāta	9	P.	1
upadhāray	upadhārita	10	Ā	1
upanikṣip	upanikṣipta	6	P.	1
upanipat	upanipatita	1	P.	1
upaniveśay	upaniveśita	10	P.	1
upanivṛt	upanivṛtta	1	Ā	1
nāyay	nāyita	10	P.	1
upabhakṣ	upabhakṣita	1	P.	1
upayam	upayata	6	P.	1
upalambhay	upalambhita	10	P.	1
upavas	upavasita	2	P.	1
upaśāmay	upaśāmita	10	P.	1
upasaṁyam	upasaṃyata	1	P.	1
upasaṁsṛj	upasaṃsṛṣṭa	6	P.	1
upasaṁvye	upasaṃvīta	4	Ā	1
upasame	upasameta	2	P.	1
upasnu	upasnuta	2	P.	1
upahāsay	upahāsita	10	P.	1
upākram	upākrānta	6	P.	1
upādā	upādatta	3	Ā	1
upādiś	upādiṣṭa	6	P.	1
upāviś	upāviṣṭa	6	P.	1
rohay	rohita	10	P.	1
upāśliṣ	upāśliṣṭa	4	P.	1
upāsad	upāsanna	1	P.	1
upāsṛj	upāsṛṣṭa	6	P.	1
upāstṛ	upāstīrṇa	9	P.	1
ullambay	ullambita	10	P.	1
uṣṇīkṛ	uṣṇīkṛta	8	P.	1
ūrdhvīkṛ	ūrdhvīkṛta	8	P.	1
lāsay	lāsita	10	P.	1
eray	erita	10	Ā	1
kaluṣībhū	kaluṣībhūta	1	P.	1
kṣoday	kṣodita	10	P.	1
gopāy	gopāyita	0	Ā	1
tarṣay	tarṣita	10	P.	1
dhvanay	dhvanita	10	P.	1
nikaṣ	nikaṣita	1	P.	1
nikṛṣ	nikṛṣṭa	1	P.	1
nigup	nigupta	1	P.	1
nigā	nigīta	4	P.	1
nidah	nidagdha	1	P.	1
nidiś	nidiṣṭa	6	P.	1
nidhāpay	nidhāpita	10	P.	1
nidhū	nidhūta	6	Ā	1
nidhṛ	nidhṛta	1	P.	1
nidhyā	nidhyāta	4	P.	1
nipad	nipanna	4	Ā	1
nibodhay	nibodhita	10	P.	1
nibhid	nibhinna	7	P.	1
nimiṣ	nimiṣita	6	P.	1
nirākram	nirākrānta	1	P.	1
nirāyam	nirāyata	1	P.	1
nirūh	nirūhita	1	P.	1
nirduh	nirdugdha	4	P.	1
nirdham	nirdhānta	1	P.	1
nirdhāv	nirdhāvita	1	P.	1
nirvam	nirvānta	2	P.	1
nirvarṇay	nirvarṇita	0	P.	1
nilip	nilipta	6	P.	1
nivap	nivapta	1	P.	1
nivas	nivasita	2	Ā	1
niścar	niścarita	1	Ā	1
niṣkṛt	niṣkṛtta	6	Ā	1
niṣṭap	nistapta	1	P.	1
nistṛ	niṣṭṛta	9	P.	1
nistāray	nistārita	10	P.	1
nisru	nisruta	1	Ā	1
parākṛṣ	parākṛṣṭa	1	P.	1
parāvap	paropta	1	P.	1
parāvṛj	parāvṛkta	7	P.	1
parāśvas	parāśvasta	2	P.	1
parikathay	parikathita	10	P.	1
parikamp	parikampita	10	P.	1
parikalay	parikalita	10	P.	1
parikhan	parikhāta	1	P.	1
parigarh	parigarhita	1	P.	1
parighaṭṭay	parighaṭṭita	10	P.	1
paricar	paricīrṇa	1	Ā	1
paricālay	paricālita	10	P.	1
paricintay	paricintita	10	P.	1
parijṛmbh	parijṛmbhita	1	Ā	1
pariṇah	pariṇaddha	4	Ā	1
paritarpay	paritarpita	10	P.	1
paritrā	paritrāyita	4	P.	1
paridhāv	paridhāvita	1	Ā	1
parinand	parinandita	1	P.	1
parinirvā	parinirvāṇa	2	Ā	1
pariniṣpad	pariniṣpanna	4	Ā	1
paripaṭh	paripaṭhita	1	P.	1
paripiṣ	paripiṣṭa	7	P.	1
paripū	paripūna	9	P.	1
paribhartsay	paribhartsita	10	P.	1
parimṛd	parimṛdita	1	Ā	1
pariruj	parirugṇa	6	P.	1
parirudh	pariruddha	7	Ā	1
parilih	parilīḍha	6	P.	1
parivand	parivandita	1	Ā	1
parivas	paryuṣṭa	1	P.	1
parivah	paryūḍha	1	P.	1
pariviś	pariviṣṭa	6	P.	1
parivṛṣ	parivṛṣṭa	1	P.	1
parivraj	parivrajita	1	P.	1
pariśeṣay	pariśeṣita	10	P.	1
pariṣkand	pariskanna	1	P.	1
parisaṁstṛ	parisaṃstīrṇa	9	P.	1
pariskhal	pariskhalita	1	P.	1
paristṛ	paristṛta	9	Ā	1
parispṛś	parispṛṣṭa	6	P.	1
parisphur	parisphurita	6	P.	1
pariharṣay	pariharṣita	10	P.	1
paryaṭ	paryaṭita	1	Ā	1
paryanviṣ	paryanviṣṭa	6	Ā	1
paryudas	paryudasta	4	P.	1
parye	paryeta	2	P.	1
prakāṅkṣ	prakāṅkṣita	1	P.	1
prakṣi	prakṣita	5	P.	1
prakṣubh	prakṣubhita	9	P.	1
prakhyāpay	prakhyāpita	10	P.	1
pragāh	pragāḍha	1	Ā	1
pragranth	pragrathita	9	P.	1
praṇigad	praṇigadita	1	P.	1
praṇipat	praṇipatita	1	P.	1
praṇu	praṇuta	1	P.	1
pratikūlay	pratikūlita	10	P.	1
pratikṛ	pratikīrṇa	6	P.	1
pratikrudh	pratikruddha	4	P.	1
praticchid	praticchinna	7	P.	1
pratitāḍay	pratitāḍita	10	P.	1
pratitap	pratitapta	1	P.	1
pratideśay	pratideśita	10	P.	1
pratidṛś	pratidṛṣṭa	4	P.	1
pratiniḥsṛj	pratiniḥsṛṣṭa	6	P.	1
pratinihan	pratinihata	2	P.	1
pratipālay	pratipālita	10	Ā	1
pratipīḍay	pratipīḍita	10	P.	1
pratipraviś	pratipraviṣṭa	6	P.	1
pratiprasū	pratiprasūta	2	Ā	1
pratibhāṣ	pratibhāṣita	1	P.	1
pratibhāvay	pratibhāvita	10	P.	1
pratimānay	pratimānita	10	P.	1
pratimohay	pratimohita	10	P.	1
pratiyat	pratiyatta	1	Ā	1
pratiyātay	pratiyātita	10	P.	1
pratiyojay	pratiyojita	10	P.	1
pratiyudh	pratiyuddha	4	P.	1
pratirādh	pratirāddha	5	P.	1
pratilī	pratilīna	4	Ā	1
prativand	prativandita	1	Ā	1
prativiram	prativirata	9	P.	1
prativisṛj	prativisṛṣṭa	6	P.	1
prativyūh	prativyūḍha	1	Ā	1
pratiṣañj	pratisakta	1	P.	1
pratisaṁyat	pratisaṃyatta	1	Ā	1
pratisaṁhṛṣ	pratisaṃhṛṣṭa	4	P.	1
pratisaṁkram	pratisaṃkrānta	1	Ā	1
pratisamās	pratisamāsita	2	P.	1
pratisah	pratisahita	1	Ā	1
pratismṛ	pratismṛta	1	P.	1
pratiheṣ	pratiheṣita	1	P.	1
pratīṣ	pratīcchita	6	Ā	1
pratṛ	pratūrṇa	8	Ā	1
pratyakṣībhū	pratyakṣībhūta	1	P.	1
pratyabhidhā	pratyabhihita	3	Ā	1
pratyarthay	pratyarthita	0	P.	1
pratyavarudh	pratyavaruddha	7	P.	1
pratyavaruh	pratyavarūḍha	1	P.	1
pratyavasā	pratyavasita	6	P.	1
pratyāvraj	pratyāvrajita	1	P.	1
pratyāśrāvay	pratyāśrāvita	10	P.	1
pratyudāhṛ	pratyudāhṛta	1	P.	1
pratyudīr	pratyudīrṇa	2	Ā	1
pratyupayā	pratyupayāta	2	P.	1
pratvar	pratvarita	1	P.	1
pradṛ	pradīrṇa	2	P.	1
pradāray	pradārita	10	P.	1
pradyotay	pradyotita	10	P.	1
pradrāvay	pradrāvita	10	P.	1
pradhṛ	pradhṛta	1	P.	1
pradhmāpay	pradhmāpita	10	Ā	1
prapātay	prapātita	10	P.	1
prapiṣ	prapiṣṭa	7	P.	1
prap￞	prapūrita	9	P.	1
prap￞	prapūrṇa	9	P.	1
prabhās	prabhāsita	1	Ā	1
prabhāsay	prabhāsita	10	P.	1
prabhī	prabhīta	3	P.	1
prabhraṁś	prabhṛṣṭa	4	P.	1
pramocay	pramocita	10	P.	1
pramṛd	pramṛdita	9	Ā	1
pralap	pralapta	4	P.	1
pralap	pralapita	4	P.	1
pralup	pralupta	6	P.	1
pralubh	pralubdha	4	Ā	1
pralū	pralūna	9	P.	1
pravarṇay	pravarṇita	0	P.	1
pravah	proḍha	1	Ā	1
pravikas	pravikasita	1	P.	1
pravigāh	pravigāḍha	1	Ā	1
pravical	pravicalita	1	Ā	1
pravici	pravicita	5	Ā	1
praviceṣṭ	praviceṣṭita	1	Ā	1
pravijṛmbh	pravijṛmbhita	1	Ā	1
pravistṛ	pravistīrṇa	9	P.	1
pravṛj	pravṛkta	7	P.	1
pravardhay	pravardhita	10	P.	1
prasphoṭay	prasphoṭita	10	P.	1
prahā	prajahita	3	Ā	1
prākṛ	prākṛta	8	P.	1
prārjay	prārjita	10	P.	1
protkhan	protkhāta	1	P.	1
prodi	prodita	2	P.	1
pronmīlay	pronmīlita	10	P.	1
prollas	prollasita	1	P.	1
vikas	vikasta	1	P.	1
vikūj	vikūjita	1	P.	1
vikāray	vikārita	10	P.	1
vikarśay	vikarśita	10	P.	1
vikﾱp	vikﾱpta	1	Ā	1
vikṣi	vikṣīṇa	9	P.	1
vikṣubh	vikṣubdha	4	Ā	1
vikhyāpay	vikhyāpita	10	Ā	1
vigā	vigīta	4	P.	1
vighūrṇ	vighūrṇa	1	Ā	1
vicṛt	vicṛtta	6	P.	1
vijan	vijāta	4	P.	1
viḍamb	viḍambita	1	P.	1
vidīp	vidīpta	4	Ā	1
vidhāv	vidhāvita	1	Ā	1
vidhūpay	vidhūpita	0	P.	1
vidharṣay	vidharṣita	10	P.	1
vinirdhū	vinirdhuta	5	P.	1
vinirbhuj	vinirbhugna	6	P.	1
vinirhṛ	vinirhṛta	1	P.	1
vipaś	vipaṣṭa	4	Ā	1
vipṛc	vipṛkta	7	P.	1
vipraṇaś	vipraṇaṣṭa	4	P.	1
vipradhāv	vipradhāvita	1	P.	1
vipramohay	vipramohita	10	P.	1
vipruṣ	vipruṣṭa	5	P.	1
viprekṣ	viprekṣita	4	P.	1
vibhraṁś	vibhraṃśita	4	P.	1
viman	vimata	4	Ā	1
vimṛś	vimṛśita	6	Ā	1
vimṛṣ	vimṛṣita	4	P.	1
viyā	viyāta	2	P.	1
viramay	viramita	10	P.	1
vivalg	vivalgita	1	P.	1
viśrambhay	viśrambhita	10	P.	1
viśrāvay	viśrāvita	10	P.	1
viṣah	viṣahita	1	P.	1
viṣkambh	viṣkabhita	9	Ā	1
vyatigam	vyatigata	1	P.	1
vyatiyā	vyatiyāta	2	P.	1
vyapanāśay	vyapanāśita	10	P.	1
vyapavṛt	vyapavṛtta	1	Ā	1
vyapahṛ	vyapahṛta	1	P.	1
vyavadhū	vyavadhūta	5	P.	1
vyavabhāsay	vyavabhāsita	10	P.	1
vyavamuc	vyavamukta	6	P.	1
vyāghoṣay	vyāghoṣita	10	P.	1
vyāsidh	vyāsiddha	1	P.	1
vyukṣ	vyukṣita	6	P.	1
vyucchid	vyucchinna	7	Ā	1
vyutpad	vyutpanna	4	P.	1
vyūh	vyūhita	1	Ā	1
vyṛdh	vyṛddha	5	P.	1
saṁyaj	samiṣṭa	1	Ā	1
saṁrañjay	saṃrañjita	10	P.	1
saṁram	saṃrata	1	Ā	1
saṁlajj	saṃlajjita	1	Ā	1
saṁlālay	saṃlālita	10	P.	1
saṁloḍay	saṃloḍita	10	P.	1
saṁvā	saṃvāta	2	P.	1
saṁveśay	saṃveśita	10	P.	1
saṁvṛj	saṃvṛkta	7	Ā	1
saṁśobhay	saṃśobhita	10	P.	1
saṁśṛ	saṃśīrṇa	9	Ā	1
saṁstambh	saṃstabdha	9	Ā	1
saṁhṛṣ	saṃhṛṣita	1	Ā	1
saṁkamp	saṃkampita	1	Ā	1
saṁkalay	saṃkalita	10	P.	1
saṁkuñc	saṃkuñcita	6	P.	1
saṁkṛ	saṃkṛta	8	Ā	1
saṁkrīḍ	saṃkrīḍita	1	Ā	1
saṁkruś	saṃkruṣṭa	4	P.	1
saṁkhid	saṃkhinna	6	P.	1
saṁgrah	saṃgṛbhita	6	P.	1
saṁgrah	saṃgṛbhīta	6	P.	1
saṁgrāhay	saṃgrāhita	10	P.	1
saṁcālay	saṃcālita	10	P.	1
saṁcit	saṃcitta	1	P.	1
saṁjñā	saṃjñāta	9	Ā	1
saṁjñāpay	saṃjñāpita	10	P.	1
saṁdham	saṃdhmāta	1	P.	1
saṁdhyā	saṃdhyāta	4	P.	1
saṁnāmay	saṃnāmita	10	P.	1
saṁniyam	saṃniyata	1	P.	1
saṁnilī	saṃnilīna	4	Ā	1
saṁnihan	saṃnihata	2	P.	1
samadhigam	samadhigata	1	P.	1
samadhī	samadhīta	2	Ā	1
samanucintay	samanucintita	10	P.	1
samanutap	samanutapta	1	P.	1
samanuman	samanumata	4	Ā	1
samanuyā	samanuyāta	2	P.	1
samapavarjay	samapavarjita	10	P.	1
samabhikram	samabhikrānta	1	P.	1
samabhidhā	samabhihita	3	Ā	1
samabhinand	samabhinandita	1	P.	1
samabhiruh	samabhirūḍha	1	P.	1
samabhilaṣ	samabhilaṣita	1	P.	1
samabhivyāhṛ	samabhivyāhṛta	1	P.	1
samarday	samardita	10	P.	1
samavatāray	samavatārita	10	P.	1
samavalokay	samavalokita	10	P.	1
samavasṛ	samavasṛta	3	Ā	1
samavasthāpay	samavasthāpita	10	P.	1
samavekṣ	samavekṣita	1	P.	1
samācam	samācānta	1	P.	1
samāpat	samāpatita	1	P.	1
samābhāṣ	samābhāṣita	1	P.	1
samābhṛ	samābhṛta	3	P.	1
samālabh	samālabdha	1	Ā	1
samālip	samālipta	6	P.	1
samāvas	samoṣita	1	P.	1
samāve	samota	4	P.	1
samās	samāsita	4	P.	1
samāsev	samāsevita	1	Ā	1
samucchvas	samucchvasita	2	Ā	1
samutkṛt	samutkṛtta	6	P.	1
samutkṛṣ	samutkṛṣṭa	6	P.	1
samutpāṭay	samutpāṭita	10	P.	1
samutplu	samutpluta	1	Ā	1
samund	samunna	7	P.	1
samudāgam	samudāgata	1	P.	1
samudācar	samudācarita	1	Ā	1
samuddīpay	samuddīpita	10	P.	1
samudyā	samudyāta	2	P.	1
samunnī	samunnīta	1	Ā	1
samupadiś	samupadiṣṭa	6	Ā	1
samupadru	samupadruta	1	P.	1
samupayuj	samupayukta	7	P.	1
samupalabh	samupalabdha	1	P.	1
samupādā	samupātta	3	Ā	1
samupās	samupāsīna	1	Ā	1
samupāsthā	samupāsthita	1	P.	1
samparigrah	samparigṛhīta	9	Ā	1
