Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
abhiniṣic	Verb	6	Ā	abhiniṣikta			"Past Passive Participle"	"    1"
virūkṣībhū	Verb	1	Ā	virūkṣībhūta			"Past Passive Participle"	"    1"
ūrdhvībhū	Verb	1	Ā	ūrdhvībhūta			"Past Passive Participle"	"    1"
parilul	Verb	1	P.	parilulita			"Past Passive Participle"	"    1"
luḍ	Verb	1	P.	luḍita			"Past Passive Participle"	"    1"
āluḍ	Verb	4	P.	āluḍita			"Past Passive Participle"	"    1"
prakvath	Verb	1	Ā	prakvathita			"Past Passive Participle"	"    1"
vinistṛ	Verb	9	P.	vinistīrṇa			"Past Passive Participle"	"    1"
saṁpramārjay	Verb	10	Ā	saṃpramārjita			"Past Passive Participle"	"    1"
kṣayīkṛ	Verb	8	Ā	kṣayīkṛta			"Past Passive Participle"	"    1"
vipāday	Verb	10	Ā	vipādita			"Past Passive Participle"	"    1"
saṁvidru	Verb	1	Ā	saṃvidruta			"Past Passive Participle"	"    1"
samupaveśay	Verb	10	Ā	samupaveśita			"Past Passive Participle"	"    1"
upasidh	Verb	4	Ā	upasiddha			"Past Passive Participle"	"    1"
vardhāpay	Verb	10	P.	vardhāpita			"Past Passive Participle"	"    1"
vipradah	Verb	4	Ā	vipradagdha			"Past Passive Participle"	"    1"
samupanah	Verb	4	Ā	samupanaddha			"Past Passive Participle"	"    1"
atilolay	Verb	10	P.	atilolita			"Past Passive Participle"	"    1"
vinipiṣ	Verb	7	P.	vinipiṣṭa			"Past Passive Participle"	"    1"
amṛtībhū	Verb	1	Ā	amṛtībhūta			"Past Passive Participle"	"    1"
vinirbandh	Verb	9	Ā	vinirbaddha			"Past Passive Participle"	"    1"
vispṛś	Verb	6	Ā	vispṛṣṭa			"Past Passive Participle"	"    1"
abhigarv	Verb	1	Ā	abhigarvita			"Past Passive Participle"	"    1"
khaj	Verb	1	P.	khajita			"Past Passive Participle"	"    1"
vikarṣay	Verb	10	P.	vikarṣita			"Past Passive Participle"	"    1"
jaḍībhū	Verb	1	Ā	jaḍībhūta			"Past Passive Participle"	"    1"
saṁpluṣ	Verb	1	P.	saṃpluṣṭa			"Past Passive Participle"	"    1"
abhiviniḥsṛ	Verb	3	P.	abhiviniḥsṛta			"Past Passive Participle"	"    1"
vinipad	Verb	4	Ā	vinipanna			"Past Passive Participle"	"    1"
pattalībhū	Verb	1	Ā	pattalībhūta			"Past Passive Participle"	"    1"
samavaguṇṭhay	Verb	10	P.	samavaguṇṭhita			"Past Passive Participle"	"    1"
kācībhū	Verb	1	Ā	kācībhūta			"Past Passive Participle"	"    1"
andhamūṣīkṛ	Verb	8	Ā	andhamūṣīkṛta			"Past Passive Participle"	"    1"
avasajjay	Verb	10	Ā	avasajjita			"Past Passive Participle"	"    1"
nyubjīkṛ	Verb	8	Ā	nyubjīkṛta			"Past Passive Participle"	"    1"
pillībhū	Verb	1	Ā	pillībhūta			"Past Passive Participle"	"    1"
saṁśvi	Verb	1	P.	saṃśūna			"Past Passive Participle"	"    1"
vijanīkṛ	Verb	8	Ā	vijanīkṛta			"Past Passive Participle"	"    1"
abhyāsīkṛ	Verb	8	Ā	abhyāsīkṛta			"Past Passive Participle"	"    1"
saṁvivah	Verb	4	P.	saṃvyūḍha			"Past Passive Participle"	"    1"
svāṅgaśītīkṛ	Verb	8	Ā	svāṅgaśītīkṛta			"Past Passive Participle"	"    1"
jīvāpay	Verb	10	P.	jīvāpita			"Past Passive Participle"	"    1"
samāvarjay	Verb	10	Ā	samāvarjita			"Past Passive Participle"	"    1"
kiṁpuruṣīkṛ	Verb	8	Ā	kiṃpuruṣīkṛta			"Past Passive Participle"	"    1"
puruṣībhū	Verb	1	Ā	puruṣībhūta			"Past Passive Participle"	"    1"
anuśrāvay	Verb	10	Ā	anuśrāvita			"Past Passive Participle"	"    1"
kṣaṇībhū	Verb	1	Ā	kṣaṇībhūta			"Past Passive Participle"	"    1"
ulloḍay	Verb	10	P.	ulloḍita			"Past Passive Participle"	"    1"
paricarv	Verb	1	Ā	paricūrṇa			"Past Passive Participle"	"    1"
avaklid	Verb	4	Ā	avaklinna			"Past Passive Participle"	"    1"
prativinī	Verb	1	Ā	prativinīta			"Past Passive Participle"	"    1"
saṁpratarpay	Verb	10	Ā	saṃpratarpita			"Past Passive Participle"	"    1"
upanirdiś	Verb	6	Ā	upanirdiṣṭa			"Past Passive Participle"	"    1"
abhisaṁvyadh	Verb	4	Ā	abhisaṃviddha			"Past Passive Participle"	"    1"
upaskhal	Verb	1	P.	upaskhalita			"Past Passive Participle"	"    1"
abhikṣan	Verb	8	P.	abhikṣata			"Past Passive Participle"	"    1"
anusaṁdih	Verb	6	P.	anusaṃdigdha			"Past Passive Participle"	"    1"
dāruṇībhū	Verb	1	Ā	dāruṇībhūta			"Past Passive Participle"	"    1"
parimāray	Verb	10	P.	parimārita			"Past Passive Participle"	"    1"
āstyai	Verb	1	P.	āstyāna			"Past Passive Participle"	"    1"
pravibhid	Verb	7	Ā	pravibhinna			"Past Passive Participle"	"    1"
viśalīkṛ	Verb	8	Ā	viśalīkṛta			"Past Passive Participle"	"    1"
saṁkleśay	Verb	10	Ā	saṃkleśita			"Past Passive Participle"	"    1"
jaṭībhū	Verb	1	Ā	jaṭībhūta			"Past Passive Participle"	"    1"
punarnavībhū	Verb	1	Ā	punarnavībhūta			"Past Passive Participle"	"    1"
liṅgībhū	Verb	1	Ā	liṅgībhūta			"Past Passive Participle"	"    1"
khilībhū	Verb	1	Ā	khilībhūta			"Past Passive Participle"	"    1"
abhinisṛ	Verb	3	P.	abhinisṛta			"Past Passive Participle"	"    1"
anusaṁci	Verb	5	Ā	anusaṃcita			"Past Passive Participle"	"    1"
saṁprotay	Denom.	0	P.	saṃprotita			"Past Passive Participle"	"    1"
svarasīkṛ	Verb	8	Ā	svarasīkṛta			"Past Passive Participle"	"    1"
paripiṇḍay	Denom.	0	P.	paripiṇḍita			"Past Passive Participle"	"    1"
saṁpradhukṣay	Verb	10	P.	saṃpradhukṣita			"Past Passive Participle"	"    1"
anṛṇībhū	Verb	1	Ā	anṛṇībhūta			"Past Passive Participle"	"    1"
atitarṣay	Verb	10	P.	atitarṣita			"Past Passive Participle"	"    1"
samabhīps	Desid.	0	Ā	samabhīpsita			"Past Passive Participle"	"    1"
pratirūpay	Denom.	0	P.	pratirūpita			"Past Passive Participle"	"    1"
vyākulībhū	Verb	1	Ā	vyākulībhūta			"Past Passive Participle"	"    1"
pratical	Verb	1	Ā	praticalita			"Past Passive Participle"	"    1"
samunmuc	Verb	6	Ā	samunmukta			"Past Passive Participle"	"    1"
pratijñāpay	Verb	10	Ā	pratijñāpita			"Past Passive Participle"	"    1"
viṣṭhay	Denom.	0	P.	viṣṭhita			"Past Passive Participle"	"    1"
saṁprapūray	Verb	10	Ā	saṃprapūrita			"Past Passive Participle"	"    1"
samanuśobhay	Verb	10	Ā	samanuśobhita			"Past Passive Participle"	"    1"
anusaṁvṛ	Verb	5	Ā	anusaṃvṛta			"Past Passive Participle"	"    1"
abhivyañjay	Verb	10	P.	abhivyañjita			"Past Passive Participle"	"    1"
haimīkṛ	Verb	8	Ā	haimīkṛta			"Past Passive Participle"	"    1"
vinirmajj	Verb	1	Ā	vinirmagna			"Past Passive Participle"	"    1"
paridhiṣṭhā	Verb	1	Ā	paridhiṣṭhita			"Past Passive Participle"	"    1"
praviṣad	Verb	2	P.	praviṣaṇṇa			"Past Passive Participle"	"    1"
samuddhvaṁs	Verb	1	Ā	samuddhvasta			"Past Passive Participle"	"    1"
saṁkalīkṛ	Verb	8	Ā	saṃkalīkṛta			"Past Passive Participle"	"    1"
samupāvṛ	Verb	5	Ā	samupāvṛta			"Past Passive Participle"	"    1"
abhipraṇud	Verb	6	Ā	abhipraṇunna			"Past Passive Participle"	"    1"
prasyanday	Verb	10	P.	prasyandita			"Past Passive Participle"	"    1"
anupraśaṁs	Verb	1	Ā	anupraśasta			"Past Passive Participle"	"    1"
abhivyākhyā	Verb	4	P.	abhivyākhyāta			"Past Passive Participle"	"    1"
śuddhīkṛ	Verb	8	Ā	śuddhīkṛta			"Past Passive Participle"	"    1"
abhisaṁdih	Verb	6	P.	abhisaṃdigdha			"Past Passive Participle"	"    1"
anupravac	Verb	3	Ā	anuprokta			"Past Passive Participle"	"    1"
upagaṇay	Verb	10	Ā	upagaṇita			"Past Passive Participle"	"    1"
pakṣīkṛ	Verb	8	Ā	pakṣīkṛta			"Past Passive Participle"	"    1"
avarud	Verb	6	Ā	avarudita			"Past Passive Participle"	"    1"
pratisaṁkuñc	Verb	6	P.	pratisaṃkucita			"Past Passive Participle"	"    1"
avavisraṁsay	Verb	10	P.	avavisraṃsita			"Past Passive Participle"	"    1"
saṁtyājay	Verb	10	P.	saṃtyājita			"Past Passive Participle"	"    1"
pravirañj	Verb	6	Ā	pravirakta			"Past Passive Participle"	"    1"
praghuṣ	Verb	1	Ā	praghuṣṭa			"Past Passive Participle"	"    1"
abhyāsāday	Verb	10	Ā	abhyāsādita			"Past Passive Participle"	"    1"
saṁpratyupasthā	Verb	1	Ā	saṃpratyupasthita			"Past Passive Participle"	"    1"
prastāray	Verb	10	P.	prastārita			"Past Passive Participle"	"    1"
abhipratī	Verb	2	Ā	abhipratīta			"Past Passive Participle"	"    1"
sūkṣmīkṛ	Verb	8	Ā	sūkṣmīkṛta			"Past Passive Participle"	"    1"
abhisaṁkṛ	Verb	6	Ā	abhisaṃkīrṇa			"Past Passive Participle"	"    1"
abhisaṁmad	Verb	4	Ā	abhisaṃmatta			"Past Passive Participle"	"    1"
vicitrīkṛ	Verb	8	Ā	vicitrīkṛta			"Past Passive Participle"	"    1"
abhisaṁrañj	Verb	6	Ā	abhisaṃrakta			"Past Passive Participle"	"    1"
pratisaṁmiśray	Denom.	0	P.	pratisaṃmiśrita			"Past Passive Participle"	"    1"
ākṣālay	Verb	10	Ā	ākṣālita			"Past Passive Participle"	"    1"
susmūrṣ	Desid.	0	P.	susmūrṣita			"Past Passive Participle"	"    1"
nimittībhū	Verb	1	Ā	nimittībhūta			"Past Passive Participle"	"    1"
samanukīrtay	Verb	10	Ā	samanukīrtita			"Past Passive Participle"	"    1"
abhipratipāday	Verb	10	Ā	abhipratipādita			"Past Passive Participle"	"    1"
apalāpay	Verb	10	P.	apalāpita			"Past Passive Participle"	"    1"
pravinirdhū	Verb	9	P.	pravinirdhūta			"Past Passive Participle"	"    1"
adharībhū	Verb	1	Ā	adharībhūta			"Past Passive Participle"	"    1"
mārdavīkṛ	Verb	8	P.	mārdavīkṛta			"Past Passive Participle"	"    1"
pratyabhyanujñā	Verb	9	Ā	pratyabhyanujñāta			"Past Passive Participle"	"    1"
saṁdviṣ	Verb	6	Ā	saṃdviṣṭa			"Past Passive Participle"	"    1"
śastray	Denom.	0	P.	śastrita			"Past Passive Participle"	"    1"
mekhalāy	Denom.	0	Ā	mekhalāyita			"Past Passive Participle"	"    1"
virasīkṛ	Verb	8	Ā	virasīkṛta			"Past Passive Participle"	"    1"
āsiñj	Verb	1	P.	āsiñjita			"Past Passive Participle"	"    1"
āpāṇḍurībhū	Verb	1	Ā	āpāṇḍurībhūta			"Past Passive Participle"	"    1"
samucchvāsay	Verb	10	Ā	samucchvāsita			"Past Passive Participle"	"    1"
abhiśrāvay	Verb	10	Ā	abhiśrāvita			"Past Passive Participle"	"    1"
ujjvalībhū	Verb	1	Ā	ujjvalībhūta			"Past Passive Participle"	"    1"
nirdayībhū	Verb	1	Ā	nirdayībhūta			"Past Passive Participle"	"    1"
kalāpīkṛ	Verb	8	P.	kalāpīkṛta			"Past Passive Participle"	"    1"
cakrīkṛ	Verb	8	P.	cakrīkṛta			"Past Passive Participle"	"    1"
upadhānīkṛ	Verb	8	P.	upadhānīkṛta			"Past Passive Participle"	"    1"
avalambībhū	Verb	1	Ā	avalambībhūta			"Past Passive Participle"	"    1"
meghīkṛ	Verb	8	P.	meghīkṛta			"Past Passive Participle"	"    1"
āpluṣ	Verb	1	P.	āpluṣṭa			"Past Passive Participle"	"    1"
valayīkṛ	Verb	8	Ā	valayīkṛta			"Past Passive Participle"	"    1"
abhilāṣībhū	Verb	1	Ā	abhilāṣībhūta			"Past Passive Participle"	"    1"
śṛṅkhalay	Denom.	0	P.	śṛṅkhalita			"Past Passive Participle"	"    1"
samāram	Verb	1	Ā	samārata			"Past Passive Participle"	"    1"
samatisṛj	Verb	6	Ā	samatisṛṣṭa			"Past Passive Participle"	"    1"
āsṛp	Verb	1	P.	āsṛpta			"Past Passive Participle"	"    1"
samullāsay	Verb	10	P.	samullāsita			"Past Passive Participle"	"    1"
pratibimbīkṛ	Verb	8	P.	pratibimbīkṛta			"Past Passive Participle"	"    1"
uccheṣaṇīkṛ	Verb	8	P.	uccheṣaṇīkṛta			"Past Passive Participle"	"    1"
śṛṅkhalībhū	Verb	1	P.	śṛṅkhalībhūta			"Past Passive Participle"	"    1"
samavatṛ	Verb	4	P.	samavatīrṇa			"Past Passive Participle"	"    1"
niṣkalmaṣībhū	Verb	1	Ā	niṣkalmaṣībhūta			"Past Passive Participle"	"    1"
nimittīkṛ	Verb	8	P.	nimittīkṛta			"Past Passive Participle"	"    1"
kṣapaṇībhū	Verb	1	Ā	kṣapaṇībhūta			"Past Passive Participle"	"    1"
niḥsvībhū	Verb	1	Ā	niḥsvībhūta			"Past Passive Participle"	"    1"
samṛddhīkṛ	Verb	8	Ā	samṛddhīkṛta			"Past Passive Participle"	"    1"
prahāsay	Verb	10	P.	prahāsita			"Past Passive Participle"	"    1"
vinigaḍīkṛ	Verb	8	Ā	vinigaḍīkṛta			"Past Passive Participle"	"    1"
anuval	Verb	1	P.	anuvalita			"Past Passive Participle"	"    1"
ādits	Desid.	0	Ā	āditsita			"Past Passive Participle"	"    1"
saṁvell	Verb	1	Ā	saṃvellita			"Past Passive Participle"	"    1"
apagamay	Verb	10	Ā	apagamita			"Past Passive Participle"	"    1"
ākrudh	Verb	4	Ā	ākruddha			"Past Passive Participle"	"    1"
saṁdhṛ	Verb	1	Ā	saṃdhṛta			"Past Passive Participle"	"    1"
pāyasīkṛ	Verb	8	Ā	pāyasīkṛta			"Past Passive Participle"	"    1"
utkṣapay	Verb	10	Ā	utkṣapita			"Past Passive Participle"	"    1"
parāmṛj	Verb	2	P.	parāmṛṣṭa			"Past Passive Participle"	"    1"
paruṣībhū	Verb	1	Ā	paruṣībhūta			"Past Passive Participle"	"    1"
asulabhībhū	Verb	1	Ā	asulabhībhūta			"Past Passive Participle"	"    1"
abhivāsay	Denom.	0	P.	abhivāsita			"Past Passive Participle"	"    1"
parisaṁsthāpay	Verb	10	Ā	parisaṃsthāpita			"Past Passive Participle"	"    1"
gocarībhū	Verb	1	Ā	gocarībhūta			"Past Passive Participle"	"    1"
paratantrīkṛ	Verb	8	P.	paratantrīkṛta			"Past Passive Participle"	"    1"
āraṭ	Verb	1	P.	āraṭita			"Past Passive Participle"	"    1"
durbhagīkṛ	Verb	8	P.	durbhagīkṛta			"Past Passive Participle"	"    1"
niḥsnehīkṛ	Verb	8	P.	niḥsnehīkṛta			"Past Passive Participle"	"    1"
tuṅgībhū	Verb	1	P.	tuṅgībhūta			"Past Passive Participle"	"    1"
viralīkṛ	Verb	8	P.	viralīkṛta			"Past Passive Participle"	"    1"
vyatibhid	Verb	7	P.	vyatibhinna			"Past Passive Participle"	"    1"
sulabhībhū	Verb	1	Ā	sulabhībhūta			"Past Passive Participle"	"    1"
hiṇḍ	Verb	4	Ā	hiṇḍita			"Past Passive Participle"	"    1"
pramīl	Verb	1	P.	pramīlita			"Past Passive Participle"	"    1"
saṁketīkṛ	Verb	8	P.	saṃketīkṛta			"Past Passive Participle"	"    1"
viprabudh	Verb	4	Ā	viprabuddha			"Past Passive Participle"	"    1"
pariṇāyay	Verb	10	P.	pariṇāyita			"Past Passive Participle"	"    1"
pariśamay	Verb	10	P.	pariśamita			"Past Passive Participle"	"    1"
pṛthulay	Denom.	0	P.	pṛthulita			"Past Passive Participle"	"    1"
prakhalīkṛ	Verb	8	P.	prakhalīkṛta			"Past Passive Participle"	"    1"
saṁbhāray	Verb	10	P.	saṃbhārita			"Past Passive Participle"	"    1"
ākhyāpay	Verb	10	Ā	ākhyāpita			"Past Passive Participle"	"    1"
saṁtakṣay	Verb	10	P.	saṃtakṣita			"Past Passive Participle"	"    1"
abhiprapūjay	Verb	10	Ā	abhiprapūjita			"Past Passive Participle"	"    1"
sūkṣmībhū	Verb	1	Ā	sūkṣmībhūta			"Past Passive Participle"	"    1"
anupradarśay	Verb	10	P.	anupradarśita			"Past Passive Participle"	"    1"
parikṣu	Verb	2	P.	parikṣuta			"Past Passive Participle"	"    1"
upacihnay	Denom.	0	P.	upacihnita			"Past Passive Participle"	"    1"
udāharaṇīkṛ	Verb	8	P.	udāharaṇīkṛta			"Past Passive Participle"	"    1"
parameśvarīkṛ	Verb	8	P.	parameśvarīkṛta			"Past Passive Participle"	"    1"
praticumb	Verb	1	Ā	praticumbita			"Past Passive Participle"	"    1"
pranartay	Verb	10	P.	pranartita			"Past Passive Participle"	"    1"
vicihnay	Denom.	0	P.	vicihnita			"Past Passive Participle"	"    1"
acchīkṛ	Verb	8	P.	acchīkṛta			"Past Passive Participle"	"    1"
ālāpay	Verb	10	P.	ālāpita			"Past Passive Participle"	"    1"
abhimarṣay	Verb	10	Ā	abhimarṣita			"Past Passive Participle"	"    1"
saṁprath	Verb	1	Ā	saṃprathita			"Past Passive Participle"	"    1"
samabhyudīr	Verb	2	Ā	samabhyudīrṇa			"Past Passive Participle"	"    1"
abhividru	Verb	1	Ā	abhividruta			"Past Passive Participle"	"    1"
parāṅmukhīkṛ	Verb	8	P.	parāṅmukhīkṛta			"Past Passive Participle"	"    1"
saṁprākruś	Verb	1	Ā	saṃprākruṣṭa			"Past Passive Participle"	"    1"
praḍī	Verb	4	Ā	praḍīna			"Past Passive Participle"	"    1"
vimadīkṛ	Verb	8	P.	vimadīkṛta			"Past Passive Participle"	"    1"
sādhāraṇīkṛ	Verb	8	P.	sādhāraṇīkṛta			"Past Passive Participle"	"    1"
praśātay	Verb	10	Ā	praśātita			"Past Passive Participle"	"    1"
samunmath	Verb	9	Ā	samunmathita			"Past Passive Participle"	"    1"
samutkruś	Verb	1	Ā	samutkruṣṭa			"Past Passive Participle"	"    1"
vyaṅgīkṛ	Verb	8	P.	vyaṅgīkṛta			"Past Passive Participle"	"    1"
lālasībhū	Verb	1	P.	lālasībhūta			"Past Passive Participle"	"    1"
avacarv	Verb	1	Ā	avacūrṇa			"Past Passive Participle"	"    1"
jīrṇay	Verb	10	P.	jīrṇita			"Past Passive Participle"	"    1"
nirveśay	Verb	10	Ā	nirveśita			"Past Passive Participle"	"    1"
vipraloḍay	Verb	10	P.	vipraloḍita			"Past Passive Participle"	"    1"
abhisaṁyat	Verb	1	Ā	abhisaṃyatta			"Past Passive Participle"	"    1"
pratyavaskanday	Verb	10	Ā	pratyavaskandita			"Past Passive Participle"	"    1"
prativṛdh	Verb	1	Ā	prativṛddha			"Past Passive Participle"	"    1"
abhikṛt	Verb	6	Ā	abhikṛtta			"Past Passive Participle"	"    1"
samājan	Verb	4	Ā	samājāta			"Past Passive Participle"	"    1"
samavākṣip	Verb	6	Ā	samavākṣipta			"Past Passive Participle"	"    1"
pratiprakāś	Verb	1	Ā	pratiprakāśita			"Past Passive Participle"	"    1"
dvaidhīkṛ	Verb	8	Ā	dvaidhīkṛta			"Past Passive Participle"	"    1"
upamarṣay	Verb	10	Ā	upamarṣita			"Past Passive Participle"	"    1"
samupārabh	Verb	1	Ā	samupārabdha			"Past Passive Participle"	"    1"
abhidhvaṁs	Verb	1	Ā	abhidhvasta			"Past Passive Participle"	"    1"
nirjṛ	Verb	4	Ā	nirjīrṇa			"Past Passive Participle"	"    1"
viparicchid	Verb	7	Ā	viparicchinna			"Past Passive Participle"	"    1"
samavajñā	Verb	9	Ā	samavajñāta			"Past Passive Participle"	"    1"
pravand	Verb	1	Ā	pravandita			"Past Passive Participle"	"    1"
vyūhīkṛ	Verb	8	Ā	vyūhīkṛta			"Past Passive Participle"	"    1"
viniṣpiṇḍay	Denom.	0	P.	viniṣpiṇḍita			"Past Passive Participle"	"    1"
unmānay	Verb	10	Ā	unmānita			"Past Passive Participle"	"    1"
samuttejay	Verb	10	P.	samuttejita			"Past Passive Participle"	"    1"
upavarjay	Verb	10	Ā	upavarjita			"Past Passive Participle"	"    1"
unmāpay	Verb	10	Ā	unmāpita			"Past Passive Participle"	"    1"
parivañcay	Verb	10	Ā	parivañcita			"Past Passive Participle"	"    1"
dṛḍhatarīkṛ	Verb	8	P.	dṛḍhatarīkṛta			"Past Passive Participle"	"    1"
śoṇībhū	Verb	1	Ā	śoṇībhūta			"Past Passive Participle"	"    1"
niṣaṅgībhū	Verb	1	Ā	niṣaṅgībhūta			"Past Passive Participle"	"    1"
niṣkaluṣībhū	Verb	1	Ā	niṣkaluṣībhūta			"Past Passive Participle"	"    1"
abhisarjay	Verb	10	Ā	abhisarjita			"Past Passive Participle"	"    1"
vimalīkṛ	Verb	8	Ā	vimalīkṛta			"Past Passive Participle"	"    1"
parivarṇay	Denom.	0	Ā	parivarṇita			"Past Passive Participle"	"    1"
pariśabday	Denom.	0	P.	pariśabdita			"Past Passive Participle"	"    1"
vinirhan	Verb	4	Ā	vinirhata			"Past Passive Participle"	"    1"
vikliś	Verb	9	P.	vikliṣṭa			"Past Passive Participle"	"    1"
vyāghuṣ	Verb	1	Ā	vyāghuṣṭa			"Past Passive Participle"	"    1"
vyatikṣip	Verb	6	Ā	vyatikṣipta			"Past Passive Participle"	"    1"
paribhañj	Verb	7	Ā	paribhagna			"Past Passive Participle"	"    1"
vyatikṛṣ	Verb	6	Ā	vyatikṛṣṭa			"Past Passive Participle"	"    1"
pratiniviś	Verb	6	Ā	pratiniviṣṭa			"Past Passive Participle"	"    1"
saṁpratyavasthā	Verb	1	Ā	saṃpratyavasthita			"Past Passive Participle"	"    1"
vinikṣan	Verb	8	P.	vinikṣata			"Past Passive Participle"	"    1"
saṁpraruṣ	Verb	6	P.	saṃpraruṣṭa			"Past Passive Participle"	"    1"
upasaṁbhram	Verb	4	Ā	upasaṃbhrānta			"Past Passive Participle"	"    1"
saṁprajvālay	Verb	10	P.	saṃprajvālita			"Past Passive Participle"	"    1"
nirācam	Verb	1	Ā	nirācānta			"Past Passive Participle"	"    1"
saṁprakṛt	Verb	6	Ā	saṃprakṛtta			"Past Passive Participle"	"    1"
paridṛbh	Verb	6	P.	paridṛbdha			"Past Passive Participle"	"    1"
śāntībhū	Verb	1	P.	śāntībhūta			"Past Passive Participle"	"    1"
anupravṛdh	Verb	1	Ā	anupravṛddha			"Past Passive Participle"	"    1"
kuḍmalīkṛ	Verb	8	Ā	kuḍmalīkṛta			"Past Passive Participle"	"    1"
saṁparipracch	Verb	6	Ā	saṃparipṛṣṭa			"Past Passive Participle"	"    1"
anuprabhū	Verb	1	Ā	anuprabhūta			"Past Passive Participle"	"    1"
nibhālay	Denom.	0	Ā	nibhālita			"Past Passive Participle"	"    1"
anuviṣad	Verb	2	P.	anuviṣaṇṇa			"Past Passive Participle"	"    1"
vinirvṛ	Verb	9	P.	vinirvṛta			"Past Passive Participle"	"    1"
sakalīkṛ	Verb	8	Ā	sakalīkṛta			"Past Passive Participle"	"    1"
ālambanībhū	Verb	1	Ā	ālambanībhūta			"Past Passive Participle"	"    1"
kṣetrībhū	Verb	1	Ā	kṣetrībhūta			"Past Passive Participle"	"    1"
nibiḍībhū	Verb	1	Ā	nibiḍībhūta			"Past Passive Participle"	"    1"
